-- Logs begin at Tue 2020-03-17 04:20:55 UTC, end at Tue 2020-03-17 07:51:57 UTC. --
Mar 17 07:21:18 cloud-provider1-0000016943 systemd[1]: Started Devstack devstack@dstat.service.
Mar 17 07:21:19 cloud-provider1-0000016943 dstat.sh[30730]: [286B blob data]
Mar 17 07:21:19 cloud-provider1-0000016943 dstat.sh[30730]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 17 07:21:29 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:29| 15   5  69  11   0| 647M 3816M  186M 3178M|  13k  323k|   0  7868k|   0   650 |4696    13k|0.71 0.65 0.47|2.0   0 2.0|   0     0 |keystone-manage      320448.8%  46k 313k|python               6164  293k 609k1.5%|mysqld       196M|   0     0 |  14    8    0    5    0
Mar 17 07:21:30 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:30|  9   5  71  14   0| 649M 3812M  186M 3179M|  11k 9180B|   0  9368k|   0   760 |2928  8235 |0.74 0.65 0.47|1.0   0   0|   0     0 |mysqld               300107.0%   0    0 |keystone-manage      32044  27k  18k5.5%|mysqld       198M|   0     0 |  14    8    0    5    0
Mar 17 07:21:31 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:31| 18   5  69   8   0| 651M 3809M  186M 3180M|  14k  395k|   0  6248k|   0   478 |3825    12k|0.74 0.65 0.47|  0 1.0   0|   0     0 |keystone-manage      32044 11%  41k 372k|python               6164  357k 741k2.0%|mysqld       199M|   0     0 |  14    8    0    5    0
Mar 17 07:21:32 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:32| 19   5  68   7   0| 652M 3806M  187M 3181M|  14k  406k|   0    42M|   0   732 |5894    11k|0.74 0.65 0.47|  0 2.0   0|   0     0 |keystone-manage      32044 13%  53k 379k|python               6164  360k 748k1.5%|mysqld       200M|   0     0 |  14    8    0    5    0
Mar 17 07:21:33 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:33| 14   5  71  10   0| 652M 3805M  187M 3181M|  12k   15k|   0  8368k|   0   665 |4081  9582 |0.74 0.65 0.47|1.0 1.0   0|   0     0 |keystone-manage      320448.5%  47k  33k|keystone-manage      32044  47k  33k8.5%|mysqld       200M|   0     0 |  14    8    0    5    0
Mar 17 07:21:34 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:34| 18   7  72   3   0| 589M 3868M  187M 3182M|  14k   13k|   0  2468k|   0   187 |2068  4893 |0.74 0.65 0.47|1.0   0  78|   0     0 |keystone-manage      321258.8%2883k  37k|bash                 2245   18M2010k1.0%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 17 07:21:35 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:35| 23   3  73   0   0| 649M 3808M  187M 3182M|  18k 2160B|   0  6704k|   0  65.0 |1013  1342 |0.76 0.66 0.48|1.0   0 1.0|   0     0 |keystone-manage      32125 25%  14M  38k|keystone-manage      32125  14M  38k 25%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 17 07:21:36 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:36| 24   3  73   1   0| 621M 3835M  187M 3182M|  11k 4526B|   0  6840k|   0  68.0 |1097  1476 |0.76 0.66 0.48|1.0   0  12|   0     0 |keystone-manage      32137 21%  10M  73k|bash                 2245   17M  76k  0%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 17 07:21:37 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:37| 16  12  69   3   0| 579M 3875M  188M 3184M|  10k   12k|   0    40M|   0   553 |2635  3720 |0.76 0.66 0.48|1.0   0 237|   0     0 |bash                 2245 2.2%  17M  91k|bash                 2245   17M  91k2.2%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 17 07:21:38 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:38| 12  22  66   0   0| 579M 3874M  188M 3185M|  17k   20k|   0    76k|   0  16.0 |2919  7023 |0.76 0.66 0.48|6.0   0 436|   0     0 |systemd-journal      398  2.2%   0    0 |bash                 2245 4045k  28k2.2%|mysqld       200M|   0     0 |  14    6    0    6    0
Mar 17 07:21:39 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:39| 34  18  48   0   0| 621M 3832M  188M 3185M|  21k   11k|   0    84k|   0  6.00 |3440  5218 |0.76 0.66 0.48|2.0   0 203|   0     0 |uwsgi                429   13%4316k  37k|uwsgi                429  4316k  37k 13%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 17 07:21:40 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:40| 45   5  49   1   0| 711M 3742M  188M 3186M|  11k 2214B| 140k    0 |3.00     0 |1003   790 |0.86 0.68 0.49|2.0   0 2.0|   0     0 |uwsgi                428   25%  10M  37k|uwsgi                429    12M 191k 24%|mysqld       200M|   0     0 |  14    8    0    6    0
Mar 17 07:21:41 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:41| 41  12  47   0   0| 759M 3691M  188M 3188M|  11k 9012B|   0     0 |   0     0 |2579  8602 |0.86 0.68 0.49|1.0   0 172|   0     0 |uwsgi                428   19%4451k 120k|uwsgi                428  4451k 120k 19%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 17 07:21:42 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:42| 24   3  73   0   0| 814M 3636M  188M 3188M|  11k 2160B|   0    20k|   0  2.00 | 801   844 |0.86 0.68 0.49|1.0   0 1.0|   0     0 |keystone-manage      712   25%  14M  37k|keystone-manage      712    14M  37k 25%|mysqld       200M|   0     0 |  14    6    0    7    0
Mar 17 07:21:43 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:43| 22   4  73   1   0| 837M 3613M  188M 3188M|  11k   19k|   0  1348k|   0  62.0 |1322  2241 |0.86 0.68 0.49|1.0   0 2.0|   0     0 |keystone-manage      712   23%2558k  15k|keystone-manage      712  2558k  15k 23%|mysqld       202M|   0     0 |  14   12    0    7    0
Mar 17 07:21:44 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:44| 20   7  73   0   0| 788M 3662M  188M 3188M|  10k 3664B|   0  5496k|   0   115 |1361  1883 |0.86 0.68 0.49|1.0   0  54|   0     0 |openstack            795   19%8020k  73k|bash                 2245   19M  89k0.2%|mysqld       202M|   0     0 |  14    6    0   10    0
Mar 17 07:21:45 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:45| 22   3  73   2   0| 812M 3637M  188M 3188M|  13k 2214B|  68k   44k|17.0  6.00 |1100  1425 |0.87 0.69 0.49|1.0   0 1.0|   0     0 |openstack            795   12%3371k   0 |openstack            795  3371k   0  12%|mysqld       205M|   0     0 |  14   26    0   12    0
Mar 17 07:21:46 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:46| 22   5  73   0   0| 790M 3660M  188M 3188M|  10k 3958B|   0     0 |   0     0 |1269  1773 |0.87 0.69 0.49|1.0   0  62|   0     0 |openstack            862   12%5164k  73k|bash                 2245   11M  76k  0%|mysqld       205M|   0     0 |  14   30    0   15    0
Mar 17 07:21:47 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:47| 24   4  72   0   0| 770M 3679M  188M 3188M|  14k 2160B|   0  4420k|   0  38.0 |1276  1741 |0.87 0.69 0.49|5.0   0  41|   0     0 |uwsgi                428  2.2%3492B9406B|bash                 2245   11M  77k0.2%|mysqld       205M|   0     0 |  14   30    0   20    0
Mar 17 07:21:48 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:48| 21   6  72   0   0| 810M 3639M  188M 3188M|  14k 5584B|   0  6088k|   0  85.0 |1120  1316 |0.87 0.69 0.49|2.0   0  60|   0     0 |openstack            972   23%9828k  73k|openstack            972  9828k  73k 23%|mysqld       205M|   0     0 |  14   30    0   20    0
Mar 17 07:21:49 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:49| 23   4  72   1   0| 779M 3670M  188M 3189M|  13k 3262B|   0  2328k|   0   200 |1780  2364 |0.87 0.69 0.49|2.0   0  23|   0     0 |openstack            995  7.8%2045k   0 |bash                 2245   11M  78k  0%|mysqld       205M|   0     0 |  14   30    0   28    0
Mar 17 07:21:50 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:50| 23   3  74   0   0| 816M 3633M  188M 3189M|  10k 2160B|   0     0 |   0     0 | 971  1371 |0.88 0.69 0.49|1.0   0 2.0|   0     0 |openstack            995   22%9324k  73k|openstack            995  9324k  73k 22%|mysqld       205M|   0     0 |  14   32    0   32    0
Mar 17 07:21:51 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:51| 24   5  72   0   0| 788M 3661M  188M 3189M|  20k 4246B|   0   140k|   0  12.0 |1429  2303 |0.88 0.69 0.49|2.0   0  74|   0     0 |openstack            1078 9.8%3027k  37k|bash                 2245   11M  73k  0%|mysqld       205M|   0     0 |  14   30    0   36    0
Mar 17 07:21:52 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:52| 24   3  74   0   0| 822M 3627M  188M 3189M|  21k 2160B|   0     0 |   0     0 |1137  1397 |0.88 0.69 0.49|3.0   0 1.0|   0     0 |openstack            1078  19%8350k  37k|openstack            1078 8350k  37k 19%|mysqld       205M|   0     0 |  14   32    0   40    0
Mar 17 07:21:53 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:53| 21   7  72   0   0| 787M 3661M  188M 3189M|  14k 5086B|   0  2352k|   0  28.0 |1577  2395 |0.88 0.69 0.49|1.0   0 101|   0     0 |openstack            1183  12%3031k  37k|bash                 2245   11M  81k0.2%|mysqld       205M|   0     0 |  14   30    0   44    0
Mar 17 07:21:54 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:54| 22   4  74   0   0| 821M 3628M  188M 3189M|  12k 2160B|   0   340k|   0  14.0 | 932  1082 |0.88 0.69 0.49|2.0   0 1.0|   0     0 |openstack            1183  23%8347k  37k|openstack            1183 8347k  37k 23%|mysqld       205M|   0     0 |  14   32    0   47    0
Mar 17 07:21:55 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:55| 21   6  73   0   0| 797M 3651M  188M 3189M|  11k 4254B|   0     0 |   0     0 |1098  1677 |0.89 0.70 0.50|2.0   0  70|   0     0 |openstack            1254  17%5721k  73k|bash                 2245   11M  77k0.2%|mysqld       205M|   0     0 |  14   30    0   49    0
Mar 17 07:21:56 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:56| 23   4  73   0   0| 825M 3624M  188M 3189M|  12k 1890B|   0   100k|   0  9.00 |1130  1677 |0.89 0.70 0.50|2.0   0 2.0|   0     0 |openstack            1254  16%5670k   0 |openstack            1254 5670k   0  16%|mysqld       205M|   0     0 |  14   30    0   55    0
Mar 17 07:21:57 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:57| 22   5  73   0   0| 811M 3637M  188M 3189M|  12k 4572B|   0   188k|   0  9.00 | 894  1390 |0.89 0.70 0.50|2.0   0  70|   0     0 |openstack            1326  20%8020k  73k|bash                 2245   11M  77k  0%|mysqld       205M|   0     0 |  14   30    0   55    0
Mar 17 07:21:58 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:58| 22   6  71   0   0| 779M 3670M  188M 3189M|9872B 2160B|   0  5136k|   0   424 |2125  2146 |0.89 0.70 0.50|3.0   0  68|   0     0 |uwsgi                429  5.2%2535B8042B|bash                 2245   11M  77k0.2%|mysqld       205M|   0     0 |  14   30    0   59    0
Mar 17 07:21:59 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:21:59| 23   4  73   0   0| 818M 3630M  188M 3189M|  10k 4526B|   0   316k|   0  14.0 | 866   990 |0.89 0.70 0.50|2.0   0 4.0|   0     0 |openstack            1396  25%9795k  73k|openstack            1396 9795k  73k 25%|mysqld       205M|   0     0 |  14   30    0   59    0
Mar 17 07:22:00 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:00| 21   6  73   0   0| 792M 3657M  188M 3189M|  11k 5786B|   0    72k|   0  9.00 |1324  2056 |0.90 0.70 0.50|2.0   0  73|   0     0 |openstack            1472  11%3031k  37k|bash                 2245   11M  77k0.2%|mysqld       205M|   0     0 |  14   30    0   63    0
Mar 17 07:22:01 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:01| 24   2  73   0   0| 825M 3623M  188M 3189M|  11k 2106B|   0    48k|   0  3.00 |1032  1252 |0.90 0.70 0.50|2.0   0 1.0|   0     0 |openstack            1472  23%8351k  37k|openstack            1472 8351k  37k 23%|mysqld       205M|   0     0 |  14   30    0   67    0
Mar 17 07:22:02 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:02| 21   6  73   0   0| 813M 3636M  188M 3189M|  12k 5108B|   0     0 |   0     0 |1095  1577 |0.90 0.70 0.50|2.0   0  79|   0     0 |openstack            1553  20%8020k  73k|bash                 2245   11M  76k0.2%|mysqld       205M|   0     0 |  14   30    0   67    0
Mar 17 07:22:03 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:03| 21   6  73   1   0| 788M 3660M  188M 3189M|  10k 4990B|   0  1240k|   0  39.0 |1405  2154 |0.90 0.70 0.50|2.0   0  85|   0     0 |openstack            1643 7.5%2063k   0 |bash                 2245   11M  77k  0%|mysqld       205M|   0     0 |  14   30    0   72    0
Mar 17 07:22:04 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:04| 23   3  74   0   0| 826M 3622M  188M 3189M|  15k 2160B|   0     0 |   0     0 |1083  1363 |0.90 0.70 0.50|1.0   0 2.0|   0     0 |openstack            1643  21%9328k  73k|openstack            1643 9328k  73k 21%|mysqld       205M|   0     0 |  14   32    0   76    0
Mar 17 07:22:05 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:05| 21   7  73   0   0| 812M 3636M  188M 3189M|  11k 5636B|   0   120k|   0  8.00 |1245  1816 |0.91 0.71 0.50|2.0   0  99|   0     0 |openstack            1743  17%8020k  73k|bash                 2245   11M  77k  0%|mysqld       205M|   0     0 |  14   30    0   77    0
Mar 17 07:22:06 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:06| 21   8  71   0   0| 784M 3664M  188M 3189M|  11k 4878B|   0   264k|   0  27.0 |1650  2903 |0.91 0.71 0.50|2.0   0 144|   0     0 |uwsgi                429  2.0%2483B7566B|bash                 2245   11M  80k0.2%|mysqld       205M|   0     0 |  14   30    0   82    0
Mar 17 07:22:07 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:07| 22   4  73   0   0| 822M 3626M  188M 3189M|  11k 5120B|   0   936k|   0  29.0 | 913  1127 |0.91 0.71 0.50|2.0   0 2.0|   0     0 |openstack            1895  25%9852k  73k|openstack            1895 9852k  73k 25%|mysqld       205M|   0     0 |  14   30    0   82    0
Mar 17 07:22:08 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:08| 22   5  72   1   0| 792M 3656M  188M 3189M|  22k 3450B|   0  2380k|   0   152 |1631  2405 |0.91 0.71 0.50|1.0   0  22|   0     0 |openstack            1918  12%3574k  37k|bash                 2245   11M  78k0.2%|mysqld       205M|   0     0 |  14   30    0   91    0
Mar 17 07:22:09 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:09| 24   3  73   0   0| 825M 3623M  188M 3189M|  11k 1944B|   0     0 |   0     0 |1109  1617 |0.91 0.71 0.50|2.0   0 3.0|   0     0 |openstack            1918  20%7795k  37k|openstack            1918 7795k  37k 20%|mysqld       205M|   0     0 |  14   30    0   97    0
Mar 17 07:22:10 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:10| 22   7  71   0   0| 814M 3634M  188M 3189M|9135B 4216B|   0   140k|   0  9.00 |1154  1749 |0.92 0.71 0.50|2.0   0  73|   0     0 |openstack            1993  18%8020k  73k|bash                 2245   11M  73k  0%|mysqld       205M|   0     0 |  14   30    0   99    0
Mar 17 07:22:11 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:11| 24   3  72   0   0| 779M 3669M  188M 3190M|  16k 2160B|   0     0 |   0     0 |1399  2324 |0.92 0.71 0.50|1.0   0  12|   0     0 |uwsgi                429  4.2%4909B  15k|bash                 1923   11M  78k  0%|mysqld       205M|   0     0 |  14   30    0  108    0
Mar 17 07:22:12 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:12| 21   7  72   0   0| 814M 3633M  188M 3190M|  18k 8652B|   0   156k|   0  9.00 |1231  2126 |0.92 0.71 0.50|2.0   0 158|   0     0 |openstack            2163  20%8020k  73k|bash                 2245   11M  83k0.2%|mysqld       205M|   0     0 |  14   30    0  108    0
Mar 17 07:22:13 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:13| 23   4  73   0   0| 786M 3661M  188M 3190M|  11k 2660B|   0  1144k|   0  32.0 |1420  2215 |0.92 0.71 0.50|2.0   0  21|   0     0 |uwsgi                429  3.5%6163B  19k|bash                 2245   11M  78k  0%|mysqld       205M|   0     0 |  14   30    0  117    0
Mar 17 07:22:14 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:14| 23   4  74   0   0| 821M 3627M  188M 3190M|  10k 3100B|   0     0 |   0     0 | 738   785 |0.92 0.71 0.50|2.0   0 2.0|   0     0 |openstack            2186  25%8673k  73k|openstack            2186 8673k  73k 25%|mysqld       205M|   0     0 |  14   30    0  117    0
Mar 17 07:22:15 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:15| 22   6  72   0   0| 792M 3655M  188M 3190M|  11k 4630B|   0   308k|   0  18.0 |1357  2577 |0.92 0.72 0.51|2.0   0  71|   0     0 |openstack            2260 9.8%2897k  37k|bash                 2245   11M  73k  0%|mysqld       205M|   0     0 |  14   30    0  123    0
Mar 17 07:22:16 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:16| 25   3  73   0   0| 828M 3619M  188M 3190M|  10k 2160B|   0     0 |   0     0 |1065  1803 |0.92 0.72 0.51|2.0   0 2.0|   0     0 |openstack            2260  19%8481k  37k|openstack            2260 8481k  37k 19%|mysqld       205M|   0     0 |  14   32    0  130    0
Mar 17 07:22:17 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:17| 20   8  72   0   0| 805M 3642M  188M 3190M|  11k 8602B|   0    52k|   0  6.00 |1264  2722 |0.92 0.72 0.51|2.0   0 170|   0     0 |openstack            2430  16%5865k  73k|bash                 2245   11M  83k0.5%|mysqld       205M|   0     0 |  14   30    0  132    0
Mar 17 07:22:18 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:18| 23   4  73   0   0| 781M 3667M  188M 3190M|  11k 2214B|   0   440k|   0  3.00 |1193  2074 |0.92 0.72 0.51|2.0   0  21|   0     0 |uwsgi                429  3.0%6175B  19k|bash                 2245   11M  78k  0%|mysqld       205M|   0     0 |  14   30    0  141    0
Mar 17 07:22:19 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:19| 23   4  73   0   0| 821M 3627M  188M 3190M|  13k 3350B|   0   336k|   0  15.0 | 750   957 |0.92 0.72 0.51|2.0   0 4.0|   0     0 |openstack            2453  25%9988k  73k|openstack            2453 9988k  73k 25%|mysqld       205M|   0     0 |  14   30    0  141    0
Mar 17 07:22:20 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:20| 22   5  72   0   0| 791M 3656M  188M 3190M|  12k 4658B|   0    80k|   0  9.00 |1383  2525 |0.93 0.72 0.51|2.0   0  71|   0     0 |openstack            2528 9.5%2045k   0 |bash                 2245   11M  73k  0%|mysqld       205M|   0     0 |  14   30    0  149    0
Mar 17 07:22:21 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:21| 23   3  73   0   0| 825M 3622M  188M 3190M|  21k 2214B|   0   152k|   0  9.00 | 800   796 |0.93 0.72 0.51|2.0   0 2.0|   0     0 |openstack            2528  25%9133k  73k|openstack            2528 9133k  73k 25%|mysqld       205M|   0     0 |  14   30    0  149    0
Mar 17 07:22:22 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:22| 19  10  71   0   0| 787M 3660M  188M 3190M|  10k 8864B|   0     0 |   0     0 |1728  3685 |0.93 0.72 0.51|2.0   0 168|   0     0 |uwsgi                429  4.0%4924B  15k|bash                 2245   11M  83k0.2%|mysqld       205M|   0     0 |  14   30    0  158    0
Mar 17 07:22:23 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:23| 23   4  73   0   0| 824M 3623M  188M 3190M|  11k 2160B|   0  2008k|   0  46.0 | 745   829 |0.93 0.72 0.51|2.0   0 2.0|   0     0 |openstack            2698  25%9243k  73k|openstack            2698 9243k  73k 25%|mysqld       205M|   0     0 |  14   30    0  158    0
Mar 17 07:22:24 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:24| 24   4  72   1   0| 790M 3657M  188M 3190M|  16k 3396B|   0    80k|   0  6.00 |1370  2307 |0.93 0.72 0.51|2.0   0  21|   0     0 |openstack            2721 9.8%2545k   0 |bash                 2245   11M  78k0.2%|mysqld       205M|   0     0 |  14   30    0  165    0
Mar 17 07:22:25 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:25| 24   4  72   0   0| 826M 3621M  188M 3190M|  11k 1944B|   0    64k|   0  6.00 |1178  1770 |0.93 0.73 0.51|3.0   0 2.0|   0     0 |openstack            2721  20%8824k  73k|openstack            2721 8824k  73k 20%|mysqld       205M|   0     0 |  14   32    0  172    0
Mar 17 07:22:26 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:26| 22   6  72   0   0| 815M 3632M  188M 3190M|  11k 4678B|   0   104k|   0  8.00 |1109  1698 |0.93 0.73 0.51|2.0   0  73|   0     0 |openstack            2794  21%8169k  73k|bash                 2245   11M  73k  0%|mysqld       205M|   0     0 |  14   30    0  173    0
Mar 17 07:22:27 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:27| 21   7  72   0   0| 788M 3659M  188M 3190M|  12k 5836B|   0    44k|   0  6.00 |1650  3168 |0.93 0.73 0.51|2.0   0 109|   0     0 |uwsgi                428  3.2%6165B  19k|bash                 2245   11M  81k  0%|mysqld       205M|   0     0 |  14   30    0  182    0
Mar 17 07:22:28 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:28| 24   3  73   0   0| 826M 3621M  188M 3190M|  22k 2532B|   0   716k|   0  59.0 | 880   825 |0.93 0.73 0.51|2.0   0 2.0|   0     0 |openstack            2905  25%9790k  73k|openstack            2905 9790k  73k 25%|mysqld       205M|   0     0 |  14   30    0  182    0
Mar 17 07:22:29 cloud-provider1-0000016943 dstat.sh[30730]: 17-03 07:22:29| 21   7  72   0   0| 802M 3645M  188M 3190M|  14k 5574B|   0    48k|   0  3.00 |1279  2173 |0.93 0.73 0.51|2.0   0 101|   0     0 |openstack            3004  13%4583k  73k|bash                 2245   11M  77k  0%|mysqld       205M|   0     0 |  14   30    0  187    0
