-- Logs begin at Mon 2022-09-26 02:18:15 UTC, end at Mon 2022-09-26 05:41:10 UTC. --
Sep 26 05:28:03 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 26 05:28:04 ubuntu dstat.sh[72662]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 26 05:28:04 ubuntu dstat.sh[72662]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 26 05:28:14 ubuntu dstat.sh[72662]: 26-09 05:28:14| 16   5  54  23   0|1074M 1391M  185M 5104M| 119k   11k|   0  9328k|   0   634 |5324  9122 |1.30 1.14 0.80|  0 1.0 5.0|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:15 ubuntu dstat.sh[72662]: 26-09 05:28:15|  7   2  67  21   0|1076M 1387M  186M 5105M| 113k   11k|   0  6784k|   0   502 |4405  8194 |1.36 1.16 0.81|  0 2.0  15|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:16 ubuntu dstat.sh[72662]: 26-09 05:28:16|  7   2  66  24   0|1077M 1383M  186M 5108M| 577k   18k|   0  4020k|   0   252 |3338  5565 |1.36 1.16 0.81|1.0 1.0  13|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:17 ubuntu dstat.sh[72662]: 26-09 05:28:17|  5   2  67  24   0|1078M 1381M  186M 5109M| 403k   16k|   0  3348k|   0   260 |3546  6057 |1.36 1.16 0.81|  0 1.0 7.0|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:18 ubuntu dstat.sh[72662]: 26-09 05:28:18|  5   2  67  25   0|1078M 1380M  186M 5109M|  36k 6437 |   0  1945k|   0   165 |2847  4989 |1.36 1.16 0.81|  0 1.0 6.0|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:19 ubuntu dstat.sh[72662]: 26-09 05:28:19|  8   2  65  24   0|1081M 1377M  186M 5110M|  42k 5924 |   0  2069k|   0   181 |2786  5033 |1.36 1.16 0.81|  0 2.0 4.0|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:20 ubuntu dstat.sh[72662]: 26-09 05:28:20|  8   1  66  25   0|1082M 1375M  186M 5111M| 161k 6205 |   0  8222k|   0   508 |2769  4174 |1.33 1.16 0.81|  0 1.0 1.0|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:21 ubuntu dstat.sh[72662]: 26-09 05:28:21|  7   1  65  25   0|1082M 1373M  187M 5112M| 139k 9947 |   0  3229k|   0   218 |2893  5051 |1.33 1.16 0.81|  0 1.0 1.0|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:22 ubuntu dstat.sh[72662]: 26-09 05:28:22| 21   4  58  16   0|1085M 1369M  187M 5112M|  28k 8793 |   0  3883k|   0   413 |3996  6977 |1.33 1.16 0.81|2.0   0  15|   0     0 |   0     0 |  9    8    0   10    2
Sep 26 05:28:23 ubuntu dstat.sh[72662]: 26-09 05:28:23| 29   6  65   1   0|1014M 1440M  187M 5113M|  42k 5227 |   0   689k|   0  20.0 |1595  2029 |1.33 1.16 0.81|1.0   0  78|   0     0 |   0     0 |  9    6    0   10    2
Sep 26 05:28:24 ubuntu dstat.sh[72662]: 26-09 05:28:24| 42   4  53   0   0|1081M 1372M  187M 5113M|  22k 1751 |   0   644k|   0  22.0 |1315  1255 |1.33 1.16 0.81|2.0   0 4.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 26 05:28:25 ubuntu dstat.sh[72662]: 26-09 05:28:25| 45   6  47   1   0|1084M 1366M  188M 5116M|8572  1620 |   0    14M|   0   422 |2363  4381 |1.54 1.20 0.83|2.0   0 3.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 26 05:28:26 ubuntu dstat.sh[72662]: 26-09 05:28:26| 43   7  47   3   0|1039M 1391M  188M 5133M|8754  1621 |   0  9845k|   0   473 |2515  3318 |1.54 1.20 0.83|2.0   0  11|   0     0 |   0     0 |  9    6    0   10    2
Sep 26 05:28:27 ubuntu dstat.sh[72662]: 26-09 05:28:27| 42   7  48   3   0|1089M 1327M  189M 5144M|6999  1512 |   0  9302k|   0   499 |2543  3375 |1.54 1.20 0.83|2.0   0   0|   0     0 |   0     0 |  9    6    0   10    2
Sep 26 05:28:28 ubuntu dstat.sh[72662]: 26-09 05:28:28| 37  14  47   3   0|1005M 1395M  190M 5157M|7131  1621 |   0    10M|   0   472 |3369  5483 |1.54 1.20 0.83|2.0   0 234|   0     0 |   0     0 |  9    6    0   10    2
Sep 26 05:28:29 ubuntu dstat.sh[72662]: 26-09 05:28:29| 28  23  44   4   0|1000M 1381M  191M 5174M|8923  1566 |   0  4891k|   0   185 |3184  5277 |1.54 1.20 0.83|1.0 1.0 395|   0     0 |   0     0 |  9    6    0   10    2
Sep 26 05:28:30 ubuntu dstat.sh[72662]: 26-09 05:28:30| 27  18  53   1   0|1036M 1343M  191M 5176M|7304  2574 | 196k 2348k|3.00  30.0 |4724  8380 |1.50 1.20 0.83|4.0   0 179|   0     0 |   0     0 |  9    7    0   10    2
Sep 26 05:28:31 ubuntu dstat.sh[72662]: 26-09 05:28:31| 50  10  40   1   0|1137M 1261M  191M 5157M|  11k 3453 | 128k  744k|1.00  7.00 |1808  2552 |1.50 1.20 0.83|4.0   0  85|   0     0 |   0     0 |  9    5    0    8    3
Sep 26 05:28:32 ubuntu dstat.sh[72662]: 26-09 05:28:32| 67   8  25   0   0|1167M 1230M  191M 5158M|9072  1941 | 372k  120k|7.99  21.0 |1528  1239 |1.50 1.20 0.83|4.0   0 8.0|   0     0 |   0     0 |  9    5    0    8    0
Sep 26 05:28:33 ubuntu dstat.sh[72662]: 26-09 05:28:33| 70  10  19   0   0|1216M 1179M  191M 5160M|7590  2386 |   0   264k|   0  33.0 |9233    22k|1.50 1.20 0.83|2.0   0  36|   0     0 |   0     0 |  9    4    0    8    0
Sep 26 05:28:34 ubuntu dstat.sh[72662]: 26-09 05:28:34| 42  11  46   0   0|1260M 1134M  191M 5160M|7766  1612 |   0    80k|   0  0.99 |2229  3169 |1.50 1.20 0.83|2.0   0 121|   0     0 |   0     0 |  9    4    0    8    0
Sep 26 05:28:35 ubuntu dstat.sh[72662]: 26-09 05:28:35| 46   8  45   0   0|1288M 1106M  191M 5160M|8938  1669 |   0    80k|   0  1.00 |7503    17k|1.54 1.21 0.83|2.0   0  11|   0     0 |   0     0 |  9    4    0    6    0
Sep 26 05:28:36 ubuntu dstat.sh[72662]: 26-09 05:28:36| 45   5  48   1   0|1259M 1135M  191M 5160M|  35k   29k|   0  7776k|   0   202 |2191  2439 |1.54 1.21 0.83|2.0   0  13|   0     0 |   0     0 |  9   10    0    6    0
Sep 26 05:28:37 ubuntu dstat.sh[72662]: 26-09 05:28:37| 43   7  47   2   0|1181M 1214M  191M 5160M|  44k   38k|   0  2732k|   0   237 |3094  4723 |1.54 1.21 0.83|2.0   0  49|   0     0 |   0     0 |  9    4    0    8    0
Sep 26 05:28:38 ubuntu dstat.sh[72662]: 26-09 05:28:38| 42   6  50   0   0|1182M 1212M  191M 5160M|7415  1620 |  36k 4096B|3.00  1.00 |1453  1601 |1.54 1.21 0.83|1.0   0  51|   0     0 |   0     0 |  9    4    0    8    0
Sep 26 05:28:39 ubuntu dstat.sh[72662]: 26-09 05:28:39| 22   2  74   3   0|1202M 1192M  191M 5161M|  85k   78k|  88k 1284k|18.0  10.0 |1697  2520 |1.54 1.21 0.83|  0 1.0 2.0|   0     0 |   0     0 |  9   16    0    8    0
Sep 26 05:28:40 ubuntu dstat.sh[72662]: 26-09 05:28:40| 17   4  72   5   0|1153M 1241M  191M 5161M|  54k   47k| 156k  519k|38.9  25.0 |1781  2495 |1.50 1.21 0.83|1.0   0  47|   0     0 |   0     0 |  9   30    0    8    0
Sep 26 05:28:41 ubuntu dstat.sh[72662]: 26-09 05:28:41| 22   4  73   0   0|1201M 1193M  191M 5161M|7814  1620 |   0  2676k|   0  60.0 |1143  1342 |1.50 1.21 0.83|2.0   0 1.0|   0     0 |   0     0 |  9   30    0    8    0
Sep 26 05:28:42 ubuntu dstat.sh[72662]: 26-09 05:28:42| 22   9  69   0   0|1151M 1243M  191M 5161M|  68k   60k|   0    12k|   0  3.00 |1852  2900 |1.50 1.21 0.83|5.0   0 183|   0     0 |   0     0 |  9   30    0    8    0
Sep 26 05:28:43 ubuntu dstat.sh[72662]: 26-09 05:28:43| 42   8  48   0   0|1235M 1159M  191M 5161M|  10k 1623 |   0   661k|   0  18.0 |1464  1954 |1.50 1.21 0.83|3.0   0  23|   0     0 |   0     0 |  9   30    0    8    0
Sep 26 05:28:44 ubuntu dstat.sh[72662]: 26-09 05:28:44| 45   6  48   0   0|1287M 1107M  191M 5161M| 375k  367k|   0   364k|   0  13.0 |2934  5481 |1.50 1.21 0.83|2.0   0 2.0|   0     0 |   0     0 |  9   36    0    9    0
Sep 26 05:28:45 ubuntu dstat.sh[72662]: 26-09 05:28:45| 43  12  43   0   0|1185M 1208M  191M 5161M| 419k  412k|   0   180k|   0  21.0 |3999  7859 |1.54 1.22 0.84|4.0   0 230|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 05:28:46 ubuntu dstat.sh[72662]: 26-09 05:28:46| 80  20   0   0   0|1371M 1022M  191M 5161M|  29k 2078 |   0  2750k|   0  49.0 |2046  3002 |1.54 1.22 0.84|8.0   0 287|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 05:28:47 ubuntu dstat.sh[72662]: 26-09 05:28:47| 84  14   1   0   0|1486M  907M  191M 5162M| 520k  507k|   0   804k|   0  34.0 |5605    11k|1.54 1.22 0.84|6.0 1.0  94|   0     0 |   0     0 |  9   37    0   11    0
Sep 26 05:28:48 ubuntu dstat.sh[72662]: 26-09 05:28:48| 80  13   5   0   0|1318M 1075M  191M 5162M| 556k  540k|   0  1476k|   0  79.0 |4984  9239 |1.54 1.22 0.84|5.0   0 201|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 05:28:49 ubuntu dstat.sh[72662]: 26-09 05:28:49| 54  10  35   0   0|1249M 1143M  191M 5162M| 245k  234k|   0   620k|   0  45.0 |2858  5307 |1.54 1.22 0.84|3.0   0 112|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 05:28:50 ubuntu dstat.sh[72662]: 26-09 05:28:50| 47   4  47   0   0|1292M 1100M  191M 5162M| 433k  424k|   0   672k|   0  28.0 |3753  7101 |1.57 1.24 0.85|4.0   0   0|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 05:28:51 ubuntu dstat.sh[72662]: 26-09 05:28:51| 27   8  63   1   1|1168M 1225M  191M 5162M| 219k  209k|   0  6943k|   0   454 |3151  5184 |1.57 1.24 0.85|2.0   0 131|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 05:28:52 ubuntu dstat.sh[72662]: 26-09 05:28:52| 22   3  74   0   0|1214M 1179M  191M 5162M|  12k 1619 |   0   164k|   0  8.99 |1232  1380 |1.57 1.24 0.85|1.0   0  11|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 05:28:53 ubuntu dstat.sh[72662]: 26-09 05:28:53| 24   3  73   0   0|1233M 1159M  191M 5162M| 211k  203k|   0   584k|   0  34.0 |2291  4481 |1.57 1.24 0.85|2.0   0 2.0|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 05:28:54 ubuntu dstat.sh[72662]: 26-09 05:28:54| 12  15  69   0   0|1166M 1227M  191M 5162M|7894  1620 |   0  1456k|   0  80.0 |2719  3953 |1.57 1.24 0.85|2.0   0 351|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 05:28:55 ubuntu dstat.sh[72662]: 26-09 05:28:55| 29  29  41   0   0|1226M 1166M  191M 5162M|9369  1621 |   0    48k|   0  12.0 |2721  5304 |1.53 1.23 0.85|7.0   0 733|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 05:28:56 ubuntu dstat.sh[72662]: 26-09 05:28:56| 86  15   1   0   0|1409M  984M  191M 5162M|9706  1513 |   0  4286k|   0  28.0 |1686  2136 |1.53 1.23 0.85|6.0   0 124|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 05:28:57 ubuntu dstat.sh[72662]: 26-09 05:28:57| 84  10   5   0   0|1507M  885M  191M 5162M| 828k  821k|   0   716k|   0  25.0 |4992    11k|1.53 1.23 0.85|3.0   0   0|   0     0 |   0     0 |  9   39    0   11    0
Sep 26 05:28:58 ubuntu dstat.sh[72662]: 26-09 05:28:58| 64   6  31   0   0|1510M  882M  191M 5162M|1162k 1156k|   0   327k|   0  36.9 |6962    15k|1.53 1.23 0.85|6.0   0   0|   0     0 |   0     0 |  9   37    0   14    0
Sep 26 05:28:59 ubuntu dstat.sh[72662]: 26-09 05:28:59| 80  16   3   0   0|1283M 1109M  191M 5163M| 509k  501k|   0   686k|   0  42.1 |4262  9631 |1.53 1.23 0.85|6.0   0 225|   0     0 |   0     0 |  9   34    0   14    0
Sep 26 05:29:00 ubuntu dstat.sh[72662]: 26-09 05:29:00| 88  12   0   0   0|1465M  927M  191M 5163M| 108k  100k|   0   408k|   0  6.00 |2132  3166 |1.89 1.31 0.87|6.0   0  86|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 05:29:01 ubuntu dstat.sh[72662]: 26-09 05:29:01| 81  12   6   0   0|1567M  825M  191M 5163M| 863k  853k|   0    58M|   0   209 |5167    11k|1.89 1.31 0.87|3.0   0   0|   0     0 |   0     0 |  9   40    0   11    0
Sep 26 05:29:02 ubuntu dstat.sh[72662]: 26-09 05:29:02| 85  11   4   0   1|1427M  964M  191M 5163M|1158k 1151k|   0   924k|   0  95.0 |6085    14k|1.89 1.31 0.87|7.0   0 151|   0     0 |   0     0 |  9   36    0   12    0
Sep 26 05:29:03 ubuntu dstat.sh[72662]: 26-09 05:29:03| 86  14   0   0   0|1356M 1035M  191M 5163M| 340k  334k|   0   872k|   0  34.0 |3084  6152 |1.89 1.31 0.87|6.0   0 141|   0     0 |   0     0 |  9   34    0   12    0
Sep 26 05:29:04 ubuntu dstat.sh[72662]: 26-09 05:29:04| 87  12   0   0   0|1503M  888M  191M 5163M| 629k  620k|   0  1287k|   0  26.0 |3546  6721 |1.89 1.31 0.87|6.0   0 3.0|   0     0 |   0     0 |  9   37    0   12    0
Sep 26 05:29:05 ubuntu dstat.sh[72662]: 26-09 05:29:05| 84  10   5   0   0|1510M  880M  191M 5164M|1184k 1167k|   0   621k|   0  41.1 |5788    13k|2.14 1.37 0.90|6.0   0  65|   0     0 |   0     0 |  9   37    0   13    0
Sep 26 05:29:06 ubuntu dstat.sh[72662]: 26-09 05:29:06| 64  22  13   0   0|1253M 1137M  191M 5165M|1095k 1089k|   0  2792k|   0   114 |5469    17k|2.14 1.37 0.90|8.0   0 500|   0     0 |   0     0 |  9   34    0   13    0
Sep 26 05:29:07 ubuntu dstat.sh[72662]: 26-09 05:29:07| 84  16   0   0   0|1372M 1017M  191M 5165M|8141  1512 |   0   244k|   0  12.0 |1973  2738 |2.14 1.37 0.90|4.0   0 188|   0     0 |   0     0 |  9   34    0   13    0
Sep 26 05:29:08 ubuntu dstat.sh[72662]: 26-09 05:29:08| 74   8  18   0   0|1443M  946M  191M 5165M| 888k  880k|   0   651k|   0  34.9 |4371    11k|2.14 1.37 0.90|5.0   0   0|   0     0 |   0     0 |  9   38    0   16    0
Sep 26 05:29:09 ubuntu dstat.sh[72662]: 26-09 05:29:09| 70  17  11   0   0|1378M 1011M  191M 5165M|1016k 1009k|   0   673k|   0  57.1 |5791    14k|2.14 1.37 0.90|5.0   0 261|   0     0 |   0     0 |  9   34    0   16    0
Sep 26 05:29:10 ubuntu dstat.sh[72662]: 26-09 05:29:10| 89  11   0   0   0|1399M  990M  191M 5165M|  10k 1818 |   0   416k|   0  11.0 |1854  2100 |2.36 1.43 0.92|4.0   0  91|   0     0 |   0     0 |  9   34    0   14    0
Sep 26 05:29:11 ubuntu dstat.sh[72662]: 26-09 05:29:11| 75  14  10   0   0|1382M 1006M  191M 5165M|1133k 1126k|   0  5224k|   0   123 |5518    14k|2.36 1.43 0.92|4.0   0 234|   0     0 |   0     0 |  9   37    0   15    0
Sep 26 05:29:12 ubuntu dstat.sh[72662]: 26-09 05:29:12| 85  13   2   0   0|1309M 1079M  191M 5166M| 480k  474k|   0  1036k|   0  51.0 |4108  8590 |2.36 1.43 0.92|5.0   0 112|   0     0 |   0     0 |  9   34    0   15    0
Sep 26 05:29:13 ubuntu dstat.sh[72662]: 26-09 05:29:13| 90  10   1   0   1|1453M  935M  191M 5166M| 383k  376k|   0   920k|   0  16.0 |3486  6207 |2.36 1.43 0.92|5.0   0  15|   0     0 |   0     0 |  9   36    0   15    0
Sep 26 05:29:14 ubuntu dstat.sh[72662]: 26-09 05:29:14| 81  13   4   0   0|1381M 1007M  191M 5166M| 930k  923k|   0   924k|   0  58.0 |5930    14k|2.36 1.43 0.92|6.0   0 220|   0     0 |   0     0 |  9   36    0   15    0
Sep 26 05:29:15 ubuntu dstat.sh[72662]: 26-09 05:29:15| 87  11   2   0   0|1439M  949M  191M 5166M| 885k  878k|   0  1221k|   0  45.0 |5456    12k|2.74 1.53 0.95|8.0   0  72|   0     0 |   0     0 |  9   35    0   16    0
Sep 26 05:29:16 ubuntu dstat.sh[72662]: 26-09 05:29:16| 85  13   2   0   0|1422M  966M  192M 5166M| 502k  487k|   0   740k|   0  25.0 |4618  8597 |2.74 1.53 0.95|4.0   0 145|   0     0 |   0     0 |  9   35    0   16    0
Sep 26 05:29:17 ubuntu dstat.sh[72662]: 26-09 05:29:17| 75  17   6   0   0|1297M 1091M  192M 5166M| 949k  942k|   0   728k|   0  66.0 |5600    13k|2.74 1.53 0.95|5.0   0 281|   0     0 |   0     0 |  9   35    0   16    0
Sep 26 05:29:18 ubuntu dstat.sh[72662]: 26-09 05:29:18| 87  13   0   0   0|1389M  999M  192M 5166M| 305k  297k|   0   712k|   0  18.0 |2222  4867 |2.74 1.53 0.95|5.0   0  46|   0     0 |   0     0 |  9   34    0   16    0
Sep 26 05:29:19 ubuntu dstat.sh[72662]: 26-09 05:29:19| 79  10  10   0   0|1386M 1002M  192M 5167M| 985k  979k|   0  1288k|   0  88.0 |5018    13k|2.74 1.53 0.95|3.0   0 103|   0     0 |   0     0 |  9   37    0   17    0
Sep 26 05:29:20 ubuntu dstat.sh[72662]: 26-09 05:29:20| 71  13  14   0   0|1269M 1118M  192M 5167M| 469k  463k|   0   816k|   0  47.0 |3451  7775 |2.84 1.57 0.97|3.0   0 124|   0     0 |   0     0 |  9   34    0   18    0
Sep 26 05:29:21 ubuntu dstat.sh[72662]: 26-09 05:29:21| 67   8  25   0   0|1374M 1013M  192M 5167M| 266k  258k|   0   991k|   0  39.0 |2293  4170 |2.84 1.57 0.97|5.0   0   0|   0     0 |   0     0 |  9   35    0   18    0
Sep 26 05:29:22 ubuntu dstat.sh[72662]: 26-09 05:29:22| 66  22  12   0   1|1311M 1076M  192M 5167M| 665k  658k|   0  2595k|   0   165 |5334    12k|2.84 1.57 0.97|6.0   0 421|   0     0 |   0     0 |  9   34    0   19    0
Sep 26 05:29:23 ubuntu dstat.sh[72662]: 26-09 05:29:23| 87  12   0   0   0|1411M  975M  192M 5167M|  59k   52k|   0   572k|   0  17.0 |2239  3302 |2.84 1.57 0.97|6.0   0 201|   0     0 |   0     0 |  9   34    0   19    0
Sep 26 05:29:24 ubuntu dstat.sh[72662]: 26-09 05:29:24| 84  15   1   0   0|1518M  869M  192M 5167M| 903k  894k|   0  1188k|   0  41.0 |6165    13k|2.84 1.57 0.97|7.0   0 169|   0     0 |   0     0 |  9   37    0   19    0
Sep 26 05:29:25 ubuntu dstat.sh[72662]: 26-09 05:29:25| 85  13   1   0   0|1458M  928M  192M 5167M|1138k 1131k|   0  1320k|   0  46.0 |4452    16k|3.09 1.64 1.00|7.0   0 139|   0     0 |   0     0 |  9   36    0   19    0
Sep 26 05:29:26 ubuntu dstat.sh[72662]: 26-09 05:29:26| 83  16   2   0   0|1438M  948M  192M 5168M| 784k  777k|   0  1188k|   0  31.0 |5359    12k|3.09 1.64 1.00|9.0   0 207|   0     0 |   0     0 |  9   35    0   20    0
Sep 26 05:29:27 ubuntu dstat.sh[72662]: 26-09 05:29:27| 83  15   1   0   0|1395M  990M  192M 5168M| 828k  820k|   0  1388k|   0  37.0 |4671    12k|3.09 1.64 1.00|8.0   0 162|   0     0 |   0     0 |  9   35    0   20    1
Sep 26 05:29:28 ubuntu dstat.sh[72662]: 26-09 05:29:28| 83  15   2   0   0|1445M  940M  192M 5168M| 700k  692k|   0  1164k|   0  40.0 |5120  9943 |3.09 1.64 1.00|6.0 1.0 175|   0     0 |   0     0 |  9   37    0   20    0
Sep 26 05:29:29 ubuntu dstat.sh[72662]: 26-09 05:29:29| 83  15   2   0   0|1416M  969M  192M 5168M| 720k  714k|   0  1408k|   0  77.0 |5985    13k|3.09 1.64 1.00|6.0   0 199|   0     0 |   0     0 |  9   35    0   20    0
Sep 26 05:29:30 ubuntu dstat.sh[72662]: 26-09 05:29:30| 83  16   1   0   0|1385M 1000M  192M 5168M| 539k  531k|   0  1092k|   0  48.0 |4232  9258 |3.40 1.73 1.03|6.0   0 168|   0     0 |   0     0 |  9   35    0   20    0
Sep 26 05:29:31 ubuntu dstat.sh[72662]: 26-09 05:29:31| 83  14   2   0   1|1419M  966M  192M 5169M| 723k  715k|   0  1060k|   0  32.0 |4574    11k|3.40 1.73 1.03|7.0   0 161|   0     0 |   0     0 |  9   37    0   20    0
Sep 26 05:29:32 ubuntu dstat.sh[72662]: 26-09 05:29:32| 72  14  14   0   0|1442M  943M  192M 5169M|1228k 1220k|   0  2331k|   0  48.0 |5207    16k|3.40 1.73 1.03|4.0 1.0 229|   0     0 |   0     0 |  9   36    0   23    0
Sep 26 05:29:33 ubuntu dstat.sh[72662]: 26-09 05:29:33| 45  19  33   0   0|1238M 1146M  192M 5169M| 632k  623k|   0   656k|   0  33.0 |4316    11k|3.40 1.73 1.03|1.0   0 401|   0     0 |   0     0 |  9   35    0   23    0
Sep 26 05:29:34 ubuntu dstat.sh[72662]: 26-09 05:29:34| 16  16  68   0   0|1175M 1209M  192M 5169M|  64k   56k|   0   156k|   0  13.0 |2654  4311 |3.40 1.73 1.03|2.0   0 361|   0     0 |   0     0 |  9   34    0   23    0
Sep 26 05:29:35 ubuntu dstat.sh[72662]: 26-09 05:29:35| 62  27   9   0   0|1300M 1084M  192M 5169M|  10k 1661 |   0   252k|   0  21.0 |2386  5546 |3.37 1.75 1.04|6.0   0 733|   0     0 |   0     0 |  9   34    0   23    0
Sep 26 05:29:36 ubuntu dstat.sh[72662]: 26-09 05:29:36| 87  12   1   0   0|1444M  940M  192M 5169M| 383k  376k|   0  1409k|   0  57.0 |3871  7444 |3.37 1.75 1.04|5.0   0 165|   0     0 |   0     0 |  9   36    0   23    0
Sep 26 05:29:37 ubuntu dstat.sh[72662]: 26-09 05:29:37| 82  15   3   0   0|1344M 1040M  192M 5169M| 757k  750k|   0  2017k|   0  93.9 |5572    13k|3.37 1.75 1.04|5.0   0 275|   0     0 |   0     0 |  9   35    0   23    0
Sep 26 05:29:38 ubuntu dstat.sh[72662]: 26-09 05:29:38| 85  14   0   0   0|1424M  960M  192M 5170M| 339k  332k|  28k 1315k|2.00  42.1 |3291  7362 |3.37 1.75 1.04|5.0   0 160|   0     0 |   0     0 |  9   35    0   23    0
Sep 26 05:29:39 ubuntu dstat.sh[72662]: 26-09 05:29:39| 87  11   2   0   0|1470M  913M  192M 5170M| 936k  927k|   0  1031k|   0  33.0 |5284    13k|3.37 1.75 1.04|4.0 1.0  70|   0     0 |   0     0 |  9   37    0   21    0
Sep 26 05:29:40 ubuntu dstat.sh[72662]: 26-09 05:29:40| 71  10  18   0   0|1519M  864M  192M 5170M|1390k 1383k|   0   752k|   0  50.0 |6461    18k|3.50 1.81 1.06|3.0   0   0|   0     0 |   0     0 |  9   38    0   25    0
Sep 26 05:29:41 ubuntu dstat.sh[72662]: 26-09 05:29:41| 68   8  23   0   0|1413M  970M  192M 5171M|1276k 1269k|   0   556k|   0  56.0 |6311    16k|3.50 1.81 1.06|7.0   0  29|   0     0 |   0     0 |  9   36    0   28    0
