-- Logs begin at Mon 2022-09-26 05:42:53 UTC, end at Mon 2022-09-26 13:12:43 UTC. --
Sep 26 12:34:23 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 26 12:34:24 ubuntu dstat.sh[84514]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 26 12:34:24 ubuntu dstat.sh[84514]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 26 12:35:04 ubuntu dstat.sh[84514]: 26-09 12:35:04| 71  10  18   0   0|1360M 1029M  193M 5162M| 586k  577k|   0  1444k|   0  82.0 |3858  9480 |1.71 0.95 0.59|3.0   0  89|   0     0 |   0     0 |  9   36    0   10    0
Sep 26 12:35:05 ubuntu dstat.sh[84514]: 26-09 12:35:05| 37  12  49   0   0|1201M 1188M  193M 5162M| 267k  261k|   0   803k|   0  56.9 |3233  6367 |1.71 0.95 0.59|1.0   0 184|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 12:35:06 ubuntu dstat.sh[84514]: 26-09 12:35:06| 23   3  73   0   0|1227M 1162M  193M 5162M|  60k   51k|   0   811k|   0  28.0 |1341  1840 |1.71 0.95 0.59|1.0   0   0|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 12:35:07 ubuntu dstat.sh[84514]: 26-09 12:35:07| 21   6  72   1   0|1179M 1210M  193M 5162M| 165k  159k|   0  6234k|   0   114 |2288  4101 |1.71 0.95 0.59|1.0   0  72|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 12:35:08 ubuntu dstat.sh[84514]: 26-09 12:35:08| 22   3  73   0   0|1215M 1173M  193M 5162M|9760  1620 |   0   688k|   0  22.0 |1118  1322 |1.66 0.95 0.60|1.0   0   0|   0     0 |   0     0 |  9   34    0   10    0
Sep 26 12:35:09 ubuntu dstat.sh[84514]: 26-09 12:35:09| 23   3  73   1   0|1160M 1228M  193M 5162M| 214k  207k|   0   640k|   0  42.0 |1941  4281 |1.66 0.95 0.60|1.0   0  14|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 12:35:10 ubuntu dstat.sh[84514]: 26-09 12:35:10| 10  21  68   1   1|1158M 1230M  193M 5162M|8673  1566 |   0   492k|   0  20.0 |2668  3853 |1.66 0.95 0.60|1.0   0 401|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 12:35:11 ubuntu dstat.sh[84514]: 26-09 12:35:11| 38  32  30   0   0|1237M 1151M  193M 5162M|8956  1622 |   0   468k|   0  30.0 |2820  5755 |1.66 0.95 0.60|5.0   0 786|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 12:35:12 ubuntu dstat.sh[84514]: 26-09 12:35:12| 89  10   0   0   0|1416M  972M  193M 5162M|  67k   52k|   0  3216k|   0   156 |2313  2807 |1.66 0.95 0.60|5.0   0 8.0|   0     0 |   0     0 |  9   34    0   11    0
Sep 26 12:35:13 ubuntu dstat.sh[84514]: 26-09 12:35:13| 78  10  12   0   0|1501M  887M  193M 5162M| 993k  987k|   0   596k|   0  34.0 |5114    14k|1.92 1.02 0.62|4.0   0   0|   0     0 |   0     0 |  9   38    0   12    0
Sep 26 12:35:14 ubuntu dstat.sh[84514]: 26-09 12:35:14| 76  14  10   0   0|1421M  966M  193M 5162M|1213k 1205k|   0   932k|   0  52.0 |4500    18k|1.92 1.02 0.62|6.0   0 248|   0     0 |   0     0 |  9   35    0   14    0
Sep 26 12:35:15 ubuntu dstat.sh[84514]: 26-09 12:35:15| 87  12   0   0   0|1390M  997M  193M 5162M| 291k  284k|   0   456k|   0  17.0 |2958  5390 |1.92 1.02 0.62|6.0   0  61|   0     0 |   0     0 |  9   34    0   14    0
Sep 26 12:35:16 ubuntu dstat.sh[84514]: 26-09 12:35:16| 86  14   1   0   0|1463M  925M  193M 5163M| 559k  551k|   0  1068k|   0  36.0 |3299  7929 |1.92 1.02 0.62|8.0   0 6.0|   0     0 |   0     0 |  9   35    0   14    0
Sep 26 12:35:17 ubuntu dstat.sh[84514]: 26-09 12:35:17| 84  10   5   0   0|1541M  846M  193M 5163M|1311k 1302k|   0  1197k|   0  74.8 |5027    17k|1.92 1.02 0.62|6.0   0  48|   0     0 |   0     0 |  9   35    0   16    0
Sep 26 12:35:18 ubuntu dstat.sh[84514]: 26-09 12:35:18| 84  16   1   0   0|1404M  983M  193M 5163M| 630k  621k|   0  1079k|   0  49.1 |4467    11k|2.25 1.10 0.65|6.0   0 191|   0     0 |   0     0 |  9   34    0   16    0
Sep 26 12:35:19 ubuntu dstat.sh[84514]: 26-09 12:35:19| 87  13   0   0   0|1479M  908M  193M 5163M| 543k  536k|   0  1212k|   0  32.0 |5437  9441 |2.25 1.10 0.65|6.0   0  52|   0     0 |   0     0 |  9   34    0   16    0
Sep 26 12:35:20 ubuntu dstat.sh[84514]: 26-09 12:35:20| 84  13   2   0   0|1502M  883M  193M 5164M|1075k 1069k|   0   896k|   0  45.0 |5242    16k|2.25 1.10 0.65|3.0   0  72|   0     0 |   0     0 |  9   38    0   13    0
Sep 26 12:35:21 ubuntu dstat.sh[84514]: 26-09 12:35:21| 73  16  10   0   0|1285M 1101M  193M 5165M|1014k 1008k|   0  1256k|   0  66.0 |6425    16k|2.25 1.10 0.65|7.0   0 357|   0     0 |   0     0 |  9   35    0   13    0
Sep 26 12:35:22 ubuntu dstat.sh[84514]: 26-09 12:35:22| 78  19   3   0   0|1343M 1042M  193M 5165M| 557k  550k|   0    35M|   0   158 |5131    11k|2.25 1.10 0.65|4.0   0 325|   0     0 |   0     0 |  9   35    0   13    0
Sep 26 12:35:23 ubuntu dstat.sh[84514]: 26-09 12:35:23| 81  11   8   0   0|1368M 1017M  193M 5165M| 626k  612k|   0   722k|   0  25.9 |4031  9507 |2.31 1.14 0.66|4.0   0  72|   0     0 |   0     0 |  9   36    0   13    0
Sep 26 12:35:24 ubuntu dstat.sh[84514]: 26-09 12:35:24| 57  13  28   1   0|1263M 1121M  193M 5165M|1022k 1015k|   0   734k|   0  62.1 |6119    15k|2.31 1.14 0.66|4.0   0 259|   0     0 |   0     0 |  9   34    0   14    0
Sep 26 12:35:25 ubuntu dstat.sh[84514]: 26-09 12:35:25| 89  11   0   0   0|1379M 1005M  193M 5165M|7542  1672 |   0   224k|   0  10.0 |1776  1678 |2.31 1.14 0.66|4.0   0  22|   0     0 |   0     0 |  9   34    0   14    0
Sep 26 12:35:26 ubuntu dstat.sh[84514]: 26-09 12:35:26| 74  11  13   0   0|1369M 1016M  194M 5165M|1012k 1006k|   0   900k|   0  57.0 |6141    14k|2.31 1.14 0.66|5.0   0  79|   0     0 |   0     0 |  9   36    0   16    0
Sep 26 12:35:27 ubuntu dstat.sh[84514]: 26-09 12:35:27| 78  20   2   0   0|1297M 1087M  194M 5165M| 603k  596k|   0    31M|   0   258 |4534  9714 |2.31 1.14 0.66|7.0   0 264|   0     0 |   0     0 |  9   34    0   16    0
Sep 26 12:35:28 ubuntu dstat.sh[84514]: 26-09 12:35:28| 88  11   0   0   0|1454M  930M  194M 5165M| 197k  189k|   0  1348k|   0  25.0 |2582  3627 |2.61 1.22 0.69|5.0   0  18|   0     0 |   0     0 |  9   35    0   16    0
Sep 26 12:35:29 ubuntu dstat.sh[84514]: 26-09 12:35:29| 80  14   5   0   0|1450M  934M  194M 5166M|1353k 1343k|   0   920k|   0  70.0 |6083    17k|2.61 1.22 0.69|7.0   0 221|   0     0 |   0     0 |  9   36    0   16    0
Sep 26 12:35:30 ubuntu dstat.sh[84514]: 26-09 12:35:30| 87  12   1   0   0|1376M 1008M  194M 5166M| 818k  810k|   0  1304k|   0  55.0 |3663    10k|2.61 1.22 0.69|6.0   0 109|   0     0 |   0     0 |  9   35    0   16    0
Sep 26 12:35:31 ubuntu dstat.sh[84514]: 26-09 12:35:31| 81  15   3   0   0|1423M  960M  194M 5166M| 468k  460k|   0   808k|   0  40.0 |3796    14k|2.61 1.22 0.69|6.0   0 141|   0     0 |   0     0 |  9   36    0   18    0
Sep 26 12:35:32 ubuntu dstat.sh[84514]: 26-09 12:35:32| 77  16   5   0   0|1387M  996M  194M 5166M| 807k  800k|   0  1416k|   0  65.0 |4917    13k|2.61 1.22 0.69|5.0   0 243|   0     0 |   0     0 |  9   35    0   17    0
Sep 26 12:35:33 ubuntu dstat.sh[84514]: 26-09 12:35:33| 85  13   1   0   0|1401M  982M  194M 5166M| 369k  363k|   0   960k|   0  24.0 |3577  6094 |2.96 1.31 0.73|7.0   0  79|   0     0 |   0     0 |  9   34    0   17    0
Sep 26 12:35:34 ubuntu dstat.sh[84514]: 26-09 12:35:34| 77  12  11   0   0|1263M 1120M  194M 5166M| 894k  887k|   0   804k|   0  67.0 |5806    14k|2.96 1.31 0.73|4.0   0 158|   0     0 |   0     0 |  9   35    0   18    0
Sep 26 12:35:35 ubuntu dstat.sh[84514]: 26-09 12:35:35| 83  12   3   0   0|1338M 1045M  194M 5167M| 547k  531k|   0  1084k|   0  31.0 |4261  7927 |2.96 1.31 0.73|3.0   0  75|   0     0 |   0     0 |  9   34    0   18    0
Sep 26 12:35:36 ubuntu dstat.sh[84514]: 26-09 12:35:36| 63   5  31   0   0|1369M 1014M  194M 5167M| 879k  871k|   0   699k|   0  58.9 |4717    12k|2.96 1.31 0.73|3.0   0   0|   0     0 |   0     0 |  9   34    0   20    0
Sep 26 12:35:37 ubuntu dstat.sh[84514]: 26-09 12:35:37| 62  22  15   0   0|1302M 1081M  194M 5167M|7335  1623 |   0  5154k|   0  99.2 |2519  4474 |2.96 1.31 0.73|5.0   0 508|   0     0 |   0     0 |  9   34    0   20    0
Sep 26 12:35:38 ubuntu dstat.sh[84514]: 26-09 12:35:38| 88  11   0   0   0|1463M  919M  194M 5167M| 332k  325k|   0   844k|   0  30.0 |2418  5522 |3.36 1.43 0.77|6.0   0 139|   0     0 |   0     0 |  9   38    0   20    0
Sep 26 12:35:39 ubuntu dstat.sh[84514]: 26-09 12:35:39| 82  15   2   0   0|1465M  917M  194M 5167M|1345k 1338k|   0  2208k|   0   102 |5297    18k|3.36 1.43 0.77|8.0   0 242|   0     0 |   0     0 |  9   37    0   20    0
Sep 26 12:35:40 ubuntu dstat.sh[84514]: 26-09 12:35:40| 84  13   3   0   0|1365M 1016M  194M 5167M| 794k  788k|   0   812k|   0  27.0 |5546    12k|3.36 1.43 0.77|7.0   0 198|   0     0 |   0     0 |  9   35    0   20    0
Sep 26 12:35:41 ubuntu dstat.sh[84514]: 26-09 12:35:41| 84  15   1   0   0|1433M  949M  194M 5168M| 704k  698k|   0   848k|   0  18.0 |4634  9160 |3.36 1.43 0.77|7.0   0 129|   0     0 |   0     0 |  9   36    0   21    0
Sep 26 12:35:42 ubuntu dstat.sh[84514]: 26-09 12:35:42| 82  16   2   0   0|1449M  932M  194M 5168M|1144k 1133k|   0  1400k|   0  49.0 |4958    15k|3.36 1.43 0.77|8.0   0 180|   0     0 |   0     0 |  9   36    0   22    0
Sep 26 12:35:43 ubuntu dstat.sh[84514]: 26-09 12:35:43| 79  18   2   0   0|1389M  992M  194M 5168M| 558k  549k|   0  1396k|   0  68.0 |4594  9467 |3.65 1.52 0.80|7.0   0 253|   0     0 |   0     0 |  9   35    0   22    0
Sep 26 12:35:44 ubuntu dstat.sh[84514]: 26-09 12:35:44| 86  13   0   0   0|1377M 1003M  194M 5168M| 592k  585k|   0  1499k|   0  57.0 |4305  9534 |3.65 1.52 0.80|6.0   0 161|   0     0 |   0     0 |  9   35    0   22    0
Sep 26 12:35:45 ubuntu dstat.sh[84514]: 26-09 12:35:45| 82  14   2   0   0|1468M  913M  194M 5169M|1332k 1324k|   0  1621k|   0  56.0 |7018    18k|3.65 1.52 0.80|6.0   0 175|   0     0 |   0     0 |  9   36    0   22    0
Sep 26 12:35:46 ubuntu dstat.sh[84514]: 26-09 12:35:46| 65  20  12   0   0|1300M 1080M  194M 5169M| 807k  800k|   0   880k|   0  40.0 |6180    14k|3.65 1.52 0.80|3.0   0 509|   0     0 |   0     0 |  9   36    0   22    0
Sep 26 12:35:47 ubuntu dstat.sh[84514]: 26-09 12:35:47| 39  11  50   0   0|1164M 1216M  194M 5169M| 629k  623k|   0   459k|   0  32.0 |5269    10k|3.65 1.52 0.80|1.0   0 209|   0     0 |   0     0 |  9   34    0   23    0
Sep 26 12:35:48 ubuntu dstat.sh[84514]: 26-09 12:35:48| 25  28  45   0   0|1204M 1176M  194M 5169M|7616  1622 |   0   733k|   0  25.0 |2844  5268 |3.68 1.56 0.82|4.0   0 661|   0     0 |   0     0 |  9   34    0   23    0
Sep 26 12:35:49 ubuntu dstat.sh[84514]: 26-09 12:35:49| 78  22   1   0   0|1369M 1011M  194M 5169M|  60k   52k|   0   808k|   0  17.0 |2092  4572 |3.68 1.56 0.82|6.0   0 486|   0     0 |   0     0 |  9   34    0   23    0
Sep 26 12:35:50 ubuntu dstat.sh[84514]: 26-09 12:35:50| 86  10   2   0   0|1421M  958M  194M 5169M| 694k  688k|   0  1902k|   0  84.9 |4579  9785 |3.68 1.56 0.82|6.0   0  97|   0     0 |   0     0 |  9   37    0   23    0
Sep 26 12:35:51 ubuntu dstat.sh[84514]: 26-09 12:35:51| 82  13   3   0   0|1326M 1053M  194M 5169M| 657k  634k|  28k 1429k|2.00  87.1 |5544    12k|3.68 1.56 0.82|6.0   0 295|   0     0 |   0     0 |  9   35    0   23    0
Sep 26 12:35:52 ubuntu dstat.sh[84514]: 26-09 12:35:52| 86  14   0   0   0|1412M  967M  194M 5170M| 262k  240k|   0   860k|   0  21.0 |2875  5281 |3.68 1.56 0.82|5.0   0 156|   0     0 |   0     0 |  9   35    0   21    0
Sep 26 12:35:53 ubuntu dstat.sh[84514]: 26-09 12:35:53| 83  10   6   1   0|1500M  879M  194M 5170M| 941k  931k|   0  2508k|   0  42.0 |5274    12k|3.79 1.62 0.84|3.0   0   0|   0     0 |   0     0 |  9   38    0   23    0
Sep 26 12:35:54 ubuntu dstat.sh[84514]: 26-09 12:35:54| 59   5  35   0   0|1511M  868M  194M 5170M|1361k 1351k|   0   548k|   0  49.0 |6784    16k|3.79 1.62 0.84|7.0   0   0|   0     0 |   0     0 |  9   39    0   28    0
Sep 26 12:35:55 ubuntu dstat.sh[84514]: 26-09 12:35:55| 57  10  31   0   0|1451M  928M  194M 5171M|1068k 1059k|   0   482k|   0  50.8 |6232    13k|3.79 1.62 0.84|4.0   0 108|   0     0 |   0     0 |  9   37    0   31    0
Sep 26 12:35:56 ubuntu dstat.sh[84514]: 26-09 12:35:56| 86  12   2   0   0|1363M 1015M  194M 5171M| 831k  820k|   0   960k|   0  34.1 |4979    10k|3.79 1.62 0.84|6.0   0  58|   0     0 |   0     0 |  9   35    0   31    0
Sep 26 12:35:57 ubuntu dstat.sh[84514]: 26-09 12:35:57| 88  12   0   0   0|1446M  932M  194M 5171M| 361k  352k|   0   796k|   0  20.0 |4181  6200 |3.79 1.62 0.84|6.0   0  21|   0     0 |   0     0 |  9   35    0   30    1
Sep 26 12:35:58 ubuntu dstat.sh[84514]: 26-09 12:35:58| 71  10  16   0   0|1505M  871M  194M 5174M|1382k 1375k|   0  1627k|   0   148 |8913    19k|3.72 1.64 0.85|4.0   0   0|   0     0 |   0     0 |  9   39    0   35    0
Sep 26 12:35:59 ubuntu dstat.sh[84514]: 26-09 12:35:59| 53   7  41   1   0|1507M  868M  194M 5174M|1234k 1225k|   0   476k|   0  41.0 |6416    14k|3.72 1.64 0.85|2.0   0   0|   0     0 |   0     0 |  9   39    0   42    0
Sep 26 12:36:00 ubuntu dstat.sh[84514]: 26-09 12:36:00| 79  11   9   0   0|1428M  946M  194M 5174M|1198k 1189k|   0  1232k|   0  70.0 |5417    15k|3.72 1.64 0.85|5.0   0  70|   0     0 |   0     0 |  9   36    0   42    0
Sep 26 12:36:01 ubuntu dstat.sh[84514]: 26-09 12:36:01| 87  12   1   0   0|1356M 1018M  194M 5175M| 603k  596k|   0  1036k|   0  61.0 |4553    10k|3.72 1.64 0.85|5.0   0 142|   0     0 |   0     0 |  9   34    0   43    0
