-- Logs begin at Tue 2020-03-31 15:45:57 UTC, end at Tue 2020-03-31 18:49:21 UTC. --
Mar 31 18:38:49 cloud-provider-iscsi-0000000105 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 18:38:49 cloud-provider-iscsi-0000000105 dstat.sh[24242]: [286B blob data]
Mar 31 18:38:49 cloud-provider-iscsi-0000000105 dstat.sh[24242]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 18:39:09 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:09| 23   9  68   0   0| 776M 4011M  150M 2927M|  16k 2160B|   0     0 |   0     0 |2112  3327 |0.52 0.62 0.48|1.0   0 168|   0     0 |keystone-manage      26663 17%9780k  37k|keystone-manage      266639780k  37k 17%|mysqld       200M|   0     0 |  14    5    0    8    0
Mar 31 18:39:10 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:10| 24   2  74   0   0| 813M 3975M  150M 2927M|  16k 1944B|   0  5100k|   0   180 |1002   863 |0.52 0.62 0.48|2.0 1.0   0|   0     0 |keystone-manage      26663 24%7599k9532B|keystone-manage      266637599k9532B 24%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 31 18:39:11 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:11| 22   5  72   2   0| 751M 4037M  150M 2927M|7052B 2160B|   0  1624k|   0   271 |1821  2574 |0.56 0.62 0.48|2.0   0  54|   0     0 |openstack            267434.0%1926k   0 |bash                 2137   18M  50k0.2%|mysqld       203M|   0     0 |  14    5    0   11    0
Mar 31 18:39:12 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:12| 24   2  73   0   0| 790M 3997M  150M 2927M|8348B 2160B|   0  2884k|   0  75.0 | 948  1188 |0.56 0.62 0.48|2.0   0 1.0|   0     0 |openstack            26743 23%9230k  37k|openstack            267439230k  37k 23%|mysqld       203M|   0     0 |  14   13    0   12    0
Mar 31 18:39:13 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:13| 18   6  73   3   0| 760M 4028M  150M 2927M|7656B 2106B|  72k    0 |18.0     0 |1354  2101 |0.56 0.62 0.48|2.0   0  61|   0     0 |uwsgi                263906.8%6839B8365B|bash                 2137   11M  39k  0%|mysqld       205M|   0     0 |  14   29    0   16    0
Mar 31 18:39:15 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:14| 23   3  73   0   0| 802M 3985M  150M 2927M|6958B 2214B|   0   764k|   0  6.00 | 877  1076 |0.56 0.62 0.48|2.0   0 3.0|   0     0 |openstack            26805 24%  10M  37k|openstack            26805  10M  37k 24%|mysqld       205M|   0     0 |  14   31    0   19    0
Mar 31 18:39:15 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:15| 22   7  71   0   0| 791M 3996M  150M 2928M|  12k 2160B|   0   388k|   0  53.0 |1334  1944 |0.56 0.62 0.48|1.0 1.0 100|   0     0 |openstack            26907 17%7740k  37k|bash                 2137   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   21    0
Mar 31 18:39:17 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:16| 23   4  73   0   0| 756M 4031M  150M 2928M|8953B 2160B|   0    12M|   0   364 |1802  2127 |0.60 0.63 0.48|1.0   0  17|   0     0 |uwsgi                263903.5%  58k  16k|bash                 2137   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   29    0
Mar 31 18:39:17 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:17| 23   4  73   0   0| 800M 3986M  150M 2928M|7346B 2106B|   0     0 |   0     0 | 764   846 |0.60 0.63 0.48|1.0   0 5.0|   0     0 |openstack            26929 25%  11M  37k|openstack            26929  11M  37k 25%|mysqld       205M|   0     0 |  14   29    0   29    0
Mar 31 18:39:19 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:18| 23   5  71   0   0| 772M 4015M  150M 2928M|7595B 2214B|   0   744k|   0  16.0 |1419  2567 |0.60 0.63 0.48|2.0   0  73|   0     0 |uwsgi                263908.2% 685k  15k|bash                 2137   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0   37    0
Mar 31 18:39:19 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:19| 23   4  73   0   0| 809M 3978M  150M 2928M|  11k 1998B|   0   520k|   0  15.0 |1096  1516 |0.60 0.63 0.48|1.0   0 1.0|   0     0 |openstack            27003 21%9089k  37k|openstack            270039089k  37k 21%|mysqld       205M|   0     0 |  14   31    0   41    0
Mar 31 18:39:20 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:20| 23   4  73   0   0| 788M 3999M  150M 2928M|7125B 2106B|   0     0 |   0     0 |1241  2234 |0.60 0.63 0.48|2.0   0 101|   0     0 |openstack            27104 14%6046k  37k|bash                 2137   11M  44k0.5%|mysqld       205M|   0     0 |  14   29    0   45    0
Mar 31 18:39:22 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:21| 22   5  73   1   0| 764M 4023M  150M 2928M|5980B 2160B|   0  2968k|   0  30.0 |1271  2014 |0.63 0.64 0.48|2.0   0  68|   0     0 |uwsgi                263902.0%2678B8389B|bash                 2137   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   50    0
Mar 31 18:39:23 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:22| 23   4  74   0   0| 806M 3981M  150M 2928M|  16k 2254B|   0   332k|   0  6.00 | 633   795 |0.63 0.64 0.48|2.0   0 1.0|   0     0 |openstack            27173 25%  10M  37k|openstack            27173  10M  37k 25%|mysqld       205M|   0     0 |  14   31    0   50    0
Mar 31 18:39:23 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:23| 21   6  72   0   0| 775M 4011M  150M 2928M|6184B 2160B|   0   160k|   0  3.00 |1445  2363 |0.63 0.64 0.48|2.0   0  70|   0     0 |openstack            272448.2%2526k   0 |bash                 2137   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   56    0
Mar 31 18:39:24 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:24| 24   2  73   0   0| 811M 3976M  150M 2928M|6715B 2160B|   0   412k|   0  9.00 | 904  1263 |0.63 0.64 0.48|2.0   0 3.0|   0     0 |openstack            27244 21%8623k  37k|openstack            272448623k  37k 21%|mysqld       205M|   0     0 |  14   31    0   58    0
Mar 31 18:39:25 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:25| 20   7  73   0   0| 794M 3992M  150M 2928M|7950B 2160B|   0   380k|   0  14.0 |1107  1762 |0.63 0.64 0.48|2.0   0  69|   0     0 |openstack            27315 16%7138k  37k|bash                 2137   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   60    0
Mar 31 18:39:26 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:26| 22   6  72   0   0| 775M 4011M  150M 2928M|7052B 2106B|   0  1492k|   0  39.0 |1185  1813 |0.66 0.64 0.49|3.0   0  72|   0     0 |openstack            273885.8%2055k   0 |bash                 2137   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   64    0
Mar 31 18:39:27 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:27| 25   2  73   0   0| 811M 3975M  150M 2928M|6767B 2214B|   0   672k|   0  22.0 | 815  1205 |0.66 0.64 0.49|1.0 1.0 1.0|   0     0 |openstack            27388 23%9094k  37k|openstack            273889094k  37k 23%|mysqld       205M|   0     0 |  14   29    0   68    0
Mar 31 18:39:28 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:28| 21   5  73   0   0| 799M 3988M  150M 2928M|6366B 1998B|   0    92k|   0  2.00 | 974  1426 |0.66 0.64 0.49|2.0   0  78|   0     0 |openstack            27466 20%7925k  37k|bash                 2137   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   68    0
Mar 31 18:39:29 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:29| 20   6  73   0   0| 775M 4011M  150M 2928M|  13k 2160B|   0   484k|   0  9.00 |1220  2005 |0.66 0.64 0.49|2.0   0  85|   0     0 |openstack            275526.2%2147k   0 |bash                 2137   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   73    0
Mar 31 18:39:30 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:30| 23   3  74   0   0| 812M 3974M  150M 2928M|7199B 2106B|   0   476k|   0  13.0 | 821  1172 |0.66 0.64 0.49|2.0   0 1.0|   0     0 |openstack            27552 21%9011k  37k|openstack            275529011k  37k 21%|mysqld       205M|   0     0 |  14   31    0   76    0
Mar 31 18:39:31 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:31| 20   6  73   0   0| 797M 3990M  150M 2928M|6777B 2160B|   0  1136k|   0  8.00 |1117  1720 |0.69 0.65 0.49|2.0   0  98|   0     0 |openstack            27650 16%7717k  37k|bash                 2137   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0   78    0
Mar 31 18:39:32 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:32| 22   6  71   0   0| 770M 4016M  150M 2928M|  10k 2160B|   0   568k|   0  21.0 |1447  2732 |0.69 0.65 0.49|2.0   0 144|   0     0 |uwsgi                263912.0%2483B7336B|bash                 2137   11M  43k0.2%|mysqld       205M|   0     0 |  14   29    0   83    0
Mar 31 18:39:33 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:33| 23   3  74   0   0| 811M 3975M  150M 2928M|7907B 2160B|   0  1108k|   0  33.0 | 862   945 |0.69 0.65 0.49|2.0   0 1.0|   0     0 |openstack            27795 25%  10M  37k|openstack            27795  10M  37k 25%|mysqld       205M|   0     0 |  14   29    0   83    0
Mar 31 18:39:34 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:34| 22   4  73   0   0| 790M 3997M  150M 2929M|7504B 2160B|   0     0 |   0     0 |1293  2266 |0.69 0.65 0.49|2.0   0  24|   0     0 |openstack            27817 14%5685k  37k|bash                 2137   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0   92    0
Mar 31 18:39:35 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:35| 24   3  73   0   0| 811M 3975M  150M 2929M|6161B 2160B|   0   296k|   0  3.00 |1042  1734 |0.69 0.65 0.49|2.0   0   0|   0     0 |openstack            27817 19%5450k   0 |openstack            278175450k   0  19%|mysqld       205M|   0     0 |  14   29    0  100    0
Mar 31 18:39:36 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:36| 23   5  72   0   0| 805M 3981M  150M 2929M|  11k 2106B|   0   456k|   0  7.00 | 917  1302 |0.71 0.66 0.49|2.0   0  72|   0     0 |openstack            27891 22%9182k  37k|bash                 2137   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  100    0
Mar 31 18:39:37 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:37| 21   8  71   0   0| 773M 4013M  150M 2929M|6910B 2106B|   0     0 |   0     0 |2009  3237 |0.71 0.66 0.49|2.0   0 168|   0     0 |uwsgi                263913.5%4909B  15k|bash                 2137   11M  46k  0%|mysqld       205M|   0     0 |  14   29    0  109    0
Mar 31 18:39:38 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:38| 22   4  74   0   0| 812M 3973M  150M 2929M|5816B 2160B|   0   536k|   0  15.0 | 663   829 |0.71 0.66 0.49|2.0   0 1.0|   0     0 |openstack            28060 25%9988k  37k|openstack            280609988k  37k 25%|mysqld       205M|   0     0 |  14   31    0  110    0
Mar 31 18:39:40 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:39| 23   4  73   0   0| 795M 3990M  150M 2929M|7851B 2106B|   0     0 |   0     0 |1275  1930 |0.71 0.66 0.49|2.0   0  22|   0     0 |openstack            28082 15%7739k  37k|bash                 2137   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0  118    0
Mar 31 18:39:40 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:40| 24   5  71   0   0| 778M 4008M  150M 2929M|8705B 2160B|   0   392k|   0  12.0 |1366  2241 |0.71 0.66 0.49|3.0   0  71|   0     0 |openstack            281544.2%2037k   0 |bash                 2137   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  126    0
Mar 31 18:39:41 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:41| 23   3  74   0   0| 814M 3972M  150M 2929M|6759B 2052B|   0  1792k|   0  43.0 | 908  1199 |0.73 0.66 0.50|2.0   0 1.0|   0     0 |openstack            28154 22%9107k  37k|openstack            281549107k  37k 22%|mysqld       205M|   0     0 |  14   29    0  130    1
Mar 31 18:39:42 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:42| 20   9  71   0   0| 786M 4000M  150M 2929M|7030B 2214B|   0   252k|   0  6.00 |1615  2938 |0.73 0.66 0.50|2.0   0 169|   0     0 |openstack            283239.0%4187k  37k|bash                 2137   11M  46k0.5%|mysqld       205M|   0     0 |  14   29    0  135    0
Mar 31 18:39:43 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:43| 24   3  73   0   0| 767M 4018M  150M 2929M|6867B 2160B|   0     0 |   0     0 |1301  1996 |0.73 0.66 0.50|2.0   0  21|   0     0 |uwsgi                263912.5%6175B  19k|bash                 2137   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0  145    0
Mar 31 18:39:44 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:44| 23   3  73   0   0| 806M 3980M  150M 2929M|  14k 2160B|   0   300k|   0  5.00 | 819   884 |0.73 0.66 0.50|2.0   0 3.0|   0     0 |openstack            28345 25%9800k  37k|openstack            283459800k  37k 25%|mysqld       205M|   0     0 |  14   29    0  144    0
Mar 31 18:39:45 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:45| 23   5  72   0   0| 794M 3991M  150M 2929M|7048B 2160B|   0   164k|   0  3.00 |1351  2251 |0.73 0.66 0.50|1.0   0  72|   0     0 |openstack            28419 12%5760k  37k|bash                 2137   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  152    0
Mar 31 18:39:46 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:46| 24   3  73   0   0| 815M 3971M  150M 2929M|8426B 2160B|   0   476k|   0  2.00 |1301  1986 |0.76 0.67 0.50|2.0   0   0|   0     0 |openstack            28419 17%5383k 725B|openstack            284195383k 725B 17%|mysqld       205M|   0     0 |  14   29    0  158    0
Mar 31 18:39:47 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:47| 19   9  72   0   0| 798M 3987M  150M 2929M|  15k 2052B|   0     0 |   0     0 |1432  2151 |0.76 0.67 0.50|3.0   0 169|   0     0 |openstack            28588 15%7102k  37k|bash                 2137   11M  46k0.2%|mysqld       205M|   0     0 |  14   29    0  158    0
Mar 31 18:39:49 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:48| 25   2  73   0   0| 814M 3971M  150M 2929M|7281B 2160B|   0     0 |   0     0 |1188  1769 |0.76 0.67 0.50|2.0   0   0|   0     0 |uwsgi                263914.5%6165B  19k|python2              24297  42k 434B0.2%|mysqld       205M|   0     0 |  14   29    0  167    0
Mar 31 18:39:50 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:49| 23   4  73   0   0| 807M 3978M  150M 2929M|6929B 2160B|   0     0 |   0     0 | 826   955 |0.76 0.67 0.50|2.0   0  22|   0     0 |openstack            28610 24%  10M  37k|bash                 2137   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0  167    0
Mar 31 18:39:50 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:50| 23   6  71   0   0| 790M 3995M  150M 2930M|5891B 2106B|   0   540k|   0  14.0 |1452  2352 |0.76 0.67 0.50|3.0   0  72|   0     0 |openstack            28682 11%5172k  37k|bash                 2137   11M  37k0.2%|mysqld       205M|   0     0 |  14   29    0  175    0
Mar 31 18:39:51 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:51| 24   3  73   0   0| 814M 3971M  150M 2930M|6971B 2052B|   0  3360k|   0   117 |1545  1946 |0.78 0.67 0.50|2.0   0   0|   0     0 |openstack            28682 18%5972k 725B|openstack            286825972k 725B 18%|mysqld       205M|   0     0 |  14   29    0  184    0
Mar 31 18:39:52 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:52| 20   7  73   0   0| 800M 3985M  150M 2930M|7845B 2214B|   0     0 |   0     0 |1244  1693 |0.78 0.67 0.50|2.0   0 110|   0     0 |openstack            28792 17%7739k  37k|bash                 2137   11M  44k  0%|mysqld       205M|   0     0 |  14   29    0  184    0
Mar 31 18:39:53 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:53| 21   6  73   0   0| 776M 4008M  150M 2930M|7313B 2160B|   0   392k|   0  9.00 |1446  2045 |0.78 0.67 0.50|2.0   0  97|   0     0 |openstack            288903.2%1945k   0 |bash                 2137   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0  189    0
Mar 31 18:39:54 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:54| 23   3  73   0   0| 814M 3971M  150M 2930M|  18k 2234B|   0   636k|   0  16.0 | 906  1026 |0.78 0.67 0.50|2.0   0 3.0|   0     0 |openstack            28890 22%9202k  37k|openstack            288909202k  37k 22%|mysqld       205M|   0     0 |  14   31    0  188    0
Mar 31 18:39:55 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:55| 22   7  71   0   0| 801M 3984M  150M 2930M|9684B 2160B|   0   420k|   0  9.00 |1516  2231 |0.78 0.67 0.50|1.0   0 145|   0     0 |openstack            29037 16%7739k  37k|bash                 2137   11M  43k0.2%|mysqld       205M|   0     0 |  14   29    0  192    0
Mar 31 18:39:56 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:56| 22   5  73   0   0| 788M 3996M  150M 2930M|9025B 2052B|   0   492k|   0  14.0 |1494  2180 |0.79 0.68 0.50|1.0   0  22|   0     0 |openstack            290599.0%5172k  37k|bash                 2137   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0  201    0
Mar 31 18:39:57 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:57| 24   3  73   0   0| 812M 3973M  150M 2930M|7876B 2160B|   0   288k|   0  9.00 |1060  1626 |0.79 0.68 0.50|2.0   0   0|   0     0 |openstack            29059 19%5963k   0 |openstack            290595963k   0  19%|mysqld       205M|   0     0 |  14   29    0  209    0
Mar 31 18:39:59 cloud-provider-iscsi-0000000105 dstat.sh[24242]: 31-03 18:39:58| 22   6  72   0   0| 810M 3974M  150M 2930M|7171B 2160B|   0   328k|   0  11.0 | 946  1243 |0.79 0.68 0.50|3.0   0  72|   0     0 |openstack            29131 22%  10M  37k|bash                 2137   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  209    0
