-- Logs begin at Thu 2022-09-01 07:01:11 UTC, end at Thu 2022-09-01 08:08:25 UTC. --
Sep 01 07:55:49 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 01 07:55:50 ubuntu dstat.sh[72797]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 01 07:55:50 ubuntu dstat.sh[72797]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 01 07:56:28 ubuntu dstat.sh[72797]: 01-09 07:56:28| 86  13   1   0   0|1348M 1038M  192M 5166M| 466k  462k|   0  1716k|   0  86.2 |4250    10k|1.70 1.02 0.62|8.0   0 246|   0     0 |   0     0 |  9   33    0   10    0
Sep 01 07:56:29 ubuntu dstat.sh[72797]: 01-09 07:56:29| 85  15   0   0   0|1373M 1013M  192M 5166M| 221k  213k|   0  1988k|   0  67.0 |2966  5864 |2.13 1.12 0.65|6.0   0 145|   0     0 |   0     0 |  9   33    1   10    0
Sep 01 07:56:30 ubuntu dstat.sh[72797]: 01-09 07:56:30| 63   8  27   0   0|1315M 1071M  192M 5167M| 643k  639k|   0  1623k|   0  83.0 |4451    11k|2.13 1.12 0.65|2.0   0 107|   0     0 |   0     0 |  9   36    0   11    0
Sep 01 07:56:31 ubuntu dstat.sh[72797]: 01-09 07:56:31| 28   8  62   0   0|1225M 1161M  192M 5167M| 143k  112k|   0   623k|   0  37.0 |2625  4527 |2.13 1.12 0.65|1.0   0 136|   0     0 |   0     0 |  9   34    0   11    0
Sep 01 07:56:32 ubuntu dstat.sh[72797]: 01-09 07:56:32| 23   4  72   1   0|1255M 1131M  192M 5167M| 319k  135k|   0  6147k|   0  92.1 |1951  2762 |2.13 1.12 0.65|2.0   0   0|   0     0 |   0     0 |  9   35    0   11    0
Sep 01 07:56:33 ubuntu dstat.sh[72797]: 01-09 07:56:33| 21   5  71   1   0|1218M 1167M  192M 5168M| 444k   87k|   0  3738k|   0   195 |2406  3819 |2.13 1.12 0.65|2.0   0  70|   0     0 |   0     0 |  9   34    0   11    0
Sep 01 07:56:34 ubuntu dstat.sh[72797]: 01-09 07:56:34| 22   3  74   0   0|1253M 1131M  192M 5168M| 491k   64k|   0   364k|   0  7.01 |1579  1745 |2.04 1.11 0.65|3.0   0   0|   0     0 |   0     0 |  9   35    0   11    0
Sep 01 07:56:35 ubuntu dstat.sh[72797]: 01-09 07:56:35| 36  14  50   1   0|1171M 1212M  192M 5169M| 472k  173k|   0  1543k|   0  29.0 |3585  8333 |2.04 1.11 0.65|2.0   0 222|   0     0 |   0     0 |  9   32    0   12    0
Sep 01 07:56:36 ubuntu dstat.sh[72797]: 01-09 07:56:36| 34  26  40   0   0|1194M 1189M  192M 5169M|  17k 1621 |   0   300k|   0  14.0 |3022  4794 |2.04 1.11 0.65|5.0   0 575|   0     0 |   0     0 |  9   32    0   11    0
Sep 01 07:56:37 ubuntu dstat.sh[72797]: 01-09 07:56:37| 79  20   1   0   0|1360M 1023M  192M 5169M|8037  1857 |   0  2436k|   0  24.0 |2079  3958 |2.04 1.11 0.65|5.0   0 450|   0     0 |   0     0 |  9   33    0   11    0
Sep 01 07:56:38 ubuntu dstat.sh[72797]: 01-09 07:56:38| 87  12   1   0   0|1488M  895M  192M 5170M| 854k  846k|   0  1689k|   0  54.0 |4554  9914 |2.04 1.11 0.65|4.0   0 1.0|   0     0 |   0     0 |  9   36    0   11    0
Sep 01 07:56:39 ubuntu dstat.sh[72797]: 01-09 07:56:39| 83   8   8   0   0|1424M  958M  192M 5170M|1427k 1419k|   0  1011k|   0  60.0 |6541    16k|2.11 1.15 0.67|7.0   0  38|   0     0 |   0     0 |  9   36    0   11    0
Sep 01 07:56:40 ubuntu dstat.sh[72797]: 01-09 07:56:40| 84  15   1   0   0|1383M  999M  192M 5170M| 383k  376k|   0   944k|   0  27.0 |3012  5810 |2.11 1.15 0.67|7.0   0 182|   0     0 |   0     0 |  9   36    0   11    0
Sep 01 07:56:41 ubuntu dstat.sh[72797]: 01-09 07:56:41| 85  13   1   0   0|1395M  987M  192M 5170M|1031k  951k|   0  1212k|   0  69.0 |5871    14k|2.11 1.15 0.67|9.0 1.0 192|   0     0 |   0     0 |  9   36    0   11    0
Sep 01 07:56:42 ubuntu dstat.sh[72797]: 01-09 07:56:42| 85  14   1   0   0|1410M  971M  192M 5171M| 835k  708k|   0  3597k|   0  69.0 |5279    12k|2.11 1.15 0.67|6.0   0  96|   0     0 |   0     0 |  9   36    0   11    0
Sep 01 07:56:43 ubuntu dstat.sh[72797]: 01-09 07:56:43| 87  11   1   0   0|1468M  912M  192M 5172M|1561k 1007k|   0  1467k|   0  52.0 |5753    13k|2.11 1.15 0.67|7.0   0  77|   0     0 |   0     0 |  9   35    0   12    0
Sep 01 07:56:44 ubuntu dstat.sh[72797]: 01-09 07:56:44| 89  11   1   0   0|1418M  961M  192M 5173M|1519k  989k|   0  2105k|   0  39.0 |6007    11k|2.50 1.24 0.70|7.0   0  63|   0     0 |   0     0 |  9   35    0   12    0
Sep 01 07:56:45 ubuntu dstat.sh[72797]: 01-09 07:56:45| 87  10   2   0   0|1375M 1002M  192M 5175M| 934k  928k|   0  1592k|   0  37.0 |5803    13k|2.50 1.24 0.70|4.0   0 126|   0     0 |   0     0 |  9   35    0   12    0
Sep 01 07:56:46 ubuntu dstat.sh[72797]: 01-09 07:56:46| 62  23  14   0   0|1303M 1074M  192M 5175M| 592k  587k|   0  1200k|   0  67.0 |5511    13k|2.50 1.24 0.70|4.0   0 537|   0     0 |   0     0 |  9   33    0    9    0
Sep 01 07:56:47 ubuntu dstat.sh[72797]: 01-09 07:56:47| 86  13   1   0   0|1415M  962M  192M 5175M| 109k  103k|   0    31M|   0   391 |2723  2888 |2.50 1.24 0.70|5.0   0  53|   0     0 |   0     0 |  9   33    0    9    0
Sep 01 07:56:48 ubuntu dstat.sh[72797]: 01-09 07:56:48| 75  12  13   0   0|1387M  990M  192M 5175M|1322k 1315k|   0  1975k|   0  77.9 |5067    17k|2.50 1.24 0.70|7.0   0 135|   0     0 |   0     0 |  9   36    0   10    0
Sep 01 07:56:49 ubuntu dstat.sh[72797]: 01-09 07:56:49| 84  14   1   0   0|1405M  972M  192M 5175M| 506k  500k|   0   589k|   0  23.0 |4158  8428 |2.70 1.31 0.72|5.0   0 145|   0     0 |   0     0 |  9   34    0   10    0
Sep 01 07:56:50 ubuntu dstat.sh[72797]: 01-09 07:56:50| 75  11  14   0   0|1442M  935M  192M 5176M| 950k  874k|   0   760k|   0  22.0 |5937    13k|2.70 1.31 0.72|2.0   0  72|   0     0 |   0     0 |  9   38    0   10    0
Sep 01 07:56:51 ubuntu dstat.sh[72797]: 01-09 07:56:51| 72  15  11   1   0|1354M 1022M  192M 5176M|1131k  757k|   0  1260k|   0  89.0 |5887    13k|2.70 1.31 0.72|5.0   0 310|   0     0 |   0     0 |  9   34    0   13    0
Sep 01 07:56:52 ubuntu dstat.sh[72797]: 01-09 07:56:52| 86  13   0   0   0|1423M  951M  192M 5178M|1000k  164k|   0  7678k|   0  50.6 |3113  3976 |2.70 1.31 0.72|8.0   0  52|   0     0 |   0     0 |  9   33    0   13    0
Sep 01 07:56:53 ubuntu dstat.sh[72797]: 01-09 07:56:53| 79  13   8   0   0|1490M  884M  192M 5178M|1082k 1067k|   0    34M|   0   147 |4826    15k|2.70 1.31 0.72|5.0   0 1.0|   0     0 |   0     0 |  9   37    0   14    0
Sep 01 07:56:54 ubuntu dstat.sh[72797]: 01-09 07:56:54| 81  17   3   0   0|1303M 1070M  192M 5179M|1055k 1049k|   0  1368k|   0  77.0 |5524    13k|3.13 1.42 0.76|6.0   0 354|   0     0 |   0     0 |  9   33    0   15    0
Sep 01 07:56:55 ubuntu dstat.sh[72797]: 01-09 07:56:55| 85  15   0   0   0|1414M  959M  192M 5179M| 131k  126k|   0   880k|   0  17.0 |2324  3418 |3.13 1.42 0.76|4.0   0  87|   0     0 |   0     0 |  9   34    0   15    0
Sep 01 07:56:56 ubuntu dstat.sh[72797]: 01-09 07:56:56| 76   8  15   0   0|1387M  986M  192M 5179M|1225k 1214k|   0  1148k|   0  68.0 |5983    15k|3.13 1.42 0.76|5.0   0  67|   0     0 |   0     0 |  9   34    1   17    0
Sep 01 07:56:57 ubuntu dstat.sh[72797]: 01-09 07:56:57| 79  19   2   0   0|1338M 1035M  192M 5179M| 279k  275k|   0   604k|   0  35.0 |2789  6177 |3.13 1.42 0.76|4.0   0 298|   0     0 |   0     0 |  9   34    0   17    0
Sep 01 07:56:58 ubuntu dstat.sh[72797]: 01-09 07:56:58| 82  12   6   0   0|1391M  982M  193M 5179M| 828k  796k|   0  2680k|   0  61.0 |3697    11k|3.13 1.42 0.76|4.0   0  65|   0     0 |   0     0 |  9   37    0   16    0
Sep 01 07:56:59 ubuntu dstat.sh[72797]: 01-09 07:56:59| 78  11  11   0   0|1313M 1060M  193M 5180M| 835k  663k|   0  1116k|   0  59.0 |5151    11k|3.20 1.46 0.78|3.0   0 124|   0     0 |   0     0 |  9   34    0   17    0
Sep 01 07:57:00 ubuntu dstat.sh[72797]: 01-09 07:57:00| 68  12  19   0   0|1308M 1062M  193M 5182M|1457k  383k|   0  2300k|   0  43.0 |3526  6393 |3.20 1.46 0.78|6.0   0 176|   0     0 |   0     0 |  9   33    0   17    2
Sep 01 07:57:01 ubuntu dstat.sh[72797]: 01-09 07:57:01| 84  16   1   0   0|1280M 1089M  193M 5182M| 553k  546k|   0  1156k|   0  45.0 |3510  9635 |3.20 1.46 0.78|7.0   0 292|   0     0 |   0     0 |  9   32    0   18    0
Sep 01 07:57:02 ubuntu dstat.sh[72797]: 01-09 07:57:02| 86  14   0   0   0|1420M  950M  193M 5182M| 454k  447k|   0  1388k|   0  29.0 |3915  7438 |3.20 1.46 0.78|8.0   0 167|   0     0 |   0     0 |  9   33    0   18    0
Sep 01 07:57:03 ubuntu dstat.sh[72797]: 01-09 07:57:03| 84  15   0   0   0|1470M  899M  193M 5183M| 776k  764k|   0  6391k|   0   112 |4569  9441 |3.20 1.46 0.78| 10   0 179|   0     0 |   0     0 |  9   36    0   18    0
Sep 01 07:57:04 ubuntu dstat.sh[72797]: 01-09 07:57:04| 84  14   1   0   0|1373M  996M  193M 5183M|1074k 1051k|   0  1263k|   0  40.0 |5288    14k|3.58 1.57 0.82| 10   0 205|   0     0 |   0     0 |  9   34    0   18    0
Sep 01 07:57:05 ubuntu dstat.sh[72797]: 01-09 07:57:05| 85  13   2   0   0|1410M  958M  193M 5183M|1060k 1050k|   0  1774k|   0  41.0 |5655    15k|3.58 1.57 0.82|9.0   0 141|   0     0 |   0     0 |  9   36    0   18    0
Sep 01 07:57:06 ubuntu dstat.sh[72797]: 01-09 07:57:06| 83  16   1   0   0|1410M  958M  193M 5183M| 805k  795k|   0  1023k|   0  43.9 |5777    11k|3.58 1.57 0.82|8.0   0 178|   0     0 |   0     0 |  9   36    0   18    0
Sep 01 07:57:07 ubuntu dstat.sh[72797]: 01-09 07:57:07| 83  16   1   0   0|1416M  952M  193M 5184M| 716k  665k|   0  1458k|   0  52.1 |4456    11k|3.58 1.57 0.82|9.0   0 193|   0     0 |   0     0 |  9   36    0   18    0
Sep 01 07:57:08 ubuntu dstat.sh[72797]: 01-09 07:57:08| 82  14   2   0   0|1445M  923M  193M 5184M|1150k  884k|   0  3491k|   0  55.0 |6144    13k|3.58 1.57 0.82| 10   0 189|   0     0 |   0     0 |  9   36    0   18    0
Sep 01 07:57:09 ubuntu dstat.sh[72797]: 01-09 07:57:09| 79  18   3   0   0|1352M 1013M  193M 5186M|1915k  961k|   0  2844k|   0  55.0 |7435    15k|3.86 1.66 0.85|8.0   0 291|   0     0 |   0     0 |  9   34    0   20    2
Sep 01 07:57:10 ubuntu dstat.sh[72797]: 01-09 07:57:10| 79  17   3   0   0|1292M 1072M  193M 5187M| 759k  753k|   0  1172k|   0  36.0 |4986    12k|3.86 1.66 0.85|6.0   0 236|   0     0 |   0     0 |  9   33    0   20    0
Sep 01 07:57:11 ubuntu dstat.sh[72797]: 01-09 07:57:11| 58  18  22   0   0|1257M 1107M  193M 5187M| 632k  628k|   0   927k|   0  31.0 |4318    11k|3.86 1.66 0.85|5.0   0 396|   0     0 |   0     0 |  9   33    0   21    0
Sep 01 07:57:12 ubuntu dstat.sh[72797]: 01-09 07:57:12| 21  12  66   0   0|1197M 1167M  193M 5187M| 212k  206k|   0   424k|   0  12.0 |2552  4770 |3.86 1.66 0.85|3.0   0 202|   0     0 |   0     0 |  9   33    0   22    0
Sep 01 07:57:13 ubuntu dstat.sh[72797]: 01-09 07:57:13| 49  29  21   0   1|1280M 1084M  193M 5187M|  14k 3350 |   0  1013k|   0  29.0 |2826  5835 |3.86 1.66 0.85|7.0   0 763|   0     0 |   0     0 |  9   33    0   22    0
Sep 01 07:57:14 ubuntu dstat.sh[72797]: 01-09 07:57:14| 86  15   0   0   0|1426M  938M  193M 5187M| 162k  145k|   0  2572k|   0   111 |2603  4561 |4.03 1.73 0.88|7.0 1.0 280|   0     0 |   0     0 |  9   36    0   22    0
Sep 01 07:57:15 ubuntu dstat.sh[72797]: 01-09 07:57:15| 82  16   2   0   0|1339M 1025M  193M 5187M| 906k  873k|   0  2452k|   0   122 |4883    14k|4.03 1.73 0.88|5.0   0 276|   0     0 |   0     0 |  9   35    0   23    0
Sep 01 07:57:16 ubuntu dstat.sh[72797]: 01-09 07:57:16| 84  16   1   0   0|1372M  992M  193M 5188M| 449k  387k|  28k 1212k|2.00  43.0 |3842  8346 |4.03 1.73 0.88|5.0   0 179|   0     0 |   0     0 |  9   34    0   23    0
Sep 01 07:57:17 ubuntu dstat.sh[72797]: 01-09 07:57:17| 86  11   3   0   0|1481M  882M  193M 5188M|1271k 1096k|   0  1564k|   0  39.0 |6802    16k|4.03 1.73 0.88|5.0   0  66|   0     0 |   0     0 |  9   37    0   22    0
Sep 01 07:57:18 ubuntu dstat.sh[72797]: 01-09 07:57:18| 64   8  27   0   0|1511M  851M  193M 5189M|1521k 1296k|   0  4323k|   0   198 |6255    17k|4.03 1.73 0.88|2.0   0   0|   0     0 |   0     0 |  9   39    0   25    0
Sep 01 07:57:19 ubuntu dstat.sh[72797]: 01-09 07:57:19| 62  11  28   0   0|1414M  947M  193M 5190M|1468k 1193k|   0   691k|   0  58.9 |6634    16k|4.11 1.79 0.90|5.0   0  36|   0     0 |   0     0 |  9   36    0   26    0
Sep 01 07:57:20 ubuntu dstat.sh[72797]: 01-09 07:57:20| 85  13   1   1   0|1396M  964M  193M 5191M|1135k  837k|   0   838k|   0  30.1 |3853    11k|4.11 1.79 0.90|5.0   0 129|   0     0 |   0     0 |  9   34    0   26    0
Sep 01 07:57:21 ubuntu dstat.sh[72797]: 01-09 07:57:21| 89  11   0   0   0|1457M  903M  193M 5191M| 823k  584k|   0  2355k|   0  27.9 |3678  8022 |4.11 1.79 0.90|6.0   0  22|   0     0 |   0     0 |  9   34    0   26    2
Sep 01 07:57:22 ubuntu dstat.sh[72797]: 01-09 07:57:22| 85  11   3   0   0|1492M  865M  193M 5194M|1153k 1147k|   0  1085k|   0  43.0 |4910    14k|4.11 1.79 0.90|5.0   0 2.0|   0     0 |   0     0 |  9   37    0   28    0
Sep 01 07:57:23 ubuntu dstat.sh[72797]: 01-09 07:57:23| 74   9  15   0   0|1408M  948M  193M 5195M|1297k 1289k|   0  4727k|   0  85.1 |7403    17k|4.11 1.79 0.90|6.0   0  68|   0     0 |   0     0 |  9   35    1   32    0
Sep 01 07:57:24 ubuntu dstat.sh[72797]: 01-09 07:57:24| 85  13   2   0   0|1426M  930M  193M 5195M|1510k 1504k|   0  1677k|   0  65.9 |5747    17k|4.50 1.91 0.95|5.0   0  69|   0     0 |   0     0 |  9   36    0   32    0
Sep 01 07:57:25 ubuntu dstat.sh[72797]: 01-09 07:57:25| 86  12   1   0   0|1429M  926M  193M 5195M| 743k  737k|   0  1411k|   0  61.0 |5147    12k|4.50 1.91 0.95|6.0   0  90|   0     0 |   0     0 |  9   34    0   32    1
Sep 01 07:57:26 ubuntu dstat.sh[72797]: 01-09 07:57:26| 83   9   9   0   0|1445M  910M  193M 5196M|1092k 1077k|   0   676k|   0  35.0 |5672    14k|4.50 1.91 0.95|5.0   0   0|   0     0 |   0     0 |  9   35    0   32    0
Sep 01 07:57:27 ubuntu dstat.sh[72797]: 01-09 07:57:27| 73  11  17   0   0|1418M  937M  193M 5196M|1503k 1499k|   0   812k|   0  50.0 |6183    23k|4.50 1.91 0.95|4.0   0 135|   0     0 |   0     0 |  9   35    0   32    0
