-- Logs begin at Thu 2022-09-29 16:28:56 UTC, end at Thu 2022-09-29 18:01:07 UTC. --
Sep 29 17:22:10 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 29 17:22:11 ubuntu dstat.sh[80869]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 29 17:22:11 ubuntu dstat.sh[80869]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 29 17:22:33 ubuntu dstat.sh[80869]: 29-09 17:22:33| 24   5  65   5   0|1008M 1447M  191M 5105M|  56k 9179 |   0  2711k|   0  54.1 |1799  2593 |1.53 1.03 0.67|1.0   0  76|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:34 ubuntu dstat.sh[80869]: 29-09 17:22:34| 25   3  71   0   0|1064M 1389M  191M 5106M| 465k   15k|   0   612k|   0  20.0 |1448  1484 |1.53 1.03 0.67|1.0   0 1.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:35 ubuntu dstat.sh[80869]: 29-09 17:22:35| 37   3  58   1   0|1079M 1368M  191M 5110M| 486k   12k|   0  8625k|   0   409 |2807  3247 |1.57 1.05 0.68|1.0   0 2.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:36 ubuntu dstat.sh[80869]: 29-09 17:22:36| 26   6  65   2   0|1026M 1421M  191M 5111M| 434k   15k|   0  7906k|   0   410 |2702  3336 |1.57 1.05 0.68|1.0   0  12|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:37 ubuntu dstat.sh[80869]: 29-09 17:22:37| 27   3  68   2   0|1077M 1368M  191M 5112M| 555k   17k|   0  7729k|   0   407 |2626  3261 |1.57 1.05 0.68|1.0   0 1.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:38 ubuntu dstat.sh[80869]: 29-09 17:22:38| 22   7  68   2   0| 989M 1456M  192M 5112M|  89k 7932 |   0    14M|   0   412 |2813  4008 |1.57 1.05 0.68|1.0   0 138|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:39 ubuntu dstat.sh[80869]: 29-09 17:22:39| 14  20  64   0   0| 988M 1456M  192M 5113M|  49k 4582 |   0  1728k|   0  93.0 |2848  4595 |1.57 1.05 0.68|1.0   0 358|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:40 ubuntu dstat.sh[80869]: 29-09 17:22:40| 25  17  57   1   0| 995M 1449M  192M 5113M| 139k 7843 |   0   720k|   0  26.0 |4160  8212 |1.69 1.08 0.69|1.0   0 246|   0     0 |   0     0 |  9    6    0   10    2
Sep 29 17:22:41 ubuntu dstat.sh[80869]: 29-09 17:22:41| 46  15  37   1   0|1098M 1345M  192M 5114M| 144k 7051 | 324k  455k|3.99  11.0 |2616  3538 |1.69 1.08 0.69|2.0   0 153|   0     0 |   0     0 |  9    7    0    8    2
Sep 29 17:22:42 ubuntu dstat.sh[80869]: 29-09 17:22:42| 51   7  42   1   0|1176M 1266M  192M 5115M|  57k 5350 |  20k  828k|4.00  18.0 |1353  1609 |1.69 1.08 0.69|2.0   0 2.0|   0     0 |   0     0 |  9    7    0    8    2
Sep 29 17:22:43 ubuntu dstat.sh[80869]: 29-09 17:22:43| 65   7  28   0   0|1233M 1207M  192M 5117M|  15k 1754 | 352k 5786k|4.00   200 |1907  3786 |1.69 1.08 0.69|3.0   0 5.0|   0     0 |   0     0 |  9    7    0    8    2
Sep 29 17:22:44 ubuntu dstat.sh[80869]: 29-09 17:22:44| 45  15  39   0   0|1245M 1190M  192M 5120M|9527  2382 |   0   196k|   0  29.0 |3247  5346 |1.69 1.08 0.69|2.0   0 143|   0     0 |   0     0 |  9    6    0    9    2
Sep 29 17:22:45 ubuntu dstat.sh[80869]: 29-09 17:22:45| 44   5  50   0   0|1300M 1112M  193M 5140M|7488  1618 |   0  3819k|   0   104 |1571  1661 |1.71 1.10 0.70|2.0   0   0|   0     0 |   0     0 |  9    6    0    9    2
Sep 29 17:22:46 ubuntu dstat.sh[80869]: 29-09 17:22:46| 44   6  50   0   0|1331M 1065M  194M 5153M|  14k 6520 |   0  3505k|   0   126 |1700  1875 |1.71 1.10 0.70|2.0   0 1.0|   0     0 |   0     0 |  9    8    0    9    2
Sep 29 17:22:47 ubuntu dstat.sh[80869]: 29-09 17:22:47| 41   8  49   3   0|1254M 1114M  195M 5177M|  68k   61k|   0  6321k|   0   362 |3705  6178 |1.71 1.10 0.70|2.0   0  44|   0     0 |   0     0 |  9    6    0   11    2
Sep 29 17:22:48 ubuntu dstat.sh[80869]: 29-09 17:22:48| 28   4  66   1   0|1281M 1084M  195M 5180M|9196  1924 |  64k 2747k|6.00  44.0 |1382  1628 |1.71 1.10 0.70|1.0   0 1.0|   0     0 |   0     0 |  9    7    0   11    2
Sep 29 17:22:49 ubuntu dstat.sh[80869]: 29-09 17:22:49| 22   4  71   3   0|1298M 1066M  195M 5181M| 132k  124k| 215k 1403k|53.8  20.9 |1974  3056 |1.71 1.10 0.70|2.0   0 4.0|   0     0 |   0     0 |  9   31    0    9    2
Sep 29 17:22:50 ubuntu dstat.sh[80869]: 29-09 17:22:50| 43   8  49   0   0|1236M 1147M  195M 5162M|  11k 2282 |   0   108k|   0  6.02 |1499  1669 |1.73 1.11 0.71|2.0   0  52|   0     0 |   0     0 |  9   28    0    9    0
Sep 29 17:22:51 ubuntu dstat.sh[80869]: 29-09 17:22:51| 45   8  45   0   0|1221M 1163M  195M 5162M|  67k   60k|   0   824k|   0  5.00 |6666    15k|1.73 1.11 0.71|2.0   0  16|   0     0 |   0     0 |  9   28    0    9    0
Sep 29 17:22:52 ubuntu dstat.sh[80869]: 29-09 17:22:52| 58  15  28   0   0|1287M 1096M  195M 5162M|8410  1665 |   0    92k|   0  4.01 |1894  2599 |1.73 1.11 0.71|3.0   0 205|   0     0 |   0     0 |  9   28    0    9    0
Sep 29 17:22:53 ubuntu dstat.sh[80869]: 29-09 17:22:53| 66  11  21   0   0|1363M 1020M  195M 5162M| 417k  409k|   0  1527k|   0  14.0 |  11k   22k|1.73 1.11 0.71|3.0   0  15|   0     0 |   0     0 |  9   34    0    9    0
Sep 29 17:22:54 ubuntu dstat.sh[80869]: 29-09 17:22:54| 66  18  16   0   0|1258M 1125M  195M 5162M| 376k  366k|   0  1004k|   0  71.0 |3674  8168 |1.73 1.11 0.71|5.0   0 301|   0     0 |   0     0 |  9   32    0    9    0
Sep 29 17:22:55 ubuntu dstat.sh[80869]: 29-09 17:22:55| 85  15   0   0   0|1393M  990M  195M 5162M|  79k   70k|   0   244k|   0  7.00 |2181  3172 |2.00 1.18 0.73|7.0   0 152|   0     0 |   0     0 |  9   33    0    9    0
Sep 29 17:22:56 ubuntu dstat.sh[80869]: 29-09 17:22:56| 88  11   0   0   0|1411M  971M  195M 5162M| 773k  766k|   0  1247k|   0  96.0 |5323    11k|2.00 1.18 0.73|7.0   0 146|   0     0 |   0     0 |  9   32    0    9    0
Sep 29 17:22:57 ubuntu dstat.sh[80869]: 29-09 17:22:57| 84  16   1   0   0|1393M  989M  195M 5162M| 113k  106k|   0    12k|   0  3.00 |2199  3461 |2.00 1.18 0.73|6.0   0 197|   0     0 |   0     0 |  9   34    0    9    0
Sep 29 17:22:58 ubuntu dstat.sh[80869]: 29-09 17:22:58| 62  10  26   0   0|1300M 1082M  195M 5162M| 549k  531k|   0   771k|   0  75.9 |4959  9191 |2.00 1.18 0.73|2.0   0 100|   0     0 |   0     0 |  9   33    0    9    0
Sep 29 17:22:59 ubuntu dstat.sh[80869]: 29-09 17:22:59| 36  10  52   1   0|1209M 1173M  195M 5162M| 253k  248k|   0    10M|   0   468 |3641  5137 |2.00 1.18 0.73|1.0   0 134|   0     0 |   0     0 |  9   32    0    9    0
Sep 29 17:23:00 ubuntu dstat.sh[80869]: 29-09 17:23:00| 23   3  73   0   0|1234M 1149M  195M 5162M| 174k  168k|   0   176k|   0  11.0 |1506  2791 |1.92 1.18 0.73|3.0   0   0|   0     0 |   0     0 |  9   33    0    9    0
Sep 29 17:23:01 ubuntu dstat.sh[80869]: 29-09 17:23:01| 21   5  73   0   0|1201M 1182M  196M 5163M|  45k   39k|   0   212k|   0  20.0 |1674  2493 |1.92 1.18 0.73|1.0   0  70|   0     0 |   0     0 |  9   32    0    9    0
Sep 29 17:23:02 ubuntu dstat.sh[80869]: 29-09 17:23:02| 24   2  73   0   0|1234M 1148M  196M 5163M|  94k   87k|   0    36k|   0  3.00 |1461  2148 |1.92 1.18 0.73|2.0   0 2.0|   0     0 |   0     0 |  9   33    0    9    0
Sep 29 17:23:03 ubuntu dstat.sh[80869]: 29-09 17:23:03| 16  14  69   0   0|1166M 1216M  196M 5163M| 127k  119k|   0  1091k|   0  74.9 |3147  5091 |1.92 1.18 0.73|3.0   0 280|   0     0 |   0     0 |  9   32    0   10    0
Sep 29 17:23:04 ubuntu dstat.sh[80869]: 29-09 17:23:04| 22  27  50   0   0|1202M 1180M  196M 5163M|  25k 1622 |   0  2214k|   0  26.0 |3019  5244 |1.92 1.18 0.73|8.0   0 678|   0     0 |   0     0 |  9   32    0   10    0
Sep 29 17:23:05 ubuntu dstat.sh[80869]: 29-09 17:23:05| 83  17   1   0   0|1415M  968M  196M 5163M|  13k 2185 |   0   120k|   0  9.00 |2009  4084 |2.32 1.27 0.76|5.0   0 283|   0     0 |   0     0 |  9   32    0    6    0
Sep 29 17:23:06 ubuntu dstat.sh[80869]: 29-09 17:23:06| 84  10   5   0   0|1504M  878M  196M 5163M| 889k  879k|   0   264k|   0  27.0 |6054    12k|2.32 1.27 0.76|2.0   0 2.0|   0     0 |   0     0 |  9   37    0    9    0
Sep 29 17:23:07 ubuntu dstat.sh[80869]: 29-09 17:23:07| 75   9  14   0   0|1392M  990M  196M 5163M|1203k 1193k|   0   432k|   0  44.0 |5726    15k|2.32 1.27 0.76|5.0   0  35|   0     0 |   0     0 |  9   34    0   10    0
Sep 29 17:23:08 ubuntu dstat.sh[80869]: 29-09 17:23:08| 84  15   1   0   0|1335M 1046M  196M 5163M| 402k  393k|   0   332k|   0  26.0 |2877  7472 |2.32 1.27 0.76|6.0   0 268|   0     0 |   0     0 |  9   32    0   10    0
Sep 29 17:23:09 ubuntu dstat.sh[80869]: 29-09 17:23:09| 87  13   0   0   0|1488M  894M  196M 5163M| 620k  612k|   0  1083k|   0  25.0 |3399  7448 |2.32 1.27 0.76|7.0   0 7.0|   0     0 |   0     0 |  9   34    0   10    0
Sep 29 17:23:10 ubuntu dstat.sh[80869]: 29-09 17:23:10| 84  15   1   0   0|1475M  906M  196M 5163M| 789k  781k|   0   548k|   0  59.0 |6280    11k|2.62 1.35 0.79|6.0   0 101|   0     0 |   0     0 |  9   35    0   10    0
Sep 29 17:23:11 ubuntu dstat.sh[80869]: 29-09 17:23:11| 89  10   1   0   0|1417M  964M  196M 5164M| 986k  980k|   0   740k|   0  91.0 |5277    13k|2.62 1.35 0.79|6.0   0  63|   0     0 |   0     0 |  9   33    0   10    0
Sep 29 17:23:12 ubuntu dstat.sh[80869]: 29-09 17:23:12| 84  15   1   0   0|1430M  951M  196M 5164M| 626k  618k|   0   320k|   0  23.0 |4404  9624 |2.62 1.35 0.79|8.0   0 131|   0     0 |   0     0 |  9   34    0   10    0
Sep 29 17:23:13 ubuntu dstat.sh[80869]: 29-09 17:23:13| 88  11   0   0   0|1472M  909M  196M 5164M| 726k  710k|   0   740k|   0  63.0 |3616    10k|2.62 1.35 0.79|6.0   0  28|   0     0 |   0     0 |  9   33    0   10    0
Sep 29 17:23:14 ubuntu dstat.sh[80869]: 29-09 17:23:14| 75  11  11   1   0|1373M 1007M  196M 5165M|1030k 1024k|   0  3068k|   0   168 |5043    14k|2.62 1.35 0.79|6.0   0 179|   0     0 |   0     0 |  9   34    0   11    0
Sep 29 17:23:15 ubuntu dstat.sh[80869]: 29-09 17:23:15| 77  20   3   0   0|1281M 1098M  196M 5165M| 621k  614k|   0   916k|   0  60.0 |4627    11k|2.81 1.41 0.82|5.0   0 505|   0     0 |   0     0 |  9   32    0   11    0
Sep 29 17:23:16 ubuntu dstat.sh[80869]: 29-09 17:23:16| 87  12   0   0   0|1436M  943M  196M 5165M| 240k  231k|   0   416k|   0  26.0 |2258  4182 |2.81 1.41 0.82|4.0   0  41|   0     0 |   0     0 |  9   33    0   11    0
Sep 29 17:23:17 ubuntu dstat.sh[80869]: 29-09 17:23:17| 61   7  28   1   0|1378M 1001M  196M 5166M|1309k 1301k|   0   724k|   0  65.0 |7506    18k|2.81 1.41 0.82|4.0   0  73|   0     0 |   0     0 |  9   34    0   14    0
Sep 29 17:23:18 ubuntu dstat.sh[80869]: 29-09 17:23:18| 81  16   2   0   0|1306M 1073M  196M 5166M| 390k  382k|   0   488k|   0  28.0 |3810  7020 |2.81 1.41 0.82|5.0   0 213|   0     0 |   0     0 |  9   32    0   12    0
Sep 29 17:23:19 ubuntu dstat.sh[80869]: 29-09 17:23:19| 86  11   3   0   0|1442M  937M  196M 5166M| 385k  379k|   0    60M|   0   207 |3562  5937 |2.81 1.41 0.82|7.0   0  66|   0     0 |   0     0 |  9   34    0   12    1
Sep 29 17:23:20 ubuntu dstat.sh[80869]: 29-09 17:23:20| 78  15   7   0   0|1434M  944M  196M 5166M|1212k 1206k|   0   908k|   0  80.0 |5947    15k|2.90 1.46 0.83|5.0   0 238|   0     0 |   0     0 |  9   32    0   15    0
Sep 29 17:23:21 ubuntu dstat.sh[80869]: 29-09 17:23:21| 84  15   1   0   0|1425M  953M  196M 5166M|  45k   39k|   0   284k|   0  20.0 |2022  2535 |2.90 1.46 0.83|5.0   0 121|   0     0 |   0     0 |  9   33    0   15    0
Sep 29 17:23:22 ubuntu dstat.sh[80869]: 29-09 17:23:22| 88   9   2   0   0|1444M  934M  196M 5166M| 733k  726k|   0   540k|   0  49.0 |4293  8937 |2.90 1.46 0.83|4.0   0  53|   0     0 |   0     0 |  9   36    0   15    0
Sep 29 17:23:23 ubuntu dstat.sh[80869]: 29-09 17:23:23| 82  15   3   0   0|1527M  851M  196M 5166M| 945k  937k|   0   659k|   0  58.0 |4063    12k|2.90 1.46 0.83|8.0   0 172|   0     0 |   0     0 |  9   34    0   15    0
Sep 29 17:23:24 ubuntu dstat.sh[80869]: 29-09 17:23:24| 87  11   1   0   0|1433M  945M  196M 5167M| 692k  685k|   0   564k|   0  39.0 |4006    10k|2.90 1.46 0.83|7.0   0  75|   0     0 |   0     0 |  9   33    0   15    0
Sep 29 17:23:25 ubuntu dstat.sh[80869]: 29-09 17:23:25| 77  19   3   0   1|1310M 1067M  196M 5167M| 569k  555k|   0   556k|   0  44.0 |3923    11k|3.15 1.53 0.86|5.0   0 373|   0     0 |   0     0 |  9   32    0   15    0
Sep 29 17:23:26 ubuntu dstat.sh[80869]: 29-09 17:23:26| 89  11   0   0   0|1393M  984M  196M 5167M| 711k  705k|   0   479k|   0  38.0 |4235  7920 |3.15 1.53 0.86|6.0   0 9.0|   0     0 |   0     0 |  9   33    0   15    0
Sep 29 17:23:27 ubuntu dstat.sh[80869]: 29-09 17:23:27| 83  13   4   0   0|1353M 1024M  196M 5167M| 976k  970k|   0   673k|   0  56.1 |5307    14k|3.15 1.53 0.86|4.0   0 181|   0     0 |   0     0 |  9   34    0   16    0
Sep 29 17:23:28 ubuntu dstat.sh[80869]: 29-09 17:23:28| 85  12   1   0   0|1387M  990M  196M 5167M| 416k  410k|   0   408k|   0  39.0 |3210  6922 |3.15 1.53 0.86|4.0   0  60|   0     0 |   0     0 |  9   33    0   16    0
Sep 29 17:23:29 ubuntu dstat.sh[80869]: 29-09 17:23:29| 74  12  11   0   0|1313M 1064M  196M 5167M|1073k 1066k|   0  6904k|   0   188 |6516    15k|3.15 1.53 0.86|5.0   0 194|   0     0 |   0     0 |  9   34    0   17    0
Sep 29 17:23:30 ubuntu dstat.sh[80869]: 29-09 17:23:30| 78  20   2   0   0|1345M 1032M  196M 5168M| 152k  146k|   0   536k|   0  40.0 |2409  5962 |3.38 1.61 0.89|6.0   0 402|   0     0 |   0     0 |  9   32    0   17    0
Sep 29 17:23:31 ubuntu dstat.sh[80869]: 29-09 17:23:31| 86  12   1   0   0|1479M  897M  196M 5168M| 702k  695k|   0   480k|   0  34.0 |3683  9319 |3.38 1.61 0.89|8.0   0 174|   0     0 |   0     0 |  9   35    0   18    0
Sep 29 17:23:32 ubuntu dstat.sh[80869]: 29-09 17:23:32| 84  15   2   0   0|1418M  958M  196M 5168M|1346k 1339k|   0   629k|   0  48.1 |6362    17k|3.38 1.61 0.89|7.0   0 182|   0     0 |   0     0 |  9   32    0   18    0
Sep 29 17:23:33 ubuntu dstat.sh[80869]: 29-09 17:23:33| 85  14   0   0   0|1438M  938M  196M 5168M| 571k  562k|   0   352k|   0  23.0 |3880  8274 |3.38 1.61 0.89|6.0   0 214|   0     0 |   0     0 |  9   34    0   18    0
Sep 29 17:23:34 ubuntu dstat.sh[80869]: 29-09 17:23:34| 86  13   1   0   0|1381M  994M  196M 5168M| 796k  790k|   0   428k|   0  31.0 |5084    10k|3.38 1.61 0.89|7.0   0 154|   0     0 |   0     0 |  9   33    0   18    0
Sep 29 17:23:35 ubuntu dstat.sh[80869]: 29-09 17:23:35| 84  14   1   0   0|1276M 1099M  196M 5169M|1035k 1018k|   0  1104k|   0  79.0 |4278    15k|3.59 1.68 0.92|6.0   0 264|   0     0 |   0     0 |  9   32    0   18    0
Sep 29 17:23:36 ubuntu dstat.sh[80869]: 29-09 17:23:36| 87  12   0   0   0|1457M  918M  196M 5169M| 371k  362k|   0   364k|   0  27.0 |2718  5875 |3.59 1.68 0.92|8.0   0 109|   0     0 |   0     0 |  9   34    0   18    0
Sep 29 17:23:37 ubuntu dstat.sh[80869]: 29-09 17:23:37| 84  14   1   0   0|1411M  964M  196M 5169M|1028k 1021k|   0   704k|   0  65.0 |4755    12k|3.59 1.68 0.92|6.0   0 205|   0     0 |   0     0 |  9   35    0   18    0
Sep 29 17:23:38 ubuntu dstat.sh[80869]: 29-09 17:23:38| 84  13   3   0   0|1425M  950M  196M 5170M|1128k 1118k|   0   597k|   0  41.1 |5801    16k|3.59 1.68 0.92|6.0   0 189|   0     0 |   0     0 |  9   33    0   18    0
Sep 29 17:23:39 ubuntu dstat.sh[80869]: 29-09 17:23:39| 59  17  22   0   0|1307M 1067M  196M 5170M| 821k  813k|   0   650k|   0  46.9 |5943    14k|3.59 1.68 0.92|3.0   0 481|   0     0 |   0     0 |  9   34    0   19    0
Sep 29 17:23:40 ubuntu dstat.sh[80869]: 29-09 17:23:40| 29  13  58   0   0|1170M 1205M  196M 5170M| 361k  353k|   0  2014k|   0  28.0 |3579  7123 |3.46 1.68 0.92|2.0   0 200|   0     0 |   0     0 |  9   32    0   19    0
Sep 29 17:23:41 ubuntu dstat.sh[80869]: 29-09 17:23:41| 25  27  47   0   0|1214M 1160M  196M 5170M|9151  1621 |   0   192k|   0  17.0 |3014  5307 |3.46 1.68 0.92|4.0   0 635|   0     0 |   0     0 |  9   32    0   19    0
Sep 29 17:23:42 ubuntu dstat.sh[80869]: 29-09 17:23:42| 77  23   1   0   0|1375M  999M  196M 5170M|  33k   24k|   0   512k|   0  34.0 |2157  4800 |3.46 1.68 0.92|6.0   0 513|   0     0 |   0     0 |  9   33    0   19    0
Sep 29 17:23:43 ubuntu dstat.sh[80869]: 29-09 17:23:43| 86  10   2   0   0|1424M  950M  196M 5170M| 749k  741k|   0   956k|   0  84.0 |4860    10k|3.46 1.68 0.92|7.0   0  84|   0     0 |   0     0 |  9   34    0   19    0
Sep 29 17:23:44 ubuntu dstat.sh[80869]: 29-09 17:23:44| 81  17   2   0   0|1359M 1015M  196M 5170M| 595k  586k|  28k  728k|2.00  67.0 |4584    11k|3.46 1.68 0.92|5.0   0 398|   0     0 |   0     0 |  9   33    0   18    0
Sep 29 17:23:45 ubuntu dstat.sh[80869]: 29-09 17:23:45| 89  11   0   0   0|1439M  934M  196M 5170M| 212k  197k|   0   292k|   0  20.0 |2655  4574 |3.59 1.74 0.94|5.0   0  68|   0     0 |   0     0 |  9   33    0   18    0
Sep 29 17:23:46 ubuntu dstat.sh[80869]: 29-09 17:23:46| 75  10  15   0   0|1507M  866M  197M 5171M|1176k 1164k|   0   487k|   0  40.0 |8164    18k|3.59 1.74 0.94|4.0   0 1.0|   0     0 |   0     0 |  9   36    0   23    0
Sep 29 17:23:47 ubuntu dstat.sh[80869]: 29-09 17:23:47| 55   7  38   0   0|1518M  855M  197M 5171M|1280k 1272k|   0   440k|   0  42.0 |8451    16k|3.59 1.74 0.94|4.0   0   0|   0     0 |   0     0 |  9   37    0   27    0
Sep 29 17:23:48 ubuntu dstat.sh[80869]: 29-09 17:23:48| 49   6  45   0   0|1518M  854M  197M 5171M|1006k 1000k|   0   432k|   0  44.0 |6077    13k|3.59 1.74 0.94|3.0   0   0|   0     0 |   0     0 |  9   36    0   28    0
