-- Logs begin at Mon 2022-08-01 14:32:56 UTC, end at Mon 2022-08-01 16:08:06 UTC. --
Aug 01 15:30:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 15:30:25 ubuntu dstat.sh[93382]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 15:30:25 ubuntu dstat.sh[93382]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 15:30:37 ubuntu dstat.sh[93382]: 01-08 15:30:37| 19   8  51  20   0|1060M 1298M  189M 5197M|  78k 9820 |   0  8869k|   0   659 |6174    11k|1.83 0.96 0.61|1.0 1.0 165|   0     0 |   0     0 |  9    8    0   10    2
Aug 01 15:30:38 ubuntu dstat.sh[93382]: 01-08 15:30:38| 30   3  48  18   0|1064M 1291M  189M 5199M|  14k 8394 |   0  7299k|   0   634 |5125  8996 |1.83 0.96 0.61|4.0   0 7.0|   0     0 |   0     0 |  9    8    0   10    2
Aug 01 15:30:39 ubuntu dstat.sh[93382]: 01-08 15:30:39| 23   4  66   6   0| 948M 1407M  189M 5200M|  47k 9308 |   0  2502k|   0   259 |3102  5072 |1.83 0.96 0.61|1.0   0  57|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:40 ubuntu dstat.sh[93382]: 01-08 15:30:40| 24   4  71   1   0| 987M 1367M  189M 5200M|  51k 5475 |   0   695k|   0  23.0 |1249  1539 |1.76 0.96 0.61|1.0   0  31|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:41 ubuntu dstat.sh[93382]: 01-08 15:30:41| 35   7  56   3   0|1049M 1298M  189M 5205M| 876k   23k|   0    11M|   0   408 |3343  3575 |1.76 0.96 0.61|2.0   0 3.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:42 ubuntu dstat.sh[93382]: 01-08 15:30:42| 50   0  48   2   0|1056M 1291M  189M 5205M|7165  1621 |   0  7002k|   0   383 |2061  2830 |1.76 0.96 0.61|2.0   0   0|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:43 ubuntu dstat.sh[93382]: 01-08 15:30:43| 29   5  62   2   0| 980M 1367M  190M 5206M| 292k   11k|   0  7475k|   0   409 |2401  3214 |1.76 0.96 0.61|1.0   0  12|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:44 ubuntu dstat.sh[93382]: 01-08 15:30:44| 28   3  62   6   0|1032M 1314M  190M 5206M| 505k   13k|   0  7902k|   0   366 |2335  3186 |1.76 0.96 0.61|3.0   0 2.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:45 ubuntu dstat.sh[93382]: 01-08 15:30:45| 28   1  69   1   0|1038M 1307M  190M 5207M| 229k 9532 |   0  2265k|   0   108 |1612  1974 |1.70 0.97 0.61|2.0   0   0|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:46 ubuntu dstat.sh[93382]: 01-08 15:30:46| 18  12  68   2   0| 946M 1399M  190M 5207M|  59k 5458 |   0  4969k|   0  37.0 |2365  3764 |1.70 0.97 0.61|2.0   0 272|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:47 ubuntu dstat.sh[93382]: 01-08 15:30:47| 18  20  61   0   0| 950M 1394M  190M 5208M|  73k 4750 |   0   436k|   0  20.0 |2660  4422 |1.70 0.97 0.61|5.0   0 372|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:48 ubuntu dstat.sh[93382]: 01-08 15:30:48| 33  18  47   1   0| 995M 1349M  190M 5208M| 221k 8737 |   0   649k|   0  9.01 |3844  8502 |1.70 0.97 0.61|7.0   0 187|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 15:30:49 ubuntu dstat.sh[93382]: 01-08 15:30:49| 61  10  30   0   0|1115M 1228M  190M 5209M|7110  2761 |   0   116k|   0  3.00 |1457  1479 |1.70 0.97 0.61|4.0   0  36|   0     0 |   0     0 |  9    7    0   10    2
Aug 01 15:30:50 ubuntu dstat.sh[93382]: 01-08 15:30:50| 69   4  27   0   0|1146M 1196M  190M 5209M|6821  2281 |   0  8181B|   0  2.00 |1369  1211 |1.81 1.00 0.62|3.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Aug 01 15:30:51 ubuntu dstat.sh[93382]: 01-08 15:30:51| 56   2  41   1   0|1167M 1176M  190M 5210M|  22k 4448 |   0   877k|   0  9.01 |1327  1505 |1.81 1.00 0.62|5.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Aug 01 15:30:52 ubuntu dstat.sh[93382]: 01-08 15:30:52| 43  12  45   0   1|1209M 1131M  190M 5211M|9237  3223 |   0  6428k|   0  41.0 |2287  6309 |1.81 1.00 0.62|2.0   0 144|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 15:30:53 ubuntu dstat.sh[93382]: 01-08 15:30:53| 46   4  49   0   0|1255M 1084M  190M 5212M|8302  1618 |   0     0 |   0     0 |1156  1245 |1.81 1.00 0.62|3.0   0 2.0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 15:30:54 ubuntu dstat.sh[93382]: 01-08 15:30:54| 48   2  49   0   0|1289M 1051M  190M 5212M|6095  1622 |   0  4101B|   0  1.00 |1165  1176 |1.81 1.00 0.62|3.0   0 2.0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 15:30:55 ubuntu dstat.sh[93382]: 01-08 15:30:55| 48   1  49   0   0|1305M 1032M  190M 5214M|  13k 8575 |   0   772k|   0  19.0 |1421  2126 |1.82 1.02 0.63|4.0   0 1.0|   0     0 |   0     0 |  9    8    0   11    2
Aug 01 15:30:56 ubuntu dstat.sh[93382]: 01-08 15:30:56| 44   6  49   1   0|1168M 1167M  190M 5215M|  73k   57k|   0  3606k|   0   274 |3409  6142 |1.82 1.02 0.63|3.0   0  44|   0     0 |   0     0 |  9    6    0   13    2
Aug 01 15:30:57 ubuntu dstat.sh[93382]: 01-08 15:30:57| 43   5  48   3   0|1226M 1110M  190M 5215M|6720  1025 |  20k 7567k|5.00   187 |1430  1456 |1.82 1.02 0.63|3.0   0 2.0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 15:30:58 ubuntu dstat.sh[93382]: 01-08 15:30:58| 42   3  46   9   0|1228M 1107M  191M 5215M|  86k   80k|  64k 6009k|16.0   239 |2385  3473 |1.82 1.02 0.63|2.0 1.0 4.0|   0     0 |   0     0 |  9   18    0   11    2
Aug 01 15:30:59 ubuntu dstat.sh[93382]: 01-08 15:30:59| 30   7  49  14   0|1194M 1135M  191M 5220M|  51k   45k|  60k 1225k|15.0  42.0 |1797  2296 |1.82 1.02 0.63|3.0   0  46|   0     0 |   0     0 |  9   30    0   11    2
Aug 01 15:31:00 ubuntu dstat.sh[93382]: 01-08 15:31:00| 34   5  49  11   0|1238M 1076M  191M 5234M|5978   810 |   0  1144k|   0  54.0 |1267  1509 |1.84 1.03 0.64|3.0   0 1.0|   0     0 |   0     0 |  9   30    0   11    2
Aug 01 15:31:01 ubuntu dstat.sh[93382]: 01-08 15:31:01| 45  14  37   4   0|1241M 1064M  192M 5241M|  66k   61k|   0  1416k|   0  47.0 |2125  3103 |1.84 1.03 0.64|3.0 1.0 195|   0     0 |   0     0 |  9   30    0   11    2
Aug 01 15:31:02 ubuntu dstat.sh[93382]: 01-08 15:31:02| 59   9  30   2   0|1309M  987M  192M 5248M|  42k   35k|   0  4592k|   0   106 |1848  2058 |1.84 1.03 0.64|4.0   0   0|   0     0 |   0     0 |  9   32    0   11    2
Aug 01 15:31:03 ubuntu dstat.sh[93382]: 01-08 15:31:03| 56  12  25   6   0|1258M 1027M  193M 5256M| 750k  742k|   0  1745k|   0  69.0 |6118    13k|1.84 1.03 0.64|4.0 1.0 151|   0     0 |   0     0 |  9   34    0   11    2
Aug 01 15:31:04 ubuntu dstat.sh[93382]: 01-08 15:31:04| 79  20   0   1   0|1338M  931M  193M 5272M|7297  1619 |   0  1488k|   0  66.0 |2176  3488 |1.84 1.03 0.64|9.0   0 315|   0     0 |   0     0 |  9   34    0   11    2
Aug 01 15:31:05 ubuntu dstat.sh[93382]: 01-08 15:31:05| 85  15   0   0   1|1484M  783M  193M 5273M| 494k  489k|   0   931k|   0  37.8 |3774  8368 |2.25 1.13 0.67| 11   0  79|   0     0 |   0     0 |  9   37    0   15    2
Aug 01 15:31:06 ubuntu dstat.sh[93382]: 01-08 15:31:06| 81  13   4   0   0|1340M  927M  193M 5273M| 467k  461k|   0   711k|   0  75.3 |3715  8760 |2.25 1.13 0.67|3.0   0 193|   0     0 |   0     0 |  9   35    0   15    2
Aug 01 15:31:07 ubuntu dstat.sh[93382]: 01-08 15:31:07| 70  10  18   1   0|1243M 1042M  193M 5255M| 331k  324k|   0    10M|   0   500 |4807  7016 |2.25 1.13 0.67|3.0   0 112|   0     0 |   0     0 |  9   32    0   16    0
Aug 01 15:31:08 ubuntu dstat.sh[93382]: 01-08 15:31:08| 67  10  23   0   0|1317M  969M  193M 5255M| 549k  535k|   0   690k|   0  28.9 |7401    16k|2.25 1.13 0.67|6.0   0  12|   0     0 |   0     0 |  9   33    0   16    0
Aug 01 15:31:09 ubuntu dstat.sh[93382]: 01-08 15:31:09| 45   9  44   0   0|1226M 1059M  193M 5255M| 101k   96k|   0   714k|   0  32.1 |4371  7603 |2.25 1.13 0.67|2.0   0 144|   0     0 |   0     0 |  9   32    0   16    0
Aug 01 15:31:10 ubuntu dstat.sh[93382]: 01-08 15:31:10| 43   7  49   0   0|1233M 1052M  193M 5255M| 157k  150k|   0  1389k|   0  14.0 |1946  2951 |2.23 1.15 0.68|2.0   0 3.0|   0     0 |   0     0 |  9   33    0   16    0
Aug 01 15:31:11 ubuntu dstat.sh[93382]: 01-08 15:31:11| 36  18  45   0   0|1198M 1087M  193M 5255M|  63k   56k|   0   608k|   0  34.0 |3032  4905 |2.23 1.15 0.68|3.0   0 365|   0     0 |   0     0 |  9   32    0   16    0
Aug 01 15:31:12 ubuntu dstat.sh[93382]: 01-08 15:31:12| 58  25  18   0   0|1273M 1012M  193M 5255M|7572  1620 |   0  2465k|   0  57.0 |  10k   21k|2.23 1.15 0.68|7.0   0 651|   0     0 |   0     0 |  9   32    0   16    0
Aug 01 15:31:13 ubuntu dstat.sh[93382]: 01-08 15:31:13| 87  13   0   0   0|1381M  904M  194M 5255M| 219k  215k|   0  1460k|   0  79.0 |3092  5224 |2.23 1.15 0.68|6.0   0 169|   0     0 |   0     0 |  9   34    0   16    0
Aug 01 15:31:14 ubuntu dstat.sh[93382]: 01-08 15:31:14| 89  11   1   0   0|1464M  821M  194M 5255M| 864k  858k|   0   452k|   0  31.0 |4509  7896 |2.23 1.15 0.68|6.0   0 5.0|   0     0 |   0     0 |  9   36    0   16    0
Aug 01 15:31:15 ubuntu dstat.sh[93382]: 01-08 15:31:15| 83  11   4   0   0|1325M  960M  194M 5255M|1148k 1143k|   0   626k|   0  55.9 |6404    14k|2.53 1.23 0.71|6.0   0  54|   0     0 |   0     0 |  9   33    0   17    0
Aug 01 15:31:16 ubuntu dstat.sh[93382]: 01-08 15:31:16| 88  12   1   0   1|1315M  970M  194M 5256M| 372k  368k|   0   364k|   0  21.0 |3123  6876 |2.53 1.23 0.71|9.0   0 152|   0     0 |   0     0 |  9   32    0   17    1
Aug 01 15:31:17 ubuntu dstat.sh[93382]: 01-08 15:31:17| 86  13   0   0   0|1323M  961M  194M 5256M| 713k  707k|   0  1582k|   0  68.1 |3531    12k|2.53 1.23 0.71|7.0   0 183|   0     0 |   0     0 |  9   32    0   17    0
Aug 01 15:31:18 ubuntu dstat.sh[93382]: 01-08 15:31:18| 87  12   0   0   0|1401M  883M  194M 5256M| 543k  538k|   0   340k|   0  25.0 |4694  8860 |2.53 1.23 0.71|6.0   0  77|   0     0 |   0     0 |  9   35    0   17    0
Aug 01 15:31:19 ubuntu dstat.sh[93382]: 01-08 15:31:19| 84  13   2   0   0|1385M  899M  194M 5256M| 927k  921k|   0   709k|   0  79.1 |6497    13k|2.53 1.23 0.71|5.0   0 101|   0     0 |   0     0 |  9   35    0   17    0
Aug 01 15:31:20 ubuntu dstat.sh[93382]: 01-08 15:31:20| 88  10   1   0   0|1375M  908M  194M 5256M| 860k  855k|   0   535k|   0  40.0 |4182    11k|3.13 1.37 0.76|7.0   0  89|   0     0 |   0     0 |  9   34    0   18    0
Aug 01 15:31:21 ubuntu dstat.sh[93382]: 01-08 15:31:21| 85  13   1   0   0|1411M  871M  194M 5257M|1107k 1101k|   0   440k|   0  38.0 |5067    12k|3.13 1.37 0.76|8.0   0  53|   0     0 |   0     0 |  9   34    0   18    0
Aug 01 15:31:22 ubuntu dstat.sh[93382]: 01-08 15:31:22| 67  14  17   0   0|1246M 1037M  194M 5258M|1010k 1005k|   0  2003k|   0  66.0 |5828    23k|3.13 1.37 0.76|2.0   0 258|   0     0 |   0     0 |  9   33    0   19    0
Aug 01 15:31:23 ubuntu dstat.sh[93382]: 01-08 15:31:23| 68  20  12   0   0|1265M 1017M  194M 5258M|  41k   37k|   0   376k|   0  28.0 |2776  5175 |3.13 1.37 0.76|4.0   0 447|   0     0 |   0     0 |  9   32    0   19    0
Aug 01 15:31:24 ubuntu dstat.sh[93382]: 01-08 15:31:24| 73  10  16   0   0|1366M  916M  194M 5258M| 616k  612k|   0   360k|   0  32.0 |4250  8185 |3.13 1.37 0.76|6.0   0   0|   0     0 |   0     0 |  9   36    0   20    1
Aug 01 15:31:25 ubuntu dstat.sh[93382]: 01-08 15:31:25| 66  11  22   0   1|1283M  998M  194M 5258M|1258k 1254k|   0   797k|   0  69.1 |6183    15k|3.28 1.43 0.78|5.0   0 236|   0     0 |   0     0 |  9   33    0   22    0
Aug 01 15:31:26 ubuntu dstat.sh[93382]: 01-08 15:31:26| 88  12   0   0   0|1318M  964M  194M 5258M|  47k   43k|   0   216k|   0  9.00 |1857  2554 |3.28 1.43 0.78|4.0   0 104|   0     0 |   0     0 |  9   32    0   22    0
Aug 01 15:31:27 ubuntu dstat.sh[93382]: 01-08 15:31:27| 75  14  10   0   0|1338M  944M  194M 5258M|1310k 1297k|   0  1826k|   0  68.1 |6281    17k|3.28 1.43 0.78|4.0   0 228|   0     0 |   0     0 |  9   35    0   23    0
Aug 01 15:31:28 ubuntu dstat.sh[93382]: 01-08 15:31:28| 86  13   1   0   0|1307M  974M  194M 5259M| 305k  299k|   0   444k|   0  44.0 |2942  6731 |3.28 1.43 0.78|5.0   0 123|   0     0 |   0     0 |  9   32    0   23    0
Aug 01 15:31:29 ubuntu dstat.sh[93382]: 01-08 15:31:29| 91   8   0   0   0|1413M  868M  194M 5259M| 813k  807k|   0   543k|   0  52.9 |3835    11k|3.28 1.43 0.78|5.0   0 1.0|   0     0 |   0     0 |  9   34    0   23    0
Aug 01 15:31:30 ubuntu dstat.sh[93382]: 01-08 15:31:30| 81  16   3   0   0|1328M  953M  194M 5259M|1206k 1200k|   0   749k|   0  62.1 |5632    16k|3.66 1.54 0.82|7.0   0 255|   0     0 |   0     0 |  9   34    0   23    0
Aug 01 15:31:31 ubuntu dstat.sh[93382]: 01-08 15:31:31| 87  13   0   0   0|1340M  940M  194M 5259M| 342k  337k|   0   244k|   0  17.0 |3163  5268 |3.66 1.54 0.82|6.0   0 111|   0     0 |   0     0 |  9   32    0   23    0
Aug 01 15:31:32 ubuntu dstat.sh[93382]: 01-08 15:31:32| 74  16   9   0   0|1272M 1008M  194M 5259M|1166k 1160k|   0   806k|   0  69.8 |4953    18k|3.66 1.54 0.82|5.0   0 274|   0     0 |   0     0 |  9   33    0   23    0
Aug 01 15:31:33 ubuntu dstat.sh[93382]: 01-08 15:31:33| 87  12   2   0   0|1306M  974M  194M 5259M| 330k  324k|   0    34M|   0   147 |3859  6188 |3.66 1.54 0.82|5.0   0  65|   0     0 |   0     0 |  9   32    0   23    0
Aug 01 15:31:34 ubuntu dstat.sh[93382]: 01-08 15:31:34| 73  12  12   0   0|1367M  913M  194M 5260M| 878k  874k|   0   532k|   0  45.0 |4804    12k|3.66 1.54 0.82|4.0   0  69|   0     0 |   0     0 |  9   34    0   24    0
Aug 01 15:31:35 ubuntu dstat.sh[93382]: 01-08 15:31:35| 84  14   3   0   1|1245M 1035M  194M 5260M| 590k  584k|   0   508k|   0  49.0 |4161  9185 |3.69 1.58 0.84|6.0   0 125|   0     0 |   0     0 |  9   32    0   24    0
Aug 01 15:31:36 ubuntu dstat.sh[93382]: 01-08 15:31:36| 62  12  25   0   0|1249M 1030M  194M 5260M| 691k  686k|   0   668k|   0  68.0 |4713    10k|3.69 1.58 0.84|4.0   0 106|   0     0 |   0     0 |  9   33    0   27    0
Aug 01 15:31:37 ubuntu dstat.sh[93382]: 01-08 15:31:37| 75  20   4   0   0|1272M 1007M  194M 5260M| 191k  186k|   0   480k|   0  32.0 |3313  6693 |3.69 1.58 0.84|6.0   0 440|   0     0 |   0     0 |  9   32    0   27    0
Aug 01 15:31:38 ubuntu dstat.sh[93382]: 01-08 15:31:38| 80  18   1   0   0|1408M  871M  194M 5260M| 533k  529k|   0    31M|   0   260 |4636  8513 |3.69 1.58 0.84|8.0   0 230|   0     0 |   0     0 |  9   36    0   27    0
Aug 01 15:31:39 ubuntu dstat.sh[93382]: 01-08 15:31:39| 82  15   2   0   0|1411M  868M  194M 5260M|1312k 1305k|   0   712k|   0  48.0 |6092    14k|3.69 1.58 0.84|9.0   0 224|   0     0 |   0     0 |  9   34    0   27    0
Aug 01 15:31:40 ubuntu dstat.sh[93382]: 01-08 15:31:40| 83  14   3   0   0|1336M  942M  194M 5261M| 993k  988k|   0   584k|   0  35.0 |5803    15k|4.11 1.71 0.88|7.0   0 200|   0     0 |   0     0 |  9   33    0   28    0
Aug 01 15:31:41 ubuntu dstat.sh[93382]: 01-08 15:31:41| 84  15   2   0   0|1335M  943M  194M 5261M| 683k  678k|   0   468k|   0  26.0 |6297    11k|4.11 1.71 0.88|8.0   0 151|   0     0 |   0     0 |  9   34    0   28    0
Aug 01 15:31:42 ubuntu dstat.sh[93382]: 01-08 15:31:42| 84  13   3   0   0|1309M  969M  194M 5261M| 982k  974k|   0   868k|   0  85.0 |6215    14k|4.11 1.71 0.88|7.0   0 211|   0     0 |   0     0 |  9   33    0   28    0
Aug 01 15:31:43 ubuntu dstat.sh[93382]: 01-08 15:31:43| 84  14   0   0   0|1364M  913M  194M 5261M| 631k  617k|   0   632k|   0  47.0 |4664  9404 |4.11 1.71 0.88|9.0   0 150|   0     0 |   0     0 |  9   33    0   28    0
Aug 01 15:31:44 ubuntu dstat.sh[93382]: 01-08 15:31:44| 82  16   2   0   0|1361M  916M  194M 5262M| 873k  868k|   0   624k|   0  47.0 |5843    13k|4.11 1.71 0.88|6.0   0 188|   0     0 |   0     0 |  9   35    0   28    0
Aug 01 15:31:45 ubuntu dstat.sh[93382]: 01-08 15:31:45| 79  17   4   0   0|1299M  978M  194M 5262M|1115k 1110k|   0   864k|   0  55.0 |5820    17k|4.34 1.80 0.92|7.0   0 313|   0     0 |   0     0 |  9   33    0   28    0
Aug 01 15:31:46 ubuntu dstat.sh[93382]: 01-08 15:31:46| 45  19  35   0   0|1187M 1090M  194M 5262M| 976k  971k|   0   676k|   0  43.0 |5638    14k|4.34 1.80 0.92|3.0   0 388|   0     0 |   0     0 |  9   33    0   28    0
Aug 01 15:31:47 ubuntu dstat.sh[93382]: 01-08 15:31:47| 15  19  64   0   0|1133M 1144M  195M 5262M|  57k   51k|   0   388k|   0  23.0 |2723  4475 |4.34 1.80 0.92|3.0   0 384|   0     0 |   0     0 |  9   32    0   28    0
Aug 01 15:31:48 ubuntu dstat.sh[93382]: 01-08 15:31:48| 66  26   8   0   0|1266M 1011M  195M 5262M|6602  1568 |   0  2043k|   0  32.0 |2338  5387 |4.34 1.80 0.92|7.0   0 650|   0     0 |   0     0 |  9   32    0   28    0
Aug 01 15:31:49 ubuntu dstat.sh[93382]: 01-08 15:31:49| 85  13   1   0   0|1381M  895M  195M 5262M| 622k  614k|   0  1872k|   0   108 |4149  8540 |4.34 1.80 0.92|7.0   0 164|   0     0 |   0     0 |  9   34    0   28    0
Aug 01 15:31:50 ubuntu dstat.sh[93382]: 01-08 15:31:50| 78  19   3   0   0|1245M 1032M  195M 5263M| 510k  502k|   0   706k|   0  69.1 |5415    11k|4.40 1.85 0.94|6.0   0 345|   0     0 |   0     0 |  9   32    0   28    0
Aug 01 15:31:51 ubuntu dstat.sh[93382]: 01-08 15:31:51| 83  14   2   0   0|1333M  943M  195M 5263M| 499k  493k|   0   440k|   0  32.0 |4447  8593 |4.40 1.85 0.94|8.0   0 147|   0     0 |   0     0 |  9   33    0   28    0
Aug 01 15:31:52 ubuntu dstat.sh[93382]: 01-08 15:31:52| 88   9   3   0   0|1413M  863M  195M 5263M|1333k 1326k|   0   507k|   0  47.9 |7386    19k|4.40 1.85 0.94|3.0   0  14|   0     0 |   0     0 |  9   36    0   27    0
Aug 01 15:31:53 ubuntu dstat.sh[93382]: 01-08 15:31:53| 55   8  38   0   0|1432M  843M  195M 5264M|1378k 1365k|   0   573k|   0  50.1 |6206    16k|4.40 1.85 0.94|2.0   0   0|   0     0 |   0     0 |  9   37    0   30    0
Aug 01 15:31:54 ubuntu dstat.sh[93382]: 01-08 15:31:54| 74   9  17   0   0|1299M  976M  195M 5264M|1130k 1124k|   0   628k|   0  58.0 |4802    16k|4.40 1.85 0.94|5.0   0  64|   0     0 |   0     0 |  9   33    0   30    0
Aug 01 15:31:55 ubuntu dstat.sh[93382]: 01-08 15:31:55| 85  13   1   0   1|1309M  966M  195M 5264M| 395k  391k|   0   368k|   0  25.0 |2214  7003 |4.44 1.90 0.96|5.0   0 120|   0     0 |   0     0 |  9   33    0   30    0
Aug 01 15:31:56 ubuntu dstat.sh[93382]: 01-08 15:31:56| 83  11   5   0   0|1410M  862M  195M 5267M|1043k 1036k|   0   372k|   0  34.0 |4539    14k|4.44 1.90 0.96|3.0   0 1.0|   0     0 |   0     0 |  9   36    0   30    0
Aug 01 15:31:57 ubuntu dstat.sh[93382]: 01-08 15:31:57| 54   7  38   0   0|1427M  845M  195M 5267M|1259k 1254k|   0   496k|   0  46.0 |7668    17k|4.44 1.90 0.96|3.0   0   0|   0     0 |   0     0 |  9   37    0   35    0
Aug 01 15:31:58 ubuntu dstat.sh[93382]: 01-08 15:31:58| 63   8  29   1   0|1397M  874M  195M 5267M|1129k 1125k|   0   696k|   0  69.0 |6702    16k|4.44 1.90 0.96|6.0   0  53|   0     0 |   0     0 |  9   35    0   39    0
Aug 01 15:31:59 ubuntu dstat.sh[93382]: 01-08 15:31:59| 84  12   3   0   0|1357M  913M  195M 5268M| 948k  944k|   0   508k|   0  48.0 |5371    12k|4.44 1.90 0.96|4.0   0 101|   0     0 |   0     0 |  9   35    0   39    0
Aug 01 15:32:00 ubuntu dstat.sh[93382]: 01-08 15:32:00| 84  13   3   0   0|1329M  942M  195M 5268M| 875k  870k|   0   528k|   0  50.0 |5276    12k|4.57 1.97 0.99|6.0   0  70|   0     0 |   0     0 |  9   34    0   39    0
Aug 01 15:32:01 ubuntu dstat.sh[93382]: 01-08 15:32:01| 83  10   8   0   0|1423M  847M  195M 5268M|1114k 1109k|   0   420k|   0  38.0 |7167    14k|4.57 1.97 0.99|6.0   0 1.0|   0     0 |   0     0 |  9   35    0   41    0
Aug 01 15:32:02 ubuntu dstat.sh[93382]: 01-08 15:32:02| 68  11  21   0   0|1402M  868M  195M 5269M|1130k 1124k|   0   423k|   0  36.9 |6533    16k|4.57 1.97 0.99|3.0   0 135|   0     0 |   0     0 |  9   36    0   44    0
