-- Logs begin at Tue 2020-03-10 11:00:48 UTC, end at Tue 2020-03-10 11:52:01 UTC. --
Mar 10 11:49:42 cloud-provider1-0000012721 systemd[1]: Started Devstack devstack@dstat.service.
Mar 10 11:49:42 cloud-provider1-0000012721 dstat.sh[30331]: [286B blob data]
Mar 10 11:49:42 cloud-provider1-0000012721 dstat.sh[30331]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 10 11:49:53 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:49:53| 17   5  69   9   0| 647M 3851M  168M 3170M|5737B 9808B|   0  7384k|   0   589 |4502    13k|0.62 0.65 0.49|1.0   0   0|   0     0 |keystone-manage      31647 11%  35k 367k|python               5848  355k 738k1.5%|mysqld       199M|   0     0 |  14    8    0    5    0
Mar 10 11:49:54 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:49:54| 19   6  67   7   0| 649M 3848M  169M 3172M|8576B  397k|   0  7552k|   0   556 |6879    20k|0.62 0.65 0.49|1.0   0   0|   0     0 |keystone-manage      31647 14%  72k 393k|python               5848  364k 759k1.5%|mysqld       200M|   0     0 |  14    8    0    5    0
Mar 10 11:49:55 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:49:55| 13   7  68  13   0| 650M 3846M  169M 3172M|8448B  404k|   0    44M|   0  1011 |5448  9830 |0.62 0.65 0.49|1.0   0   0|   0     0 |keystone-manage      316477.8%  44k  31k|tail                 25365 393k 393k  0%|mysqld       200M|   0     0 |  14    8    0    5    0
Mar 10 11:49:56 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:49:56| 17   7  72   4   0| 586M 3910M  169M 3172M|5296B   16k|   0  4708k|   0   345 |2281  3952 |0.73 0.68 0.50|2.0   0  78|   0     0 |keystone-manage      317288.2%2231k  37k|bash                 1937   18M2010k0.8%|mysqld       201M|   0     0 |  14    6    0    6    0
Mar 10 11:49:57 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:49:57| 23   3  72   2   0| 645M 3850M  169M 3172M|  13k 9030B|   0  6760k|   0  72.0 |1204  1574 |0.73 0.68 0.50|2.0   0 1.0|   0     0 |keystone-manage      31728 25%  15M  38k|keystone-manage      31728  15M  38k 25%|mysqld       201M|   0     0 |  14    6    0    6    0
Mar 10 11:49:58 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:49:58| 23   3  72   2   0| 618M 3877M  169M 3173M|6656B 3974B|   0  6812k|   0  72.0 |1115  1542 |0.73 0.68 0.50|1.0   0  12|   0     0 |keystone-manage      31740 20%  10M  73k|bash                 1937   17M  76k0.2%|mysqld       201M|   0     0 |  14    6    0    6    0
Mar 10 11:49:59 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:49:59| 21   6  70   3   0| 576M 3918M  170M 3174M|5876B 2768B|   0  6232k|   0   123 |1633  2414 |0.73 0.68 0.50|4.0   0  94|   0     0 |bash                 1937 0.8%  17M  81k|bash                 1937   17M  81k0.8%|mysqld       201M|   0     0 |  14    6    0    6    0
Mar 10 11:50:00 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:00| 10  24  65   1   0| 578M 3914M  170M 3175M|7535B   10k|   0    20M|   0   446 |3220  6002 |0.73 0.68 0.50|3.0   0 477|   0     0 |bash                 1937 3.2%3141k  31k|bash                 1937 3141k  31k3.2%|mysqld       201M|   0     0 |  14    6    0    6    0
Mar 10 11:50:01 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:01| 27  19  54   1   0| 607M 3885M  170M 3176M|6329B   19k|   0    13M|   0   156 |4490  8765 |1.23 0.78 0.53|2.0   0 301|   0     0 |uwsgi                324867.0%2101k   0 |uwsgi                324862101k   0 7.0%|mysqld       201M|   0     0 |  14    8    0    6    0
Mar 10 11:50:02 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:02| 44   7  49   0   0| 676M 3816M  170M 3176M|9074B   12k| 128k    0 |1.00     0 |1046   937 |1.23 0.78 0.53|3.0   0 6.0|   0     0 |uwsgi                32485 25%7899k  73k|uwsgi                32486  10M  73k 25%|mysqld       201M|   0     0 |  14    8    0    6    0
Mar 10 11:50:03 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:03| 47   5  47   0   0| 737M 3753M  170M 3178M|8159B 2160B|  20k    0 |4.00     0 |1281  3288 |1.23 0.78 0.53|4.0   0   0|   0     0 |uwsgi                32485 25%8006k  81k|uwsgi                324858006k  81k 25%|mysqld       201M|   0     0 |  14    8    0    6    0
Mar 10 11:50:04 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:04| 27  12  61   0   0| 766M 3723M  170M 3178M|6733B 2160B|   0     0 |   0     0 |2517  4809 |1.23 0.78 0.53|2.0   0 169|   0     0 |keystone-manage      32765 13%5265k  37k|keystone-manage      327655265k  37k 13%|mysqld       201M|   0     0 |  14    6    0    7    0
Mar 10 11:50:05 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:05| 24   2  74   0   0| 820M 3669M  170M 3178M|5458B 9012B|   0     0 |   0     0 | 749   897 |1.23 0.78 0.53|2.0   0 1.0|   0     0 |keystone-manage      32765 25%  12M  40k|keystone-manage      32765  12M  40k 25%|mysqld       201M|   0     0 |  14    6    0    7    0
Mar 10 11:50:06 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:06| 22   4  72   1   0| 755M 3733M  170M 3178M|7922B   10k|   0  1396k|   0  66.0 |1673  2644 |1.21 0.79 0.53|1.0   0  54|   0     0 |mysqld               295981.5%   0    0 |bash                 1937   19M  89k  0%|mysqld       203M|   0     0 |  14    6    0   10    0
Mar 10 11:50:07 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:07| 23   3  73   1   0| 786M 3703M  170M 3178M|8129B   12k|   0  5420k|   0   114 |1033  1315 |1.21 0.79 0.53|2.0   0 2.0|   0     0 |openstack            379   25%7661k  73k|openstack            379  7661k  73k 25%|mysqld       203M|   0     0 |  14    6    0   10    0
Mar 10 11:50:08 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:08|  8   2  91   0   0| 797M 3691M  170M 3178M|  16k 2552B|   0   128k|   0  6.00 | 505   678 |1.21 0.79 0.53|1.0   0   0|   0     0 |openstack            379  8.0%2927k   0 |openstack            379  2927k   0 8.0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:09 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:09|  1   0  98   0   0| 797M 3691M  170M 3178M|  17k 2160B|   0   368k|   0  6.00 | 376   559 |1.21 0.79 0.53|1.0   0   0|   0     0 |jbd2/vda1-8          318  0.2%   0    0 |python2              30377  14k 435B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:10 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:10|  1   1  99   0   0| 797M 3691M  170M 3178M|7448B 2160B|   0     0 |   0     0 | 341   525 |1.21 0.79 0.53|1.0   0   0|   0     0 |python2              303770.2%  14k 419B|python2              30377  14k 419B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:11 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:11|  1   1  97   1   0| 797M 3691M  170M 3178M|7682B 2214B|   0    13M|   0   294 | 826   756 |1.12 0.77 0.53|  0   0   0|   0     0 |kworker/u8:1         1302 0.5%   0    0 |python2              30377  15k 450B0.2%|mysqld       203M|   0     0 |  14    7    0   11    0
Mar 10 11:50:12 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:12|  1   1  98   0   0| 798M 3691M  170M 3178M|5917B 2106B|   0     0 |   0     0 | 354   664 |1.12 0.77 0.53|1.0   0 2.0|   0     0 |beam.smp             214230.5%   0    0 |python2              30377  14k 425B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:13 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:13|  1   1  99   0   0| 798M 3691M  170M 3178M|4986B 2106B|   0     0 |   0     0 | 284   592 |1.12 0.77 0.53|1.0   0   0|   0     0 |python2              303770.2%  14k 419B|python2              30377  14k 419B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:14 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:14|  1   0  99   0   0| 798M 3691M  170M 3178M|5478B 2214B|   0   364k|   0  2.00 | 272   542 |1.12 0.77 0.53|1.0   0   0|   0     0 |etcd                 313370.2%   0    0 |python2              30377  14k 434B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:15 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:15|  1   1  99   0   0| 798M 3691M  170M 3178M|7073B 1944B|   0     0 |   0     0 | 302   602 |1.12 0.77 0.53|1.0   0   0|   0     0 |rcu_sched            8    0.2%   0    0 |python2              30377  14k 425B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:16 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:16|  1   1  98   0   0| 798M 3691M  170M 3178M|6165B 2160B|   0  1836k|   0  8.00 | 373   589 |1.03 0.76 0.53|1.0   0   0|   0     0 |beam.smp             214230.5%   0    0 |python2              30377  14k 443B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:17 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:17|  1   1  99   0   0| 798M 3691M  170M 3178M|7370B 2160B|   0     0 |   0     0 | 290   537 |1.03 0.76 0.53|4.0   0   0|   0     0 |systemd-journal      391  0.2%   0    0 |python2              30377  14k 419B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:18 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:18|  1   1  99   0   0| 798M 3691M  170M 3178M|  11k 2160B|   0     0 |   0     0 | 302   587 |1.03 0.76 0.53|1.0   0   0|   0     0 |python2              303770.2%  14k 420B|python2              30377  14k 420B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:19 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:19|  1   1  99   0   0| 798M 3691M  170M 3178M|6226B 2160B|   0     0 |   0     0 | 300   528 |1.03 0.76 0.53|2.0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 419B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:20 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:20|  1   0  99   0   0| 798M 3691M  170M 3178M|4872B 2160B|   0    36k|   0  2.00 | 312   573 |1.03 0.76 0.53|1.0   0   0|   0     0 |python2              303770.2%  14k 435B|python2              30377  14k 435B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:21 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:21|  1   0  98   1   0| 798M 3691M  170M 3178M|4972B 2160B|   0  1188k|   0  76.0 | 356   562 |0.94 0.75 0.53|1.0   0   0|   0     0 |kworker/u8:1         1302 0.5%   0    0 |python2              30377  14k 442B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:22 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:22|  1   1  98   0   0| 798M 3691M  170M 3178M|8420B 1944B|   0     0 |   0     0 | 344   573 |0.94 0.75 0.53|1.0   0 2.0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 425B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:23 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:23|  1   0  99   0   0| 798M 3691M  170M 3179M|8915B 2106B|   0     0 |   0     0 | 283   468 |0.94 0.75 0.53|1.0   0   0|   0     0 |python2              303770.2%  14k 409B|python2              30377  14k 409B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:24 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:24|  1   1  99   0   0| 798M 3691M  170M 3179M|7122B 2160B|   0     0 |   0     0 | 265   432 |0.94 0.75 0.53|1.0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 425B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:25 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:25|  0   0  99   0   0| 798M 3691M  170M 3179M|6836B 2148B|   0   164k|   0  2.00 | 304   456 |0.94 0.75 0.53|1.0   0   0|   0     0 |etcd                 313370.5%   0    0 |python2              30377  14k 424B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:26 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:26|  1   1  98   0   0| 798M 3691M  170M 3179M|6867B 2268B|   0   996k|   0  8.00 | 315   502 |0.87 0.73 0.52|  0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 435B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:27 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:27|  0   1  99   0   0| 798M 3691M  170M 3179M|7184B 2106B|   0     0 |   0     0 | 295   423 |0.87 0.73 0.52|  0   0   0|   0     0 |python2              303770.2%  14k 413B|python2              30377  14k 413B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:28 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:28|  1   1  98   0   0| 798M 3690M  170M 3179M|  14k 2160B|   0     0 |   0     0 | 294   434 |0.87 0.73 0.52|  0   0   0|   0     0 |beam.smp             214230.5%   0    0 |python2              30377  14k 420B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:29 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:29|  1   1  99   0   0| 798M 3690M  170M 3179M|7939B 2202B|   0     0 |   0     0 | 280   439 |0.87 0.73 0.52|2.0   0   0|   0     0 |tgtd                 7812 0.2%   0    0 |python2              30377  14k 413B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:30 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:30|  1   1  99   0   0| 798M 3690M  170M 3179M|6779B 1998B|   0   164k|   0  2.00 | 298   432 |0.87 0.73 0.52|1.0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 436B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:31 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:31|  1   1  98   1   0| 798M 3690M  170M 3179M|7147B 2160B|   0  2592k|   0   206 | 709   473 |0.80 0.72 0.52|1.0   0   0|   0     0 |python2              303770.2%  14k 449B|python2              30377  14k 449B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:32 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:32|  1   0  99   0   0| 798M 3690M  170M 3179M|6610B 2160B|   0     0 |   0     0 | 309   485 |0.80 0.72 0.52|  0   0 2.0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 419B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:33 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:33|  1   1  98   0   0| 799M 3690M  170M 3179M|  14k 2160B|   0     0 |   0     0 | 274   483 |0.80 0.72 0.52|1.0   0   0|   0     0 |beam.smp             214230.5%   0    0 |python2              30377  14k 420B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:34 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:34|  1   0  98   0   0| 798M 3690M  170M 3179M|9108B 2160B|   0     0 |   0     0 | 261   466 |0.80 0.72 0.52|2.0   0   0|   0     0 |python2              303770.2%  14k 423B|python2              30377  14k 423B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:35 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:35|  1   0  99   0   0| 798M 3690M  170M 3179M|5597B 2160B|   0    48k|   0  2.00 | 254   522 |0.80 0.72 0.52|  0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 429B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:36 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:36|  1   1  98   0   0| 798M 3690M  170M 3179M|6478B 2160B|   0  1100k|   0  27.0 | 319   532 |0.73 0.71 0.52|1.0   0   0|   0     0 |mysqld               295980.2%   0    0 |python2              30377  14k 442B  0%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:37 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:37|  1   1  99   0   0| 798M 3690M  170M 3179M|5313B 1836B|   0     0 |   0     0 | 271   440 |0.73 0.71 0.52|1.0   0   0|   0     0 |beam.smp             214230.5%   0    0 |python2              30377  14k 425B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:38 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:38|  1   0  99   0   0| 798M 3690M  170M 3179M|6203B 2214B|   0     0 |   0     0 | 319   512 |0.73 0.71 0.52|  0   0   0|   0     0 |python2              303770.2%  14k 415B|python2              30377  14k 415B0.2%|mysqld       203M|   0     0 |  14    7    0   10    0
Mar 10 11:50:39 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:39|  1   1  99   0   0| 798M 3690M  170M 3179M|6936B 2214B|   0     0 |   0     0 | 300   440 |0.73 0.71 0.52|2.0   0   0|   0     0 |etcd                 313370.2%   0    0 |python2              30377  14k 422B  0%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:40 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:40|  1   1  99   0   0| 799M 3690M  170M 3179M|7427B 2160B|   0   140k|   0  2.00 | 342   497 |0.73 0.71 0.52|1.0   0   0|   0     0 |kworker/u8:1         1302 0.2%   0    0 |python2              30377  14k 441B  0%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:41 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:41|  1   1  99   0   0| 798M 3690M  170M 3179M|5383B 2160B|   0     0 |   0     0 | 316   497 |0.68 0.70 0.51|1.0   0   0|   0     0 |rsyslogd             121190.2%   0    0 |python2              30377  14k 408B0.2%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:42 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:42|  1   1  99   0   0| 798M 3690M  170M 3179M|9666B 2160B|   0     0 |   0     0 | 351   541 |0.68 0.70 0.51|1.0   0 2.0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 424B  0%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:43 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:43|  1   1  98   0   0| 798M 3690M  170M 3179M|8313B 2160B|   0     0 |   0     0 | 361   502 |0.68 0.70 0.51|1.0   0   0|   0     0 |beam.smp             214230.5%   0    0 |python2              30377  14k 418B0.2%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:44 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:44|  1   1  99   0   0| 798M 3690M  170M 3179M|6746B 2160B|   0     0 |   0     0 | 299   446 |0.68 0.70 0.51|1.0   0   0|   0     0 |etcd                 313370.2%   0    0 |python2              30377  14k 418B  0%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:45 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:45|  1   0  98   0   0| 798M 3690M  170M 3179M|4991B 1944B|   0    24k|   0  2.00 | 372   541 |0.68 0.70 0.51|1.0   0   0|   0     0 |etcd                 313370.5%   0    0 |python2              30377  14k 434B0.2%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:46 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:46|  1   1  99   0   0| 798M 3690M  170M 3179M|  13k 2160B|   0     0 |   0     0 | 352   542 |0.62 0.68 0.51|1.0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 415B  0%|mysqld       203M|   0     0 |  14    7    0    8    0
Mar 10 11:50:47 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:47|  1   0  99   0   0| 798M 3690M  170M 3179M|  15k 2160B|   0   256k|   0  38.0 | 398   503 |0.62 0.68 0.51|1.0   0   0|   0     0 |python2              303770.2%  14k 431B|python2              30377  14k 431B0.2%|mysqld       203M|   0     0 |  14    7    0    6    0
Mar 10 11:50:48 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:48|  1   1  99   0   0| 798M 3690M  170M 3179M|4999B 2160B|   0     0 |   0     0 | 313   498 |0.62 0.68 0.51|1.0   0   0|   0     0 |etcd                 313370.2%   0    0 |python2              30377  14k 418B  0%|mysqld       203M|   0     0 |  14    7    0    6    0
Mar 10 11:50:49 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:49|  1   0  99   0   0| 798M 3690M  170M 3179M|6413B 2202B|   0     0 |   0     0 | 316   459 |0.62 0.68 0.51|1.0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 412B0.2%|mysqld       203M|   0     0 |  14    7    0    6    0
Mar 10 11:50:50 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:50|  1   0  98   0   0| 798M 3690M  170M 3179M|7133B 2160B|   0    36k|   0  2.00 | 327   475 |0.62 0.68 0.51|1.0   0   0|   0     0 |beam.smp             214230.2%   0    0 |python2              30377  14k 436B  0%|mysqld       203M|   0     0 |  14    7    0    6    0
Mar 10 11:50:51 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:51|  1   0  99   0   0| 798M 3690M  170M 3179M|9511B 2160B|   0     0 |   0     0 | 308   467 |0.57 0.67 0.51|1.0   0   0|   0     0 |etcd                 313370.2%   0    0 |python2              30377  14k 412B  0%|mysqld       203M|   0     0 |  14    7    0    6    0
Mar 10 11:50:52 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:52|  1   0  99   0   0| 799M 3690M  170M 3179M|9845B 2296B|   0     0 |   0     0 | 379   545 |0.57 0.67 0.51|1.0   0 2.0|   0     0 |kworker/u8:0         1333 0.2%   0    0 |python2              30377  14k 414B0.2%|mysqld       203M|   0     0 |  14    7    0    6    0
Mar 10 11:50:53 cloud-provider1-0000012721 dstat.sh[30331]: 10-03 11:50:53|  1   1  99   0   0| 799M 3690M  170M 3179M|5579B 2160B|   0     0 |   0     0 | 293   449 |0.57 0.67 0.51|  0   0   0|   0     0 |rcu_sched            8    0.2%   0    0 |python2              30377  14k 418B  0%|mysqld       203M|   0     0 |  14    7    0    6    0
