-- Logs begin at Sat 2020-03-28 15:01:23 UTC, end at Mon 2020-03-30 00:59:56 UTC. --
Mar 30 00:48:09 cloud-provider-iscsi-0000000064 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 00:48:09 cloud-provider-iscsi-0000000064 dstat.sh[31698]: [286B blob data]
Mar 30 00:48:09 cloud-provider-iscsi-0000000064 dstat.sh[31698]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 00:48:19 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:19| 12   6  68  14   0| 644M 3898M  188M 3100M|8329B 1998B|   0    17M|   0  1115 |4172  9942 |0.62 0.57 0.45|  0 1.0   0|   0     0 |mysqld               309778.8%   0    0 |keystone-manage      556    41k  30k5.8%|mysqld       197M|   0     0 |  14    7    0    5    0
Mar 30 00:48:20 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:20|  8   4  71  16   0| 646M 3895M  188M 3100M|6515B 2160B|   0  8544k|   0   701 |4046  7758 |0.62 0.57 0.45|  0 1.0   0|   0     0 |mysqld               309776.0%   0    0 |keystone-manage      556    21k  14k4.5%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 30 00:48:21 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:21| 23   5  66   6   0| 647M 3891M  189M 3102M|7381B 2254B|   0  5356k|   0   377 |5436    16k|0.73 0.59 0.46|2.0   0   0|   0     0 |keystone-manage      556   15%  77k 720k|python               6673  699k1452k3.0%|mysqld       199M|   0     0 |  14    7    0    5    0
Mar 30 00:48:22 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:22| 14   4  70  12   0| 649M 3890M  189M 3102M|5873B 2160B|   0  8868k|   0   723 |4428    11k|0.73 0.59 0.46|1.0   0   0|   0     0 |keystone-manage      556  7.8%  37k  42k|keystone-manage      556    37k  42k7.8%|mysqld       200M|   0     0 |  14    7    0    5    0
Mar 30 00:48:23 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:23| 17   6  71   6   0| 578M 3960M  189M 3102M|5738B 2160B|   0  4700k|   0   346 |3257  8476 |0.73 0.59 0.46|1.0   0  77|   0     0 |mysqld               309774.0%   0    0 |bash                 3615   18M2004k1.0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 30 00:48:24 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:24| 23   4  72   1   0| 618M 3920M  189M 3102M|  13k 2106B|   0    55M|   0   483 |1534   896 |0.73 0.59 0.46|5.0   0 2.0|   0     0 |keystone-manage      638   25%9672k  73k|keystone-manage      638  9672k  73k 25%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 30 00:48:25 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:25| 24   3  73   0   0| 581M 3956M  189M 3103M|6545B 2160B|   0  7672k|   0  75.0 |1109  1584 |0.73 0.59 0.46|6.0   0  13|   0     0 |keystone-manage      652  3.8%1461k  37k|bash                 3615   17M  76k  0%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 30 00:48:26 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:26| 23   4  73   0   0| 625M 3912M  189M 3103M|5953B 2160B|   0  6920k|   0  67.0 |1101  1465 |0.75 0.60 0.46|2.0   0 1.0|   0     0 |keystone-manage      652   25%  11M  37k|keystone-manage      652    11M  37k 25%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 30 00:48:27 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:27| 17  12  71   0   0| 575M 3961M  190M 3105M|  16k 2214B|   0  6240k|   0   146 |2546  4331 |0.75 0.60 0.46|1.0   0 258|   0     0 |bash                 3615 2.5%  18M  92k|bash                 3615   18M  92k2.5%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 30 00:48:28 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:28| 12  21  66   0   0| 576M 3958M  190M 3105M|6923B 2160B|   0   156k|   0  16.0 |3356  6536 |0.75 0.60 0.46|1.0   0 442|   0     0 |systemd              1    2.2%   0    0 |bash                 3615 3735k  26k2.2%|mysqld       200M|   0     0 |  14    5    0    6    0
Mar 30 00:48:29 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:29| 39  13  47   0   0| 636M 3898M  190M 3106M|6841B 1944B|   0    14M|   0   310 |3404  6139 |0.75 0.60 0.46|2.0   0 178|   0     0 |uwsgi                1426  17%6914k  37k|uwsgi                1426 6914k  37k 17%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 30 00:48:30 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:30| 44   6  49   1   0| 726M 3808M  190M 3106M|9309B 2160B| 140k  128k|3.00  20.0 |1042   822 |0.75 0.60 0.46|2.0   0 2.0|   0     0 |uwsgi                1427  25%  12M 311k|uwsgi                1427   12M 311k 25%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 30 00:48:31 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:31| 36  14  50   0   0| 754M 3777M  190M 3109M|7210B 2160B|   0   188k|   0  18.0 |3644  9565 |0.77 0.60 0.47|1.0   0 174|   0     0 |uwsgi                1426  15%1560k 225k|keystone-manage      1704 2142k  37k4.0%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 30 00:48:32 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:32| 23   3  74   0   0| 791M 3740M  190M 3109M|7200B 2106B|   0     0 |   0     0 | 644   801 |0.77 0.60 0.47|1.0   0 1.0|   0     0 |keystone-manage      1704  25%9455k  37k|keystone-manage      1704 9455k  37k 25%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 30 00:48:33 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:33| 24   2  74   0   0| 829M 3702M  190M 3109M|7417B 2214B|   0  1220k|   0  6.00 | 818   979 |0.77 0.60 0.47|3.0   0 2.0|   0     0 |keystone-manage      1704  25%7484k  10k|keystone-manage      1704 7484k  10k 25%|mysqld       203M|   0     0 |  14   11    0    7    0
Mar 30 00:48:34 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:34| 21   6  72   1   0| 760M 3770M  190M 3109M|6636B 2106B|   0    10M|   0   177 |1570  2307 |0.77 0.60 0.47|1.0   0  52|   0     0 |openstack            1788 8.0%2048k   0 |bash                 3615   19M  89k0.2%|mysqld       203M|   0     0 |  14    5    0   10    0
Mar 30 00:48:35 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:35| 22   4  74   0   0| 798M 3732M  190M 3109M|8215B 2214B|   0     0 |   0     0 | 829  1078 |0.77 0.60 0.47|2.0   0 4.0|   0     0 |openstack            1788  23%9340k  73k|openstack            1788 9340k  73k 23%|mysqld       203M|   0     0 |  14   13    0   11    0
Mar 30 00:48:36 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:36| 21   5  72   2   0| 773M 3757M  190M 3109M|5386B 2106B|  68k 2620k|17.0  63.0 |1407  2389 |0.79 0.61 0.47|1.0   0  61|   0     0 |uwsgi                1426 6.2%  13k8610B|bash                 3615   11M  76k0.2%|mysqld       205M|   0     0 |  14   29    0   15    0
Mar 30 00:48:37 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:37| 23   3  74   0   0| 807M 3723M  190M 3109M|9743B 2160B|   0     0 |   0     0 | 693   773 |0.79 0.61 0.47|1.0   0 2.0|   0     0 |openstack            1853  25%8692k  73k|openstack            1853 8692k  73k 25%|mysqld       205M|   0     0 |  14   29    0   15    0
Mar 30 00:48:38 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:38| 21   7  72   0   0| 784M 3746M  190M 3109M|  21k 2106B|   0   672k|   0  7.00 |1250  2113 |0.79 0.61 0.47|1.0   0 101|   0     0 |openstack            1954  12%4325k  73k|bash                 3615   11M  77k  0%|mysqld       205M|   0     0 |  14   29    0   20    0
Mar 30 00:48:39 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:39| 25   2  73   0   0| 814M 3715M  190M 3109M|7684B 2052B|   0  1060k|   0  18.0 |1032  1647 |0.79 0.61 0.47|1.0   0   0|   0     0 |openstack            1954  19%7052k   1B|openstack            1954 7052k   1B 19%|mysqld       205M|   0     0 |  14   29    0   28    0
Mar 30 00:48:40 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:40| 23   3  74   0   0| 805M 3725M  190M 3109M|6085B 2160B|   0     0 |   0     0 | 848  1061 |0.79 0.61 0.47|1.0   0  23|   0     0 |openstack            1977  22%  10M  73k|bash                 3615   11M  78k0.2%|mysqld       205M|   0     0 |  14   29    0   28    0
Mar 30 00:48:41 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:41| 23   5  72   0   0| 776M 3754M  190M 3109M|7077B 2160B|   0   148k|   0  10.0 |1377  2317 |0.81 0.62 0.47|1.0 1.0  73|   0     0 |uwsgi                1426 8.5% 835k  16k|bash                 3615   11M  73k  0%|mysqld       205M|   0     0 |  14   29    0   36    0
Mar 30 00:48:42 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:42| 24   3  73   0   0| 812M 3717M  190M 3109M|6922B 2160B|   0    64k|   0  5.00 | 854   929 |0.81 0.62 0.47|1.0 1.0 2.0|   0     0 |openstack            2053  25%9082k  73k|openstack            2053 9082k  73k 25%|mysqld       205M|   0     0 |  14   29    0   36    0
Mar 30 00:48:43 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:43| 22   6  72   0   0| 776M 3754M  190M 3109M|7505B 2160B|   0   332k|   0  19.0 |1739  2769 |0.81 0.62 0.47|1.0   0 100|   0     0 |uwsgi                1426 6.8%5042B  16k|bash                 3615   11M  81k0.2%|mysqld       205M|   0     0 |  14   29    0   44    0
Mar 30 00:48:44 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:44| 24   3  73   0   0| 813M 3716M  190M 3109M|7507B 2160B|   0  2520k|   0  32.0 | 844   922 |0.81 0.62 0.47|1.0   0 2.0|   0     0 |openstack            2155  25%9282k  73k|openstack            2155 9282k  73k 25%|mysqld       205M|   0     0 |  14   29    0   44    0
Mar 30 00:48:45 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:45| 20   7  73   0   0| 789M 3740M  190M 3109M|7045B 2202B|   0     0 |   0     0 |1217  1941 |0.81 0.62 0.47|1.0   0  72|   0     0 |openstack            2225  12%4491k  73k|bash                 3615   11M  77k  0%|mysqld       205M|   0     0 |  14   29    0   49    0
Mar 30 00:48:46 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:46| 24   3  73   0   0| 817M 3712M  190M 3109M|  14k 2160B|   0   100k|   0  6.00 | 986  1266 |0.82 0.62 0.47|2.0   0   0|   0     0 |openstack            2225  21%6901k   0 |openstack            2225 6901k   0  21%|mysqld       205M|   0     0 |  14   31    0   53    0
Mar 30 00:48:47 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:47| 21   6  73   0   0| 789M 3740M  190M 3110M|8497B 2160B|   0    36k|   0  3.00 |1163  1685 |0.82 0.62 0.47|1.0   0  71|   0     0 |openstack            2299  11%3674k  37k|bash                 3615   11M  77k  0%|mysqld       205M|   0     0 |  14   29    0   55    0
Mar 30 00:48:48 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:48| 22   4  74   0   0| 820M 3709M  190M 3110M|  10k 2160B|   0     0 |   0     0 | 793  1051 |0.82 0.62 0.47|1.0   0 1.0|   0     0 |openstack            2299  20%7708k  37k|openstack            2299 7708k  37k 20%|mysqld       205M|   0     0 |  14   31    0   57    0
Mar 30 00:48:49 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:49| 22   6  73   0   0| 800M 3729M  190M 3110M|6457B 1890B|   0  4872k|   0   355 |1351  1708 |0.82 0.62 0.47|2.0   0  70|   0     0 |openstack            2369  16%6047k  73k|bash                 3615   11M  77k0.2%|mysqld       205M|   0     0 |  14   29    0   59    0
Mar 30 00:48:50 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:50| 22   4  73   0   0| 779M 3750M  190M 3110M|6632B 2214B|   0   756k|   0  29.0 |1178  1830 |0.82 0.62 0.47|1.0   0  72|   0     0 |uwsgi                1427 1.5%2541B7578B|bash                 3615   11M  77k0.2%|mysqld       205M|   0     0 |  14   29    0   63    0
Mar 30 00:48:51 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:51| 22   4  74   0   0| 818M 3711M  190M 3110M|  16k 2160B|   0   452k|   0  6.00 | 762   835 |0.84 0.63 0.48|2.0   0 2.0|   0     0 |openstack            2443  25%  10M  73k|openstack            2443   10M  73k 25%|mysqld       205M|   0     0 |  14   29    0   63    0
Mar 30 00:48:52 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:52| 21   6  73   0   0| 802M 3727M  190M 3110M|7129B 2106B|   0  3404k|   0  63.0 |1365  2034 |0.84 0.63 0.48|1.0   0  79|   0     0 |openstack            2522  14%6246k  73k|bash                 3615   11M  76k0.2%|mysqld       205M|   0     0 |  14   29    0   67    0
Mar 30 00:48:53 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:53| 22   5  73   0   0| 775M 3754M  190M 3110M|6583B 2160B|   0    96k|   0  9.00 |1200  1793 |0.84 0.63 0.48|3.0   0  69|   0     0 |uwsgi                1426 2.5%3551B9904B|bash                 3615   11M  77k  0%|mysqld       205M|   0     0 |  14   29    0   72    0
Mar 30 00:48:54 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:54| 23   4  73   0   0| 811M 3718M  190M 3110M|7368B 2214B|   0     0 |   0     0 | 850   981 |0.84 0.63 0.48|2.0   0  18|   0     0 |openstack            2610  24%9251k  73k|openstack            2610 9251k  73k 24%|mysqld       205M|   0     0 |  14   29    0   72    0
Mar 30 00:48:55 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:55| 22   5  72   0   0| 784M 3744M  190M 3110M|6543B 2160B|   0  1100k|   0  24.0 |1457  2365 |0.84 0.63 0.48|1.0   0  99|   0     0 |openstack            2711 6.0%2045k   0 |bash                 3615   11M  77k  0%|mysqld       205M|   0     0 |  14   29    0   77    0
Mar 30 00:48:56 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:56| 23   3  74   0   0| 821M 3708M  190M 3110M|  17k 2202B|   0     0 |   0     0 | 746   867 |0.85 0.64 0.48|1.0   0 2.0|   0     0 |openstack            2711  24%9335k  73k|openstack            2711 9335k  73k 24%|mysqld       205M|   0     0 |  14   31    0   78    0
Mar 30 00:48:57 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:57| 21   7  72   0   0| 794M 3735M  190M 3110M|  11k 2160B|   0   132k|   0  14.0 |1470  2450 |0.85 0.64 0.48|1.0 1.0 146|   0     0 |openstack            2859  11%4325k  73k|bash                 3615   11M  80k  0%|mysqld       205M|   0     0 |  14   29    0   82    0
Mar 30 00:48:58 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:58| 24   3  73   0   0| 823M 3706M  190M 3110M|9413B 2160B|   0    72k|   0  4.00 |1106  1512 |0.85 0.64 0.48|1.0 1.0   0|   0     0 |openstack            2859  19%7052k   0 |openstack            2859 7052k   0  19%|mysqld       205M|   0     0 |  14   31    0   89    0
Mar 30 00:48:59 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:48:59| 24   4  73   0   0| 807M 3722M  190M 3110M|9341B 1998B|   0   140k|   0  8.00 |1010  1361 |0.85 0.64 0.48|2.0   0  23|   0     0 |openstack            2882  18%8020k  73k|bash                 3615   11M  78k0.5%|mysqld       205M|   0     0 |  14   29    0   91    0
Mar 30 00:49:00 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:00| 24   4  71   1   0| 785M 3744M  190M 3110M|6488B 2106B|   0   868k|   0   100 |1504  2240 |0.85 0.64 0.48|1.0 1.0  71|   0     0 |openstack            2960 3.8%1951k   0 |bash                 3615   11M  73k  0%|mysqld       205M|   0     0 |  14   29    0   99    0
Mar 30 00:49:01 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:01| 24   2  74   0   0| 822M 3707M  190M 3110M|  17k 2160B|   0   104k|   0  7.00 | 751   779 |0.86 0.64 0.48|1.0 1.0 2.0|   0     0 |openstack            2960  25%9388k  73k|openstack            2960 9388k  73k 25%|mysqld       205M|   0     0 |  14   29    0   99    0
Mar 30 00:49:02 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:02| 20   9  71   0   0| 786M 3742M  190M 3110M|8237B 2160B|   0   732k|   0  28.0 |1975  3482 |0.86 0.64 0.48|1.0   0 168|   0     0 |openstack            3130 5.2%2045k   0 |bash                 3615   11M  83k0.2%|mysqld       205M|   0     0 |  14   29    0  108    0
Mar 30 00:49:03 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:03| 23   3  73   0   0| 823M 3705M  190M 3110M|7465B 2160B|   0  1580k|   0  77.0 | 994   948 |0.86 0.64 0.48|1.0   0 4.0|   0     0 |openstack            3130  24%9333k  73k|openstack            3130 9333k  73k 24%|mysqld       205M|   0     0 |  14   31    0  110    0
Mar 30 00:49:04 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:04| 22   5  73   0   0| 804M 3724M  190M 3110M|6502B 2160B|   0     0 |   0     0 |1244  1882 |0.86 0.64 0.48|1.0   0  23|   0     0 |openstack            3155  15%7314k  73k|bash                 3615   11M  78k  0%|mysqld       205M|   0     0 |  14   29    0  117    0
Mar 30 00:49:05 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:05| 24   4  72   0   0| 787M 3741M  190M 3110M|6848B 2160B|   0  1012k|   0  23.0 |1229  2182 |0.86 0.64 0.48|2.0   0  73|   0     0 |openstack            3230 4.5%1970k   0 |bash                 3615   11M  73k  0%|mysqld       205M|   0     0 |  14   29    0  125    0
Mar 30 00:49:06 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:06| 23   3  73   0   0| 823M 3705M  190M 3110M|6678B 2160B|   0    68k|   0  5.00 | 682   750 |0.87 0.65 0.49|3.0 1.0 2.0|   0     0 |openstack            3230  25%9404k  73k|openstack            3230 9404k  73k 25%|mysqld       205M|   0     0 |  14   31    0  124    0
Mar 30 00:49:07 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:07| 20   9  71   0   0| 787M 3741M  190M 3110M|8233B 2160B|   0   344k|   0  20.0 |1777  3147 |0.87 0.65 0.49|1.0   0 168|   0     0 |openstack            3400 5.8%2045k   0 |bash                 3615   11M  83k0.2%|mysqld       205M|   0     0 |  14   29    0  132    0
Mar 30 00:49:08 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:08| 24   3  74   0   0| 824M 3704M  190M 3110M|6923B 2160B|   0     0 |   0     0 | 766   971 |0.87 0.65 0.49|1.0   0 2.0|   0     0 |openstack            3400  24%9333k  73k|openstack            3400 9333k  73k 24%|mysqld       205M|   0     0 |  14   31    0  134    0
Mar 30 00:49:09 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:09| 23   4  73   0   0| 801M 3727M  190M 3110M|6334B 2148B|   0     0 |   0     0 |1313  2044 |0.87 0.65 0.49|1.0   0  23|   0     0 |openstack            3423  16%6055k  73k|bash                 3615   11M  78k  0%|mysqld       205M|   0     0 |  14   29    0  141    0
Mar 30 00:49:10 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:10| 24   3  73   0   0| 822M 3706M  190M 3110M|  14k 1998B|   0   520k|   0  5.00 |1098  1649 |0.87 0.65 0.49|1.0   0   0|   0     0 |openstack            3423  19%5314k   0 |openstack            3423 5314k   0  19%|mysqld       205M|   0     0 |  14   29    0  149    0
Mar 30 00:49:11 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:11| 23   5  72   0   0| 811M 3717M  190M 3111M|6847B 2160B|   0     0 |   0     0 | 961  1349 |0.88 0.66 0.49|1.0   0  73|   0     0 |openstack            3496  22%8020k  73k|bash                 3615   11M  73k  0%|mysqld       205M|   0     0 |  14   29    0  149    0
Mar 30 00:49:12 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:12| 23   5  72   0   0| 776M 3752M  190M 3111M|6669B 2160B|   0   196k|   0  15.0 |1414  2301 |0.88 0.66 0.49|2.0   0  34|   0     0 |uwsgi                1426 3.5%6175B  19k|python2              31772  75k 914B0.2%|mysqld       205M|   0     0 |  14   29    0  158    0
Mar 30 00:49:13 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:13| 20   8  72   0   0| 811M 3717M  190M 3111M|8643B 2160B|   0     0 |   0     0 |1231  1807 |0.88 0.66 0.49|1.0   0 136|   0     0 |openstack            3667  20%8020k  73k|bash                 3615   11M  83k0.5%|mysqld       205M|   0     0 |  14   29    0  158    0
Mar 30 00:49:14 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:14| 24   3  73   0   0| 776M 3752M  190M 3111M|  17k 2160B|   0    64k|   0  6.00 |1173  1779 |0.88 0.66 0.49|3.0   0 8.0|   0     0 |uwsgi                1427 3.2%6165B  19k|bash                 3615   11M  77k  0%|mysqld       205M|   0     0 |  14   29    0  165    0
Mar 30 00:49:15 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:15| 23   4  73   0   0| 808M 3719M  190M 3111M|7543B 2160B|   0  1600k|   0  74.0 | 999  1052 |0.88 0.66 0.49|1.0   0  17|   0     0 |openstack            3690  24%8020k  73k|openstack            3690 8020k  73k 24%|mysqld       205M|   0     0 |  14   29    0  165    0
Mar 30 00:49:16 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:16| 23   5  72   0   0| 784M 3743M  190M 3111M|8920B 2160B|   0    36k|   0  3.00 |1263  2053 |0.89 0.66 0.49|1.0   0  71|   0     0 |openstack            3765 4.0%1491k   0 |bash                 3615   11M  73k0.2%|mysqld       205M|   0     0 |  14   29    0  173    0
Mar 30 00:49:17 cloud-provider-iscsi-0000000064 dstat.sh[31698]: 30-03 00:49:17| 22   5  74   0   0| 820M 3708M  190M 3111M|7890B 2160B|   0    80k|   0  6.00 | 743   811 |0.89 0.66 0.49|1.0   0 2.0|   0     0 |openstack            3765  25%9139k  73k|openstack            3765 9139k  73k 25%|mysqld       205M|   0     0 |  14   29    0  173    0
