-- Logs begin at Mon 2022-08-01 14:39:29 UTC, end at Mon 2022-08-01 16:01:31 UTC. --
Aug 01 15:48:42 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 15:48:43 ubuntu dstat.sh[104194]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 15:48:43 ubuntu dstat.sh[104194]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 15:48:53 ubuntu dstat.sh[104194]: 01-08 15:48:53| 11   2  63  22   0|1022M 1345M  190M 5186M|  18k 8529 |   0  6848k|   0   627 |5198  9154 |1.19 0.61 0.40|3.0 1.0 3.0|   0     0 |   0     0 |  9    8    1   10    2
Aug 01 15:48:54 ubuntu dstat.sh[104194]: 01-08 15:48:54|  8   3  67  21   0|1028M 1337M  190M 5188M| 128k   11k|   0  4613k|   0   431 |4415  7627 |1.49 0.68 0.42|1.0 1.0  13|   0     0 |   0     0 |  9    8    1   10    2
Aug 01 15:48:55 ubuntu dstat.sh[104194]: 01-08 15:48:55| 10   2  67  20   0|1030M 1332M  190M 5190M|  86k   12k|   0  6943k|   0   549 |4829  8464 |1.49 0.68 0.42|2.0 2.0  18|   0     0 |   0     0 |  9    8    1   10    2
Aug 01 15:48:56 ubuntu dstat.sh[104194]: 01-08 15:48:56|  9   2  67  21   0|1032M 1329M  190M 5192M| 117k   11k|   0  5243k|   0   499 |4108  8080 |1.49 0.68 0.42|  0 1.0  13|   0     0 |   0     0 |  9    8    1   10    2
Aug 01 15:48:57 ubuntu dstat.sh[104194]: 01-08 15:48:57|  8   3  64  23   0|1034M 1324M  191M 5194M| 292k   14k|   0    37M|   0   622 |4753  8163 |1.49 0.68 0.42|2.0 1.0 5.0|   0     0 |   0     0 |  9    8    1   10    2
Aug 01 15:48:58 ubuntu dstat.sh[104194]: 01-08 15:48:58| 12   3  61  22   0|1038M 1318M  191M 5196M| 790k   29k|   0  5565k|   0   465 |5295  8253 |1.49 0.68 0.42|2.0 1.0  12|   0     0 |   0     0 |  9    8    1   10    2
Aug 01 15:48:59 ubuntu dstat.sh[104194]: 01-08 15:48:59| 26   5  67   0   0| 965M 1390M  191M 5197M| 479k   17k|   0  1152k|   0  49.0 |2184  2777 |1.45 0.69 0.43|1.0   0  77|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:00 ubuntu dstat.sh[104194]: 01-08 15:49:00| 26   3  68   2   0|1017M 1338M  191M 5197M|  89k 6378 |   0   768k|   0  26.0 |1195  1380 |1.45 0.69 0.43|1.0   0 3.0|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:01 ubuntu dstat.sh[104194]: 01-08 15:49:01| 29   1  66   4   0|1036M 1319M  191M 5197M|  48k 4895 |   0  7598k|   0   412 |1987  2842 |1.45 0.69 0.43|1.0   0   0|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:02 ubuntu dstat.sh[104194]: 01-08 15:49:02| 25   4  64   5   0| 974M 1380M  191M 5198M| 288k   11k|   0    16M|   0   739 |2992  3386 |1.45 0.69 0.43|1.0   0  12|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:03 ubuntu dstat.sh[104194]: 01-08 15:49:03| 29   4  64   3   0|1052M 1301M  191M 5199M|  96k 5335 |   0  7575k|   0   423 |2123  3054 |1.45 0.69 0.43|2.0   0 2.0|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:04 ubuntu dstat.sh[104194]: 01-08 15:49:04| 50   2  46   3   0|1062M 1288M  191M 5200M|6616  1620 |   0  7661k|   0   371 |2265  2974 |1.50 0.71 0.43|2.0   0 3.0|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:05 ubuntu dstat.sh[104194]: 01-08 15:49:05| 27  16  56   2   0| 949M 1402M  191M 5200M|  12k 3351 |   0  2122k|   0   120 |2697  4645 |1.50 0.71 0.43|1.0   0 336|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:06 ubuntu dstat.sh[104194]: 01-08 15:49:06| 25  19  53   0   0| 969M 1375M  192M 5206M| 876k   23k|   0  1430k|   0  23.0 |4023  6899 |1.50 0.71 0.43|2.0   0 340|   0     0 |   0     0 |  9    6    1   10    2
Aug 01 15:49:07 ubuntu dstat.sh[104194]: 01-08 15:49:07| 56  15  29   0   0|1041M 1302M  192M 5207M|6818  1987 |   0  2755k|   0  11.0 |2681  7220 |1.50 0.71 0.43|3.0   0 187|   0     0 |   0     0 |  9    7    1   10    2
Aug 01 15:49:08 ubuntu dstat.sh[104194]: 01-08 15:49:08| 53   6  40   1   0|1113M 1230M  192M 5207M|  44k 5056 |   0   676k|   0  8.00 |1340  1273 |1.50 0.71 0.43|2.0   0   0|   0     0 |   0     0 |  9    7    1   10    2
Aug 01 15:49:09 ubuntu dstat.sh[104194]: 01-08 15:49:09| 51   2  46   0   0|1150M 1191M  192M 5208M| 601k   18k|   0  1235k|   0  16.0 |2038  1638 |1.54 0.73 0.44|3.0   0 1.0|   0     0 |   0     0 |  9    7    1   10    2
Aug 01 15:49:10 ubuntu dstat.sh[104194]: 01-08 15:49:10| 53   5  41   0   1|1178M 1160M  192M 5211M| 387k   13k|   0  1381k|   0  10.0 |2044  4809 |1.54 0.73 0.44|4.0   0 3.0|   0     0 |   0     0 |  9    7    1   10    2
Aug 01 15:49:11 ubuntu dstat.sh[104194]: 01-08 15:49:11| 24  11  63   1   0|1211M 1127M  192M 5211M|  68k 7405 |   0   472k|   0  9.00 |2170  3425 |1.54 0.73 0.44|1.0   0 140|   0     0 |   0     0 |  9    6    1   11    2
Aug 01 15:49:12 ubuntu dstat.sh[104194]: 01-08 15:49:12| 27   2  69   2   0|1259M 1079M  192M 5211M|  84k 5367 |   0  9560k|   0   182 |1453  1280 |1.54 0.73 0.44|4.0   0   0|   0     0 |   0     0 |  9    6    1   11    2
Aug 01 15:49:13 ubuntu dstat.sh[104194]: 01-08 15:49:13| 33   0  64   2   0|1271M 1067M  192M 5211M|  97k 6556 |   0  5195k|   0   243 |1817  2261 |1.54 0.73 0.44|4.0   0 1.0|   0     0 |   0     0 |  9    6    1   11    2
Aug 01 15:49:14 ubuntu dstat.sh[104194]: 01-08 15:49:14| 35   4  55   5   0|1291M 1046M  192M 5212M| 204k   69k|   0  2071k|   0   197 |3013  5285 |1.49 0.74 0.45|3.0   0 4.0|   0     0 |   0     0 |  9   12    1   11    2
Aug 01 15:49:15 ubuntu dstat.sh[104194]: 01-08 15:49:15| 46   4  49   0   0|1221M 1115M  192M 5212M|9369  2127 |  20k  331k|4.99  17.0 |1371  1619 |1.49 0.74 0.45|3.0   0  44|   0     0 |   0     0 |  9    6    1   13    2
Aug 01 15:49:16 ubuntu dstat.sh[104194]: 01-08 15:49:16| 26   4  66   3   0|1230M 1106M  192M 5212M| 102k   83k|  40k 1464k|10.0  14.0 |1668  2408 |1.49 0.74 0.45|1.0 1.0 2.0|   0     0 |   0     0 |  9   18    1   13    2
Aug 01 15:49:17 ubuntu dstat.sh[104194]: 01-08 15:49:17| 25   6  63   5   0|1205M 1131M  192M 5213M|  54k   47k|  84k 5686k|21.0   132 |1860  2562 |1.49 0.74 0.45|2.0   0  48|   0     0 |   0     0 |  9   30    1   13    2
Aug 01 15:49:18 ubuntu dstat.sh[104194]: 01-08 15:49:18| 46   6  48   1   0|1254M 1081M  192M 5213M|  11k 1664 |   0   469k|   0  19.0 |1358  1844 |1.49 0.74 0.45|2.0   0 2.0|   0     0 |   0     0 |  9   30    1   13    2
Aug 01 15:49:19 ubuntu dstat.sh[104194]: 01-08 15:49:19| 53  11  36   0   0|1246M 1089M  192M 5213M|  67k   60k|   0   228k|   0  10.0 |2049  3023 |1.45 0.74 0.45|3.0   0 196|   0     0 |   0     0 |  9   30    1   13    2
Aug 01 15:49:20 ubuntu dstat.sh[104194]: 01-08 15:49:20| 67   8  24   0   0|1326M 1007M  192M 5215M| 169k  164k|   0   517k|   0  5.97 |2421  3728 |1.45 0.74 0.45|3.0 1.0 4.0|   0     0 |   0     0 |  9   34    1   13    2
Aug 01 15:49:21 ubuntu dstat.sh[104194]: 01-08 15:49:21| 66  13  20   1   0|1246M 1085M  193M 5216M| 621k  616k|   0   346k|   0  34.2 |5594    12k|1.45 0.74 0.45|6.0   0 246|   0     0 |   0     0 |  9   34    1    9    2
Aug 01 15:49:22 ubuntu dstat.sh[104194]: 01-08 15:49:22| 85  15   0   0   0|1372M  959M  193M 5216M|8008  2848 |   0  5953k|   0  25.0 |2003  2660 |1.45 0.74 0.45|6.0   0 162|   0     0 |   0     0 |  9   34    1    9    3
Aug 01 15:49:23 ubuntu dstat.sh[104194]: 01-08 15:49:23| 86  14   0   0   0|1478M  852M  193M 5216M| 699k  693k|   0   816k|   0  40.0 |4499  9187 |1.45 0.74 0.45|9.0   0 136|   0     0 |   0     0 |  9   36    1    9    2
Aug 01 15:49:24 ubuntu dstat.sh[104194]: 01-08 15:49:24| 87  12   0   0   0|1383M  942M  193M 5220M| 256k  249k|   0  1848k|   0  86.0 |3108  6020 |1.98 0.86 0.49|4.0 1.0 146|   0     0 |   0     0 |  9   34    1    9    2
Aug 01 15:49:25 ubuntu dstat.sh[104194]: 01-08 15:49:25| 65  15  15   5   0|1279M 1028M  193M 5237M| 344k  336k|   0  2722k|   0   141 |3783  7270 |1.98 0.86 0.49|2.0 1.0 155|   0     0 |   0     0 |  9   34    1   10    2
Aug 01 15:49:26 ubuntu dstat.sh[104194]: 01-08 15:49:26| 64  12  20   2   0|1261M 1035M  194M 5245M| 441k  434k|   0  2870k|   0   103 |3555    13k|1.98 0.86 0.49|2.0 1.0  62|   0     0 |   0     0 |  9   34    1   11    2
Aug 01 15:49:27 ubuntu dstat.sh[104194]: 01-08 15:49:27| 38   9  47   7   0|1215M 1069M  195M 5256M| 218k  212k|   0  2811k|   0  91.0 |2980  5079 |1.98 0.86 0.49|2.0   0 111|   0     0 |   0     0 |  9   34    1   10    2
Aug 01 15:49:28 ubuntu dstat.sh[104194]: 01-08 15:49:28| 38   8  49   4   0|1263M 1003M  195M 5272M|  17k 1618 |   0  1426k|   0  63.9 |1385  1531 |1.98 0.86 0.49|2.0   0 1.0|   0     0 |   0     0 |  9   34    1   10    2
Aug 01 15:49:29 ubuntu dstat.sh[104194]: 01-08 15:49:29| 23  11  63   2   1|1210M 1053M  195M 5274M| 211k  204k|   0  1385k|   0  58.0 |2764  5148 |1.90 0.86 0.49|1.0   0 153|   0     0 |   0     0 |  9   35    1   11    2
Aug 01 15:49:30 ubuntu dstat.sh[104194]: 01-08 15:49:30| 13  21  66   0   0|1208M 1055M  196M 5274M|8323  2284 |   0   236k|   0  13.0 |2767  4259 |1.90 0.86 0.49|3.0   0 480|   0     0 |   0     0 |  9   35    1   11    2
Aug 01 15:49:31 ubuntu dstat.sh[104194]: 01-08 15:49:31| 71  24   5   0   0|1363M  900M  196M 5274M|  13k 2561 |   0   308k|   0  23.0 |2242  4380 |1.90 0.86 0.49|6.0   0 542|   0     0 |   0     0 |  9   35    1   11    2
Aug 01 15:49:32 ubuntu dstat.sh[104194]: 01-08 15:49:32| 87  13   0   0   0|1441M  841M  196M 5255M| 335k  330k|   0    11M|   0   503 |3666  5253 |1.90 0.86 0.49|6.0   0 2.0|   0     0 |   0     0 |  9   35    1   11    0
Aug 01 15:49:33 ubuntu dstat.sh[104194]: 01-08 15:49:33| 77  10  11   0   0|1456M  826M  196M 5256M|1268k 1263k|   0   795k|   0  42.0 |6735    16k|1.90 0.86 0.49|5.0   0  26|   0     0 |   0     0 |  9   36    1   14    0
Aug 01 15:49:34 ubuntu dstat.sh[104194]: 01-08 15:49:34| 84  14   3   0   0|1326M  955M  196M 5256M| 879k  874k|   0   669k|   0  48.0 |8809    36k|2.23 0.95 0.52|7.0   0 146|   0     0 |   0     0 |  9   32    1   14    0
Aug 01 15:49:35 ubuntu dstat.sh[104194]: 01-08 15:49:35| 86  14   0   0   0|1387M  895M  196M 5256M| 430k  425k|   0   564k|   0  29.0 |4842  8256 |2.23 0.95 0.52|7.0   0 143|   0     0 |   0     0 |  9   32    1   14    0
Aug 01 15:49:36 ubuntu dstat.sh[104194]: 01-08 15:49:36| 90  10   0   0   0|1419M  862M  196M 5256M| 439k  433k|   0  1672k|   0  33.0 |4763  7846 |2.23 0.95 0.52|7.0   0  56|   0     0 |   0     0 |  9   32    1   15    0
Aug 01 15:49:37 ubuntu dstat.sh[104194]: 01-08 15:49:37| 88  11   0   0   0|1472M  809M  196M 5257M| 647k  642k|   0  2984k|   0  84.0 |5192  9778 |2.23 0.95 0.52|9.0   0  51|   0     0 |   0     0 |  9   34    1   15    0
Aug 01 15:49:38 ubuntu dstat.sh[104194]: 01-08 15:49:38| 86  12   1   0   0|1458M  823M  196M 5257M| 995k  990k|   0   716k|   0  62.0 |6057    14k|2.23 0.95 0.52|9.0   0  61|   0     0 |   0     0 |  9   33    1   15    0
Aug 01 15:49:39 ubuntu dstat.sh[104194]: 01-08 15:49:39| 85  14   1   0   0|1427M  853M  196M 5257M|1050k 1035k|   0   600k|   0  51.0 |8635    22k|2.61 1.05 0.56|8.0   0 136|   0     0 |   0     0 |  9   33    1   12    0
Aug 01 15:49:40 ubuntu dstat.sh[104194]: 01-08 15:49:40| 88  11   0   0   0|1420M  860M  196M 5257M| 311k  306k|   0   288k|   0  15.0 |3707  6300 |2.61 1.05 0.56|6.0   0 140|   0     0 |   0     0 |  9   34    1   12    0
Aug 01 15:49:41 ubuntu dstat.sh[104194]: 01-08 15:49:41| 78  12  10   0   0|1362M  917M  196M 5258M|1309k 1303k|   0   774k|   0  47.9 |7851    18k|2.61 1.05 0.56|4.0   0  77|   0     0 |   0     0 |  9   35    1   14    0
Aug 01 15:49:42 ubuntu dstat.sh[104194]: 01-08 15:49:42| 72  21   6   0   1|1227M 1052M  196M 5258M| 219k  213k|   0   630k|   0  54.2 |3918  8242 |2.61 1.05 0.56|6.0   0 530|   0     0 |   0     0 |  9   32    1   14    0
Aug 01 15:49:43 ubuntu dstat.sh[104194]: 01-08 15:49:43| 88  12   0   0   0|1381M  897M  196M 5258M|6947  2849 |   0  2248k|   0  33.0 |1707  1539 |2.61 1.05 0.56|6.0   0 5.0|   0     0 |   0     0 |  9   32    1   14    1
Aug 01 15:49:44 ubuntu dstat.sh[104194]: 01-08 15:49:44| 74   8  16   0   0|1371M  907M  196M 5259M|1291k 1286k|   0  1370k|   0  96.8 |6485    15k|2.64 1.08 0.57|3.0   0  48|   0     0 |   0     0 |  9   36    1   15    0
Aug 01 15:49:45 ubuntu dstat.sh[104194]: 01-08 15:49:45| 64  15  21   1   0|1205M 1073M  196M 5259M| 611k  605k|   0   477k|   0  44.1 |5205    11k|2.64 1.08 0.57|6.0   0 319|   0     0 |   0     0 |  9   32    1   17    0
Aug 01 15:49:46 ubuntu dstat.sh[104194]: 01-08 15:49:46| 87  12   0   0   0|1364M  914M  196M 5259M| 122k  115k|   0  4092B|   0  1.00 |2019  2699 |2.64 1.08 0.57|6.0   0  23|   0     0 |   0     0 |  9   34    1   17    0
Aug 01 15:49:47 ubuntu dstat.sh[104194]: 01-08 15:49:47| 54   9  39   0   0|1311M  966M  196M 5259M|1224k 1219k|   0   556k|   0  54.0 |6753    17k|2.64 1.08 0.57| 10   0  93|   0     0 |   0     0 |  9   35    0   23    0
Aug 01 15:49:48 ubuntu dstat.sh[104194]: 01-08 15:49:48| 81  18   2   0   0|1282M  996M  196M 5259M| 290k  284k|   0   977k|   0  48.0 |3070  6672 |2.64 1.08 0.57|6.0   0 257|   0     0 |   0     0 |  9   32    0   23    0
Aug 01 15:49:49 ubuntu dstat.sh[104194]: 01-08 15:49:49| 85  11   3   0   0|1423M  855M  196M 5259M| 474k  467k|   0   292k|   0  23.0 |3366  6379 |2.83 1.15 0.60|4.0   0   0|   0     0 |   0     0 |  9   36    0   24    0
Aug 01 15:49:50 ubuntu dstat.sh[104194]: 01-08 15:49:50| 75  15   9   0   0|1431M  847M  196M 5260M|1306k 1298k|   0  1588k|   0   111 |5184    15k|2.83 1.15 0.60|6.0   0 216|   0     0 |   0     0 |  9   35    0   23    0
Aug 01 15:49:51 ubuntu dstat.sh[104194]: 01-08 15:49:51| 85  12   1   0   0|1302M  975M  196M 5260M| 834k  828k|   0   467k|   0  41.9 |3187    12k|2.83 1.15 0.60|6.0   0 208|   0     0 |   0     0 |  9   34    0   23    0
Aug 01 15:49:52 ubuntu dstat.sh[104194]: 01-08 15:49:52| 86  13   1   0   0|1338M  939M  196M 5260M| 444k  436k|   0   380k|   0  36.0 |3433  8113 |2.83 1.15 0.60|7.0   0 233|   0     0 |   0     0 |  9   34    0   23    0
Aug 01 15:49:53 ubuntu dstat.sh[104194]: 01-08 15:49:53| 88  10   1   0   0|1375M  902M  196M 5260M|1032k 1025k|   0  1475k|   0  66.1 |5237    13k|2.83 1.15 0.60|6.0   0  50|   0     0 |   0     0 |  9   35    0   24    0
Aug 01 15:49:54 ubuntu dstat.sh[104194]: 01-08 15:49:54| 80  13   6   0   0|1260M 1016M  196M 5260M| 641k  637k|   0   604k|   0  60.0 |4408    11k|3.01 1.21 0.62|5.0   0 187|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 15:49:55 ubuntu dstat.sh[104194]: 01-08 15:49:55| 85  10   4   0   0|1368M  908M  196M 5260M| 715k  710k|   0   316k|   0  24.0 |4377  9286 |3.01 1.21 0.62|4.0   0   0|   0     0 |   0     0 |  9   34    0   26    0
Aug 01 15:49:56 ubuntu dstat.sh[104194]: 01-08 15:49:56| 60  21  18   1   0|1182M 1094M  196M 5261M| 762k  750k|   0   789k|   0  70.1 |5643    14k|3.01 1.21 0.62|7.0   0 512|   0     0 |   0     0 |  9   32    0   27    0
Aug 01 15:49:57 ubuntu dstat.sh[104194]: 01-08 15:49:57| 86  14   0   0   0|1357M  919M  196M 5261M|  23k   18k|   0   188k|   0  11.0 |2058  2663 |3.01 1.21 0.62|6.0   0 148|   0     0 |   0     0 |  9   33    0   27    0
Aug 01 15:49:58 ubuntu dstat.sh[104194]: 01-08 15:49:58| 82  16   1   0   0|1453M  822M  196M 5261M|1290k 1284k|   0    53M|   0   214 |5250    16k|3.01 1.21 0.62|6.0   0 174|   0     0 |   0     0 |  9   36    0   27    0
Aug 01 15:49:59 ubuntu dstat.sh[104194]: 01-08 15:49:59| 85  13   1   0   0|1281M  995M  196M 5261M|1184k 1178k|   0   645k|   0  44.0 |3529    16k|3.33 1.31 0.65|7.0   0 224|   0     0 |   0     0 |  9   34    0   28    0
Aug 01 15:50:00 ubuntu dstat.sh[104194]: 01-08 15:50:00| 84  15   1   0   1|1270M 1005M  196M 5261M| 707k  701k|   0   416k|   0  29.0 |5364    11k|3.33 1.31 0.65|6.0   0 147|   0     0 |   0     0 |  9   32    0   28    0
Aug 01 15:50:01 ubuntu dstat.sh[104194]: 01-08 15:50:01| 82  15   2   0   0|1388M  886M  196M 5262M|1063k 1058k|   0   592k|   0  45.0 |4743    15k|3.33 1.31 0.65|5.0   0 173|   0     0 |   0     0 |  9   35    0   28    0
Aug 01 15:50:02 ubuntu dstat.sh[104194]: 01-08 15:50:02| 83  16   1   0   0|1341M  934M  196M 5262M| 673k  667k|   0   702k|   0  65.9 |5464    11k|3.33 1.31 0.65|7.0   0 244|   0     0 |   0     0 |  9   34    0   28    0
Aug 01 15:50:03 ubuntu dstat.sh[104194]: 01-08 15:50:03| 82  16   2   0   0|1338M  936M  196M 5262M| 516k  512k|   0    13M|   0   260 |4534  8740 |3.33 1.31 0.65|6.0   0 199|   0     0 |   0     0 |  9   35    0   28    0
Aug 01 15:50:04 ubuntu dstat.sh[104194]: 01-08 15:50:04| 84  14   1   0   0|1413M  861M  196M 5262M|1446k 1441k|   0   748k|   0  57.0 |5191    13k|3.70 1.42 0.69|6.0   0 171|   0     0 |   0     0 |  9   35    0   29    0
Aug 01 15:50:05 ubuntu dstat.sh[104194]: 01-08 15:50:05| 60  19  20   0   0|1189M 1085M  196M 5263M|1071k 1067k|   0   876k|   0  49.0 |7231    17k|3.70 1.42 0.69|3.0   0 519|   0     0 |   0     0 |  9   33    0   29    0
Aug 01 15:50:06 ubuntu dstat.sh[104194]: 01-08 15:50:06| 19  16  64   1   0|1127M 1146M  196M 5263M| 180k  164k|   0   416k|   0  35.0 |3355  5925 |3.70 1.42 0.69|2.0   0 343|   0     0 |   0     0 |  9   32    0   29    0
Aug 01 15:50:07 ubuntu dstat.sh[104194]: 01-08 15:50:07| 54  31  15   0   0|1240M 1033M  196M 5263M|6783  1623 |   0   313k|   0  27.1 |2425  5723 |3.70 1.42 0.69|6.0   0 771|   0     0 |   0     0 |  9   32    0   29    0
Aug 01 15:50:08 ubuntu dstat.sh[104194]: 01-08 15:50:08| 85  13   1   0   0|1377M  896M  196M 5263M| 455k  446k|   0  2155k|   0   107 |4399  8154 |3.70 1.42 0.69|5.0   0 182|   0     0 |   0     0 |  9   34    0   29    0
Aug 01 15:50:09 ubuntu dstat.sh[104194]: 01-08 15:50:09| 81  17   2   0   0|1241M 1032M  196M 5263M| 684k  677k|   0  1220k|   0   106 |5024    11k|3.88 1.50 0.72|5.0   0 377|   0     0 |   0     0 |  9   33    0   29    0
Aug 01 15:50:10 ubuntu dstat.sh[104194]: 01-08 15:50:10| 85  13   1   0   0|1325M  948M  196M 5263M| 429k  425k|   0   380k|   0  26.0 |3662  7799 |3.88 1.50 0.72|5.0   0 101|   0     0 |   0     0 |  9   33    0   29    0
Aug 01 15:50:11 ubuntu dstat.sh[104194]: 01-08 15:50:11| 76  10  12   0   0|1417M  855M  197M 5264M|1160k 1156k|   0   448k|   0  39.0 |6429    15k|3.88 1.50 0.72|5.0   0  29|   0     0 |   0     0 |  9   36    0   33    0
Aug 01 15:50:12 ubuntu dstat.sh[104194]: 01-08 15:50:12| 52   7  39   1   0|1434M  838M  197M 5264M|1294k 1290k|   0   488k|   0  47.0 |7527    17k|3.88 1.50 0.72|4.0   0   0|   0     0 |   0     0 |  9   37    0   36    0
Aug 01 15:50:13 ubuntu dstat.sh[104194]: 01-08 15:50:13| 63  10  25   0   0|1344M  927M  197M 5264M|1172k 1167k|   0   528k|   0  51.0 |7144    16k|3.88 1.50 0.72|7.0   0 116|   0     0 |   0     0 |  9   34    0   39    0
Aug 01 15:50:14 ubuntu dstat.sh[104194]: 01-08 15:50:14| 87  11   1   0   0|1276M  995M  197M 5265M| 633k  629k|   0  2389k|   0  39.0 |3382  9015 |4.05 1.57 0.75|5.0   0  63|   0     0 |   0     0 |  9   33    0   39    0
Aug 01 15:50:15 ubuntu dstat.sh[104194]: 01-08 15:50:15| 87  12   2   0   0|1394M  876M  197M 5266M| 892k  887k|   0   388k|   0  34.0 |5512    11k|4.05 1.57 0.75|7.0   0 6.0|   0     0 |   0     0 |  9   34    0   40    0
Aug 01 15:50:16 ubuntu dstat.sh[104194]: 01-08 15:50:16| 69   8  21   0   0|1375M  894M  197M 5268M|1425k 1420k|   0   500k|   0  54.0 |5597    17k|4.05 1.57 0.75|4.0   0  50|   0     0 |   0     0 |  9   36    0   40    0
Aug 01 15:50:17 ubuntu dstat.sh[104194]: 01-08 15:50:17| 67   8  23   1   0|1424M  844M  197M 5268M|1192k 1189k|   0   436k|   0  41.0 |6725    16k|4.05 1.57 0.75|4.0   0 1.0|   0     0 |   0     0 |  9   36    0   44    0
Aug 01 15:50:18 ubuntu dstat.sh[104194]: 01-08 15:50:18| 80  11   9   0   0|1369M  898M  197M 5268M|1156k 1151k|   0   527k|   0  53.9 |7002    16k|4.05 1.57 0.75|5.0   0  70|   0     0 |   0     0 |  9   35    0   46    0
Aug 01 15:50:19 ubuntu dstat.sh[104194]: 01-08 15:50:19| 85  13   2   0   0|1338M  929M  197M 5269M| 901k  895k|   0   670k|   0  73.2 |4393    12k|4.53 1.71 0.80|5.0   0  98|   0     0 |   0     0 |  9   33    0   46    0
Aug 01 15:50:20 ubuntu dstat.sh[104194]: 01-08 15:50:20| 86  12   2   0   0|1352M  914M  197M 5269M|1279k 1265k|   0   520k|   0  42.0 |5036    17k|4.53 1.71 0.80|7.0   0 132|   0     0 |   0     0 |  9   34    0   46    0
