-- Logs begin at Mon 2020-03-30 09:02:40 UTC, end at Mon 2020-03-30 16:19:41 UTC. --
Mar 30 15:49:36 cloud-provider-iscsi-0000000075 systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 15:49:36 cloud-provider-iscsi-0000000075 dstat.sh[29623]: [286B blob data]
Mar 30 15:49:36 cloud-provider-iscsi-0000000075 dstat.sh[29623]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 15:49:54 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:49:54| 16  13  68   3   0| 575M 4239M  146M 2901M|  10k 2146B|   0  6464k|   0   140 |2631  4418 |0.73 0.70 0.52|1.0   0 289|   0     0 |bash                 2458 2.5%  17M  57k|bash                 2458   17M  57k2.5%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 30 15:49:55 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:49:55| 11  22  67   0   0| 575M 4239M  146M 2902M|  16k 2160B|   0   124k|   0  16.0 |3244  7705 |0.83 0.73 0.53|2.0   0 385|   0     0 |bash                 2458 2.0%3585k  25k|bash                 2458 3585k  25k2.0%|mysqld       200M|   0     0 |  14    5    0    7    0
Mar 30 15:49:56 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:49:56| 33  17  49   1   0| 621M 4192M  146M 2903M|7206B 2052B|   0  6700k|   0   399 |3577  5421 |0.83 0.73 0.53|3.0   0 198|   0     0 |uwsgi                31771 13%4262k  37k|uwsgi                317724382k  37k 13%|mysqld       200M|   0     0 |  14    7    0    7    0
Mar 30 15:49:57 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:49:57| 46   4  49   1   0| 700M 4113M  146M 2903M|8519B 2160B| 148k    0 |5.00     0 | 975   772 |0.83 0.73 0.53|2.0   0   0|   0     0 |uwsgi                31771 25%9997k   0 |uwsgi                31772  10M 106k 25%|mysqld       200M|   0     0 |  14    7    0    7    0
Mar 30 15:49:58 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:49:58| 39  11  49   0   0| 733M 4077M  146M 2905M|7478B 2160B|   0     0 |   0     0 |2163  8599 |0.83 0.73 0.53|1.0   0 126|   0     0 |uwsgi                31771 19%2976k 109k|uwsgi                317722790k 706k 18%|mysqld       200M|   0     0 |  13    5    0    8    0
Mar 30 15:49:59 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:49:59| 23   6  71   0   0| 780M 4031M  146M 2905M|9264B 2160B|   0     0 |   0     0 |1520  1673 |0.83 0.73 0.53|1.0   0  46|   0     0 |keystone-manage      32046 24%  11M  37k|keystone-manage      32046  11M  37k 24%|mysqld       200M|   0     0 |  14    5    0    8    0
Mar 30 15:50:00 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:00| 23   3  74   0   0| 818M 3993M  146M 2905M|7981B 2160B|   0  1084k|   0  30.0 |1067  1487 |0.85 0.73 0.53|1.0   0 2.0|   0     0 |keystone-manage      32046 23%6823k  11k|keystone-manage      320466823k  11k 23%|mysqld       203M|   0     0 |  14   11    0    8    0
Mar 30 15:50:01 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:01| 22   5  73   0   0| 770M 4041M  146M 2905M|  19k 2160B|   0   288k|   0  35.0 |1245  1848 |0.85 0.73 0.53|1.0   0  55|   0     0 |openstack            32128 15%7038k  37k|bash                 2458   18M  50k  0%|mysqld       203M|   0     0 |  14    5    0   11    0
Mar 30 15:50:02 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:02| 22   3  73   2   0| 794M 4016M  146M 2905M|  10k 2160B|  64k 8832k|16.0   125 |1063  1241 |0.85 0.73 0.53|  0 1.0   0|   0     0 |openstack            32128 16%4121k   0 |openstack            321284121k   0  16%|mysqld       203M|   0     0 |  14   19    0   13    0
Mar 30 15:50:03 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:03| 22   6  72   0   0| 777M 4033M  146M 2905M|  16k 2160B|8192B    0 |2.00     0 |1262  1697 |0.85 0.73 0.53|1.0   0  62|   0     0 |openstack            32192 12%5564k  37k|bash                 2458   11M  39k0.2%|mysqld       205M|   0     0 |  14   29    0   16    0
Mar 30 15:50:04 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:04| 22   6  72   0   0| 758M 4052M  146M 2905M|7569B 2160B|   0     0 |   0     0 |1141  1851 |0.85 0.73 0.53|3.0   0  83|   0     0 |uwsgi                317711.8%3492B9123B|bash                 2458   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   21    0
Mar 30 15:50:05 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:05| 22   4  74   1   0| 798M 4012M  146M 2905M|  13k 2052B|   0  3288k|   0  76.0 | 904  1168 |0.86 0.74 0.53|1.0   0  17|   0     0 |openstack            32292 24%  10M  37k|openstack            32292  10M  37k 24%|mysqld       205M|   0     0 |  14   29    0   21    0
Mar 30 15:50:06 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:06| 23   4  73   0   0| 770M 4040M  146M 2905M|6998B 2052B|   0     0 |   0     0 |1336  2015 |0.86 0.74 0.53|1.0   0  22|   0     0 |openstack            323149.0%3614k  37k|bash                 2458   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   29    0
Mar 30 15:50:07 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:07| 24   3  73   0   0| 801M 4009M  146M 2906M|  16k 2160B|   0  3388k|   0  43.0 |1201  1731 |0.86 0.74 0.53|1.0   0   0|   0     0 |openstack            32314 20%7521k   0 |openstack            323147521k   0  20%|mysqld       205M|   0     0 |  14   31    0   36    0
Mar 30 15:50:08 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:08| 22   5  72   0   0| 790M 4020M  146M 2906M|7689B 2160B|   0   544k|   0  27.0 |1115  1552 |0.86 0.74 0.53|1.0   0  74|   0     0 |openstack            32388 16%6995k  37k|bash                 2458   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0   37    0
Mar 30 15:50:09 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:09| 23   3  73   0   0| 807M 4003M  146M 2906M|  13k 2106B|   0   432k|   0  7.00 |1215  1896 |0.86 0.74 0.53|2.0   0   0|   0     0 |openstack            32388 17%4149k 605B|openstack            323884149k 605B 17%|mysqld       205M|   0     0 |  14   29    0   45    0
Mar 30 15:50:10 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:10| 21   6  73   0   0| 793M 4017M  146M 2906M|7021B 2214B|   0   412k|   0  15.0 |1171  1680 |0.87 0.74 0.53|1.0   0 101|   0     0 |openstack            32489 18%7740k  37k|bash                 2458   11M  44k0.2%|mysqld       205M|   0     0 |  14   29    0   45    0
Mar 30 15:50:11 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:11| 22   5  73   0   0| 770M 4040M  146M 2906M|  15k 2160B|   0   332k|   0  8.00 |1323  2025 |0.87 0.74 0.53|1.0   0  70|   0     0 |openstack            325587.2%2055k   0 |bash                 2458   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   50    0
Mar 30 15:50:12 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:12| 24   2  73   0   0| 806M 4003M  146M 2906M|7734B 2160B|   0  3440k|   0   101 |1268  1546 |0.87 0.74 0.53|1.0   0 1.0|   0     0 |openstack            32558 22%9103k  37k|openstack            325589103k  37k 22%|mysqld       205M|   0     0 |  14   31    0   54    0
Mar 30 15:50:13 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:13| 22   6  72   0   0| 784M 4026M  146M 2906M|7937B 2160B|   0    32k|   0  3.00 |1282  1838 |0.87 0.74 0.53|2.0   0  71|   0     0 |openstack            32631 12%5172k  37k|bash                 2458   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   56    0
Mar 30 15:50:14 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:14| 24   3  73   0   0| 762M 4047M  146M 2906M|6103B 2160B|   0   124k|   0  13.0 |1173  1566 |0.87 0.74 0.53|2.0   0  13|   0     0 |uwsgi                317724.2%2535B7793B|bash                 2458   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   60    0
Mar 30 15:50:15 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:15| 22   5  73   0   0| 805M 4004M  146M 2906M|6050B 1890B|   0    68k|   0  5.00 | 915  1272 |0.88 0.74 0.54|2.0 1.0  56|   0     0 |openstack            32700 23%  10M  37k|openstack            32700  10M  37k 23%|mysqld       205M|   0     0 |  14   29    0   60    0
Mar 30 15:50:16 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:16| 22   5  73   0   0| 787M 4022M  146M 2906M|8410B 2160B|   0   144k|   0  14.0 |1318  1904 |0.88 0.74 0.54|1.0   0  73|   0     0 |openstack            305   13%5685k  37k|bash                 2458   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   64    0
Mar 30 15:50:17 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:17| 21   6  73   1   0| 765M 4044M  146M 2906M|7154B 2256B|   0   692k|   0  17.0 |1201  1726 |0.88 0.74 0.54|2.0   0  77|   0     0 |uwsgi                317721.5%2539B7331B|bash                 2458   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   68    0
Mar 30 15:50:18 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:18| 23   3  74   0   0| 808M 4001M  146M 2906M|6758B 2106B|   0   444k|   0  19.0 | 778   868 |0.88 0.74 0.54|2.0   0 1.0|   0     0 |openstack            385   25%  11M  37k|openstack            385    11M  37k 25%|mysqld       205M|   0     0 |  14   29    0   68    0
Mar 30 15:50:19 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:19| 21   5  73   0   0| 794M 4016M  146M 2906M|7088B 2160B|   0    52k|   0  8.00 |1283  2001 |0.88 0.74 0.54|2.0   0  86|   0     0 |openstack            482   14%6841k  37k|bash                 2458   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   73    0
Mar 30 15:50:20 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:20| 22   5  73   0   0| 771M 4038M  146M 2906M|8305B 2214B|   0    48k|   0  3.00 |1296  2059 |0.89 0.75 0.54|1.0   0  97|   0     0 |openstack            580  2.2%1466k   0 |bash                 2458   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   78    0
Mar 30 15:50:21 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:21| 23   4  74   0   0| 811M 3999M  146M 2906M|7952B 2106B|   0   216k|   0  10.0 | 860  1100 |0.89 0.75 0.54|2.0   0 3.0|   0     0 |openstack            580   23%9680k  37k|openstack            580  9680k  37k 23%|mysqld       205M|   0     0 |  14   31    0   80    0
Mar 30 15:50:22 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:22| 21   7  72   0   0| 799M 4011M  146M 2906M|  17k 2160B|   0  1008k|   0  28.0 |1534  2384 |0.89 0.75 0.54|3.0   0 145|   0     0 |openstack            730   16%7739k  37k|bash                 2458   11M  43k0.2%|mysqld       205M|   0     0 |  14   29    0   83    0
Mar 30 15:50:23 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:23| 23   4  72   0   0| 777M 4032M  146M 2906M|9077B 2214B|   0   120k|   0  6.00 |1365  2092 |0.89 0.75 0.54|2.0   0  22|   0     0 |openstack            753  8.0%3092k  37k|bash                 2458   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   92    0
Mar 30 15:50:24 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:24| 24   3  74   0   0| 809M 4000M  146M 2906M|6492B 2052B|   0   108k|   0  8.00 |1000  1503 |0.89 0.75 0.54|2.0   0   0|   0     0 |openstack            753   20%8043k   0 |openstack            753  8043k   0  20%|mysqld       205M|   0     0 |  14   31    0   99    0
Mar 30 15:50:25 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:25| 22   6  72   0   0| 799M 4009M  146M 2906M|6515B 2094B|   0   148k|   0  11.0 | 985  1393 |0.90 0.75 0.54|3.0   0  72|   0     0 |openstack            826   21%8193k  37k|bash                 2458   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  100    0
Mar 30 15:50:26 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:26| 21   8  71   0   0| 773M 4036M  146M 2906M|6635B 2106B|   0    88k|   0  6.00 |1856  3355 |0.90 0.75 0.54|2.0   0 168|   0     0 |uwsgi                317723.5%4909B  15k|bash                 2458   11M  46k0.2%|mysqld       205M|   0     0 |  14   29    0  109    0
Mar 30 15:50:27 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:27| 24   3  74   0   0| 812M 3997M  146M 2906M|7707B 2214B|   0   828k|   0  24.0 | 966  1219 |0.90 0.75 0.54|1.0   0 1.0|   0     0 |openstack            1001  23%9227k  37k|openstack            1001 9227k  37k 23%|mysqld       205M|   0     0 |  14   31    0  112    0
Mar 30 15:50:28 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:28| 22   5  74   0   0| 797M 4012M  146M 2906M|6878B 2160B|   0     0 |   0     0 |1222  1881 |0.90 0.75 0.54|2.0   0  22|   0     0 |openstack            1028  17%7739k  37k|bash                 2458   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0  118    0
Mar 30 15:50:29 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:29| 23   6  72   0   0| 775M 4034M  146M 2907M|7105B 2160B|   0   184k|   0  19.0 |1331  2307 |0.90 0.75 0.54|2.0   0  71|   0     0 |openstack            1107 3.2%1945k   0 |bash                 2458   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  126    0
Mar 30 15:50:30 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:30| 23   3  73   0   0| 812M 3996M  146M 2907M|8075B 2160B|   0   312k|   0  14.0 | 870  1113 |0.91 0.76 0.55|1.0   0 1.0|   0     0 |openstack            1107  22%9199k  37k|openstack            1107 9199k  37k 22%|mysqld       205M|   0     0 |  14   29    0  129    0
Mar 30 15:50:31 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:31| 21   8  71   0   0| 785M 4023M  146M 2907M|  13k 2160B|   0     0 |   0     0 |1751  3172 |0.91 0.76 0.55|2.0   0 171|   0     0 |openstack            1281  11%4463k  37k|bash                 2458   11M  46k0.2%|mysqld       205M|   0     0 |  14   29    0  135    0
Mar 30 15:50:32 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:32| 24   3  72   1   0| 812M 3996M  146M 2907M|6865B 2160B|   0  3544k|   0   387 |1859  1906 |0.91 0.76 0.55|2.0   0   0|   0     0 |openstack            1281  19%6681k   1B|openstack            1281 6681k   1B 19%|mysqld       205M|   0     0 |  14   29    0  141    0
Mar 30 15:50:33 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:33| 23   4  74   0   0| 802M 4006M  146M 2907M|7611B 2160B|   0     0 |   0     0 | 791  1060 |0.91 0.76 0.55|2.0   0  22|   0     0 |openstack            1305  23%9370k  37k|bash                 2458   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0  141    0
Mar 30 15:50:34 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:34| 23   6  71   0   0| 776M 4032M  146M 2907M|  18k 2160B|   0   216k|   0  9.00 |1474  2384 |0.91 0.76 0.55|3.0   0  71|   0     0 |openstack            1377 7.5%2055k   0 |bash                 2458   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  149    0
Mar 30 15:50:35 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:35| 24   3  74   0   0| 813M 3995M  146M 2907M|6100B 1944B|   0   156k|   0  9.00 |1113  1527 |0.92 0.76 0.55|1.0   0 1.0|   0     0 |openstack            1377  21%9088k  37k|openstack            1377 9088k  37k 21%|mysqld       205M|   0     0 |  14   31    0  154    0
Mar 30 15:50:36 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:36| 19   9  71   0   0| 790M 4018M  146M 2907M|  11k 2160B|   0    48k|   0  6.00 |1699  2732 |0.92 0.76 0.55|2.0   0 169|   0     0 |openstack            1546  12%5421k  37k|bash                 2458   11M  46k0.2%|mysqld       205M|   0     0 |  14   29    0  158    0
Mar 30 15:50:37 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:37| 24   2  73   0   0| 765M 4043M  146M 2907M|7157B 2106B|   0  2724k|   0  53.0 |1347  1797 |0.92 0.76 0.55|2.0   0 2.0|   0     0 |uwsgi                317723.0%6165B  19k|python2              29689  42k 459B  0%|mysqld       205M|   0     0 |  14   29    0  167    0
Mar 30 15:50:38 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:38| 22   4  74   0   0| 805M 4003M  146M 2907M|7961B 2214B|   0     0 |   0     0 | 881  1087 |0.92 0.76 0.55|2.0   0  20|   0     0 |openstack            1571  24%  10M  37k|bash                 2458   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0  167    0
Mar 30 15:50:39 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:39| 23   6  72   0   0| 783M 4024M  146M 2907M|7409B 2160B|   0   212k|   0  20.0 |1468  2419 |0.92 0.76 0.55|1.0   0  72|   0     0 |openstack            1643 8.8%4120k  37k|bash                 2458   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  175    0
Mar 30 15:50:40 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:40| 24   3  73   0   0| 813M 3995M  146M 2907M|6768B 2106B|   0     0 |   0     0 |1168  1828 |0.92 0.77 0.55|2.0   0   0|   0     0 |openstack            1643  18%7024k   0 |openstack            1643 7024k   0  18%|mysqld       205M|   0     0 |  14   31    0  181    0
Mar 30 15:50:41 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:41| 20   8  72   0   0| 799M 4009M  146M 2907M|  16k 2256B|   0     0 |   0     0 |1294  1910 |0.92 0.77 0.55|2.0   0 112|   0     0 |openstack            1754  18%7739k  37k|bash                 2458   11M  44k  0%|mysqld       205M|   0     0 |  14   29    0  182    0
Mar 30 15:50:42 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:42| 21   5  73   1   0| 776M 4032M  147M 2907M|  11k 2160B|   0   192k|   0  17.0 |1393  2143 |0.92 0.77 0.55|3.0   0  97|   0     0 |openstack            1859 4.5%1991k   0 |bash                 2458   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0  187    0
Mar 30 15:50:43 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:43| 23   4  73   0   0| 812M 3996M  147M 2907M|  10k 2160B|   0   452k|   0  23.0 | 926  1114 |0.92 0.77 0.55|1.0   0 1.0|   0     0 |openstack            1859  21%9155k  37k|openstack            1859 9155k  37k 21%|mysqld       205M|   0     0 |  14   31    0  188    0
Mar 30 15:50:44 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:44| 21   7  71   0   0| 793M 4015M  147M 2907M|6799B 1998B|   0   120k|   0  9.00 |1471  2386 |0.92 0.77 0.55|3.0   0 145|   0     0 |openstack            2004  13%6247k  37k|bash                 2458   11M  43k0.2%|mysqld       205M|   0     0 |  14   29    0  192    0
Mar 30 15:50:45 cloud-provider-iscsi-0000000075 dstat.sh[29623]: 30-03 15:50:45| 24   3  73   0   0| 766M 4042M  147M 2907M|6927B 2106B|   0    76k|   0  6.00 |1304  1901 |0.93 0.77 0.55|2.0   0 4.0|   0     0 |uwsgi                317723.2%6165B  19k|bash                 2458   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0  201    0
