-- Logs begin at Sat 2020-03-28 11:29:00 UTC, end at Sat 2020-03-28 14:57:36 UTC. --
Mar 28 14:56:54 cloud-provider-iscsi-0000000063 systemd[1]: Started Devstack devstack@dstat.service.
Mar 28 14:56:54 cloud-provider-iscsi-0000000063 dstat.sh[30211]: [286B blob data]
Mar 28 14:56:54 cloud-provider-iscsi-0000000063 dstat.sh[30211]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 28 14:57:18 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:18|  1   0  99   0   0| 455M 4187M  168M 2911M|  29k 2634B|   0   832k|   0  2.00 | 221   201 |0.43 0.51 0.43|  0   0   0|   0     0 |rcu_sched            8    0.2%   0    0 |git-remote-http      15915   0   19k  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:19 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:19|  1   0  99   0   0| 455M 4187M  168M 2911M|  29k 2622B|   0    40k|   0  2.00 | 233   239 |0.43 0.51 0.43|  0   0   0|   0     0 |                                        |git-remote-http      15915   0   16k  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:20 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:20|  1   0  99   0   0| 455M 4187M  168M 2911M|  17k 2490B|   0     0 |   0     0 | 238   222 |0.43 0.51 0.43|  0   0   0|   0     0 |                                        |python2              30264  13k 419B  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:21 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:21|  1   0  99   0   0| 455M 4187M  168M 2911M|  17k 2424B|   0     0 |   0     0 | 202   195 |0.40 0.51 0.43|  0   0   0|   0     0 |systemd-journal      384  0.2%   0    0 |python2              30264  13k 415B0.2%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:22 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:22|  1   0  99   0   0| 455M 4187M  168M 2911M|9370B 2292B|   0     0 |   0     0 | 204   209 |0.40 0.51 0.43|  0   0   0|   0     0 |beam.smp             214160.2%   0    0 |python2              30264  13k 412B0.2%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:23 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:23|  1   1  97   1   0| 455M 4187M  168M 2911M|  27k 2854B|   0  9528k|   0   217 | 625   364 |0.40 0.51 0.43|  0 1.0 2.0|   0     0 |kworker/u8:1         1426 0.5%   0    0 |git                  16622  64k  64k  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:24 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:24|  1   0  98   1   0| 455M 4187M  168M 2911M|  19k 2502B|   0  2756k|   0  82.0 | 380   233 |0.40 0.51 0.43|  0   0   0|   0     0 |beam.smp             214160.2%   0    0 |python2              30264  13k 441B  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:25 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:25|  1   0  99   0   0| 455M 4187M  168M 2911M|  17k 2382B|   0     0 |   0     0 | 221   200 |0.40 0.51 0.43|  0   0   0|   0     0 |                                        |python2              30264  13k 419B  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:26 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:26|  1   0  99   0   0| 455M 4187M  168M 2911M|  27k 2556B|   0     0 |   0     0 | 210   189 |0.37 0.50 0.43|  0   0   0|   0     0 |beam.smp             214160.2%   0    0 |python2              30264  13k 419B  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:27 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:27|  1   1  99   0   0| 455M 4187M  168M 2911M|  17k 2490B|   0     0 |   0     0 | 234   209 |0.37 0.50 0.43|  0   0   0|   0     0 |git-remote-http      159150.2%   0   16k|git-remote-http      15915   0   16k0.2%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:28 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:28|  1   1  99   0   0| 455M 4187M  168M 2911M|  27k 2622B|   0     0 |   0     0 | 253   218 |0.37 0.50 0.43|  0   0   0|   0     0 |git-remote-http      159150.2%   0   15k|git                  16622  64k  64k0.2%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:29 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:29|  1   0  98   0   0| 455M 4187M  168M 2911M|  14k 2602B|   0   300k|   0  35.0 | 298   248 |0.37 0.50 0.43|  0   0   0|   0     0 |accounts-daemon      940  0.2%   0    0 |python2              30264  13k 445B  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:30 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:30|  1   1  99   0   0| 455M 4187M  168M 2911M|  25k 1944B|   0     0 |   0     0 | 197   192 |0.37 0.50 0.43|  0   0   0|   0     0 |beam.smp             214160.2%   0    0 |git-remote-http      15915   0   24k  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:31 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:31|  1   0  99   0   0| 455M 4187M  168M 2911M|  12k  402B|   0     0 |   0     0 | 185   165 |0.34 0.49 0.43|  0   0   0|   0     0 |                                        |python2              30264  13k 424B  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:32 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:32|  1   1  99   0   0| 455M 4187M  168M 2911M|  27k  396B|   0     0 |   0     0 | 206   222 |0.34 0.49 0.43|  0   0   0|   0     0 |                                        |git-remote-http      15915   0   16k  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:33 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:33|  1   0  98   0   0| 455M 4187M  168M 2911M|8893B  132B|   0     0 |   0     0 | 234   272 |0.34 0.49 0.43|  0   0 2.0|   0     0 |beam.smp             214160.8%   0    0 |python2              30264  13k 423B0.2%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:34 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:34|  6   2  92   0   0| 455M 4187M  168M 2911M| 126k 2136B|   0    36k|   0  2.00 | 386   385 |0.34 0.49 0.43|  0   0 4.0|   0     0 |sshd                 1551 0.5%   0    0 |git                  16622  64k  64k0.2%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:35 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:35|  9   3  89   0   0| 463M 4178M  168M 2911M| 242k 5130B|   0     0 |   0     0 | 575   510 |0.34 0.49 0.43|1.0   0  17|   0     0 |python3              314572.8%   0    0 |git-remote-http      15915   0   16k  0%|mysqld       174M|   0     0 |  12    5    0    3    1
Mar 28 14:57:36 cloud-provider-iscsi-0000000063 dstat.sh[30211]: 28-03 14:57:36|  7   3  90   1   0| 455M 4186M  168M 2911M| 151k 7084B| 120k 4096B|5.00  1.00 | 660   646 |0.39 0.50 0.43|  0   0  18|   0     0 |rcu_sched            8    0.2%   0    0 |git-remote-http      15915   0   24k  0%|mysqld       174M|   0     0 |  12    5    0    3    1
