-- Logs begin at Mon 2022-09-26 00:45:40 UTC, end at Mon 2022-09-26 06:00:52 UTC. --
Sep 26 05:21:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 26 05:21:32 ubuntu dstat.sh[72444]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 26 05:21:32 ubuntu dstat.sh[72444]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 26 05:21:44 ubuntu dstat.sh[72444]: 26-09 05:21:44|  8   3  65  21   0|1079M 1386M  187M 5102M| 202k   16k|   0  6610k|   0   616 |5420    10k|1.09 0.83 0.55|1.0   0  14|   0     0 |   0     0 |  9    8    0   10    1
Sep 26 05:21:45 ubuntu dstat.sh[72444]: 26-09 05:21:45| 20   5  52  22   1|1099M 1357M  188M 5109M| 734k   25k|   0  8876k|   0   618 |5430  9768 |1.09 0.83 0.55|4.0   0 7.0|   0     0 |   0     0 |  9    8    0   10    1
Sep 26 05:21:46 ubuntu dstat.sh[72444]: 26-09 05:21:46| 20   6  65   8   0| 988M 1467M  188M 5110M| 252k   15k|   0  3862k|   0   261 |3547  5723 |1.09 0.83 0.55|1.0   0  79|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:47 ubuntu dstat.sh[72444]: 26-09 05:21:47| 26   5  67   1   0|1041M 1413M  188M 5112M| 740k   22k|   0  1936k|   0  21.0 |1837  1906 |1.09 0.83 0.55|2.0   0  11|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:48 ubuntu dstat.sh[72444]: 26-09 05:21:48| 31   6  61   2   0|1080M 1374M  188M 5112M|  53k 7500 |   0  7628k|   0   406 |2494  6898 |1.25 0.87 0.57|1.0   0  34|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:49 ubuntu dstat.sh[72444]: 26-09 05:21:49| 27   3  68   1   0|1012M 1442M  188M 5112M|  73k 6351 |   0  7489k|   0   411 |2175  2947 |1.25 0.87 0.57|1.0   0  11|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:50 ubuntu dstat.sh[72444]: 26-09 05:21:50| 29   4  65   1   0|1072M 1381M  189M 5112M|  78k 5306 |   0  7516k|   0   407 |2093  2955 |1.25 0.87 0.57|1.0   0   0|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:51 ubuntu dstat.sh[72444]: 26-09 05:21:51| 27   4  66   2   0| 991M 1462M  189M 5112M| 223k 9563 |   0  8432k|   0   388 |2499  3583 |1.25 0.87 0.57|1.0   0  77|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:52 ubuntu dstat.sh[72444]: 26-09 05:21:52| 24  20  55   0   0| 993M 1460M  189M 5113M|  25k 3692 |   0  1260k|   0  56.0 |2880  4804 |1.25 0.87 0.57|2.0   0 391|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:53 ubuntu dstat.sh[72444]: 26-09 05:21:53| 19  18  61   0   0| 994M 1458M  189M 5113M|  47k 4580 |   0  1072k|   0  25.0 |3297  6518 |1.31 0.89 0.58|2.0   0 242|   0     0 |   0     0 |  9    6    0   10    1
Sep 26 05:21:54 ubuntu dstat.sh[72444]: 26-09 05:21:54| 55  18  26   0   0|1108M 1337M  189M 5118M|  18k 1985 | 324k   36k|4.00  6.00 |4275  8036 |1.31 0.89 0.58|3.0   0 192|   0     0 |   0     0 |  9    7    0   10    1
Sep 26 05:21:55 ubuntu dstat.sh[72444]: 26-09 05:21:55| 67   8  24   0   0|1164M 1281M  189M 5118M|8016  1664 |   0  1590k|   0  24.0 |1756  2012 |1.31 0.89 0.58|3.0   0 4.0|   0     0 |   0     0 |  9    7    0   10    1
Sep 26 05:21:56 ubuntu dstat.sh[72444]: 26-09 05:21:56| 66   6  25   2   0|1212M 1207M  190M 5141M|9571  1565 | 372k   10M|7.99   140 |1792  2112 |1.31 0.89 0.58|3.0   0   0|   0     0 |   0     0 |  9    7    0   10    1
Sep 26 05:21:57 ubuntu dstat.sh[72444]: 26-09 05:21:57| 54  16  29   1   0|1235M 1165M  191M 5156M|9566  2383 |   0  4012k|   0   110 |3489  8152 |1.31 0.89 0.58|2.0   0 139|   0     0 |   0     0 |  9    6    0   11    1
Sep 26 05:21:58 ubuntu dstat.sh[72444]: 26-09 05:21:58| 40   7  53   0   0|1287M 1093M  192M 5174M|8410  1619 |   0  1951k|   0  48.0 |1398  1438 |1.36 0.90 0.58|2.0   0 1.0|   0     0 |   0     0 |  9    6    0   11    1
Sep 26 05:21:59 ubuntu dstat.sh[72444]: 26-09 05:21:59| 33   4  63   0   0|1327M 1047M  192M 5179M|  11k 1858 |   0  1141k|   0  50.0 |1326  1335 |1.36 0.90 0.58|2.0   0 1.0|   0     0 |   0     0 |  9    7    0   11    1
Sep 26 05:22:00 ubuntu dstat.sh[72444]: 26-09 05:22:00| 23   2  72   2   0|1340M 1033M  192M 5179M|  79k   67k|   0  2358k|   0   224 |3055  5281 |1.36 0.90 0.58|1.0   0 1.0|   0     0 |   0     0 |  9    7    0   13    1
Sep 26 05:22:01 ubuntu dstat.sh[72444]: 26-09 05:22:01| 37  10  53   1   0|1209M 1184M  192M 5160M|  12k 2277 |   0  3812k|   0  53.1 |1583  1722 |1.36 0.90 0.58|2.0   0  47|   0     0 |   0     0 |  9    4    0   13    0
Sep 26 05:22:02 ubuntu dstat.sh[72444]: 26-09 05:22:02| 43   9  45   1   0|1273M 1119M  192M 5161M|  40k   33k|  64k 1580k|6.00  9.00 |6449    15k|1.36 0.90 0.58|3.0   0  13|   0     0 |   0     0 |  9   11    0   13    0
Sep 26 05:22:03 ubuntu dstat.sh[72444]: 26-09 05:22:03| 37   5  48   8   0|1264M 1128M  192M 5161M|  97k   91k| 216k 3164k|53.9  96.9 |2411  3458 |1.65 0.97 0.61|2.0   0 9.0|   0     0 |   0     0 |  9   28    0   13    0
Sep 26 05:22:04 ubuntu dstat.sh[72444]: 26-09 05:22:04| 44  11  45   0   0|1264M 1128M  192M 5161M|  13k 1622 |   0   517k|   0  4.01 |9461    18k|1.65 0.97 0.61|2.0   0  56|   0     0 |   0     0 |  9   28    0   13    0
Sep 26 05:22:05 ubuntu dstat.sh[72444]: 26-09 05:22:05| 43   7  49   0   0|1234M 1158M  192M 5161M|  79k   60k|   0   936k|   0  52.0 |1752  2137 |1.65 0.97 0.61|3.0   0 7.0|   0     0 |   0     0 |  9   28    0    9    0
Sep 26 05:22:06 ubuntu dstat.sh[72444]: 26-09 05:22:06| 50  17  33   0   0|1234M 1158M  192M 5161M|  11k 1620 |   0  3929k|   0   176 |2390  3317 |1.65 0.97 0.61|5.0   0 215|   0     0 |   0     0 |  9   28    0    9    0
Sep 26 05:22:07 ubuntu dstat.sh[72444]: 26-09 05:22:07| 67   9  25   0   0|1320M 1071M  192M 5161M| 107k   98k|   0    10M|   0   634 |3154  2769 |1.65 0.97 0.61|3.0   0 4.0|   0     0 |   0     0 |  9   29    0    9    0
Sep 26 05:22:08 ubuntu dstat.sh[72444]: 26-09 05:22:08| 57   7  35   0   0|1161M 1230M  192M 5161M| 686k  677k|   0   409k|   0  26.1 |4965  9843 |1.76 1.01 0.62|2.0   0  81|   0     0 |   0     0 |  9   32    0   11    0
Sep 26 05:22:09 ubuntu dstat.sh[72444]: 26-09 05:22:09| 70  20   9   0   0|1312M 1080M  192M 5161M|7651  1620 |   0    44k|   0  11.0 |2206  3919 |1.76 1.01 0.62|6.0   0 444|   0     0 |   0     0 |  9   32    0   11    0
Sep 26 05:22:10 ubuntu dstat.sh[72444]: 26-09 05:22:10| 85  15   0   0   1|1479M  912M  192M 5161M| 283k  278k|   0   476k|   0  13.0 |3318  5292 |1.76 1.01 0.62|6.0   0 105|   0     0 |   0     0 |  9   33    0   11    0
Sep 26 05:22:11 ubuntu dstat.sh[72444]: 26-09 05:22:11| 84  12   2   0   0|1364M 1027M  192M 5162M| 698k  692k|   0  1715k|   0   122 |4757    12k|1.76 1.01 0.62|3.0   0 150|   0     0 |   0     0 |  9   33    0   11    0
Sep 26 05:22:12 ubuntu dstat.sh[72444]: 26-09 05:22:12| 56  12  31   0   0|1233M 1159M  192M 5162M| 325k  316k|   0  6563k|   0   114 |3706  6886 |1.76 1.01 0.62|2.0   0 163|   0     0 |   0     0 |  9   32    0   11    0
Sep 26 05:22:13 ubuntu dstat.sh[72444]: 26-09 05:22:13| 45   5  48   0   0|1294M 1097M  192M 5162M| 325k  319k|   0   572k|   0  21.0 |2598  4763 |1.78 1.02 0.63|5.0   0   0|   0     0 |   0     0 |  9   33    0   12    0
Sep 26 05:22:14 ubuntu dstat.sh[72444]: 26-09 05:22:14| 34   5  60   0   0|1167M 1224M  192M 5162M| 311k  304k|   0   388k|   0  34.0 |3328  5948 |1.78 1.02 0.63|1.0   0  74|   0     0 |   0     0 |  9   32    0   13    0
Sep 26 05:22:15 ubuntu dstat.sh[72444]: 26-09 05:22:15| 20   6  73   0   0|1209M 1182M  192M 5162M|  17k 1619 |   0   184k|   0  8.99 |1424  1891 |1.78 1.02 0.63|1.0   0  70|   0     0 |   0     0 |  9   32    0   13    0
Sep 26 05:22:16 ubuntu dstat.sh[72444]: 26-09 05:22:16| 22   3  73   0   0|1233M 1157M  192M 5162M| 143k  138k|   0   348k|   0  8.00 |1763  2783 |1.78 1.02 0.63|1.0   0   0|   0     0 |   0     0 |  9   33    0   13    0
Sep 26 05:22:17 ubuntu dstat.sh[72444]: 26-09 05:22:17| 15  15  69   1   0|1165M 1226M  192M 5162M|  72k   66k|   0  1638k|   0   109 |3107  4966 |1.78 1.02 0.63|1.0   0 268|   0     0 |   0     0 |  9   32    0   13    0
Sep 26 05:22:18 ubuntu dstat.sh[72444]: 26-09 05:22:18| 16  28  57   0   0|1180M 1211M  192M 5162M|  10k 1621 |   0    28k|   0  7.01 |2851  4734 |1.64 1.01 0.62|3.0   0 584|   0     0 |   0     0 |  9   32    0   13    0
Sep 26 05:22:19 ubuntu dstat.sh[72444]: 26-09 05:22:19| 75  23   1   0   0|1361M 1030M  192M 5162M|6871  1566 |   0   560k|   0  15.0 |1931  3187 |1.64 1.01 0.62|7.0   0 356|   0     0 |   0     0 |  9   32    0   13    0
Sep 26 05:22:20 ubuntu dstat.sh[72444]: 26-09 05:22:20| 87  10   2   0   0|1499M  892M  192M 5162M| 396k  390k|   0   424k|   0  15.0 |3507  6155 |1.64 1.01 0.62|5.0   0   0|   0     0 |   0     0 |  9   36    0   13    0
Sep 26 05:22:21 ubuntu dstat.sh[72444]: 26-09 05:22:21| 61   9  30   0   0|1446M  945M  192M 5162M|1422k 1413k|   0   548k|   0  60.0 |7274    18k|1.64 1.01 0.62|5.0   0 104|   0     0 |   0     0 |  9   36    0   19    0
Sep 26 05:22:22 ubuntu dstat.sh[72444]: 26-09 05:22:22| 84  14   2   0   0|1366M 1024M  192M 5162M| 665k  660k|   0   649k|   0  27.0 |5283    11k|1.64 1.01 0.62|8.0   0 186|   0     0 |   0     0 |  9   32    0   19    0
Sep 26 05:22:23 ubuntu dstat.sh[72444]: 26-09 05:22:23| 89  11   0   0   0|1475M  915M  192M 5162M|  86k   77k|   0   376k|   0  6.00 |1764  2377 |1.99 1.09 0.65|7.0   0  20|   0     0 |   0     0 |  9   33    0   19    0
Sep 26 05:22:24 ubuntu dstat.sh[72444]: 26-09 05:22:24| 88  11   1   0   0|1511M  879M  192M 5163M|1073k 1063k|   0  1090k|   0  52.9 |4977    15k|1.99 1.09 0.65|8.0   0  69|   0     0 |   0     0 |  9   36    0   20    0
Sep 26 05:22:25 ubuntu dstat.sh[72444]: 26-09 05:22:25| 84  11   5   0   0|1319M 1070M  192M 5163M|1119k 1112k|   0   982k|   0  79.2 |4333    15k|1.99 1.09 0.65| 10   0 128|   0     0 |   0     0 |  9   33    0   22    0
Sep 26 05:22:26 ubuntu dstat.sh[72444]: 26-09 05:22:26| 87  13   0   0   0|1435M  955M  192M 5163M| 401k  394k|   0  1160k|   0  49.0 |3500  7176 |1.99 1.09 0.65|8.0   0  97|   0     0 |   0     0 |  9   32    0   22    0
Sep 26 05:22:27 ubuntu dstat.sh[72444]: 26-09 05:22:27| 85  14   0   0   0|1488M  901M  193M 5163M| 605k  596k|   0    34M|   0   193 |4301  8944 |1.99 1.09 0.65|9.0   0 153|   0     0 |   0     0 |  9   33    0   22    0
Sep 26 05:22:28 ubuntu dstat.sh[72444]: 26-09 05:22:28| 84  16   1   0   0|1528M  860M  193M 5164M| 976k  969k|   0  1180k|   0  46.2 |5445    13k|2.39 1.19 0.69|7.0   0 311|   0     0 |   0     0 |  9   36    0   22    0
Sep 26 05:22:29 ubuntu dstat.sh[72444]: 26-09 05:22:29| 88  11   0   0   0|1627M  761M  193M 5165M| 872k  866k|   0  1248k|   0  33.0 |5831  9956 |2.39 1.19 0.69|8.0   0 2.0|   0     0 |   0     0 |  9   33    0   19    0
Sep 26 05:22:30 ubuntu dstat.sh[72444]: 26-09 05:22:30| 83  16   2   0   0|1443M  945M  193M 5165M| 697k  689k|   0   676k|   0  31.0 |5612    12k|2.39 1.19 0.69|6.0   0 231|   0     0 |   0     0 |  9   34    0   19    0
Sep 26 05:22:31 ubuntu dstat.sh[72444]: 26-09 05:22:31| 68  11  20   0   0|1328M 1060M  193M 5165M|1181k 1167k|   0   656k|   0  63.0 |7033    17k|2.39 1.19 0.69|4.0   0  99|   0     0 |   0     0 |  9   34    0   21    0
Sep 26 05:22:32 ubuntu dstat.sh[72444]: 26-09 05:22:32| 77  20   2   0   0|1338M 1050M  193M 5165M| 322k  317k|   0    30M|   0   113 |3122  6273 |2.39 1.19 0.69|4.0   0 310|   0     0 |   0     0 |  9   32    0   21    0
Sep 26 05:22:33 ubuntu dstat.sh[72444]: 26-09 05:22:33| 85  10   4   0   0|1437M  950M  193M 5165M| 596k  590k|   0  1179k|   0  34.0 |4022  8490 |2.52 1.23 0.71|3.0   0   0|   0     0 |   0     0 |  9   35    0   23    0
Sep 26 05:22:34 ubuntu dstat.sh[72444]: 26-09 05:22:34| 75  16   8   0   0|1300M 1087M  193M 5165M|1027k 1019k|   0  1233k|   0  72.1 |5333    14k|2.52 1.23 0.71|5.0   0 299|   0     0 |   0     0 |  9   32    0   27    0
Sep 26 05:22:35 ubuntu dstat.sh[72444]: 26-09 05:22:35| 87  13   0   0   0|1414M  973M  193M 5165M| 155k  134k|   0   689k|   0  12.0 |2355  3328 |2.52 1.23 0.71|5.0   0  62|   0     0 |   0     0 |  9   33    0   27    0
Sep 26 05:22:36 ubuntu dstat.sh[72444]: 26-09 05:22:36| 89  10   1   0   0|1446M  941M  193M 5166M|1014k 1000k|   0   899k|   0  39.1 |4197    11k|2.52 1.23 0.71|5.0   0  19|   0     0 |   0     0 |  9   35    0   27    0
Sep 26 05:22:37 ubuntu dstat.sh[72444]: 26-09 05:22:37| 70  17  12   0   0|1300M 1087M  193M 5166M|1157k 1148k|   0  2980k|   0   193 |6648    16k|2.52 1.23 0.71|6.0   0 339|   0     0 |   0     0 |  9   33    0   27    0
Sep 26 05:22:38 ubuntu dstat.sh[72444]: 26-09 05:22:38| 86  13   0   0   0|1403M  983M  193M 5166M| 106k   87k|   0   440k|   0  12.0 |2228  2887 |2.72 1.30 0.73|5.0   0  65|   0     0 |   0     0 |  9   33    0   27    0
Sep 26 05:22:39 ubuntu dstat.sh[72444]: 26-09 05:22:39| 77  17   7   0   0|1317M 1068M  193M 5166M|1127k 1114k|   0   948k|   0  54.0 |5431    16k|2.72 1.30 0.73|6.0 1.0 251|   0     0 |   0     0 |  9   34    0   27    0
Sep 26 05:22:40 ubuntu dstat.sh[72444]: 26-09 05:22:40| 85  13   1   0   0|1340M 1046M  193M 5166M| 421k  412k|   0   524k|   0  34.0 |3917  7099 |2.72 1.30 0.73|5.0   0  87|   0     0 |   0     0 |  9   32    0   27    0
Sep 26 05:22:41 ubuntu dstat.sh[72444]: 26-09 05:22:41| 83  13   4   0   1|1373M 1013M  193M 5166M| 793k  785k|   0   960k|   0  71.0 |5968    12k|2.72 1.30 0.73|5.0   0  84|   0     0 |   0     0 |  9   33    0   27    0
Sep 26 05:22:42 ubuntu dstat.sh[72444]: 26-09 05:22:42| 84  12   2   0   0|1379M 1006M  193M 5167M| 698k  690k|   0  5994k|   0   114 |4108  9336 |2.72 1.30 0.73|4.0   0  74|   0     0 |   0     0 |  9   32    0   27    0
Sep 26 05:22:43 ubuntu dstat.sh[72444]: 26-09 05:22:43| 66  11  22   0   0|1311M 1074M  193M 5167M| 574k  566k|   0   751k|   0  45.0 |5028  9715 |2.74 1.33 0.74|3.0   0 124|   0     0 |   0     0 |  9   33    0   29    0
Sep 26 05:22:44 ubuntu dstat.sh[72444]: 26-09 05:22:44| 74  21   4   0   0|1311M 1074M  193M 5167M| 328k  319k|   0   656k|   0  42.0 |3568  7887 |2.74 1.33 0.74|6.0   0 488|   0     0 |   0     0 |  9   32    0   29    0
Sep 26 05:22:45 ubuntu dstat.sh[72444]: 26-09 05:22:45| 90  11   0   0   0|1465M  919M  193M 5167M| 243k  235k|   0   925k|   0  23.0 |2729  4485 |2.74 1.33 0.74|8.0   0 144|   0     0 |   0     0 |  9   34    0   29    0
Sep 26 05:22:46 ubuntu dstat.sh[72444]: 26-09 05:22:46| 84  14   1   0   0|1559M  826M  193M 5167M|1316k 1300k|   0  2004k|   0   106 |5595    17k|2.74 1.33 0.74|7.0   0 146|   0     0 |   0     0 |  9   35    0   29    0
Sep 26 05:22:47 ubuntu dstat.sh[72444]: 26-09 05:22:47| 83  17   1   0   0|1374M 1010M  193M 5168M| 942k  936k|   0   584k|   0  24.0 |4451    11k|2.74 1.33 0.74|9.0   0 215|   0     0 |   0     0 |  9   34    0   30    0
Sep 26 05:22:48 ubuntu dstat.sh[72444]: 26-09 05:22:48| 84  15   0   0   0|1430M  954M  193M 5168M| 675k  669k|   0  1233k|   0  22.0 |4331    12k|2.92 1.39 0.76|8.0   0 173|   0     0 |   0     0 |  9   33    0   30    0
Sep 26 05:22:49 ubuntu dstat.sh[72444]: 26-09 05:22:49| 86  13   1   0   0|1450M  934M  193M 5168M| 548k  542k|   0   588k|   0  12.0 |4938  9861 |2.92 1.39 0.76|9.0   0 146|   0     0 |   0     0 |  9   35    0   31    0
Sep 26 05:22:50 ubuntu dstat.sh[72444]: 26-09 05:22:50| 86  12   1   0   1|1320M 1063M  193M 5168M| 998k  992k|   0  1137k|   0  74.1 |4641    14k|2.92 1.39 0.76|8.0   0 190|   0     0 |   0     0 |  9   33    0   30    0
Sep 26 05:22:51 ubuntu dstat.sh[72444]: 26-09 05:22:51| 85  14   1   0   0|1395M  988M  193M 5168M| 582k  574k|   0  1576k|   0  49.0 |3932  9158 |2.92 1.39 0.76|7.0   0 182|   0     0 |   0     0 |  9   33    0   30    0
Sep 26 05:22:52 ubuntu dstat.sh[72444]: 26-09 05:22:52| 86  12   1   0   0|1447M  936M  193M 5168M| 464k  457k|   0   988k|   0  43.0 |3510  7674 |2.92 1.39 0.76|7.0   0 131|   0     0 |   0     0 |  9   33    0   30    0
Sep 26 05:22:53 ubuntu dstat.sh[72444]: 26-09 05:22:53| 77  15   5   0   0|1435M  948M  193M 5169M|1288k 1282k|   0  1199k|   0  55.9 |8191    17k|3.09 1.45 0.79|5.0   0 309|   0     0 |   0     0 |  9   35    0   30    0
Sep 26 05:22:54 ubuntu dstat.sh[72444]: 26-09 05:22:54| 57  16  25   0   0|1239M 1143M  193M 5169M|1040k 1033k|   0   912k|   0  44.0 |5908    15k|3.09 1.45 0.79|3.0   0 428|   0     0 |   0     0 |  9   33    0   30    0
Sep 26 05:22:55 ubuntu dstat.sh[72444]: 26-09 05:22:55| 18  17  65   0   0|1172M 1211M  193M 5169M| 122k  116k|   0   348k|   0  18.0 |3009  5239 |3.09 1.45 0.79|4.0   0 400|   0     0 |   0     0 |  9   32    0   30    0
Sep 26 05:22:56 ubuntu dstat.sh[72444]: 26-09 05:22:56| 62  29  10   0   0|1305M 1077M  193M 5169M|9235  1621 |   0   484k|   0  21.0 |2348  5548 |3.09 1.45 0.79|6.0   0 773|   0     0 |   0     0 |  9   32    0   30    0
Sep 26 05:22:57 ubuntu dstat.sh[72444]: 26-09 05:22:57| 88  12   0   0   0|1453M  930M  193M 5169M| 326k  318k|   0  1640k|   0  75.0 |2785  5728 |3.09 1.45 0.79|5.0   0 148|   0     0 |   0     0 |  9   34    0   30    0
Sep 26 05:22:58 ubuntu dstat.sh[72444]: 26-09 05:22:58| 81  16   2   0   0|1350M 1033M  193M 5169M| 797k  791k|   0  1836k|   0   120 |4252    13k|3.24 1.51 0.81|5.0   0 325|   0     0 |   0     0 |  9   33    0   29    0
Sep 26 05:22:59 ubuntu dstat.sh[72444]: 26-09 05:22:59| 86  13   2   0   0|1349M 1033M  193M 5169M| 303k  296k|  28k  900k|2.00  41.0 |3226  6719 |3.24 1.51 0.81|5.0   0 112|   0     0 |   0     0 |  9   32    0   29    0
Sep 26 05:23:00 ubuntu dstat.sh[72444]: 26-09 05:23:00| 84  13   2   0   0|1471M  911M  193M 5170M| 738k  731k|   0   647k|   0  24.0 |4536    11k|3.24 1.51 0.81|6.0   0  68|   0     0 |   0     0 |  9   35    0   30    0
Sep 26 05:23:01 ubuntu dstat.sh[72444]: 26-09 05:23:01| 73  10  17   0   0|1512M  869M  193M 5170M|1463k 1456k|   0   737k|   0  47.0 |5836    18k|3.24 1.51 0.81|3.0   0   0|   0     0 |   0     0 |  9   36    0   36    0
Sep 26 05:23:02 ubuntu dstat.sh[72444]: 26-09 05:23:02| 55   7  40   1   0|1518M  863M  193M 5171M|1340k 1333k|   0   332k|   0  36.0 |7005    17k|3.24 1.51 0.81|2.0   0   0|   0     0 |   0     0 |  9   37    0   37    0
Sep 26 05:23:03 ubuntu dstat.sh[72444]: 26-09 05:23:03| 79  12   8   0   0|1330M 1050M  193M 5171M| 808k  803k|   0  2341k|   0  52.9 |4562    11k|3.38 1.56 0.83|6.0   0 136|   0     0 |   0     0 |  9   33    0   38    0
Sep 26 05:23:04 ubuntu dstat.sh[72444]: 26-09 05:23:04| 89  12   1   0   0|1419M  961M  193M 5171M| 183k  168k|   0   813k|   0  14.0 |2608  3820 |3.38 1.56 0.83|5.0   0  48|   0     0 |   0     0 |  9   34    0   38    0
Sep 26 05:23:05 ubuntu dstat.sh[72444]: 26-09 05:23:05| 83  10   6   0   0|1501M  877M  193M 5174M|1052k 1046k|   0   876k|   0  36.0 |4999    14k|3.38 1.56 0.83|4.0   0 3.0|   0     0 |   0     0 |  9   36    0   39    0
Sep 26 05:23:06 ubuntu dstat.sh[72444]: 26-09 05:23:06| 61   6  32   0   0|1514M  863M  193M 5174M|1234k 1228k|   0   368k|   0  38.0 |5540    15k|3.38 1.56 0.83|3.0   0   0|   0     0 |   0     0 |  9   37    0   43    0
Sep 26 05:23:07 ubuntu dstat.sh[72444]: 26-09 05:23:07| 57   6  35   0   0|1450M  927M  193M 5174M|1080k 1069k|   0   639k|   0  78.9 |6340    15k|3.38 1.56 0.83|8.0   0  23|   0     0 |   0     0 |  9   34    0   49    0
Sep 26 05:23:08 ubuntu dstat.sh[72444]: 26-09 05:23:08| 81  16   2   0   0|1413M  963M  193M 5174M| 998k  990k|   0  1630k|   0   150 |5303    13k|3.59 1.64 0.86|5.0   0 130|   0     0 |   0     0 |  9   34    0   48    0
Sep 26 05:23:09 ubuntu dstat.sh[72444]: 26-09 05:23:09| 89  10   1   0   0|1416M  961M  193M 5175M| 258k  252k|   0   612k|   0  28.0 |3048  5255 |3.59 1.64 0.86|5.0   0  70|   0     0 |   0     0 |  9   33    0   48    0
