-- Logs begin at Mon 2020-03-30 21:47:58 UTC, end at Tue 2020-03-31 01:48:09 UTC. --
Mar 31 01:16:59 cloud-provider-iscsi-0000000081 systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 01:17:00 cloud-provider-iscsi-0000000081 dstat.sh[23857]: [286B blob data]
Mar 31 01:17:00 cloud-provider-iscsi-0000000081 dstat.sh[23857]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 01:17:10 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:10| 12   5  71  13   0| 639M 4161M  148M 2918M|6689B 2106B|   0  8368k|   0   685 |4275  7334 |0.71 0.63 0.48|  0 1.0   0|   0     0 |mysqld               231386.5%   0    0 |keystone-manage      25173  35k  24k6.2%|mysqld       197M|   0     0 |  14    7    0    6    0
Mar 31 01:17:11 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:11|  9   7  62  22   0| 640M 4159M  148M 2918M|6562B 2160B|   0    85M|   0   962 |3114  4351 |0.71 0.63 0.48|1.0 1.0   0|   0     0 |mysqld               231389.0%   0    0 |keystone-manage      25173  16k  10k3.2%|mysqld       198M|   0     0 |  14    7    0    6    0
Mar 31 01:17:12 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:12|  9   5  64  22   0| 641M 4157M  148M 2918M|8769B 2052B|   0    17M|   0  1072 |3289  7422 |0.71 0.63 0.48|  0 1.0   0|   0     0 |mysqld               231386.0%   0    0 |keystone-manage      25173  18k  12k4.0%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 31 01:17:13 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:13| 21   5  71   3   0| 642M 4154M  149M 2920M|7855B 2160B|   0  4200k|   0   275 |5052    13k|0.71 0.63 0.48|2.0   0   0|   0     0 |keystone-manage      25173 15%  74k 556k|python3.6            5802  530k1104k3.5%|mysqld       199M|   0     0 |  14    7    0    6    0
Mar 31 01:17:14 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:14| 14   6  70  11   0| 643M 4153M  149M 2920M|8111B 2160B|   0  8460k|   0   690 |3451    10k|0.81 0.65 0.49|3.0 1.0   0|   0     0 |keystone-manage      251738.8%  39k 163k|python3.6            5802  146k 304k1.0%|mysqld       200M|   0     0 |  14    7    0    6    0
Mar 31 01:17:15 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:15| 17   6  72   5   0| 574M 4222M  149M 2920M|  15k 2160B|   0  5528k|   0   405 |3514  8562 |0.81 0.65 0.49|1.0   0  54|   0     0 |mysqld               231385.5%   0    0 |bash                 2052   17M1880k0.5%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 01:17:16 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:16| 23   4  72   2   0| 617M 4178M  149M 2921M|  10k 2106B|   0  6820k|   0  72.0 |1201  1649 |0.81 0.65 0.49|1.0   0  24|   0     0 |keystone-manage      25253 24%  11M  37k|keystone-manage      25253  11M  37k 24%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 01:17:17 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:17| 23   4  71   2   0| 593M 4201M  149M 2921M|6764B 2160B|   0  7156k|   0  71.0 |1183  1629 |0.81 0.65 0.49|1.0   0  13|   0     0 |keystone-manage      25264 10%5231k  37k|bash                 2052   16M  39k0.2%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 01:17:18 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:18| 24   3  72   2   0| 574M 4219M  149M 2922M|6244B 2214B|   0  6580k|   0   136 |1274  1840 |0.81 0.65 0.49|1.0   0  19|   0     0 |bash                 2052 0.5%  16M  39k|bash                 2052   16M  39k0.5%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 01:17:19 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:19| 11  19  69   0   0| 575M 4217M  149M 2923M|6763B 2094B|   0   160k|   0  12.0 |2466  6085 |1.07 0.71 0.51|2.0   0 464|   0     0 |bash                 2052 2.8%2534k  30k|bash                 2052 2534k  30k2.8%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 01:17:20 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:20| 17  20  63   0   0| 593M 4198M  149M 2924M|7487B 2160B|   0    20k|   0  5.00 |4699  7940 |1.07 0.71 0.51|3.0   0 311|   0     0 |systemd              1    5.8%   0    0 |bash                 2052 2237k  17k1.5%|mysqld       201M|   0     0 |  14    5    0    7    0
Mar 31 01:17:21 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:21| 46   8  46   1   0| 678M 4113M  149M 2924M|7077B 2052B| 128k    0 |1.00     0 |1101  1467 |1.07 0.71 0.51|2.0   0  79|   0     0 |uwsgi                26009 25%  10M  37k|uwsgi                26010  10M  37k 24%|mysqld       201M|   0     0 |  14    7    0    7    0
Mar 31 01:17:22 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:22| 47   6  47   0   0| 731M 4058M  149M 2926M|7384B 2160B|  20k 1452k|4.00  63.0 |1173  5232 |1.07 0.71 0.51|2.0   0   0|   0     0 |uwsgi                26009 25%5633k 505k|uwsgi                260105803k 751k 25%|mysqld       201M|   0     0 |  14    7    0    7    0
Mar 31 01:17:23 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:23| 26  10  64   0   0| 757M 4031M  149M 2927M|6721B 2202B|   0     0 |   0     0 |2485  4276 |1.07 0.71 0.51|1.0   0 174|   0     0 |keystone-manage      26285 15%5997k  37k|keystone-manage      262855997k  37k 15%|mysqld       201M|   0     0 |  14    5    0    8    0
Mar 31 01:17:24 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:24| 23   4  74   0   0| 803M 3985M  149M 2927M|  14k 2160B|   0  1332k|   0  4.00 | 702   758 |1.06 0.71 0.51|1.0   0   0|   0     0 |keystone-manage      26285 25%  11M2860B|keystone-manage      26285  11M2860B 25%|mysqld       201M|   0     0 |  14    5    0    8    0
Mar 31 01:17:25 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:25| 23   3  73   0   0| 817M 3970M  150M 2927M|6947B 2160B|   0   632k|   0  58.0 |1324  1996 |1.06 0.71 0.51|1.0   0 2.0|   0     0 |keystone-manage      26285 23%1147k  10k|keystone-manage      262851147k  10k 23%|mysqld       203M|   0     0 |  14    5    0   11    0
Mar 31 01:17:26 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:26| 22   6  73   0   0| 776M 4012M  150M 2927M|6640B 2160B|   0  2424k|   0  74.0 |1111  1404 |1.06 0.71 0.51|1.0   0  53|   0     0 |openstack            26368 22%8820k  37k|bash                 2052   18M  50k0.2%|mysqld       203M|   0     0 |  14    5    0   11    0
Mar 31 01:17:27 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:27| 18   4  73   6   0| 798M 3990M  150M 2927M|7890B 2160B|  72k 9184k|18.0   123 |1241  1543 |1.06 0.71 0.51|1.0   0 3.0|   0     0 |uwsgi                260096.8% 129k4519B|openstack            263682338k   0 6.2%|mysqld       205M|   0     0 |  14   25    0   13    0
Mar 31 01:17:28 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:28| 21   5  73   0   0| 779M 4009M  150M 2927M|7581B 2160B|   0     0 |   0     0 |1169  1733 |1.06 0.71 0.51|1.0   0  61|   0     0 |openstack            26432 15%5931k  37k|bash                 2052   11M  39k  0%|mysqld       205M|   0     0 |  14   29    0   16    0
Mar 31 01:17:29 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:29| 24   3  73   0   0| 753M 4035M  150M 2927M|8130B 2160B|   0     0 |   0     0 |1042  1694 |1.06 0.72 0.52|1.0   0  28|   0     0 |uwsgi                260092.0%3492B9123B|bash                 2052   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   21    0
Mar 31 01:17:30 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:30| 22   6  73   0   0| 792M 3996M  150M 2927M|  10k 1998B|   0  1376k|   0  8.00 | 913  1442 |1.06 0.72 0.52|1.0   0  72|   0     0 |openstack            26532 24%8892k  37k|openstack            265328892k  37k 24%|mysqld       205M|   0     0 |  14   29    0   21    0
Mar 31 01:17:31 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:31| 22   4  73   0   0| 762M 4025M  150M 2927M|7077B 2106B|   0     0 |   0     0 |1283  2206 |1.06 0.72 0.52|1.0   0  21|   0     0 |openstack            265544.0%1926k   0 |bash                 2052   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   29    0
Mar 31 01:17:32 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:32| 23   3  73   1   0| 800M 3988M  150M 2927M|  22k 2160B|   0  2868k|   0  31.0 | 879  1215 |1.06 0.72 0.52|1.0   0 1.0|   0     0 |openstack            26554 23%9209k  37k|openstack            265549209k  37k 23%|mysqld       205M|   0     0 |  14   31    0   32    0
Mar 31 01:17:33 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:33| 23   5  72   0   0| 780M 4007M  150M 2927M|6261B 2160B|   0   668k|   0  18.0 |1259  2205 |1.06 0.72 0.52|1.0   0  74|   0     0 |openstack            26628 13%5294k  37k|bash                 2052   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0   37    0
Mar 31 01:17:34 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:34| 24   3  73   0   0| 806M 3981M  150M 2927M|  14k 2160B|   0     0 |   0     0 |1142  1916 |1.05 0.72 0.52|1.0   0   0|   0     0 |openstack            26628 18%5850k 605B|openstack            266285850k 605B 18%|mysqld       205M|   0     0 |  14   29    0   45    0
Mar 31 01:17:35 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:35| 21   6  73   0   0| 792M 3995M  150M 2927M|5761B 2160B|   0     0 |   0     0 | 997  1483 |1.05 0.72 0.52|1.0   0 101|   0     0 |openstack            26729 20%7829k  37k|bash                 2052   11M  44k0.5%|mysqld       205M|   0     0 |  14   29    0   45    0
Mar 31 01:17:36 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:36| 21   5  73   0   0| 768M 4019M  150M 2927M|5577B 2160B|   0     0 |   0     0 |1214  1742 |1.05 0.72 0.52|1.0   0  68|   0     0 |openstack            267985.2%1982k   0 |bash                 2052   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   50    0
Mar 31 01:17:37 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:37| 24   3  73   1   0| 800M 3987M  150M 2927M|6163B 2160B|   0  1724k|   0  76.0 | 856   896 |1.05 0.72 0.52|1.0   0 3.0|   0     0 |openstack            26798 25%8471k  37k|openstack            267988471k  37k 25%|mysqld       205M|   0     0 |  14   29    0   50    0
Mar 31 01:17:38 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:38| 22   5  72   0   0| 772M 4015M  150M 2927M|6177B 2160B|   0   288k|   0  3.00 |1388  2095 |1.05 0.72 0.52|1.0   0  70|   0     0 |uwsgi                260107.2% 683k  12k|bash                 2052   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   56    0
Mar 31 01:17:39 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:39| 24   3  74   0   0| 807M 3980M  150M 2927M|7264B 2106B|   0   540k|   0  15.0 | 726   761 |1.05 0.73 0.52|1.0   0 1.0|   0     0 |openstack            26871 25%9148k  37k|openstack            268719148k  37k 25%|mysqld       205M|   0     0 |  14   29    0   57    1
Mar 31 01:17:40 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:40| 23   4  72   0   0| 781M 4006M  150M 2928M|5050B 2092B|   0   396k|   0  17.0 |1294  1894 |1.05 0.73 0.52|1.0   0  69|   0     0 |openstack            26940 12%4653k  37k|bash                 2052   11M  40k  0%|mysqld       205M|   0     0 |  14   29    0   60    0
Mar 31 01:17:41 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:41| 21   6  73   0   0| 762M 4025M  150M 2928M|5434B 2106B|   0   268k|   0  3.00 |1121  1666 |1.05 0.73 0.52|1.0   0  69|   0     0 |uwsgi                260101.2%2541B7333B|bash                 2052   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   64    0
Mar 31 01:17:42 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:42| 22   4  74   0   0| 804M 3982M  150M 2928M|5069B 2160B|   0   340k|   0  12.0 | 761   834 |1.05 0.73 0.52|1.0   0 4.0|   0     0 |openstack            27013 25%  10M  37k|openstack            27013  10M  37k 25%|mysqld       205M|   0     0 |  14   29    0   64    0
Mar 31 01:17:43 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:43| 21   6  72   2   0| 789M 3998M  150M 2928M|6669B 2214B|   0  5100k|   0   310 |1841  1802 |1.05 0.73 0.52|1.0   0  78|   0     0 |openstack            27091 13%6129k  37k|bash                 2052   11M  40k0.2%|mysqld       205M|   0     0 |  14   29    0   68    0
Mar 31 01:17:44 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:44| 19   8  73   0   0| 765M 4021M  150M 2928M|6796B 2160B|   0   320k|   0  8.00 |1266  1864 |0.97 0.72 0.52|1.0   0  85|   0     0 |uwsgi                260091.8%3551B9584B|bash                 2052   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   73    0
Mar 31 01:17:45 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:45| 23   3  74   0   0| 807M 3980M  150M 2928M|  15k 2106B|   0   664k|   0  23.0 | 648   754 |0.97 0.72 0.52|1.0   0 1.0|   0     0 |openstack            27177 25%  10M  37k|openstack            27177  10M  37k 25%|mysqld       205M|   0     0 |  14   29    0   73    0
Mar 31 01:17:46 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:46| 21   6  73   0   0| 782M 4005M  150M 2928M|7577B 2214B|   0   168k|   0  3.00 |1446  2131 |0.97 0.72 0.52|2.0   0  98|   0     0 |openstack            27275 10%4310k  37k|bash                 2052   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0   78    0
Mar 31 01:17:47 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:47| 24   4  72   0   0| 810M 3976M  150M 2928M|  14k 2160B|   0   376k|   0  16.0 |1175  1649 |0.97 0.72 0.52|1.0   0 2.0|   0     0 |openstack            27275 20%6839k  33B|openstack            272756839k  33B 20%|mysqld       205M|   0     0 |  14   29    0   83    0
Mar 31 01:17:48 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:48| 20   8  72   0   0| 797M 3990M  150M 2928M|  10k 2106B|   0   960k|   0  11.0 |1292  1795 |0.97 0.72 0.52|1.0   0 145|   0     0 |openstack            27422 18%7740k  37k|bash                 2052   11M  43k0.2%|mysqld       205M|   0     0 |  14   29    0   83    0
Mar 31 01:17:49 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:49| 23   4  73   0   0| 772M 4015M  150M 2928M|9203B 2052B|   0   324k|   0  8.00 |1331  1939 |0.97 0.72 0.52|1.0   0  21|   0     0 |openstack            274446.2%2037k   0 |bash                 2052   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0   92    0
Mar 31 01:17:50 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:50| 23   4  73   0   0| 808M 3978M  150M 2928M|7779B 2106B|   0  1132k|   0  32.0 | 849   991 |0.97 0.72 0.52|1.0   0 1.0|   0     0 |openstack            27444 23%9098k  37k|openstack            274449098k  37k 23%|mysqld       205M|   0     0 |  14   31    0   94    0
Mar 31 01:17:51 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:51| 23   6  72   0   0| 791M 3995M  150M 2928M|6932B 2160B|   0   112k|   0  3.00 |1243  2023 |0.97 0.72 0.52|1.0   0  72|   0     0 |openstack            27516 16%6550k  37k|bash                 2052   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  100    0
Mar 31 01:17:52 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:52| 25   3  73   0   0| 810M 3976M  150M 2928M|7290B 2160B|   0     0 |   0     0 |1182  1806 |0.97 0.72 0.52|2.0   0   0|   0     0 |openstack            27516 17%4593k 725B|openstack            275164593k 725B 17%|mysqld       205M|   0     0 |  14   29    0  109    0
Mar 31 01:17:53 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:53| 20   9  70   1   0| 797M 3989M  150M 2928M|6677B 2160B|   0  2460k|   0   167 |1537  2096 |0.97 0.72 0.52|1.0   0 169|   0     0 |openstack            27685 17%7739k  37k|bash                 2052   11M  46k0.2%|mysqld       205M|   0     0 |  14   29    0  109    0
Mar 31 01:17:54 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:54| 24   4  73   0   0| 773M 4014M  150M 2928M|7661B 2160B|   0   420k|   0  6.00 |1277  1990 |0.97 0.73 0.52|1.0   0  21|   0     0 |openstack            277075.8%1945k   0 |bash                 2052   11M  41k  0%|mysqld       205M|   0     0 |  14   29    0  118    0
Mar 31 01:17:55 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:55| 24   3  73   0   0| 805M 3981M  150M 2928M|7483B 2160B|   0   392k|   0  15.0 | 755   803 |0.97 0.73 0.52|1.0   0 1.0|   0     0 |openstack            27707 25%9020k  37k|openstack            277079020k  37k 25%|mysqld       205M|   0     0 |  14   29    0  118    0
Mar 31 01:17:56 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:56| 24   5  71   0   0| 788M 3998M  150M 2928M|7618B 2106B|   0   416k|   0  12.0 |1502  2401 |0.97 0.73 0.52|1.0   0  72|   0     0 |openstack            27779 11%5421k  37k|bash                 2052   11M  37k0.2%|mysqld       205M|   0     0 |  14   29    0  126    0
Mar 31 01:17:57 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:57| 23   3  73   0   0| 811M 3975M  150M 2928M|6509B 2214B|   0     0 |   0     0 |1286  1936 |0.97 0.73 0.52|1.0   0 2.0|   0     0 |openstack            27779 18%5723k 725B|openstack            277795723k 725B 18%|mysqld       205M|   0     0 |  14   29    0  132    0
Mar 31 01:17:58 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:58| 20   8  72   0   0| 798M 3988M  150M 2928M|5912B 2106B|   0   456k|   0  4.00 |1305  2251 |0.97 0.73 0.52|1.0   0 169|   0     0 |openstack            27950 16%7740k  37k|bash                 2052   11M  46k  0%|mysqld       205M|   0     0 |  14   29    0  132    0
Mar 31 01:17:59 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:17:59| 23   4  73   0   0| 767M 4018M  150M 2928M|5912B 1998B|   0     0 |   0     0 |1283  1961 |0.97 0.73 0.53|1.0   0  21|   0     0 |uwsgi                260103.0%6175B  19k|bash                 2052   11M  41k0.5%|mysqld       205M|   0     0 |  14   29    0  141    0
Mar 31 01:18:00 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:00| 23   3  74   0   0| 804M 3981M  150M 2928M|5962B 2160B|   0   336k|   0  6.00 | 762   841 |0.97 0.73 0.53|1.0   0 1.0|   0     0 |openstack            27972 25%9345k  37k|openstack            279729345k  37k 25%|mysqld       205M|   0     0 |  14   29    0  141    0
Mar 31 01:18:01 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:01| 24   5  71   0   0| 784M 4002M  150M 2929M|7292B 2202B|   0   452k|   0  15.0 |1446  2283 |0.97 0.73 0.53|4.0   0  72|   0     0 |openstack            28044 11%4334k  37k|bash                 2052   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  149    0
Mar 31 01:18:02 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:02| 24   3  73   0   0| 812M 3974M  150M 2929M|6084B 2160B|   0   496k|   0  14.0 |1148  1715 |0.97 0.73 0.53|2.0   0   0|   0     0 |openstack            28044 19%6810k   0 |openstack            280446810k   0  19%|mysqld       205M|   0     0 |  14   31    0  156    0
Mar 31 01:18:03 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:03| 20   8  71   0   0| 790M 3996M  150M 2929M|8156B 2160B|   0  2140k|   0  46.0 |1588  2434 |0.97 0.73 0.53|1.0   0 169|   0     0 |openstack            28213 15%5685k  37k|bash                 2052   11M  46k0.2%|mysqld       205M|   0     0 |  14   29    0  158    0
Mar 31 01:18:04 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:04| 24   3  73   0   0| 811M 3974M  150M 2929M|  17k 2160B|   0     0 |   0     0 |1220  1844 |0.98 0.74 0.53|2.0   0   0|   0     0 |openstack            28213 18%5458k   1B|openstack            282135458k   1B 18%|mysqld       205M|   0     0 |  14   29    0  167    0
Mar 31 01:18:05 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:05| 23   3  74   0   0| 796M 3989M  150M 2929M|  17k 2160B|   0     0 |   0     0 | 807   997 |0.98 0.74 0.53|1.0   0  22|   0     0 |openstack            28235 21%7740k  37k|bash                 2052   11M  41k0.2%|mysqld       205M|   0     0 |  14   29    0  165    0
Mar 31 01:18:06 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:06| 23   6  71   0   0| 772M 4013M  150M 2929M|8170B 2160B|   0   488k|   0  14.0 |1363  2244 |0.98 0.74 0.53|1.0   0  71|   0     0 |uwsgi                260103.2%5162B  15k|bash                 2052   11M  37k  0%|mysqld       205M|   0     0 |  14   29    0  173    0
Mar 31 01:18:07 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:07| 24   3  73   0   0| 808M 3978M  150M 2929M|9019B 2106B|   0   584k|   0  21.0 | 797  1010 |0.98 0.74 0.53|1.0   0 3.0|   0     0 |openstack            28307 25%9187k  37k|openstack            283079187k  37k 25%|mysqld       205M|   0     0 |  14   29    0  173    0
Mar 31 01:18:08 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:08| 22   6  72   0   0| 775M 4011M  150M 2929M|  10k 1998B|   0   236k|   0  6.00 |1801  3092 |0.98 0.74 0.53|1.0   0 109|   0     0 |openstack            284195.5%1945k   0 |bash                 2052   11M  44k  0%|mysqld       205M|   0     0 |  14   29    0  182    0
Mar 31 01:18:09 cloud-provider-iscsi-0000000081 dstat.sh[23857]: 31-03 01:18:09| 23   3  74   0   0| 806M 3979M  150M 2929M|8502B 2160B|   0     0 |   0     0 | 745   876 |0.98 0.74 0.53|2.0   0 1.0|   0     0 |openstack            28419 25%8488k  37k|openstack            284198488k  37k 25%|mysqld       205M|   0     0 |  14   29    0  182    0
