-- Logs begin at Mon 2022-08-01 16:09:58 UTC, end at Mon 2022-08-01 17:13:38 UTC. --
Aug 01 17:01:33 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 17:01:34 ubuntu dstat.sh[91774]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 17:01:34 ubuntu dstat.sh[91774]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 17:01:44 ubuntu dstat.sh[91774]: 01-08 17:01:44|  6   2  64  24   0|1028M 1343M  187M 5187M| 155k   14k|   0    15M|   0  1112 |6420    12k|1.61 1.14 0.75|3.0   0 4.0|   0     0 |   0     0 |  9    8    0   10    2
Aug 01 17:01:45 ubuntu dstat.sh[91774]: 01-08 17:01:45|  9   2  68  21   0|1030M 1339M  187M 5188M|  53k   11k|   0  5967k|   0   613 |4897  8995 |1.61 1.14 0.75|2.0 2.0  24|   0     0 |   0     0 |  9    8    0   10    2
Aug 01 17:01:46 ubuntu dstat.sh[91774]: 01-08 17:01:46|  6   3  67  22   0|1031M 1335M  187M 5190M|  93k 9242 |   0    38M|   0   487 |3379  6086 |1.61 1.14 0.75|1.0 1.0  12|   0     0 |   0     0 |  9    8    0   10    2
Aug 01 17:01:47 ubuntu dstat.sh[91774]: 01-08 17:01:47|  8   4  67  20   0|1034M 1329M  188M 5193M| 925k   29k|   0  7396k|   0   620 |5634  9814 |1.65 1.16 0.76|1.0 1.0  11|   0     0 |   0     0 |  9    8    0   10    2
Aug 01 17:01:48 ubuntu dstat.sh[91774]: 01-08 17:01:48| 17   3  61  17   0|1039M 1321M  188M 5196M| 595k   23k|   0  6011k|   0   553 |4771  8660 |1.65 1.16 0.76|1.0   0  13|   0     0 |   0     0 |  9    8    0   10    2
Aug 01 17:01:49 ubuntu dstat.sh[91774]: 01-08 17:01:49| 22   6  71   0   0| 979M 1381M  188M 5196M|  75k 5974 |   0   396k|   0  9.01 |1470  1944 |1.65 1.16 0.76|1.0   0  77|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:50 ubuntu dstat.sh[91774]: 01-08 17:01:50| 25   2  72   0   0|1032M 1328M  188M 5196M|  74k 5941 |   0   604k|   0  11.0 |1100  1170 |1.65 1.16 0.76|1.0 1.0   0|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:51 ubuntu dstat.sh[91774]: 01-08 17:01:51| 31   1  67   0   0|1038M 1321M  188M 5196M| 273k   11k|   0  9263k|   0   393 |2224  2968 |1.65 1.16 0.76|1.0   0 1.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:52 ubuntu dstat.sh[91774]: 01-08 17:01:52| 34   4  61   1   0|1007M 1350M  188M 5198M|  73k 4137 |   0  7189k|   0   402 |2064  2951 |1.67 1.17 0.76|2.0   0  13|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:53 ubuntu dstat.sh[91774]: 01-08 17:01:53| 48   3  49   1   0|1034M 1322M  188M 5199M|9014  1620 |   0  7353k|   0   393 |2098  2690 |1.67 1.17 0.76|2.0   0 2.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:54 ubuntu dstat.sh[91774]: 01-08 17:01:54| 27   3  68   2   0| 948M 1408M  188M 5199M|  49k 4963 |   0  7475k|   0   392 |2063  3147 |1.67 1.17 0.76|3.0   0  53|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:55 ubuntu dstat.sh[91774]: 01-08 17:01:55| 18  21  60   0   0| 966M 1383M  189M 5205M| 879k   23k|   0  1452k|   0  39.0 |3836  5481 |1.67 1.17 0.76|3.0   0 395|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:56 ubuntu dstat.sh[91774]: 01-08 17:01:56| 40  17  41   0   0| 975M 1374M  189M 5205M|7955  1620 |   0  3452k|   0  24.0 |3387  8221 |1.67 1.17 0.76|9.0   0 264|   0     0 |   0     0 |  9    6    0   10    2
Aug 01 17:01:57 ubuntu dstat.sh[91774]: 01-08 17:01:57| 50  13  37   0   0|1060M 1289M  189M 5205M|  15k 3726 |   0   351k|   0  3.99 |2334  4270 |1.70 1.19 0.77|2.0   0 151|   0     0 |   0     0 |  9    7    0   10    2
Aug 01 17:01:58 ubuntu dstat.sh[91774]: 01-08 17:01:58| 48   6  46   0   0|1139M 1208M  189M 5207M| 418k   12k|   0   872k|   0  9.00 |1684  1415 |1.70 1.19 0.77|2.0   0 1.0|   0     0 |   0     0 |  9    7    0   10    2
Aug 01 17:01:59 ubuntu dstat.sh[91774]: 01-08 17:01:59| 53   1  45   0   0|1151M 1195M  189M 5208M| 598k   16k|   0   768k|   0  6.00 |1853  1423 |1.70 1.19 0.77|2.0   0 1.0|   0     0 |   0     0 |  9    7    0   10    2
Aug 01 17:02:00 ubuntu dstat.sh[91774]: 01-08 17:02:00| 38  10  52   1   0|1189M 1154M  189M 5210M|  43k 5964 |   0  1445k|   0  53.0 |2467  6429 |1.70 1.19 0.77|1.0   0 143|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 17:02:01 ubuntu dstat.sh[91774]: 01-08 17:02:01| 26   3  61   9   0|1236M 1107M  189M 5210M|  54k 4301 |   0  3082k|   0  92.9 |1189  1170 |1.70 1.19 0.77|1.0 2.0   0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 17:02:02 ubuntu dstat.sh[91774]: 01-08 17:02:02| 31   2  64   2   0|1264M 1078M  189M 5210M|  73k 4979 |   0    12M|   0   376 |1754  1316 |1.72 1.20 0.78|1.0   0   0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 17:02:03 ubuntu dstat.sh[91774]: 01-08 17:02:03| 26   2  69   3   0|1282M 1060M  189M 5211M| 272k   60k|   0  1558k|   0   129 |2522  4138 |1.72 1.20 0.78|2.0   0 3.0|   0     0 |   0     0 |  9   12    0   11    2
Aug 01 17:02:04 ubuntu dstat.sh[91774]: 01-08 17:02:04| 38   5  54   2   0|1210M 1132M  189M 5211M|  19k   15k|  20k 2232k|5.00   154 |2132  3114 |1.72 1.20 0.78|2.0   0  46|   0     0 |   0     0 |  9    6    0   13    2
Aug 01 17:02:05 ubuntu dstat.sh[91774]: 01-08 17:02:05| 40   3  56   0   0|1223M 1118M  189M 5211M|  20k 8066 |   0   836k|   0  4.98 |1226  1293 |1.72 1.20 0.78|2.0   0 1.0|   0     0 |   0     0 |  9   13    0   13    2
Aug 01 17:02:06 ubuntu dstat.sh[91774]: 01-08 17:02:06| 24   1  67   7   0|1237M 1104M  189M 5212M| 132k  121k| 124k  838k|31.1  12.0 |1802  2634 |1.72 1.20 0.78|1.0   0 5.0|   0     0 |   0     0 |  9   30    0   14    2
Aug 01 17:02:07 ubuntu dstat.sh[91774]: 01-08 17:02:07| 35   5  59   1   0|1239M 1102M  189M 5212M|7769  2461 |   0  5798k|   0  62.0 |1584  1906 |1.75 1.21 0.78|2.0   0  48|   0     0 |   0     0 |  9   30    0   14    2
Aug 01 17:02:08 ubuntu dstat.sh[91774]: 01-08 17:02:08| 47   8  44   0   0|1226M 1114M  189M 5212M|  66k   60k|   0    12k|   0  3.00 |1897  2959 |1.75 1.21 0.78|3.0   0 193|   0     0 |   0     0 |  9   30    0   14    2
Aug 01 17:02:09 ubuntu dstat.sh[91774]: 01-08 17:02:09| 69   7  24   0   0|1318M 1022M  189M 5212M|  26k   21k|   0   400k|   0  7.00 |1595  1575 |1.75 1.21 0.78|3.0   0 4.0|   0     0 |   0     0 |  9   31    0   12    2
Aug 01 17:02:10 ubuntu dstat.sh[91774]: 01-08 17:02:10| 65  12  23   0   0|1224M 1113M  189M 5214M| 766k  760k|   0   741k|   0  30.0 |5881    12k|1.75 1.21 0.78|5.0   0 208|   0     0 |   0     0 |  9   34    0   14    2
Aug 01 17:02:11 ubuntu dstat.sh[91774]: 01-08 17:02:11| 86  14   0   0   0|1359M  977M  190M 5215M|8092  1620 |   0    36k|   0  6.00 |2373  3629 |1.75 1.21 0.78|7.0   0 212|   0     0 |   0     0 |  9   34    0   14    2
Aug 01 17:02:12 ubuntu dstat.sh[91774]: 01-08 17:02:12| 87  12   0   0   0|1489M  847M  190M 5215M| 658k  653k|   0  4327k|   0  70.0 |4129  8853 |2.33 1.34 0.83|8.0   0 124|   0     0 |   0     0 |  9   36    0   14    2
Aug 01 17:02:13 ubuntu dstat.sh[91774]: 01-08 17:02:13| 88  10   0   0   0|1348M  987M  190M 5215M| 429k  423k|   0  5201k|   0   280 |4554  8732 |2.33 1.34 0.83|5.0   0 186|   0     0 |   0     0 |  9   35    0   12    2
Aug 01 17:02:14 ubuntu dstat.sh[91774]: 01-08 17:02:14| 68  12  19   1   0|1271M 1051M  190M 5227M| 327k  312k|   0  1756k|   0  88.0 |3539  7003 |2.33 1.34 0.83|3.0   0 115|   0     0 |   0     0 |  9   35    0   12    2
Aug 01 17:02:15 ubuntu dstat.sh[91774]: 01-08 17:02:15| 58  11  28   1   0|1264M 1043M  191M 5240M| 347k  341k|   0  2436k|   0   114 |3492  6383 |2.33 1.34 0.83|2.0   0  70|   0     0 |   0     0 |  9   34    0   13    2
Aug 01 17:02:16 ubuntu dstat.sh[91774]: 01-08 17:02:16| 43   8  48   1   0|1220M 1068M  192M 5255M| 209k  205k|   0  3833k|   0   142 |2081  4870 |2.33 1.34 0.83|2.0   0  71|   0     0 |   0     0 |  9   34    0   13    2
Aug 01 17:02:17 ubuntu dstat.sh[91774]: 01-08 17:02:17| 40   5  52   1   0|1263M 1004M  192M 5273M|5552  1694 |   0  6678k|   0   136 |1484  1655 |2.30 1.35 0.84|1.0   0 2.0|   0     0 |   0     0 |  9   34    1   13    2
Aug 01 17:02:18 ubuntu dstat.sh[91774]: 01-08 17:02:18| 19   9  71   1   0|1209M 1059M  192M 5273M| 215k  207k|   0   456k|   0  29.0 |2419  4815 |2.30 1.35 0.84|1.0   0 126|   0     0 |   0     0 |  9   35    0   13    2
Aug 01 17:02:19 ubuntu dstat.sh[91774]: 01-08 17:02:19| 21  22  56   0   0|1192M 1095M  192M 5254M|8488  3047 |   0  1261k|   0  69.1 |3042  4891 |2.30 1.35 0.84|3.0   0 544|   0     0 |   0     0 |  9   32    0   13    0
Aug 01 17:02:20 ubuntu dstat.sh[91774]: 01-08 17:02:20| 75  22   2   0   0|1314M  973M  192M 5254M|7281  1620 |   0   676k|   0  18.0 |2348  4649 |2.30 1.35 0.84|6.0   0 492|   0     0 |   0     0 |  9   32    0   13    0
Aug 01 17:02:21 ubuntu dstat.sh[91774]: 01-08 17:02:21| 86  13   0   0   0|1444M  842M  192M 5255M| 585k  579k|   0   888k|   0  28.0 |  13k   25k|2.30 1.35 0.84|7.0   0  25|   0     0 |   0     0 |  9   35    0   13    0
Aug 01 17:02:22 ubuntu dstat.sh[91774]: 01-08 17:02:22| 89   9   1   0   0|1466M  821M  192M 5255M|1022k 1014k|   0   472k|   0  36.0 |4652    13k|2.60 1.43 0.86|7.0   0  23|   0     0 |   0     0 |  9   35    0   13    0
Aug 01 17:02:23 ubuntu dstat.sh[91774]: 01-08 17:02:23| 85  12   2   0   0|1330M  956M  193M 5255M| 906k  899k|   0  1855k|   0  40.0 |5435    13k|2.60 1.43 0.86|8.0   0 106|   0     0 |   0     0 |  9   32    0   15    0
Aug 01 17:02:24 ubuntu dstat.sh[91774]: 01-08 17:02:24| 84  15   0   0   0|1361M  925M  193M 5255M| 435k  430k|   0   524k|   0  30.0 |5790    11k|2.60 1.43 0.86| 10   0 191|   0     0 |   0     0 |  9   32    0   15    0
Aug 01 17:02:25 ubuntu dstat.sh[91774]: 01-08 17:02:25| 85  14   0   0   0|1477M  809M  193M 5255M| 734k  727k|   0   464k|   0  46.0 |4619    34k|2.60 1.43 0.86|8.0   0  46|   0     0 |   0     0 |  9   33    0   15    0
Aug 01 17:02:26 ubuntu dstat.sh[91774]: 01-08 17:02:26| 88  12   0   0   0|1484M  802M  193M 5255M| 662k  656k|   0   548k|   0  51.0 |4291  9191 |2.60 1.43 0.86|8.0   0 103|   0     0 |   0     0 |  9   33    0   15    0
Aug 01 17:02:27 ubuntu dstat.sh[91774]: 01-08 17:02:27| 88  12   1   0   0|1470M  815M  193M 5256M| 951k  947k|   0  2817k|   0  90.8 |5937    13k|2.95 1.52 0.90|9.0   0 129|   0     0 |   0     0 |  9   34    0   15    0
Aug 01 17:02:28 ubuntu dstat.sh[91774]: 01-08 17:02:28| 89  10   1   0   0|1419M  866M  193M 5256M| 784k  779k|   0   525k|   0  38.1 |4536    11k|2.95 1.52 0.90|8.0   0  54|   0     0 |   0     0 |  9   34    0   15    0
Aug 01 17:02:29 ubuntu dstat.sh[91774]: 01-08 17:02:29| 85  12   2   0   0|1310M  974M  193M 5257M|1141k 1127k|   0   852k|   0  61.0 |6149    16k|2.95 1.52 0.90|6.0 2.0 123|   0     0 |   0     0 |  9   34    0   15    0
Aug 01 17:02:30 ubuntu dstat.sh[91774]: 01-08 17:02:30| 77  19   4   0   0|1226M 1057M  193M 5257M| 693k  686k|   0   760k|   0  50.0 |5656    14k|2.95 1.52 0.90|6.0   0 555|   0     0 |   0     0 |  9   32    0   15    0
Aug 01 17:02:31 ubuntu dstat.sh[91774]: 01-08 17:02:31| 88  11   0   0   0|1328M  955M  193M 5257M| 147k  141k|   0   304k|   0  11.0 |2412  3657 |2.95 1.52 0.90|8.0   0  73|   0     0 |   0     0 |  9   33    0   15    0
Aug 01 17:02:32 ubuntu dstat.sh[91774]: 01-08 17:02:32| 74  11  15   0   0|1269M 1015M  193M 5257M|1157k 1152k|   0  7386k|   0   389 |5408    15k|2.96 1.55 0.91|6.0   0  87|   0     0 |   0     0 |  9   34    0   12    0
Aug 01 17:02:33 ubuntu dstat.sh[91774]: 01-08 17:02:33| 84  14   2   0   0|1284M  999M  193M 5258M| 620k  615k|   0   400k|   0  29.0 |4404  8982 |2.96 1.55 0.91|8.0   0 205|   0     0 |   0     0 |  9   33    0   12    0
Aug 01 17:02:34 ubuntu dstat.sh[91774]: 01-08 17:02:34| 79  12   7   0   0|1329M  954M  193M 5258M| 879k  875k|   0   552k|   0  50.0 |5262    13k|2.96 1.55 0.91|4.0   0 101|   0     0 |   0     0 |  9   35    0   12    0
Aug 01 17:02:35 ubuntu dstat.sh[91774]: 01-08 17:02:35| 76  17   6   0   0|1264M 1019M  193M 5258M| 803k  794k|   0   732k|   0  68.0 |4827    12k|2.96 1.55 0.91|6.0   0 299|   0     0 |   0     0 |  9   33    0   15    0
Aug 01 17:02:36 ubuntu dstat.sh[91774]: 01-08 17:02:36| 90  10   0   0   0|1343M  940M  193M 5258M| 566k  560k|   0   352k|   0  24.0 |3129  7660 |2.96 1.55 0.91|7.0   0 4.0|   0     0 |   0     0 |  9   33    0   15    0
Aug 01 17:02:37 ubuntu dstat.sh[91774]: 01-08 17:02:37| 77  15   6   0   0|1361M  922M  193M 5258M|1418k 1413k|   0  2328k|   0  79.0 |6382    19k|3.04 1.59 0.93|8.0   0 283|   0     0 |   0     0 |  9   34    0   16    0
Aug 01 17:02:38 ubuntu dstat.sh[91774]: 01-08 17:02:38| 85  11   2   0   0|1307M  975M  193M 5258M| 426k  420k|   0   528k|   0  31.0 |3515  6450 |3.04 1.59 0.93|7.0   0 139|   0     0 |   0     0 |  9   34    0   16    0
Aug 01 17:02:39 ubuntu dstat.sh[91774]: 01-08 17:02:39| 79  17   3   1   0|1283M 1000M  193M 5259M| 564k  559k|   0   472k|   0  42.0 |4147    14k|3.04 1.59 0.93|6.0 1.0 265|   0     0 |   0     0 |  9   34    0   18    0
Aug 01 17:02:40 ubuntu dstat.sh[91774]: 01-08 17:02:40| 87  11   1   0   1|1333M  949M  193M 5259M| 848k  844k|   0   564k|   0  51.0 |4946    10k|3.04 1.59 0.93|9.0   0  48|   0     0 |   0     0 |  9   33    0   16    0
Aug 01 17:02:41 ubuntu dstat.sh[91774]: 01-08 17:02:41| 80  13   6   1   0|1248M 1034M  193M 5259M| 903k  898k|   0   700k|   0  70.0 |5874    12k|3.04 1.59 0.93|7.0   0 112|   0     0 |   0     0 |  9   33    0   17    0
Aug 01 17:02:42 ubuntu dstat.sh[91774]: 01-08 17:02:42| 86  12   1   0   0|1337M  945M  193M 5259M| 445k  441k|   0   311k|   0  19.0 |3016  6383 |3.28 1.66 0.95|5.0   0  79|   0     0 |   0     0 |  9   33    0   18    0
Aug 01 17:02:43 ubuntu dstat.sh[91774]: 01-08 17:02:43| 65  12  21   1   0|1196M 1086M  193M 5259M|1021k 1015k|   0  2044k|   0  89.2 |5877    15k|3.28 1.66 0.95|3.0   0 272|   0     0 |   0     0 |  9   32    0   18    0
Aug 01 17:02:44 ubuntu dstat.sh[91774]: 01-08 17:02:44| 80  18   2   0   0|1314M  967M  193M 5259M|5260  1620 |   0   244k|   0  18.0 |2264  3855 |3.28 1.66 0.95|6.0   0 385|   0     0 |   0     0 |  9   32    0   18    0
Aug 01 17:02:45 ubuntu dstat.sh[91774]: 01-08 17:02:45| 85  13   1   0   0|1441M  840M  193M 5260M| 893k  889k|   0   583k|   0  39.9 |5586    12k|3.28 1.66 0.95|5.0   0 168|   0     0 |   0     0 |  9   36    0   18    0
Aug 01 17:02:46 ubuntu dstat.sh[91774]: 01-08 17:02:46| 86  13   1   0   0|1333M  948M  193M 5260M|1403k 1399k|   0  1490k|   0   101 |3664    18k|3.28 1.66 0.95|7.0   0 217|   0     0 |   0     0 |  9   35    0   19    0
Aug 01 17:02:47 ubuntu dstat.sh[91774]: 01-08 17:02:47| 86  13   1   0   0|1331M  949M  193M 5260M| 875k  871k|   0   464k|   0  27.0 |3882    13k|3.50 1.74 0.98|7.0   0 160|   0     0 |   0     0 |  9   32    0   20    0
Aug 01 17:02:48 ubuntu dstat.sh[91774]: 01-08 17:02:48| 81  17   1   0   0|1379M  901M  193M 5260M| 763k  749k|   0    63M|   0   309 |5532    10k|3.50 1.74 0.98|8.0   0 137|   0     0 |   0     0 |  9   33    0   22    0
Aug 01 17:02:49 ubuntu dstat.sh[91774]: 01-08 17:02:49| 82  16   2   0   0|1308M  972M  193M 5261M| 989k  982k|   0   805k|   0  74.1 |5730    14k|3.50 1.74 0.98|6.0   0 247|   0     0 |   0     0 |  9   33    0   23    0
Aug 01 17:02:50 ubuntu dstat.sh[91774]: 01-08 17:02:50| 83  16   0   0   1|1327M  952M  193M 5261M| 600k  592k|   0   392k|   0  32.0 |4424  9299 |3.50 1.74 0.98|8.0   0 192|   0     0 |   0     0 |  9   34    0   23    0
Aug 01 17:02:51 ubuntu dstat.sh[91774]: 01-08 17:02:51| 83  13   3   0   0|1407M  872M  193M 5261M|1227k 1222k|   0   544k|   0  41.0 |6201    17k|3.50 1.74 0.98|6.0   0 133|   0     0 |   0     0 |  9   34    0   24    0
Aug 01 17:02:52 ubuntu dstat.sh[91774]: 01-08 17:02:52| 67  20  13   0   0|1190M 1089M  193M 5262M|1156k 1151k|   0   684k|   0  36.0 |5854    17k|3.54 1.77 1.00|4.0   0 575|   0     0 |   0     0 |  9   33    0   24    0
Aug 01 17:02:53 ubuntu dstat.sh[91774]: 01-08 17:02:53| 19  17  63   0   0|1128M 1151M  193M 5262M| 225k  220k|   0   375k|   0  24.0 |3006  6004 |3.54 1.77 1.00|1.0   0 359|   0     0 |   0     0 |  9   32    0   24    0
Aug 01 17:02:54 ubuntu dstat.sh[91774]: 01-08 17:02:54| 55  30  15   0   0|1241M 1038M  193M 5262M|6098  1622 |   0   200k|   0  20.0 |2761  6190 |3.54 1.77 1.00|6.0   0 796|   0     0 |   0     0 |  9   32    0   24    0
Aug 01 17:02:55 ubuntu dstat.sh[91774]: 01-08 17:02:55| 84  14   2   0   0|1381M  898M  193M 5262M| 518k  512k|   0   380k|   0  29.0 |4074  8561 |3.54 1.77 1.00|6.0   0 165|   0     0 |   0     0 |  9   34    0   24    0
Aug 01 17:02:56 ubuntu dstat.sh[91774]: 01-08 17:02:56| 81  16   2   0   0|1250M 1028M  193M 5262M| 602k  596k|   0  1447k|   0   118 |4564    11k|3.54 1.77 1.00|5.0   0 366|   0     0 |   0     0 |  9   32    0   24    0
Aug 01 17:02:57 ubuntu dstat.sh[91774]: 01-08 17:02:57| 85  13   1   0   0|1337M  942M  193M 5262M| 413k  406k|   0   420k|   0  32.0 |3377  6736 |3.65 1.83 1.02|5.0   0 130|   0     0 |   0     0 |  9   34    0   24    0
Aug 01 17:02:58 ubuntu dstat.sh[91774]: 01-08 17:02:58| 81  12   7   0   0|1409M  869M  193M 5263M|1452k 1447k|   0   648k|   0  53.0 |5576    18k|3.65 1.83 1.02|4.0   0  11|   0     0 |   0     0 |  9   36    0   25    0
Aug 01 17:02:59 ubuntu dstat.sh[91774]: 01-08 17:02:59| 57   7  35   0   0|1432M  846M  193M 5263M|1212k 1207k|   0   424k|   0  39.0 |5655    16k|3.65 1.83 1.02|2.0   0   0|   0     0 |   0     0 |  9   37    0   25    0
Aug 01 17:03:00 ubuntu dstat.sh[91774]: 01-08 17:03:00| 69   9  21   0   1|1288M  989M  193M 5263M|1096k 1080k|   0   528k|   0  53.0 |7230    16k|3.65 1.83 1.02|6.0   0  47|   0     0 |   0     0 |  9   34    0   26    0
Aug 01 17:03:01 ubuntu dstat.sh[91774]: 01-08 17:03:01| 84  14   2   0   0|1302M  975M  193M 5263M| 633k  627k|   0   348k|   0  28.0 |3950  9693 |3.65 1.83 1.02|6.0   0 135|   0     0 |   0     0 |  9   33    0   26    0
Aug 01 17:03:02 ubuntu dstat.sh[91774]: 01-08 17:03:02| 85  12   3   0   0|1412M  862M  193M 5266M|1134k 1128k|   0   460k|   0  42.0 |5688    13k|3.84 1.90 1.05|4.0   0 3.0|   0     0 |   0     0 |  9   36    0   26    0
Aug 01 17:03:03 ubuntu dstat.sh[91774]: 01-08 17:03:03| 62   9  28   0   0|1390M  883M  194M 5267M|1419k 1414k|   0  2008k|   0   121 |6669    16k|3.84 1.90 1.05|3.0   0  51|   0     0 |   0     0 |  9   36    0   28    0
Aug 01 17:03:04 ubuntu dstat.sh[91774]: 01-08 17:03:04| 79  10  10   0   0|1337M  936M  194M 5267M|1377k 1372k|   0   735k|   0  77.9 |5568    16k|3.84 1.90 1.05|5.0   0  51|   0     0 |   0     0 |  9   34    0   29    0
Aug 01 17:03:05 ubuntu dstat.sh[91774]: 01-08 17:03:05| 85  13   2   0   0|1316M  957M  194M 5267M|1055k 1050k|   0   597k|   0  55.1 |4906    15k|3.84 1.90 1.05|5.0   0 109|   0     0 |   0     0 |  9   34    0   30    0
Aug 01 17:03:06 ubuntu dstat.sh[91774]: 01-08 17:03:06| 83  14   2   0   0|1412M  860M  194M 5268M|1233k 1227k|   0   508k|   0  45.0 |4830    15k|3.84 1.90 1.05|3.0   0  14|   0     0 |   0     0 |  9   36    0   31    0
Aug 01 17:03:07 ubuntu dstat.sh[91774]: 01-08 17:03:07| 67  11  22   0   1|1397M  875M  194M 5268M|1127k 1122k|   0   428k|   0  36.0 |5657    14k|3.77 1.91 1.06|3.0   0 135|   0     0 |   0     0 |  9   36    0   32    0
Aug 01 17:03:08 ubuntu dstat.sh[91774]: 01-08 17:03:08| 71  12  16   0   0|1375M  896M  194M 5268M|1257k 1252k|   0  2838k|   0  56.9 |6642    16k|3.77 1.91 1.06|5.0   0  67|   0     0 |   0     0 |  9   35    0   34    0
Aug 01 17:03:09 ubuntu dstat.sh[91774]: 01-08 17:03:09| 84  12   4   0   0|1328M  943M  194M 5269M|1282k 1278k|   0   718k|   0  65.1 |4809    17k|3.77 1.91 1.06|7.0   0 165|   0     0 |   0     0 |  9   34    0   34    0
Aug 01 17:03:10 ubuntu dstat.sh[91774]: 01-08 17:03:10| 87  11   2   0   0|1378M  893M  194M 5269M|1071k 1066k|   0   600k|   0  54.0 |4781    15k|3.77 1.91 1.06|5.0   0  99|   0     0 |   0     0 |  9   33    0   34    0
Aug 01 17:03:11 ubuntu dstat.sh[91774]: 01-08 17:03:11| 86  12   1   0   0|1338M  933M  194M 5269M| 655k  650k|   0   452k|   0  32.0 |4590    10k|3.77 1.91 1.06|7.0   0 164|   0     0 |   0     0 |  9   32    0   32    0
