-- Logs begin at Mon 2022-08-08 00:24:31 UTC, end at Mon 2022-08-08 02:23:37 UTC. --
Aug 08 01:45:21 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 08 01:45:22 ubuntu dstat.sh[98046]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 08 01:45:22 ubuntu dstat.sh[98046]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 08 01:45:35 ubuntu dstat.sh[98046]: 08-08 01:45:35| 31   7  44  17   0|1099M 1245M  189M 5208M|  68k   13k|   0  8990k|   0   587 |4941    14k|1.50 1.08 0.77|2.0 1.0  47|   0     0 |   0     0 |  9    8    0   10    3
Aug 08 01:45:36 ubuntu dstat.sh[98046]: 08-08 01:45:36| 10   4  64  20   0|1056M 1287M  189M 5209M|  99k   12k|   0  5141k|   0   513 |4768  8575 |1.86 1.16 0.79|1.0 1.0 5.0|   0     0 |   0     0 |  9    8    0   10    2
Aug 08 01:45:37 ubuntu dstat.sh[98046]: 08-08 01:45:37| 19   2  67  10   0| 974M 1368M  189M 5211M| 473k   22k|   0  3668k|   0   352 |4270  6501 |1.86 1.16 0.79|1.0   0  14|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:38 ubuntu dstat.sh[98046]: 08-08 01:45:38| 24   7  69   1   0|1004M 1336M  189M 5212M| 529k   17k|   0  2780k|   0  30.0 |1919  2329 |1.86 1.16 0.79|1.0   0  76|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:39 ubuntu dstat.sh[98046]: 08-08 01:45:39| 27   2  69   1   0|1051M 1289M  190M 5212M|  32k 5128 |   0   832k|   0  27.0 |1176  1258 |1.86 1.16 0.79|1.0   0   0|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:40 ubuntu dstat.sh[98046]: 08-08 01:45:40| 31   2  66   2   0| 963M 1377M  190M 5212M|  78k 6566 |   0  7366k|   0   395 |2258  2973 |1.86 1.16 0.79|1.0   0 6.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:41 ubuntu dstat.sh[98046]: 08-08 01:45:41| 29   4  66   1   0|1009M 1330M  190M 5213M| 222k 9474 |   0  7605k|   0   407 |2459  3056 |1.79 1.16 0.80|3.0   0 7.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:42 ubuntu dstat.sh[98046]: 08-08 01:45:42| 33   4  62   2   0|1053M 1286M  190M 5213M|  20k 4399 |   0  7361k|   0   399 |2351  2966 |1.79 1.16 0.80|2.0   0 3.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:43 ubuntu dstat.sh[98046]: 08-08 01:45:43| 31   1  67   1   0|1058M 1281M  190M 5213M|  36k 4879 |   0    11M|   0   416 |2414  2987 |1.79 1.16 0.80|2.0   0 2.0|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:44 ubuntu dstat.sh[98046]: 08-08 01:45:44| 31  16  52   1   0| 978M 1359M  190M 5213M|  14k 1856 |   0  3348k|   0   230 |3350  5233 |1.79 1.16 0.80|2.0   0 382|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:45 ubuntu dstat.sh[98046]: 08-08 01:45:45| 35  21  43   0   0| 966M 1368M  190M 5216M|6550  1618 |   0   923k|   0  30.0 |4181  7645 |1.79 1.16 0.80|2.0   0 300|   0     0 |   0     0 |  9    6    0   10    2
Aug 08 01:45:46 ubuntu dstat.sh[98046]: 08-08 01:45:46| 49  21  27   3   1|1043M 1274M  191M 5231M|7596  1986 |   0  2273k|   0  78.0 |3794  8958 |1.81 1.17 0.80|4.0   0 184|   0     0 |   0     0 |  9    7    0   10    2
Aug 08 01:45:47 ubuntu dstat.sh[98046]: 08-08 01:45:47| 63   8  28   1   0|1132M 1174M  191M 5241M|7073  1619 |   0  1167k|   0  54.0 |1567  1480 |1.81 1.17 0.80|4.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Aug 08 01:45:48 ubuntu dstat.sh[98046]: 08-08 01:45:48| 62   7  27   5   0|1174M 1118M  192M 5251M|6850  1621 |   0    11M|   0   273 |1905  1943 |1.81 1.17 0.80|4.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Aug 08 01:45:49 ubuntu dstat.sh[98046]: 08-08 01:45:49| 67   6  24   3   0|1198M 1071M  193M 5272M|7163  1460 |   0  2238k|   0  69.1 |2392  3846 |1.81 1.17 0.80|5.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Aug 08 01:45:50 ubuntu dstat.sh[98046]: 08-08 01:45:50| 40  11  48   0   0|1239M 1024M  193M 5276M|8418  2457 |   0  1636k|   0  36.0 |2772  6473 |1.81 1.17 0.80|1.0   0 142|   0     0 |   0     0 |  9    7    0   10    2
Aug 08 01:45:51 ubuntu dstat.sh[98046]: 08-08 01:45:51| 24   2  74   0   0|1285M  978M  193M 5276M|  12k 3299 |   0     0 |   0     0 |1015  1164 |1.74 1.17 0.80|2.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Aug 08 01:45:52 ubuntu dstat.sh[98046]: 08-08 01:45:52| 41   4  54   1   0|1255M 1027M  193M 5258M|  10k 2178 |   0   384k|   0  9.00 |1229  1219 |1.74 1.17 0.80|3.0   0 3.0|   0     0 |   0     0 |  9    4    0   10    0
Aug 08 01:45:53 ubuntu dstat.sh[98046]: 08-08 01:45:53| 44   9  45   1   0|1289M  993M  193M 5259M|  71k   64k|   0  4140k|   0   181 |  10k   21k|1.74 1.17 0.80|3.0   0  14|   0     0 |   0     0 |  9   10    0   10    0
Aug 08 01:45:54 ubuntu dstat.sh[98046]: 08-08 01:45:54| 44   6  48   1   0|1187M 1095M  193M 5259M|8831  2131 |  20k 3828k|5.00   146 |1918  2627 |1.74 1.17 0.80|2.0   0  51|   0     0 |   0     0 |  9    4    0   10    0
Aug 08 01:45:55 ubuntu dstat.sh[98046]: 08-08 01:45:55| 45   9  45   0   0|1249M 1032M  193M 5259M|  18k   11k|   0     0 |   0     0 |9090    19k|1.74 1.17 0.80|3.0   0  16|   0     0 |   0     0 |  9   11    0   10    0
Aug 08 01:45:56 ubuntu dstat.sh[98046]: 08-08 01:45:56| 41   8  48   4   0|1172M 1109M  193M 5259M| 118k  112k| 124k 1708k|31.0  20.0 |2253  3203 |1.76 1.18 0.81|2.0   0  49|   0     0 |   0     0 |  9   28    0   10    0
Aug 08 01:45:57 ubuntu dstat.sh[98046]: 08-08 01:45:57| 43   8  49   0   0|1213M 1068M  193M 5259M|  19k 1620 |   0  4097B|   0  1.00 |1406  1368 |1.76 1.18 0.81|3.0   0  15|   0     0 |   0     0 |  9   28    0   10    0
Aug 08 01:45:58 ubuntu dstat.sh[98046]: 08-08 01:45:58| 52  12  36   0   0|1215M 1066M  193M 5259M|  68k   61k|   0  1728k|   0  12.0 |2121  3068 |1.76 1.18 0.81|4.0   0 196|   0     0 |   0     0 |  9   28    0    9    0
Aug 08 01:45:59 ubuntu dstat.sh[98046]: 08-08 01:45:59| 46   7  45   0   0|1250M 1031M  193M 5259M| 106k   97k|   0   620k|   0  31.0 |1844  2589 |1.76 1.18 0.81|3.0   0  48|   0     0 |   0     0 |  9   32    0    9    0
Aug 08 01:46:00 ubuntu dstat.sh[98046]: 08-08 01:46:00| 43  10  46   1   0|1144M 1137M  193M 5259M| 679k  673k|   0  3884k|   0   197 |5678    11k|1.76 1.18 0.81|3.0   0 101|   0     0 |   0     0 |  9   32    0   12    0
Aug 08 01:46:01 ubuntu dstat.sh[98046]: 08-08 01:46:01| 76  22   2   0   0|1306M  975M  193M 5259M|6338  1621 |   0    36k|   0  9.00 |2013  3714 |1.86 1.21 0.82|8.0   0 391|   0     0 |   0     0 |  9   32    0   12    0
Aug 08 01:46:02 ubuntu dstat.sh[98046]: 08-08 01:46:02| 86  13   1   0   1|1449M  831M  193M 5260M| 641k  637k|   0   204k|   0  15.0 |4315  8938 |1.86 1.21 0.82|7.0   0  50|   0     0 |   0     0 |  9   36    0   12    0
Aug 08 01:46:03 ubuntu dstat.sh[98046]: 08-08 01:46:03| 76  15   8   0   0|1227M 1054M  194M 5260M| 494k  489k|   0    14M|   0   573 |5682    11k|1.86 1.21 0.82|5.0   0 240|   0     0 |   0     0 |  9   33    0   13    0
Aug 08 01:46:04 ubuntu dstat.sh[98046]: 08-08 01:46:04| 43   8  48   0   0|1224M 1056M  194M 5260M| 176k  171k|   0   300k|   0  25.0 |2744  4384 |1.86 1.21 0.82|3.0   0  63|   0     0 |   0     0 |  9   32    0   13    0
Aug 08 01:46:05 ubuntu dstat.sh[98046]: 08-08 01:46:05| 46   7  48   0   0|1206M 1074M  194M 5260M| 515k  511k|   0   336k|   0  27.0 |3436  7515 |1.86 1.21 0.82|2.0   0  48|   0     0 |   0     0 |  9   33    0   13    0
Aug 08 01:46:06 ubuntu dstat.sh[98046]: 08-08 01:46:06| 20   7  71   0   0|1170M 1110M  194M 5260M| 126k  121k|   0   296k|   0  27.0 |2186  3847 |1.87 1.23 0.83|2.0   0  91|   0     0 |   0     0 |  9   32    0   13    0
Aug 08 01:46:07 ubuntu dstat.sh[98046]: 08-08 01:46:07| 23   2  73   0   0|1205M 1075M  194M 5260M| 131k  126k|   0   196k|   0  17.0 |1622  2664 |1.87 1.23 0.83|2.0   0   0|   0     0 |   0     0 |  9   33    0   13    0
Aug 08 01:46:08 ubuntu dstat.sh[98046]: 08-08 01:46:08| 15  14  69   1   0|1142M 1137M  194M 5260M|  86k   81k|   0  2353k|   0   118 |2774  4450 |1.87 1.23 0.83|3.0   0 277|   0     0 |   0     0 |  9   32    0   13    0
Aug 08 01:46:09 ubuntu dstat.sh[98046]: 08-08 01:46:09| 22  29  50   0   0|1176M 1104M  194M 5260M|6594  1620 |   0   200k|   0  16.0 |2960  5468 |1.87 1.23 0.83|6.0   0 713|   0     0 |   0     0 |  9   32    0   13    0
Aug 08 01:46:10 ubuntu dstat.sh[98046]: 08-08 01:46:10| 85  14   1   0   0|1349M  930M  194M 5260M|9269  1621 |   0   140k|   0  13.0 |1753  2334 |1.87 1.23 0.83|5.0   0 182|   0     0 |   0     0 |  9   32    0   13    0
Aug 08 01:46:11 ubuntu dstat.sh[98046]: 08-08 01:46:11| 74   9  16   0   0|1459M  821M  194M 5260M| 876k  870k|   0   180k|   0  19.0 |4900    11k|2.20 1.31 0.86|4.0 1.0   0|   0     0 |   0     0 |  9   36    0   16    0
Aug 08 01:46:12 ubuntu dstat.sh[98046]: 08-08 01:46:12| 52   9  38   0   0|1399M  880M  194M 5260M|1202k 1193k|   0   488k|   0  53.0 |8302    16k|2.20 1.31 0.86|7.0   0  78|   0     0 |   0     0 |  9   34    0   18    0
Aug 08 01:46:13 ubuntu dstat.sh[98046]: 08-08 01:46:13| 85  13   2   0   0|1270M 1009M  194M 5261M| 394k  386k|   0   336k|   0  23.0 |3504  7706 |2.20 1.31 0.86|6.0   0 216|   0     0 |   0     0 |  9   32    0   18    0
Aug 08 01:46:14 ubuntu dstat.sh[98046]: 08-08 01:46:14| 84  15   0   0   0|1447M  832M  194M 5261M| 309k  293k|   0   216k|   0  15.0 |2686  4893 |2.20 1.31 0.86|6.0   0 9.0|   0     0 |   0     0 |  9   34    0   18    0
Aug 08 01:46:15 ubuntu dstat.sh[98046]: 08-08 01:46:15| 72  10  14   0   0|1459M  820M  194M 5261M|1234k 1229k|   0   424k|   0  49.0 |7556    16k|2.20 1.31 0.86|6.0   0  11|   0     0 |   0     0 |  9   36    0   20    0
Aug 08 01:46:16 ubuntu dstat.sh[98046]: 08-08 01:46:16| 84  13   3   0   0|1369M  909M  194M 5261M| 900k  896k|   0   820k|   0  90.0 |6062    14k|2.67 1.42 0.90|6.0   0 179|   0     0 |   0     0 |  9   32    0   22    0
Aug 08 01:46:17 ubuntu dstat.sh[98046]: 08-08 01:46:17| 88  12   0   0   0|1418M  861M  194M 5261M| 204k  199k|   0   235k|   0  20.9 |2913  4901 |2.67 1.42 0.90|7.0   0 103|   0     0 |   0     0 |  9   34    0   22    0
Aug 08 01:46:18 ubuntu dstat.sh[98046]: 08-08 01:46:18| 80  13   6   0   0|1518M  760M  194M 5261M| 914k  908k|   0    35M|   0   147 |5623    11k|2.67 1.42 0.90|5.0   0   0|   0     0 |   0     0 |  9   37    0   24    0
Aug 08 01:46:19 ubuntu dstat.sh[98046]: 08-08 01:46:19| 74  19   6   1   1|1369M  908M  194M 5262M|1188k 1183k|   0  1736k|   0  83.0 |6240    15k|2.67 1.42 0.90|6.0   0 327|   0     0 |   0     0 |  9   35    0   22    0
Aug 08 01:46:20 ubuntu dstat.sh[98046]: 08-08 01:46:20| 81  18   0   0   0|1295M  981M  194M 5263M| 667k  662k|   0   528k|   0  31.0 |4068    11k|2.67 1.42 0.90|8.0   0 344|   0     0 |   0     0 |  9   33    0   22    0
Aug 08 01:46:21 ubuntu dstat.sh[98046]: 08-08 01:46:21| 80  13   5   0   0|1334M  943M  194M 5263M| 850k  845k|   0   472k|   0  35.0 |4406    12k|3.10 1.53 0.93|3.0 1.0 121|   0     0 |   0     0 |  9   34    0   24    0
Aug 08 01:46:22 ubuntu dstat.sh[98046]: 08-08 01:46:22| 56   8  37   1   0|1225M 1051M  194M 5263M|1001k  995k|   0   508k|   0  49.0 |4626    14k|3.10 1.53 0.93|4.0   0  42|   0     0 |   0     0 |  9   32    0   26    0
Aug 08 01:46:23 ubuntu dstat.sh[98046]: 08-08 01:46:23| 79  18   2   0   0|1321M  955M  194M 5263M|6006  1620 |   0   196k|   0  12.0 |1999  2801 |3.10 1.53 0.93|5.0   0 231|   0     0 |   0     0 |  9   32    0   26    0
Aug 08 01:46:24 ubuntu dstat.sh[98046]: 08-08 01:46:24| 69  12  18   0   0|1335M  941M  194M 5263M| 837k  832k|   0    26M|   0   211 |6367    12k|3.10 1.53 0.93|6.0   0  37|   0     0 |   0     0 |  9   35    0   29    0
Aug 08 01:46:25 ubuntu dstat.sh[98046]: 08-08 01:46:25| 78  17   5   0   0|1310M  966M  194M 5263M| 759k  755k|   0   641k|   0  63.1 |6048    13k|3.10 1.53 0.93|5.0   0 293|   0     0 |   0     0 |  9   32    0   29    0
Aug 08 01:46:26 ubuntu dstat.sh[98046]: 08-08 01:46:26| 89  12   0   0   0|1400M  876M  194M 5263M| 216k  212k|   0   360k|   0  37.0 |3261  5075 |3.25 1.58 0.96|5.0   0  20|   0     0 |   0     0 |  9   33    0   29    0
Aug 08 01:46:27 ubuntu dstat.sh[98046]: 08-08 01:46:27| 83  13   3   0   0|1448M  828M  194M 5264M|1349k 1335k|   0   604k|   0  50.0 |5302    18k|3.25 1.58 0.96|7.0   0 214|   0     0 |   0     0 |  9   35    0   29    0
Aug 08 01:46:28 ubuntu dstat.sh[98046]: 08-08 01:46:28| 88  11   1   0   0|1359M  917M  194M 5264M| 791k  786k|   0   484k|   0  42.0 |4489    12k|3.25 1.58 0.96|6.0   0  94|   0     0 |   0     0 |  9   32    0   29    0
Aug 08 01:46:29 ubuntu dstat.sh[98046]: 08-08 01:46:29| 77  17   3   0   0|1288M  988M  194M 5264M| 735k  731k|   0   961k|   0  59.8 |4793    12k|3.25 1.58 0.96|5.0   0 343|   0     0 |   0     0 |  9   33    0   27    0
Aug 08 01:46:30 ubuntu dstat.sh[98046]: 08-08 01:46:30| 86  13   2   0   1|1355M  920M  194M 5264M| 727k  721k|   0   553k|   0  46.1 |5666    10k|3.25 1.58 0.96|5.0   0  53|   0     0 |   0     0 |  9   33    0   27    0
Aug 08 01:46:31 ubuntu dstat.sh[98046]: 08-08 01:46:31| 82  13   3   0   0|1341M  933M  194M 5264M| 887k  883k|   0   564k|   0  46.0 |5940    13k|3.39 1.64 0.98|6.0   0 135|   0     0 |   0     0 |  9   34    0   27    0
Aug 08 01:46:32 ubuntu dstat.sh[98046]: 08-08 01:46:32| 85  12   4   0   0|1346M  929M  194M 5265M| 727k  721k|   0   712k|   0  59.0 |5167    12k|3.39 1.64 0.98|4.0   0  52|   0     0 |   0     0 |  9   32    0   27    0
Aug 08 01:46:33 ubuntu dstat.sh[98046]: 08-08 01:46:33| 63  16  20   0   0|1284M  991M  194M 5265M| 727k  723k|   0   772k|   0  65.0 |5693    12k|3.39 1.64 0.98|5.0   0 252|   0     0 |   0     0 |  9   33    0   28    0
Aug 08 01:46:34 ubuntu dstat.sh[98046]: 08-08 01:46:34| 82  17   1   0   0|1320M  954M  194M 5265M| 161k  157k|   0  6813k|   0   141 |2687  5199 |3.39 1.64 0.98|6.0   0 331|   0     0 |   0     0 |  9   32    0   28    0
Aug 08 01:46:35 ubuntu dstat.sh[98046]: 08-08 01:46:35| 80  17   2   0   0|1458M  816M  194M 5265M| 850k  844k|   0   592k|   0  32.0 |4252    12k|3.39 1.64 0.98|5.0   0 230|   0     0 |   0     0 |  9   36    0   29    0
Aug 08 01:46:36 ubuntu dstat.sh[98046]: 08-08 01:46:36| 82  17   1   0   0|1335M  938M  194M 5265M|1171k 1166k|   0   704k|   0  45.0 |4664    19k|3.60 1.71 1.01|8.0   0 244|   0     0 |   0     0 |  9   34    0   30    0
Aug 08 01:46:37 ubuntu dstat.sh[98046]: 08-08 01:46:37| 84  13   2   0   0|1381M  892M  194M 5266M| 927k  922k|   0   596k|   0  38.0 |5434    12k|3.60 1.71 1.01|7.0   0 179|   0     0 |   0     0 |  9   33    0   29    0
Aug 08 01:46:38 ubuntu dstat.sh[98046]: 08-08 01:46:38| 81  17   1   0   0|1394M  879M  194M 5266M| 696k  692k|   0   512k|   0  26.0 |5298    10k|3.60 1.71 1.01|7.0   0 167|   0     0 |   0     0 |  9   34    0   30    1
Aug 08 01:46:39 ubuntu dstat.sh[98046]: 08-08 01:46:39| 84  15   1   0   0|1310M  963M  194M 5266M|1028k 1014k|   0   896k|   0  85.0 |4437    14k|3.60 1.71 1.01|7.0   0 222|   0     0 |   0     0 |  9   33    0   31    0
Aug 08 01:46:40 ubuntu dstat.sh[98046]: 08-08 01:46:40| 83  15   1   0   0|1383M  889M  194M 5266M| 623k  618k|   0   680k|   0  60.0 |4000    11k|3.60 1.71 1.01|6.0   0 180|   0     0 |   0     0 |  9   32    0   31    0
Aug 08 01:46:41 ubuntu dstat.sh[98046]: 08-08 01:46:41| 81  16   3   0   0|1435M  837M  194M 5267M|1052k 1047k|   0   552k|   0  38.0 |6414    14k|3.79 1.79 1.03|8.0   0 195|   0     0 |   0     0 |  9   36    0   31    0
Aug 08 01:46:42 ubuntu dstat.sh[98046]: 08-08 01:46:42| 72  17   9   0   0|1336M  936M  194M 5267M|1382k 1377k|   0   852k|   0  54.0 |5694    17k|3.79 1.79 1.03|4.0   0 410|   0     0 |   0     0 |  9   33    0   31    0
Aug 08 01:46:43 ubuntu dstat.sh[98046]: 08-08 01:46:43| 29  16  55   0   0|1146M 1125M  194M 5267M| 397k  390k|   0   360k|   0  20.0 |3439  7332 |3.79 1.79 1.03|2.0   0 313|   0     0 |   0     0 |  9   32    0   31    0
Aug 08 01:46:44 ubuntu dstat.sh[98046]: 08-08 01:46:44| 26  27  47   0   0|1190M 1081M  194M 5267M|6554  1512 |   0   232k|   0  19.0 |3022  5373 |3.79 1.79 1.03|6.0   0 652|   0     0 |   0     0 |  9   32    0   31    0
Aug 08 01:46:45 ubuntu dstat.sh[98046]: 08-08 01:46:45| 78  19   2   0   0|1339M  932M  194M 5267M|  47k   42k|   0   192k|   0  14.0 |2352  3996 |3.79 1.79 1.03|8.0   0 363|   0     0 |   0     0 |  9   33    0   31    0
Aug 08 01:46:46 ubuntu dstat.sh[98046]: 08-08 01:46:46| 81  17   3   0   0|1316M  955M  194M 5267M| 977k  972k|   0  1880k|   0   145 |7227    15k|3.97 1.86 1.06|6.0   0 262|   0     0 |   0     0 |  9   33    0   31    0
Aug 08 01:46:47 ubuntu dstat.sh[98046]: 08-08 01:46:47| 80  18   1   0   0|1356M  915M  195M 5268M| 380k  375k|   0   624k|   0  48.0 |3894  9061 |3.97 1.86 1.06|6.0   0 284|   0     0 |   0     0 |  9   32    0   31    0
Aug 08 01:46:48 ubuntu dstat.sh[98046]: 08-08 01:46:48| 85  13   2   0   0|1432M  839M  195M 5268M| 845k  840k|   0   544k|   0  40.0 |4499  9800 |3.97 1.86 1.06|4.0   0  69|   0     0 |   0     0 |  9   36    0   32    0
Aug 08 01:46:49 ubuntu dstat.sh[98046]: 08-08 01:46:49| 61   8  30   0   0|1466M  804M  195M 5268M|1330k 1325k|   0   992k|   0  53.0 |7649    17k|3.97 1.86 1.06|4.0   0   0|   0     0 |   0     0 |  9   37    0   37    0
Aug 08 01:46:50 ubuntu dstat.sh[98046]: 08-08 01:46:50| 55   7  35   0   0|1422M  848M  195M 5269M|1202k 1196k|   0   592k|   0  46.0 |7453    16k|3.97 1.86 1.06|5.0   0  19|   0     0 |   0     0 |  9   36    0   45    0
Aug 08 01:46:51 ubuntu dstat.sh[98046]: 08-08 01:46:51| 83  12   4   0   0|1369M  900M  195M 5269M|1024k 1020k|   0   652k|   0  57.0 |4702    14k|4.05 1.91 1.08|6.0   0 127|   0     0 |   0     0 |  9   33    0   45    0
Aug 08 01:46:52 ubuntu dstat.sh[98046]: 08-08 01:46:52| 85  14   1   0   0|1387M  882M  195M 5269M| 719k  714k|   0   448k|   0  31.0 |5545    10k|4.05 1.91 1.08|7.0   0  39|   0     0 |   0     0 |  9   34    0   45    0
Aug 08 01:46:53 ubuntu dstat.sh[98046]: 08-08 01:46:53| 76  12  11   0   0|1411M  855M  195M 5272M|1348k 1343k|   0   732k|   0  68.0 |7471    17k|4.05 1.91 1.08|5.0   0  52|   0     0 |   0     0 |  9   36    0   45    0
Aug 08 01:46:54 ubuntu dstat.sh[98046]: 08-08 01:46:54| 68   8  22   0   0|1459M  807M  195M 5272M|1291k 1284k|   0  2727k|   0  59.0 |6698    15k|4.05 1.91 1.08|4.0   0 1.0|   0     0 |   0     0 |  9   36    0   46    0
Aug 08 01:46:55 ubuntu dstat.sh[98046]: 08-08 01:46:55| 70   9  19   0   0|1379M  886M  195M 5273M|1269k 1264k|   0   608k|   0  58.0 |7161    16k|4.05 1.91 1.08|7.0   0  61|   0     0 |   0     0 |  9   34    0   51    0
Aug 08 01:46:56 ubuntu dstat.sh[98046]: 08-08 01:46:56| 85  13   1   0   0|1363M  903M  195M 5273M|1056k 1050k|   0   725k|   0  79.1 |4289    15k|4.13 1.96 1.10|6.0   0 110|   0     0 |   0     0 |  9   34    0   49    0
Aug 08 01:46:57 ubuntu dstat.sh[98046]: 08-08 01:46:57| 83  14   3   0   0|1399M  866M  195M 5273M|1194k 1180k|   0   572k|   0  50.0 |5027    14k|4.13 1.96 1.10|6.0   0  69|   0     0 |   0     0 |  9   35    0   49    0
Aug 08 01:46:58 ubuntu dstat.sh[98046]: 08-08 01:46:58| 83  12   4   0   0|1415M  849M  195M 5274M|1444k 1437k|   0   664k|   0  65.0 |6155    17k|4.13 1.96 1.10|8.0   0 118|   0     0 |   0     0 |  9   35    0   50    0
Aug 08 01:46:59 ubuntu dstat.sh[98046]: 08-08 01:46:59| 80  12   6   0   0|1435M  829M  195M 5274M|1327k 1321k|   0   647k|   0  54.9 |5887    14k|4.13 1.96 1.10|6.0   0 122|   0     0 |   0     0 |  9   36    0   51    0
