-- Logs begin at Fri 2022-09-23 12:54:21 UTC, end at Fri 2022-09-23 15:28:58 UTC. --
Sep 23 14:50:23 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 23 14:50:23 ubuntu dstat.sh[80576]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 23 14:50:23 ubuntu dstat.sh[80576]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 23 14:50:34 ubuntu dstat.sh[80576]: 23-09 14:50:34| 12   4  64  20   0|1075M 1388M  189M 5098M| 276k   16k|   0  8385k|   0   677 |4945  9693 |1.01 0.80 0.58|  0 1.0  23|   0     0 |   0     0 |  9    8    0   10    2
Sep 23 14:50:35 ubuntu dstat.sh[80576]: 23-09 14:50:35| 11   3  65  20   0|1077M 1384M  189M 5100M|  60k   12k|   0    10M|   0   697 |4747  9390 |1.01 0.80 0.58|1.0   0  10|   0     0 |   0     0 |  9    8    0   10    2
Sep 23 14:50:36 ubuntu dstat.sh[80576]: 23-09 14:50:36| 10   3  68  18   0|1080M 1379M  189M 5101M|  63k   13k|   0  5313k|   0   537 |4348  8563 |1.01 0.80 0.58|2.0   0  12|   0     0 |   0     0 |  9    8    0   10    2
Sep 23 14:50:37 ubuntu dstat.sh[80576]: 23-09 14:50:37| 31  10  59   0   0|1028M 1426M  190M 5107M| 894k   23k|   0  1275k|   0  14.0 |2502  2934 |1.01 0.80 0.58|3.0   0  79|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:38 ubuntu dstat.sh[80576]: 23-09 14:50:38| 28   3  67   0   0|1068M 1385M  190M 5107M| 268k   10k|   0   504k|   0  4.00 |1346  1366 |1.01 0.81 0.58|2.0   0 1.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:39 ubuntu dstat.sh[80576]: 23-09 14:50:39| 29   2  67   1   1| 987M 1465M  190M 5108M| 662k   19k|   0  7820k|   0   392 |2983  3352 |1.01 0.81 0.58|1.0   0 2.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:40 ubuntu dstat.sh[80576]: 23-09 14:50:40| 24   4  68   3   0|1036M 1415M  190M 5109M| 100k 7228 |   0  8299k|   0   425 |2464  3142 |1.01 0.81 0.58|2.0   0  10|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:41 ubuntu dstat.sh[80576]: 23-09 14:50:41| 27   2  68   3   0|1081M 1370M  190M 5109M|  92k 6314 |   0  7433k|   0   409 |2379  3014 |1.01 0.81 0.58|3.0   0   0|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:42 ubuntu dstat.sh[80576]: 23-09 14:50:42| 23  14  60   3   0| 990M 1461M  190M 5109M|  80k 4916 |   0  7735k|   0   394 |3499  5282 |1.01 0.81 0.58|3.0   0 272|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:43 ubuntu dstat.sh[80576]: 23-09 14:50:43| 13  19  65   0   0| 990M 1460M  190M 5109M| 159k 8694 |   0   888k|   0  47.0 |2967  4545 |1.01 0.81 0.58|2.0   0 378|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:44 ubuntu dstat.sh[80576]: 23-09 14:50:44| 28  17  52   0   0| 992M 1457M  190M 5110M|  79k 4991 |   0   393k|   0  8.02 |4526  8869 |1.01 0.81 0.58|4.0   0 104|   0     0 |   0     0 |  9    6    0   10    2
Sep 23 14:50:45 ubuntu dstat.sh[80576]: 23-09 14:50:45| 53  10  36   2   0|1107M 1342M  190M 5111M|  47k 5092 | 324k 6513k|4.00  24.0 |1891  3179 |1.01 0.81 0.58|4.0   0 140|   0     0 |   0     0 |  9    7    0   10    2
Sep 23 14:50:46 ubuntu dstat.sh[80576]: 23-09 14:50:46| 59   8  31   2   0|1182M 1265M  190M 5112M|  14k 2505 | 372k  136k|8.00  4.00 |1625  1851 |1.01 0.81 0.58|4.0   0 4.0|   0     0 |   0     0 |  9    7    0   10    2
Sep 23 14:50:47 ubuntu dstat.sh[80576]: 23-09 14:50:47| 68   8  24   0   0|1205M 1238M  191M 5115M|9058  1620 |   0    48k|   0  9.00 |1826  4221 |1.01 0.81 0.58|3.0   0 3.0|   0     0 |   0     0 |  9    7    0   10    2
Sep 23 14:50:48 ubuntu dstat.sh[80576]: 23-09 14:50:48| 47  15  35   2   0|1241M 1183M  191M 5131M|8626  2465 |   0  3396k|   0  79.6 |3720  8999 |1.17 0.85 0.60|3.0   0 141|   0     0 |   0     0 |  9    6    0   11    2
Sep 23 14:50:49 ubuntu dstat.sh[80576]: 23-09 14:50:49| 39   6  49   5   0|1301M 1111M  192M 5142M|6832  1568 |   0  1277k|   0  62.1 |1331  1530 |1.17 0.85 0.60|3.0   0   0|   0     0 |   0     0 |  9    6    0   11    2
Sep 23 14:50:50 ubuntu dstat.sh[80576]: 23-09 14:50:50| 36   6  49   8   0|1325M 1077M  193M 5149M|  10k 1516 |   0  6686k|   0   260 |1609  1780 |1.17 0.85 0.60|2.0 1.0   0|   0     0 |   0     0 |  9    6    0   11    2
Sep 23 14:50:51 ubuntu dstat.sh[80576]: 23-09 14:50:51| 40   5  48   7   0|1335M 1049M  193M 5165M|  70k   64k|   0  4400k|   0   285 |3407  5417 |1.17 0.85 0.60|3.0   0 1.0|   0     0 |   0     0 |  9   12    0   11    2
Sep 23 14:50:52 ubuntu dstat.sh[80576]: 23-09 14:50:52| 39   8  49   4   0|1260M 1110M  194M 5176M|7737  2204 |   0  1767k|   0  72.0 |1656  1912 |1.17 0.85 0.60|2.0   0  45|   0     0 |   0     0 |  9    6    1   13    2
Sep 23 14:50:53 ubuntu dstat.sh[80576]: 23-09 14:50:53| 23   3  72   1   0|1288M 1082M  194M 5177M|  80k   74k|  64k 1148k|6.00  15.0 |1520  2843 |1.15 0.85 0.60|2.0   0 2.0|   0     0 |   0     0 |  9   20    0   13    2
Sep 23 14:50:54 ubuntu dstat.sh[80576]: 23-09 14:50:54| 26   3  63   7   1|1229M 1160M  194M 5158M|  64k   55k| 215k 1703k|53.8  82.8 |1873  2623 |1.15 0.85 0.60|3.0   0 6.0|   0     0 |   0     0 |  9   30    0   13    0
Sep 23 14:50:55 ubuntu dstat.sh[80576]: 23-09 14:50:55| 40  12  47   1   0|1259M 1131M  194M 5158M|7576  1624 |   0    10M|   0   420 |2803  3949 |1.15 0.85 0.60|3.0   0  57|   0     0 |   0     0 |  9   30    0   13    0
Sep 23 14:50:56 ubuntu dstat.sh[80576]: 23-09 14:50:56| 45   9  46   0   0|1198M 1192M  194M 5158M|  66k   60k|   0    80k|   0  1.00 |5368    14k|1.15 0.85 0.60|3.0   0  24|   0     0 |   0     0 |  9   30    0   11    0
Sep 23 14:50:57 ubuntu dstat.sh[80576]: 23-09 14:50:57| 61  16  22   0   0|1325M 1064M  194M 5158M|9498  2187 |   0  1953k|   0  13.0 |6438    15k|1.15 0.85 0.60|4.0   0 227|   0     0 |   0     0 |  9   30    0   11    0
Sep 23 14:50:58 ubuntu dstat.sh[80576]: 23-09 14:50:58| 67  12  21   0   0|1340M 1049M  194M 5159M| 230k  223k|   0   204k|   0  7.00 |2642  7177 |1.46 0.92 0.62|3.0   0  11|   0     0 |   0     0 |  9   34    0   11    0
Sep 23 14:50:59 ubuntu dstat.sh[80576]: 23-09 14:50:59| 64  10  25   0   0|1201M 1188M  194M 5159M| 566k  560k|   0   372k|   0  22.0 |4703  9010 |1.46 0.92 0.62|5.0   0  94|   0     0 |   0     0 |  9   34    0   11    0
Sep 23 14:51:00 ubuntu dstat.sh[80576]: 23-09 14:51:00| 81  18   1   0   0|1316M 1073M  194M 5159M|9128  1564 |   0   999k|   0  15.0 |1956  3193 |1.46 0.92 0.62|6.0   0 334|   0     0 |   0     0 |  9   34    0   11    0
Sep 23 14:51:01 ubuntu dstat.sh[80576]: 23-09 14:51:01| 86  14   0   0   0|1415M  974M  194M 5159M| 251k  246k|   0   479k|   0  31.0 |2991  5258 |1.46 0.92 0.62|8.0   0 190|   0     0 |   0     0 |  9   36    0   11    0
Sep 23 14:51:02 ubuntu dstat.sh[80576]: 23-09 14:51:02| 87  12   1   0   1|1386M 1003M  194M 5159M| 647k  641k|   0  5206k|   0   287 |5765    11k|1.46 0.92 0.62|6.0   0  80|   0     0 |   0     0 |  9   34    0   11    0
Sep 23 14:51:03 ubuntu dstat.sh[80576]: 23-09 14:51:03| 73  11  15   0   0|1342M 1046M  194M 5159M| 403k  386k|   0   536k|   0  54.0 |3233  7239 |1.82 1.00 0.65|4.0   0 148|   0     0 |   0     0 |  9   35    0   11    0
Sep 23 14:51:04 ubuntu dstat.sh[80576]: 23-09 14:51:04| 43  11  45   0   0|1261M 1127M  194M 5159M| 108k  102k|   0   296k|   0  24.0 |2051  3671 |1.82 1.00 0.65|3.0   0 114|   0     0 |   0     0 |  9   35    0   11    0
Sep 23 14:51:05 ubuntu dstat.sh[80576]: 23-09 14:51:05| 44   7  48   0   0|1233M 1155M  194M 5159M| 413k  404k|   0  5136k|   0  73.9 |2539  6493 |1.82 1.00 0.65|2.0   0  72|   0     0 |   0     0 |  9   34    0   13    0
Sep 23 14:51:06 ubuntu dstat.sh[80576]: 23-09 14:51:06| 21   6  72   0   0|1179M 1209M  194M 5159M| 163k  156k|   0   408k|   0  27.0 |2167  4234 |1.82 1.00 0.65|2.0   0  69|   0     0 |   0     0 |  9   34    0   13    0
Sep 23 14:51:07 ubuntu dstat.sh[80576]: 23-09 14:51:07| 22   4  74   0   0|1224M 1165M  194M 5159M|8273  1620 |   0   152k|   0  10.0 |1080  1243 |1.82 1.00 0.65|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   13    0
Sep 23 14:51:08 ubuntu dstat.sh[80576]: 23-09 14:51:08| 23   5  72   1   0|1168M 1220M  194M 5159M| 209k  203k|   0   800k|   0  65.0 |2361  4414 |1.76 1.00 0.66|2.0   0  44|   0     0 |   0     0 |  9   34    0   14    0
Sep 23 14:51:09 ubuntu dstat.sh[80576]: 23-09 14:51:09| 10  20  68   0   1|1165M 1223M  194M 5159M|6328  1615 |   0   187k|   0  7.98 |2568  3609 |1.76 1.00 0.66|1.0   0 379|   0     0 |   0     0 |  9   34    0   14    0
Sep 23 14:51:10 ubuntu dstat.sh[80576]: 23-09 14:51:10| 41  30  27   0   0|1258M 1130M  194M 5159M|7159  1464 |   0   205k|   0  20.1 |2650  5579 |1.76 1.00 0.66|5.0   0 777|   0     0 |   0     0 |  9   34    0   14    0
Sep 23 14:51:11 ubuntu dstat.sh[80576]: 23-09 14:51:11| 88  12   0   0   0|1446M  942M  194M 5159M|  23k   16k|   0   644k|   0  42.0 |1956  2021 |1.76 1.00 0.66|6.0   0  10|   0     0 |   0     0 |  9   36    0   14    0
Sep 23 14:51:12 ubuntu dstat.sh[80576]: 23-09 14:51:12| 70  10  19   0   0|1508M  880M  194M 5159M| 963k  957k|   0   360k|   0  37.0 |5725    12k|1.76 1.00 0.66|4.0   0   0|   0     0 |   0     0 |  9   38    0   17    0
Sep 23 14:51:13 ubuntu dstat.sh[80576]: 23-09 14:51:13| 59   6  34   1   0|1444M  944M  194M 5160M|1251k 1247k|   0   452k|   0  50.0 |7111    16k|1.78 1.02 0.66|6.0   0  25|   0     0 |   0     0 |  9   35    0   18    0
Sep 23 14:51:14 ubuntu dstat.sh[80576]: 23-09 14:51:14| 81  18   1   0   0|1337M 1050M  194M 5160M| 261k  246k|   0   328k|   0  20.0 |3494  6142 |1.78 1.02 0.66|6.0   0 285|   0     0 |   0     0 |  9   34    0   18    0
Sep 23 14:51:15 ubuntu dstat.sh[80576]: 23-09 14:51:15| 87  13   0   0   0|1510M  877M  194M 5160M|  85k   79k|   0   172k|   0  15.0 |2180  2655 |1.78 1.02 0.66|8.0   0 2.0|   0     0 |   0     0 |  9   35    0   18    0
Sep 23 14:51:16 ubuntu dstat.sh[80576]: 23-09 14:51:16| 78  10  10   0   0|1572M  815M  194M 5160M|1232k 1226k|   0   787k|   0  67.9 |6212    15k|1.78 1.02 0.66|5.0   0   0|   0     0 |   0     0 |  9   39    0   22    0
Sep 23 14:51:17 ubuntu dstat.sh[80576]: 23-09 14:51:17| 80  13   7   0   1|1381M 1006M  194M 5160M|1063k 1055k|   0   965k|   0   108 |6526    14k|1.78 1.02 0.66|9.0   0 165|   0     0 |   0     0 |  9   35    0   23    0
Sep 23 14:51:18 ubuntu dstat.sh[80576]: 23-09 14:51:18| 85  14   0   0   0|1423M  964M  194M 5160M| 136k  128k|   0   204k|   0  13.0 |2515  3706 |2.28 1.14 0.70|8.0   0 128|   0     0 |   0     0 |  9   35    0   23    0
Sep 23 14:51:19 ubuntu dstat.sh[80576]: 23-09 14:51:19| 88  11   0   0   0|1546M  841M  194M 5160M| 754k  747k|   0   284k|   0  26.0 |4480  9301 |2.28 1.14 0.70|5.0   0   0|   0     0 |   0     0 |  9   38    0   23    0
Sep 23 14:51:20 ubuntu dstat.sh[80576]: 23-09 14:51:20| 74  12  14   0   0|1444M  941M  194M 5162M|1320k 1314k|   0   539k|   0  46.0 |6302    17k|2.28 1.14 0.70|3.0   0 144|   0     0 |   0     0 |  9   38    0   23    0
Sep 23 14:51:21 ubuntu dstat.sh[80576]: 23-09 14:51:21| 63  20  16   1   0|1194M 1191M  194M 5162M| 786k  776k|   0    39M|   0   223 |5614    13k|2.28 1.14 0.70|7.0   0 467|   0     0 |   0     0 |  9   34    0   22    0
Sep 23 14:51:22 ubuntu dstat.sh[80576]: 23-09 14:51:22| 84  16   0   0   0|1382M 1003M  194M 5162M|9530  1620 |   0   220k|   0  9.00 |1919  2312 |2.28 1.14 0.70|4.0   0 142|   0     0 |   0     0 |  9   34    0   22    0
Sep 23 14:51:23 ubuntu dstat.sh[80576]: 23-09 14:51:23| 74   9  17   0   0|1445M  940M  194M 5162M| 869k  863k|   0   435k|   0  46.9 |5323    12k|2.41 1.18 0.72|5.0   0   0|   0     0 |   0     0 |  9   37    0   26    0
Sep 23 14:51:24 ubuntu dstat.sh[80576]: 23-09 14:51:24| 75  16   7   0   0|1309M 1076M  194M 5162M| 992k  977k|   0   573k|   0  43.1 |5572    13k|2.41 1.18 0.72|5.0   0 286|   0     0 |   0     0 |  9   35    0   27    0
Sep 23 14:51:25 ubuntu dstat.sh[80576]: 23-09 14:51:25| 85  14   1   0   0|1403M  981M  194M 5162M| 197k  191k|   0   240k|   0  11.0 |2397  3682 |2.41 1.18 0.72|4.0   0  69|   0     0 |   0     0 |  9   35    0   27    0
Sep 23 14:51:26 ubuntu dstat.sh[80576]: 23-09 14:51:26| 74  14  10   0   0|1328M 1056M  194M 5163M|1182k 1175k|   0    25M|   0   137 |6929    16k|2.41 1.18 0.72|8.0   0 254|   0     0 |   0     0 |  9   36    0   28    0
Sep 23 14:51:27 ubuntu dstat.sh[80576]: 23-09 14:51:27| 85  13   1   0   1|1342M 1042M  194M 5163M| 339k  330k|   0   484k|   0  49.0 |4178  6860 |2.41 1.18 0.72|6.0   0 101|   0     0 |   0     0 |  9   34    0   28    0
Sep 23 14:51:28 ubuntu dstat.sh[80576]: 23-09 14:51:28| 89  11   0   0   0|1501M  883M  194M 5163M| 421k  402k|   0   248k|   0  21.0 |3260  5310 |2.62 1.25 0.74|4.0   0 4.0|   0     0 |   0     0 |  9   38    0   28    0
Sep 23 14:51:29 ubuntu dstat.sh[80576]: 23-09 14:51:29| 80  15   4   0   0|1440M  943M  194M 5163M|1277k 1263k|   0   819k|   0  76.9 |6185    17k|2.62 1.25 0.74|7.0   0 271|   0     0 |   0     0 |  9   36    0   27    1
Sep 23 14:51:30 ubuntu dstat.sh[80576]: 23-09 14:51:30| 89  11   1   0   0|1422M  961M  194M 5163M| 711k  704k|   0   368k|   0  31.0 |3606  9361 |2.62 1.25 0.74|7.0   0  44|   0     0 |   0     0 |  9   34    0   28    0
Sep 23 14:51:31 ubuntu dstat.sh[80576]: 23-09 14:51:31| 83  13   4   0   0|1304M 1079M  194M 5163M| 580k  572k|   0  2959k|   0   139 |3731  8623 |2.62 1.25 0.74|4.0   0 182|   0     0 |   0     0 |  9   35    0   29    0
Sep 23 14:51:32 ubuntu dstat.sh[80576]: 23-09 14:51:32| 83  14   2   0   0|1431M  952M  194M 5163M| 697k  691k|   0   384k|   0  31.0 |4272    10k|2.62 1.25 0.74|6.0   0 182|   0     0 |   0     0 |  9   35    0   29    0
Sep 23 14:51:33 ubuntu dstat.sh[80576]: 23-09 14:51:33| 85  13   3   0   0|1400M  984M  194M 5164M| 721k  711k|   0   580k|   0  61.0 |4685    11k|2.81 1.31 0.77|6.0   0 123|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:34 ubuntu dstat.sh[80576]: 23-09 14:51:34| 81  15   4   0   0|1324M 1059M  194M 5164M| 514k  506k|   0   468k|   0  42.0 |4227  8614 |2.81 1.31 0.77|5.0   0 119|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:35 ubuntu dstat.sh[80576]: 23-09 14:51:35| 86  11   4   0   0|1432M  951M  194M 5164M| 817k  810k|   0   391k|   0  32.9 |4797    11k|2.81 1.31 0.77|5.0   0   0|   0     0 |   0     0 |  9   35    0   30    0
Sep 23 14:51:36 ubuntu dstat.sh[80576]: 23-09 14:51:36| 51  13  34   1   0|1178M 1205M  194M 5164M| 617k  611k|   0  5428k|   0   133 |4950    11k|2.81 1.31 0.77|3.0   0 211|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:37 ubuntu dstat.sh[80576]: 23-09 14:51:37| 72  21   6   0   0|1342M 1041M  194M 5164M|  16k 1620 |   0   264k|   0  21.0 |2299  3687 |2.81 1.31 0.77|8.0   0 393|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:38 ubuntu dstat.sh[80576]: 23-09 14:51:38| 86  13   1   0   0|1478M  904M  194M 5164M| 446k  440k|   0   421k|   0  29.0 |3809  7452 |3.15 1.40 0.80|8.0   0 175|   0     0 |   0     0 |  9   37    0   30    0
Sep 23 14:51:39 ubuntu dstat.sh[80576]: 23-09 14:51:39| 82  13   3   0   0|1560M  823M  194M 5165M|1183k 1175k|   0   575k|   0  43.9 |6072    17k|3.15 1.40 0.80|9.0   0 159|   0     0 |   0     0 |  9   36    0   30    0
Sep 23 14:51:40 ubuntu dstat.sh[80576]: 23-09 14:51:40| 80  18   2   0   0|1436M  946M  195M 5165M| 744k  738k|   0   509k|   0  30.0 |5952    11k|3.15 1.40 0.80|8.0   0 210|   0     0 |   0     0 |  9   35    0   30    0
Sep 23 14:51:41 ubuntu dstat.sh[80576]: 23-09 14:51:41| 83  15   1   0   0|1402M  980M  195M 5165M| 855k  847k|   0   516k|   0  36.0 |6158    13k|3.15 1.40 0.80|8.0   0 172|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:42 ubuntu dstat.sh[80576]: 23-09 14:51:42| 85  14   1   0   0|1448M  933M  195M 5165M| 894k  883k|   0   563k|   0  47.9 |5045    11k|3.15 1.40 0.80|8.0   0 167|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:43 ubuntu dstat.sh[80576]: 23-09 14:51:43| 81  16   2   0   0|1373M 1008M  195M 5165M| 492k  486k|   0   521k|   0  44.1 |4632  9077 |3.54 1.51 0.84|7.0   0 236|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:44 ubuntu dstat.sh[80576]: 23-09 14:51:44| 84  15   1   0   0|1420M  961M  195M 5166M| 789k  781k|   0   627k|   0  54.9 |5637    11k|3.54 1.51 0.84|7.0   0 149|   0     0 |   0     0 |  9   34    0   30    0
Sep 23 14:51:45 ubuntu dstat.sh[80576]: 23-09 14:51:45| 83  14   2   0   0|1455M  926M  195M 5166M|1047k 1033k|   0   541k|   0  40.0 |5419    14k|3.54 1.51 0.84|8.0   0 185|   0     0 |   0     0 |  9   36    0   30    0
Sep 23 14:51:46 ubuntu dstat.sh[80576]: 23-09 14:51:46| 78  16   4   0   0|1374M 1006M  195M 5166M| 838k  820k|   0   575k|   0  32.9 |3073    12k|3.54 1.51 0.84|4.0   0 378|   0     0 |   0     0 |  9   35    0   31    0
Sep 23 14:51:47 ubuntu dstat.sh[80576]: 23-09 14:51:47| 44  12  41   0   0|1239M 1141M  195M 5166M| 954k  943k|   0   468k|   0  37.0 |5978    14k|3.54 1.51 0.84|4.0   0 205|   0     0 |   0     0 |  9   34    0   33    0
Sep 23 14:51:48 ubuntu dstat.sh[80576]: 23-09 14:51:48| 18  23  58   0   0|1188M 1192M  195M 5166M|  20k 1718 |   0   172k|   0  13.0 |2888  4459 |3.25 1.49 0.83|4.0   0 508|   0     0 |   0     0 |  9   34    0   33    0
Sep 23 14:51:49 ubuntu dstat.sh[80576]: 23-09 14:51:49| 68  27   4   0   0|1330M 1050M  195M 5166M|9246  1620 |   0   180k|   0  17.0 |2210  5413 |3.25 1.49 0.83|8.0   0 697|   0     0 |   0     0 |  9   34    0   32    0
Sep 23 14:51:50 ubuntu dstat.sh[80576]: 23-09 14:51:50| 86  13   0   0   0|1394M  986M  195M 5166M| 552k  542k|   0   667k|   0  52.9 |3840  7846 |3.25 1.49 0.83|8.0   0 148|   0     0 |   0     0 |  9   35    0   32    0
Sep 23 14:51:51 ubuntu dstat.sh[80576]: 23-09 14:51:51| 81  17   2   1   0|1309M 1071M  195M 5167M| 663k  657k|   0  2785k|   0  94.2 |4335    11k|3.25 1.49 0.83|8.0   0 320|   0     0 |   0     0 |  9   34    0   33    0
Sep 23 14:51:52 ubuntu dstat.sh[80576]: 23-09 14:51:52| 85  13   1   0   0|1388M  991M  195M 5167M| 377k  372k|  28k  636k|2.00  43.0 |3834  6811 |3.25 1.49 0.83|7.0   0 110|   0     0 |   0     0 |  9   35    0   33    0
Sep 23 14:51:53 ubuntu dstat.sh[80576]: 23-09 14:51:53| 84  14   2   0   0|1491M  888M  195M 5167M|1240k 1235k|   0   404k|   0  36.0 |6502    15k|3.39 1.55 0.86|6.0   0  44|   0     0 |   0     0 |  9   37    0   32    0
Sep 23 14:51:54 ubuntu dstat.sh[80576]: 23-09 14:51:54| 75  10  14   0   0|1468M  910M  195M 5168M|1328k 1322k|   0   364k|   0  36.0 |5961    15k|3.39 1.55 0.86|7.0   0  21|   0     0 |   0     0 |  9   37    0   37    0
Sep 23 14:51:55 ubuntu dstat.sh[80576]: 23-09 14:51:55| 73   7  19   0   0|1508M  870M  195M 5168M|1096k 1089k|   0   467k|   0  50.8 |7769    16k|3.39 1.55 0.86| 10   0   0|   0     0 |   0     0 |  9   36    0   39    0
Sep 23 14:51:56 ubuntu dstat.sh[80576]: 23-09 14:51:56| 81  16   3   0   0|1406M  972M  195M 5168M| 915k  908k|   0   665k|   0  49.1 |5193    13k|3.39 1.55 0.86|8.0   0 147|   0     0 |   0     0 |  9   36    0   39    0
Sep 23 14:51:57 ubuntu dstat.sh[80576]: 23-09 14:51:57| 87  12   1   0   0|1468M  908M  195M 5170M| 682k  676k|   0   557k|   0  37.1 |4303  9061 |3.39 1.55 0.86|7.0   0  19|   0     0 |   0     0 |  9   35    0   39    0
Sep 23 14:51:58 ubuntu dstat.sh[80576]: 23-09 14:51:58| 81  12   4   0   0|1482M  893M  195M 5171M|1205k 1196k|   0   672k|   0  58.0 |5320    19k|3.68 1.64 0.89|5.0   0  85|   0     0 |   0     0 |  9   38    0   40    0
Sep 23 14:51:59 ubuntu dstat.sh[80576]: 23-09 14:51:59| 68   8  23   0   0|1514M  860M  195M 5172M|1275k 1268k|   0   583k|   0  47.9 |6963    17k|3.68 1.64 0.89|3.0   0   0|   0     0 |   0     0 |  9   39    0   43    0
Sep 23 14:52:00 ubuntu dstat.sh[80576]: 23-09 14:52:00| 75   8  17   0   0|1416M  958M  195M 5172M|1190k 1181k|   0   785k|   0  78.1 |5415    16k|3.68 1.64 0.89|7.0   0  69|   0     0 |   0     0 |  9   36    0   44    0
