-- Logs begin at Thu 2022-07-14 15:46:49 UTC, end at Thu 2022-07-14 17:14:10 UTC. --
Jul 14 16:36:24 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 14 16:36:24 ubuntu dstat.sh[91502]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 14 16:36:24 ubuntu dstat.sh[91502]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 14 16:36:42 ubuntu dstat.sh[91502]: 14-07 16:36:42| 29   1  67   3   0| 948M 1414M  189M 5192M| 139k 7376 |   0  7336k|   0   404 |2343  2913 |1.77 1.32 0.84|1.0   0  11|   0     0 |   0     0 |  9    6    0   10    2
Jul 14 16:36:43 ubuntu dstat.sh[91502]: 14-07 16:36:43| 45   6  48   2   0|1017M 1344M  190M 5192M|8682  1578 |   0  7209k|   0   409 |2387  2840 |1.77 1.32 0.84|2.0   0 3.0|   0     0 |   0     0 |  9    6    0   10    2
Jul 14 16:36:44 ubuntu dstat.sh[91502]: 14-07 16:36:44| 40   3  54   3   0|1032M 1329M  190M 5192M|  11k 3112 |   0  7127k|   0   374 |2270  2720 |1.77 1.32 0.84|1.0   0 2.0|   0     0 |   0     0 |  9    6    0   10    2
Jul 14 16:36:45 ubuntu dstat.sh[91502]: 14-07 16:36:45| 38   2  57   2   0|1061M 1300M  190M 5192M|8767  2404 |   0  8374k|   0   136 |1579  1791 |1.77 1.32 0.84|2.0   0 4.0|   0     0 |   0     0 |  9    6    0   10    2
Jul 14 16:36:46 ubuntu dstat.sh[91502]: 14-07 16:36:46| 34  19  47   0   0| 974M 1387M  190M 5193M|7634  1622 |   0   401k|   0  14.0 |2715  4550 |1.77 1.32 0.84|2.0   0 442|   0     0 |   0     0 |  9    6    0   10    2
Jul 14 16:36:47 ubuntu dstat.sh[91502]: 14-07 16:36:47| 38  19  41   0   0| 971M 1389M  190M 5193M|  13k 1617 |   0    28k|   0  6.99 |3672  7365 |1.79 1.33 0.85|2.0   0 268|   0     0 |   0     0 |  9    6    0   10    2
Jul 14 16:36:48 ubuntu dstat.sh[91502]: 14-07 16:36:48| 66  13  21   0   1|1092M 1266M  190M 5196M|8607  1989 |   0    32k|   0  5.01 |2010  3396 |1.79 1.33 0.85|3.0   0 148|   0     0 |   0     0 |  9    7    0   10    2
Jul 14 16:36:49 ubuntu dstat.sh[91502]: 14-07 16:36:49| 69   6  25   0   0|1158M 1197M  190M 5197M|  12k 1620 |   0     0 |   0     0 |1783  1937 |1.79 1.33 0.85|3.0   0 2.0|   0     0 |   0     0 |  9    7    0   10    2
Jul 14 16:36:50 ubuntu dstat.sh[91502]: 14-07 16:36:50| 75   1  24   0   0|1174M 1182M  190M 5197M|  16k 1513 |   0  9644k|   0   462 |2112  1004 |1.79 1.33 0.85|4.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Jul 14 16:36:51 ubuntu dstat.sh[91502]: 14-07 16:36:51| 60  11  27   1   0|1186M 1153M  191M 5211M|  11k 2380 |   0  3009k|   0  69.9 |2535  6528 |1.79 1.33 0.85|2.0   0 140|   0     0 |   0     0 |  9    6    0   11    2
Jul 14 16:36:52 ubuntu dstat.sh[91502]: 14-07 16:36:52| 42   7  49   1   0|1254M 1069M  191M 5224M|  10k 1617 |   0  1732k|   0  77.8 |1475  1425 |1.80 1.34 0.85|3.0   0   0|   0     0 |   0     0 |  9    6    0   11    2
Jul 14 16:36:53 ubuntu dstat.sh[91502]: 14-07 16:36:53| 44   4  49   3   0|1271M 1035M  192M 5237M|7926  1625 |   0  3591k|   0   125 |1688  1858 |1.80 1.34 0.85|2.0 1.0   0|   0     0 |   0     0 |  9    6    0   11    2
Jul 14 16:36:54 ubuntu dstat.sh[91502]: 14-07 16:36:54| 43   6  49   3   0|1290M  996M  193M 5256M|  75k   64k|   0  4229k|   0   230 |2930  4621 |1.80 1.34 0.85|3.0   0 4.0|   0     0 |   0     0 |  9   12    0   11    2
Jul 14 16:36:55 ubuntu dstat.sh[91502]: 14-07 16:36:55| 23   4  69   2   0|1198M 1088M  193M 5256M|  10k 3080 |  20k   11M|4.99   366 |2219  2956 |1.80 1.34 0.85|2.0   0  44|   0     0 |   0     0 |  9    7    0   12    2
Jul 14 16:36:56 ubuntu dstat.sh[91502]: 14-07 16:36:56| 29   5  66   0   0|1236M 1068M  193M 5238M|  28k   13k|   0   787k|   0  6.99 |1120  1154 |1.80 1.34 0.85|4.0   0 2.0|   0     0 |   0     0 |  9   11    0   12    3
Jul 14 16:36:57 ubuntu dstat.sh[91502]: 14-07 16:36:57| 41   8  44   7   0|1183M 1121M  193M 5238M| 134k  113k| 132k 1543k|33.1  30.1 |2270  5691 |1.98 1.38 0.87|4.0   0  85|   0     0 |   0     0 |  9   28    0   11    0
Jul 14 16:36:58 ubuntu dstat.sh[91502]: 14-07 16:36:58| 49   8  42   0   0|1231M 1074M  193M 5238M|  15k 2195 |   0     0 |   0     0 |9121    20k|1.98 1.38 0.87|2.0   0 9.0|   0     0 |   0     0 |  9   28    0   12    0
Jul 14 16:36:59 ubuntu dstat.sh[91502]: 14-07 16:36:59| 50  13  37   0   1|1230M 1074M  193M 5238M|  83k   60k|   0    12k|   0  3.01 |2035  2735 |1.98 1.38 0.87|4.0   0 202|   0     0 |   0     0 |  9   28    0   12    0
Jul 14 16:37:00 ubuntu dstat.sh[91502]: 14-07 16:37:00| 68   6  25   0   0|1294M 1010M  193M 5238M|  42k   29k|   0   140k|   0  7.00 |1434  1371 |1.98 1.38 0.87|4.0   0 2.0|   0     0 |   0     0 |  9   30    0   13    0
Jul 14 16:37:01 ubuntu dstat.sh[91502]: 14-07 16:37:01| 67  11  21   0   0|1203M 1101M  193M 5238M| 753k  748k|   0  1713k|   0  29.0 |  11k   23k|1.98 1.38 0.87|5.0   0 135|   0     0 |   0     0 |  9   32    0   12    0
Jul 14 16:37:02 ubuntu dstat.sh[91502]: 14-07 16:37:02| 82  18   0   0   0|1334M  971M  193M 5238M|  21k 1665 |   0    24k|   0  6.01 |1798  2916 |2.30 1.46 0.90|7.0   0 272|   0     0 |   0     0 |  9   32    0   12    0
Jul 14 16:37:03 ubuntu dstat.sh[91502]: 14-07 16:37:03| 85  14   1   0   0|1403M  901M  193M 5238M| 693k  683k|   0   616k|   0  27.0 |4106  9806 |2.30 1.46 0.90|7.0   0 150|   0     0 |   0     0 |  9   35    0   14    0
Jul 14 16:37:04 ubuntu dstat.sh[91502]: 14-07 16:37:04| 85  15   1   0   0|1268M 1035M  193M 5238M| 285k  273k|   0   656k|   0  75.0 |3908  7186 |2.30 1.46 0.90|5.0   0 196|   0     0 |   0     0 |  9   32    0   14    0
Jul 14 16:37:05 ubuntu dstat.sh[91502]: 14-07 16:37:05| 76  13  11   0   0|1220M 1083M  193M 5238M| 498k  492k|   0  6799k|   0   113 |3896  7934 |2.30 1.46 0.90|5.0   0 121|   0     0 |   0     0 |  9   33    0   14    0
Jul 14 16:37:06 ubuntu dstat.sh[91502]: 14-07 16:37:06| 50  11  38   0   0|1170M 1134M  193M 5239M| 282k  274k|   0   284k|   0  20.0 |3166  5208 |2.30 1.46 0.90|1.0   0 118|   0     0 |   0     0 |  9   32    0   15    0
Jul 14 16:37:07 ubuntu dstat.sh[91502]: 14-07 16:37:07| 21   5  73   0   0|1123M 1180M  193M 5239M| 214k  208k|   0   387k|   0  28.0 |1809  4119 |2.20 1.45 0.90|2.0   0  47|   0     0 |   0     0 |  9   32    0   15    0
Jul 14 16:37:08 ubuntu dstat.sh[91502]: 14-07 16:37:08| 21   5  74   0   0|1165M 1138M  193M 5239M|  11k 1566 |   0   156k|   0  10.0 |1107  1240 |2.20 1.45 0.90|1.0   0  23|   0     0 |   0     0 |  9   32    0   15    0
Jul 14 16:37:09 ubuntu dstat.sh[91502]: 14-07 16:37:09| 22   6  72   1   1|1123M 1180M  193M 5239M| 215k  201k|   0   324k|   0  42.0 |2180  4163 |2.20 1.45 0.90|2.0   0  64|   0     0 |   0     0 |  9   32    0   15    0
Jul 14 16:37:10 ubuntu dstat.sh[91502]: 14-07 16:37:10|  9  21  69   0   0|1120M 1183M  193M 5239M|8336  1511 |   0   336k|   0  12.0 |2520  3657 |2.20 1.45 0.90|2.0   0 411|   0     0 |   0     0 |  9   32    0   15    0
Jul 14 16:37:11 ubuntu dstat.sh[91502]: 14-07 16:37:11| 58  26  15   0   0|1256M 1048M  193M 5239M|7985  1622 |   0   292k|   0  23.0 |2346  4861 |2.20 1.45 0.90|5.0   0 697|   0     0 |   0     0 |  9   32    0   15    0
Jul 14 16:37:12 ubuntu dstat.sh[91502]: 14-07 16:37:12| 87  13   1   0   0|1409M  894M  193M 5239M| 264k  249k|   0  1228k|   0  82.0 |2741  4067 |2.20 1.45 0.90|3.0   0 1.0|   0     0 |   0     0 |  9   36    0   15    0
Jul 14 16:37:13 ubuntu dstat.sh[91502]: 14-07 16:37:13| 58   7  34   0   0|1364M  939M  193M 5239M|1035k 1024k|   0   472k|   0  47.0 |6099    14k|2.34 1.49 0.92|5.0   0  47|   0     0 |   0     0 |  9   36    0   18    0
Jul 14 16:37:14 ubuntu dstat.sh[91502]: 14-07 16:37:14| 82  14   4   0   0|1332M  970M  193M 5239M|1163k 1155k|   0   551k|   0  43.9 |4715    14k|2.34 1.49 0.92|6.0   0 217|   0     0 |   0     0 |  9   33    0   18    0
Jul 14 16:37:15 ubuntu dstat.sh[91502]: 14-07 16:37:15| 86  14   0   0   0|1380M  922M  193M 5239M| 321k  312k|   0   436k|   0  15.0 |2581  5163 |2.34 1.49 0.92|6.0   0  39|   0     0 |   0     0 |  9   34    0   18    0
Jul 14 16:37:16 ubuntu dstat.sh[91502]: 14-07 16:37:16| 84  14   1   0   0|1409M  893M  193M 5240M|1079k 1074k|   0   540k|   0  51.0 |6170    16k|2.34 1.49 0.92|6.0   0  69|   0     0 |   0     0 |  9   34    0   18    0
Jul 14 16:37:17 ubuntu dstat.sh[91502]: 14-07 16:37:17| 86  12   2   0   1|1338M  963M  193M 5240M| 814k  809k|   0   605k|   0  60.1 |6132    13k|2.34 1.49 0.92|8.0   0 121|   0     0 |   0     0 |  9   34    0   18    0
Jul 14 16:37:18 ubuntu dstat.sh[91502]: 14-07 16:37:18| 85  14   0   0   0|1368M  934M  193M 5240M| 502k  497k|   0   469k|   0  47.1 |5121  8962 |2.63 1.57 0.94|6.0   0 102|   0     0 |   0     0 |  9   34    0   18    0
Jul 14 16:37:19 ubuntu dstat.sh[91502]: 14-07 16:37:19| 85  12   3   0   0|1335M  966M  193M 5240M|1092k 1086k|   0   839k|   0  72.9 |6057    15k|2.63 1.57 0.94|7.0   0 159|   0     0 |   0     0 |  9   34    0   18    0
Jul 14 16:37:20 ubuntu dstat.sh[91502]: 14-07 16:37:20| 82  17   1   0   0|1330M  970M  193M 5241M| 944k  939k|   0  2103k|   0  62.1 |4722    13k|2.63 1.57 0.94|8.0   0 373|   0     0 |   0     0 |  9   34    0   19    0
Jul 14 16:37:21 ubuntu dstat.sh[91502]: 14-07 16:37:21| 88  12   0   0   0|1320M  980M  193M 5241M| 898k  889k|   0   464k|   0  35.0 |4107    12k|2.63 1.57 0.94|6.0   0 104|   0     0 |   0     0 |  9   34    0   16    0
Jul 14 16:37:22 ubuntu dstat.sh[91502]: 14-07 16:37:22| 75  13  12   0   0|1250M 1050M  193M 5242M|1245k 1235k|   0   608k|   0  46.0 |6121    16k|2.63 1.57 0.94|4.0   0 160|   0     0 |   0     0 |  9   34    0   16    0
Jul 14 16:37:23 ubuntu dstat.sh[91502]: 14-07 16:37:23| 71  15  12   0   0|1244M 1056M  193M 5242M| 373k  366k|   0   512k|   0  46.0 |3835  7911 |2.74 1.61 0.96|4.0   0 269|   0     0 |   0     0 |  9   32    0   16    0
Jul 14 16:37:24 ubuntu dstat.sh[91502]: 14-07 16:37:24| 83  10   7   0   0|1361M  938M  193M 5242M| 651k  632k|   0   400k|   0  36.0 |3794  8339 |2.74 1.61 0.96|3.0   0 2.0|   0     0 |   0     0 |  9   35    0   18    0
Jul 14 16:37:25 ubuntu dstat.sh[91502]: 14-07 16:37:25| 78  15   6   0   1|1266M 1033M  194M 5242M| 976k  970k|   0   829k|   0  77.1 |5934    15k|2.74 1.61 0.96|7.0   0 294|   0     0 |   0     0 |  9   32    0   18    0
Jul 14 16:37:26 ubuntu dstat.sh[91502]: 14-07 16:37:26| 88  12   0   0   0|1360M  939M  194M 5242M| 186k  175k|   0    65M|   0   643 |3593  3742 |2.74 1.61 0.96|5.0   0  56|   0     0 |   0     0 |  9   33    0   18    0
Jul 14 16:37:27 ubuntu dstat.sh[91502]: 14-07 16:37:27| 80  14   5   0   0|1308M  991M  194M 5243M|1216k 1199k|   0   503k|   0  52.9 |5634    15k|2.74 1.61 0.96|5.0   0 114|   0     0 |   0     0 |  9   35    0   20    0
Jul 14 16:37:28 ubuntu dstat.sh[91502]: 14-07 16:37:28| 78  17   4   0   0|1284M 1014M  194M 5243M| 950k  937k|   0   701k|   0  60.1 |5525    13k|2.84 1.65 0.98|5.0   0 228|   0     0 |   0     0 |  9   32    0   20    0
Jul 14 16:37:29 ubuntu dstat.sh[91502]: 14-07 16:37:29| 87  11   2   0   0|1354M  945M  194M 5243M| 623k  606k|   0   468k|   0  39.0 |3835  8710 |2.84 1.65 0.98|4.0   0  80|   0     0 |   0     0 |  9   32    0   20    0
Jul 14 16:37:30 ubuntu dstat.sh[91502]: 14-07 16:37:30| 79  17   4   0   0|1298M 1000M  194M 5243M| 873k  865k|   0   636k|   0  56.0 |5107    13k|2.84 1.65 0.98|5.0   0 283|   0     0 |   0     0 |  9   33    0   20    0
Jul 14 16:37:31 ubuntu dstat.sh[91502]: 14-07 16:37:31| 82  11   5   0   0|1354M  944M  194M 5243M| 678k  671k|   0   827k|   0  50.0 |5051    11k|2.84 1.65 0.98|4.0   0  70|   0     0 |   0     0 |  9   34    0   18    0
Jul 14 16:37:32 ubuntu dstat.sh[91502]: 14-07 16:37:32| 84  11   5   0   0|1287M 1011M  194M 5243M| 854k  848k|   0   600k|   0  57.0 |4569    11k|2.84 1.65 0.98|4.0   0 117|   0     0 |   0     0 |  9   33    0   18    0
Jul 14 16:37:33 ubuntu dstat.sh[91502]: 14-07 16:37:33| 66  11  24   0   0|1305M  992M  194M 5244M| 585k  576k|   0   412k|   0  34.0 |4117  8072 |2.86 1.67 0.99|6.0   0  69|   0     0 |   0     0 |  9   35    0   20    0
Jul 14 16:37:34 ubuntu dstat.sh[91502]: 14-07 16:37:34| 57  19  23   1   0|1213M 1085M  194M 5244M| 335k  326k|   0   709k|   0  67.1 |3633  7625 |2.86 1.67 0.99|6.0   0 473|   0     0 |   0     0 |  9   32    0   21    0
Jul 14 16:37:35 ubuntu dstat.sh[91502]: 14-07 16:37:35| 88  12   0   0   0|1376M  921M  194M 5244M| 185k  177k|   0   531k|   0  35.0 |2438  3998 |2.86 1.67 0.99|6.0   0 134|   0     0 |   0     0 |  9   34    0   22    0
Jul 14 16:37:36 ubuntu dstat.sh[91502]: 14-07 16:37:36| 85  14   1   0   0|1397M  900M  194M 5244M|1401k 1393k|   0  7843k|   0   246 |3960    18k|2.86 1.67 0.99|8.0   0 201|   0     0 |   0     0 |  9   34    0   22    0
Jul 14 16:37:37 ubuntu dstat.sh[91502]: 14-07 16:37:37| 83  15   1   0   0|1313M  983M  194M 5244M|1044k 1035k|   0   468k|   0  31.0 |4130    14k|2.86 1.67 0.99|7.0   0 222|   0     0 |   0     0 |  9   32    0   22    0
Jul 14 16:37:38 ubuntu dstat.sh[91502]: 14-07 16:37:38| 87  12   0   0   0|1377M  919M  194M 5244M| 698k  688k|   0   268k|   0  15.0 |4713  9154 |3.11 1.74 1.02|8.0   0 120|   0     0 |   0     0 |  9   34    0   22    0
Jul 14 16:37:39 ubuntu dstat.sh[91502]: 14-07 16:37:39| 83  13   2   0   0|1398M  899M  194M 5245M|1113k 1105k|   0   748k|   0  65.0 |5420    16k|3.11 1.74 1.02|6.0   0 163|   0     0 |   0     0 |  9   33    0   22    0
Jul 14 16:37:40 ubuntu dstat.sh[91502]: 14-07 16:37:40| 84  13   2   0   0|1338M  958M  194M 5245M| 629k  619k|   0   628k|   0  57.0 |4331  9791 |3.11 1.74 1.02|7.0   0 220|   0     0 |   0     0 |  9   33    0   22    0
Jul 14 16:37:41 ubuntu dstat.sh[91502]: 14-07 16:37:41| 85  14   1   0   0|1340M  956M  194M 5245M| 597k  590k|   0   536k|   0  43.0 |3521  9228 |3.11 1.74 1.02|7.0   0 203|   0     0 |   0     0 |  9   34    0   22    0
Jul 14 16:37:42 ubuntu dstat.sh[91502]: 14-07 16:37:42| 89  10   1   0   0|1413M  883M  194M 5245M|1403k 1397k|   0   680k|   0  49.0 |6089    15k|3.11 1.74 1.02|7.0   0 110|   0     0 |   0     0 |  9   34    0   22    0
Jul 14 16:37:43 ubuntu dstat.sh[91502]: 14-07 16:37:43| 58  23  18   0   0|1186M 1109M  194M 5246M| 991k  981k|   0   712k|   0  39.0 |5977    15k|3.50 1.85 1.05|3.0   0 644|   0     0 |   0     0 |  9   33    0   22    0
Jul 14 16:37:44 ubuntu dstat.sh[91502]: 14-07 16:37:44| 15  20  63   0   0|1129M 1166M  194M 5246M| 107k   99k|   0   232k|   0  15.0 |2770  4844 |3.50 1.85 1.05|2.0   0 415|   0     0 |   0     0 |  9   32    0   22    0
Jul 14 16:37:45 ubuntu dstat.sh[91502]: 14-07 16:37:45| 59  27  12   0   1|1248M 1047M  194M 5246M|  12k 1622 |   0   204k|   0  20.0 |2618  5181 |3.50 1.85 1.05|6.0   0 651|   0     0 |   0     0 |  9   32    0   22    0
Jul 14 16:37:46 ubuntu dstat.sh[91502]: 14-07 16:37:46| 85  14   1   0   0|1383M  912M  194M 5246M| 609k  602k|   0  1169k|   0  63.0 |3447  7936 |3.50 1.85 1.05|5.0   0 182|   0     0 |   0     0 |  9   32    0   22    0
Jul 14 16:37:47 ubuntu dstat.sh[91502]: 14-07 16:37:47| 81  16   2   0   0|1250M 1044M  194M 5246M| 618k  613k|   0   571k|   0  64.9 |3545    10k|3.50 1.85 1.05|7.0   0 322|   0     0 |   0     0 |  9   33    0   22    0
Jul 14 16:37:48 ubuntu dstat.sh[91502]: 14-07 16:37:48| 84  15   1   0   0|1330M  965M  194M 5246M| 470k  460k|   0   420k|   0  29.0 |4474  8526 |3.86 1.95 1.09|5.0   0 182|   0     0 |   0     0 |  9   33    0   22    0
Jul 14 16:37:49 ubuntu dstat.sh[91502]: 14-07 16:37:49| 78   9  12   0   0|1422M  872M  194M 5247M|1204k 1193k|   0   472k|   0  42.0 |6193    16k|3.86 1.95 1.09|4.0   0 1.0|   0     0 |   0     0 |  9   36    0   22    0
Jul 14 16:37:50 ubuntu dstat.sh[91502]: 14-07 16:37:50| 51   6  41   0   0|1430M  863M  194M 5247M|1164k 1156k|   0   431k|   0  39.9 |6761    14k|3.86 1.95 1.09|4.0   0   0|   0     0 |   0     0 |  9   37    0   24    0
Jul 14 16:37:51 ubuntu dstat.sh[91502]: 14-07 16:37:51| 68  10  21   1   0|1352M  941M  194M 5248M|1243k 1236k|   0   660k|   0  67.0 |5345    15k|3.86 1.95 1.09|6.0 1.0 111|   0     0 |   0     0 |  9   35    0   24    0
Jul 14 16:37:52 ubuntu dstat.sh[91502]: 14-07 16:37:52| 85  12   2   0   0|1281M 1012M  194M 5248M| 804k  795k|   0   341k|   0  29.0 |4257    12k|3.86 1.95 1.09|5.0   0  72|   0     0 |   0     0 |  9   33    0   23    0
Jul 14 16:37:53 ubuntu dstat.sh[91502]: 14-07 16:37:53| 86  11   3   0   0|1407M  883M  194M 5250M|1008k 1001k|   0   456k|   0  38.0 |6167    14k|3.95 2.00 1.11|4.0   0 2.0|   0     0 |   0     0 |  9   35    0   23    0
Jul 14 16:37:54 ubuntu dstat.sh[91502]: 14-07 16:37:54| 63  12  24   0   0|1394M  896M  194M 5251M|1165k 1156k|   0   527k|   0  54.9 |7180    16k|3.95 2.00 1.11|5.0   0  53|   0     0 |   0     0 |  9   36    0   25    0
Jul 14 16:37:55 ubuntu dstat.sh[91502]: 14-07 16:37:55| 69   9  20   0   0|1365M  924M  194M 5251M|1135k 1128k|   0   476k|   0  43.0 |7062    16k|3.95 2.00 1.11|5.0   0  16|   0     0 |   0     0 |  9   35    0   28    0
Jul 14 16:37:56 ubuntu dstat.sh[91502]: 14-07 16:37:56| 77  13   9   0   0|1383M  906M  194M 5251M|1210k 1191k|   0  3974k|   0   114 |6958    18k|3.95 2.00 1.11|7.0   0  54|   0     0 |   0     0 |  9   35    0   29    0
Jul 14 16:37:57 ubuntu dstat.sh[91502]: 14-07 16:37:57| 84  13   1   0   0|1363M  925M  194M 5252M|1037k 1020k|   0   689k|   0  75.2 |5525    15k|3.95 2.00 1.11|5.0   0 102|   0     0 |   0     0 |  9   35    0   29    0
Jul 14 16:37:58 ubuntu dstat.sh[91502]: 14-07 16:37:58| 83  13   3   0   0|1373M  915M  194M 5252M|1151k 1137k|   0   505k|   0  42.1 |6243    32k|4.20 2.08 1.14|5.0   0 153|   0     0 |   0     0 |  9   35    0   29    0
Jul 14 16:37:59 ubuntu dstat.sh[91502]: 14-07 16:37:59| 84  12   4   0   0|1391M  897M  194M 5252M|1466k 1453k|   0   649k|   0  64.7 |6681    18k|4.20 2.08 1.14|5.0   0  67|   0     0 |   0     0 |  9   35    0   31    0
Jul 14 16:38:00 ubuntu dstat.sh[91502]: 14-07 16:38:00| 78  12   9   0   1|1401M  886M  195M 5253M|1400k 1393k|   0   519k|   0  47.3 |5651    18k|4.20 2.08 1.14|3.0   0 123|   0     0 |   0     0 |  9   36    0   32    0
Jul 14 16:38:01 ubuntu dstat.sh[91502]: 14-07 16:38:01| 81  14   5   0   0|1347M  940M  195M 5253M|1119k 1116k|   0   496k|   0  46.0 |6085    14k|4.20 2.08 1.14|8.0   0 157|   0     0 |   0     0 |  9   34    0   32    0
