-- Logs begin at Mon 2022-08-22 10:09:41 UTC, end at Mon 2022-08-22 12:14:58 UTC. --
Aug 22 12:02:14 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 22 12:02:14 ubuntu dstat.sh[81439]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 22 12:02:14 ubuntu dstat.sh[81439]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 22 12:02:24 ubuntu dstat.sh[81439]: 22-08 12:02:24| 11   3  64  20   0|1094M 1397M  188M 5076M| 224k   12k|   0    16M|   0   707 |5101  8999 |1.71 0.67 0.30|1.0 1.0  19|   0     0 |   0     0 |  9   10    0   10    2
Aug 22 12:02:25 ubuntu dstat.sh[81439]: 22-08 12:02:25|  7   3  67  20   0|1097M 1391M  189M 5078M| 140k   12k|   0  7486k|   0   654 |5170  9613 |1.71 0.67 0.30|1.0 1.0  19|   0     0 |   0     0 |  9   10    0   10    2
Aug 22 12:02:26 ubuntu dstat.sh[81439]: 22-08 12:02:26|  9   3  67  19   1|1099M 1386M  189M 5080M| 222k   14k|   0  6632k|   0   612 |5243  9212 |1.71 0.67 0.30|1.0 1.0  11|   0     0 |   0     0 |  9   10    0   10    2
Aug 22 12:02:27 ubuntu dstat.sh[81439]: 22-08 12:02:27| 16   2  68  12   0|1103M 1381M  190M 5081M| 166k   14k|   0  4487k|   0   454 |4171  7176 |1.65 0.68 0.30|2.0   0  13|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:28 ubuntu dstat.sh[81439]: 22-08 12:02:28| 21   7  71   0   0|1048M 1435M  190M 5082M|  70k 4414 |   0   868k|   0  21.0 |1492  1969 |1.65 0.68 0.30|2.0   0  78|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:29 ubuntu dstat.sh[81439]: 22-08 12:02:29| 26   2  71   0   0|1099M 1384M  190M 5082M| 180k 6001 |   0    28M|   0   128 |1321  1249 |1.65 0.68 0.30|2.0   0 1.0|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:30 ubuntu dstat.sh[81439]: 22-08 12:02:30| 25   5  69   1   0|1046M 1437M  190M 5083M|  90k 5802 |   0  8027k|   0   415 |2361  3063 |1.65 0.68 0.30|2.0   0  11|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:31 ubuntu dstat.sh[81439]: 22-08 12:02:31| 28   2  69   1   0|1099M 1383M  190M 5083M| 116k 5455 |   0  7761k|   0   411 |2256  2955 |1.65 0.68 0.30|3.0   0   0|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:32 ubuntu dstat.sh[81439]: 22-08 12:02:32| 21   9  66   1   1|1011M 1470M  190M 5083M|  68k 5015 |   0  7692k|   0   418 |3052  4721 |1.52 0.66 0.30|3.0   0 208|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:33 ubuntu dstat.sh[81439]: 22-08 12:02:33| 13  20  65   2   0|1011M 1469M  190M 5084M| 230k 8540 |   0  8296k|   0   384 |3922  6218 |1.52 0.66 0.30|2.0   0 367|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:34 ubuntu dstat.sh[81439]: 22-08 12:02:34| 20  15  62   0   0|1014M 1466M  190M 5084M|  95k 4645 |   0  8455k|   0   118 |4300  8602 |1.52 0.66 0.30|1.0 1.0 165|   0     0 |   0     0 |  9    8    0   10    2
Aug 22 12:02:35 ubuntu dstat.sh[81439]: 22-08 12:02:35| 46  13  41   0   0|1129M 1350M  190M 5085M| 169k 7447 | 328k  702k|4.06  17.2 |2424  4295 |1.52 0.66 0.30|3.0   0 151|   0     0 |   0     0 |  9    9    0   10    2
Aug 22 12:02:36 ubuntu dstat.sh[81439]: 22-08 12:02:36| 48   4  48   0   0|1203M 1275M  190M 5086M|  46k 4150 | 372k  336k|8.00  3.00 |1327  1388 |1.52 0.66 0.30|3.0   0   0|   0     0 |   0     0 |  9    9    0   10    2
Aug 22 12:02:37 ubuntu dstat.sh[81439]: 22-08 12:02:37| 50   5  45   0   0|1235M 1241M  190M 5088M|  79k 4771 |   0     0 |   0     0 |1700  4493 |1.56 0.69 0.31|2.0   0 1.0|   0     0 |   0     0 |  9    9    0   10    2
Aug 22 12:02:38 ubuntu dstat.sh[81439]: 22-08 12:02:38| 23  10  67   0   0|1270M 1206M  190M 5089M| 176k 4206 |   0     0 |   0     0 |2446  3766 |1.56 0.69 0.31|1.0   0 143|   0     0 |   0     0 |  9    8    0   11    2
Aug 22 12:02:39 ubuntu dstat.sh[81439]: 22-08 12:02:39| 23   3  73   1   1|1323M 1151M  190M 5089M| 246k 3894 |   0  4258k|   0   144 |1381  1342 |1.56 0.69 0.31|2.0   0   0|   0     0 |   0     0 |  9    8    0   11    2
Aug 22 12:02:40 ubuntu dstat.sh[81439]: 22-08 12:02:40| 25   2  72   0   0|1341M 1132M  190M 5090M| 514k   14k|   0  2202k|   0  19.9 |1592  1828 |1.56 0.69 0.31|3.0   0 1.0|   0     0 |   0     0 |  9   10    0   11    2
Aug 22 12:02:41 ubuntu dstat.sh[81439]: 22-08 12:02:41| 26   6  66   2   0|1256M 1217M  190M 5090M| 325k   66k|   0  3405k|   0   279 |3458  5554 |1.56 0.69 0.31|3.0   0  44|   0     0 |   0     0 |  9    8    0   13    2
Aug 22 12:02:42 ubuntu dstat.sh[81439]: 22-08 12:02:42| 24   4  71   1   0|1283M 1189M  190M 5092M| 392k 6259 |  64k 1225k|5.99  11.0 |1539  1766 |1.52 0.69 0.31|3.0   0 1.0|   0     0 |   0     0 |  9    8    0   13    2
Aug 22 12:02:43 ubuntu dstat.sh[81439]: 22-08 12:02:43| 19   3  70   8   0|1297M 1175M  191M 5092M| 164k   91k| 216k 5704k|54.1   236 |2145  3468 |1.52 0.69 0.31|4.0   0 2.0|   0     0 |   0     0 |  9   29    0   13    2
Aug 22 12:02:44 ubuntu dstat.sh[81439]: 22-08 12:02:44| 25   5  70   0   0|1276M 1194M  191M 5092M| 170k   43k|   0   573k|   0  9.01 |1642  2100 |1.52 0.69 0.31|1.0   0  48|   0     0 |   0     0 |  9   32    0   13    2
Aug 22 12:02:45 ubuntu dstat.sh[81439]: 22-08 12:02:45| 25   4  68   2   0|1305M 1165M  191M 5093M| 128k   28k|   0  9170k|   0   431 |2095  1728 |1.52 0.69 0.31|1.0   0   0|   0     0 |   0     0 |  9   33    0   13    2
Aug 22 12:02:46 ubuntu dstat.sh[81439]: 22-08 12:02:46| 32  12  55   0   0|1297M 1173M  191M 5093M| 395k   45k|   0   739k|   0  12.0 |2319  3061 |1.52 0.69 0.31|2.0   0 206|   0     0 |   0     0 |  9   32    0   13    2
Aug 22 12:02:47 ubuntu dstat.sh[81439]: 22-08 12:02:47| 52   8  39   0   0|1388M 1080M  191M 5095M| 253k  137k|   0  1108k|   0  12.0 |2174  2749 |1.63 0.73 0.33|3.0   0 4.0|   0     0 |   0     0 |  9   35    0   13    2
Aug 22 12:02:48 ubuntu dstat.sh[81439]: 22-08 12:02:48| 52   6  41   0   0|1258M 1208M  191M 5097M|1162k  656k|   0   699k|   0  23.0 |4602  8989 |1.63 0.73 0.33|4.0   0  70|   0     0 |   0     0 |  9   36    0   14    2
Aug 22 12:02:49 ubuntu dstat.sh[81439]: 22-08 12:02:49| 73  19   7   0   1|1388M 1072M  191M 5101M| 524k   10k|   0  1061k|   0  13.0 |2746  4109 |1.63 0.73 0.33|5.0   0 376|   0     0 |   0     0 |  9   36    0   12    2
Aug 22 12:02:50 ubuntu dstat.sh[81439]: 22-08 12:02:50| 81  15   2   0   0|1513M  946M  191M 5102M| 761k  549k|   0  5896k|   0  37.0 |4761  8443 |1.63 0.73 0.33|7.0   0 137|   0     0 |   0     0 |  9   38    0   13    3
Aug 22 12:02:51 ubuntu dstat.sh[81439]: 22-08 12:02:51| 85  15   1   0   0|1450M 1008M  191M 5103M| 876k  349k|   0  2928k|   0  79.0 |4647  7317 |1.63 0.73 0.33|7.0   0  79|   0     0 |   0     0 |  9   34    0   13    2
Aug 22 12:02:52 ubuntu dstat.sh[81439]: 22-08 12:02:52| 82  15   2   0   0|1361M 1096M  191M 5104M| 791k  416k|   0  2283k|   0  67.0 |5422  9224 |1.98 0.82 0.36|5.0   0 170|   0     0 |   0     0 |  9   34    0   13    2
Aug 22 12:02:53 ubuntu dstat.sh[81439]: 22-08 12:02:53| 56   9  34   0   0|1370M 1087M  192M 5104M| 357k  300k|   0  1240k|   0  32.0 |3563  5723 |1.98 0.82 0.36|2.0 1.0  73|   0     0 |   0     0 |  9   36    0   13    2
Aug 22 12:02:54 ubuntu dstat.sh[81439]: 22-08 12:02:54| 34  10  56   0   0|1268M 1189M  192M 5105M| 369k  333k|   0   712k|   0  41.0 |3783  6702 |1.98 0.82 0.36|3.0   0 119|   0     0 |   0     0 |  9   35    0   13    2
Aug 22 12:02:55 ubuntu dstat.sh[81439]: 22-08 12:02:55| 27   5  68   0   0|1313M 1143M  192M 5105M|  35k 5584 |   0  7360k|   0   101 |1586  1880 |1.98 0.82 0.36|3.0   0  23|   0     0 |   0     0 |  9   35    0   11    2
Aug 22 12:02:56 ubuntu dstat.sh[81439]: 22-08 12:02:56| 36   3  59   1   0|1328M 1128M  192M 5105M| 277k  208k|   0   847k|   0  41.9 |2763  4174 |1.98 0.82 0.36|2.0   0   0|   0     0 |   0     0 |  9   36    0   11    2
Aug 22 12:02:57 ubuntu dstat.sh[81439]: 22-08 12:02:57| 14  19  66   1   1|1268M 1188M  192M 5105M|  96k 5767 |   0   665k|   0  19.0 |2780  3958 |1.91 0.82 0.36|3.0   0 414|   0     0 |   0     0 |  9   36    0   11    2
Aug 22 12:02:58 ubuntu dstat.sh[81439]: 22-08 12:02:58| 45  27  27   0   0|1348M 1107M  192M 5105M| 150k 6617 |   0   729k|   0  29.0 |2959  5195 |1.91 0.82 0.36|6.0   0 645|   0     0 |   0     0 |  9   36    0   11    2
Aug 22 12:02:59 ubuntu dstat.sh[81439]: 22-08 12:02:59| 85  14   0   0   0|1519M  936M  192M 5105M| 217k  153k|   0  2088k|   0  87.0 |2624  4228 |1.91 0.82 0.36|5.0   0 157|   0     0 |   0     0 |  9   36    0   11    2
Aug 22 12:03:00 ubuntu dstat.sh[81439]: 22-08 12:03:00| 74  10  17   0   0|1577M  878M  192M 5106M|1562k 1334k|   0  2790k|   0  60.0 |5886    16k|1.91 0.82 0.36|4.0 1.0   0|   0     0 |   0     0 |  9   40    0   11    2
Aug 22 12:03:01 ubuntu dstat.sh[81439]: 22-08 12:03:01| 86  12   3   0   0|1397M 1055M  192M 5107M|1274k  987k|   0  1017k|   0  41.1 |5091    14k|1.91 0.82 0.36|7.0   0  72|   0     0 |   0     0 |  9   37    0   11    2
Aug 22 12:03:02 ubuntu dstat.sh[81439]: 22-08 12:03:02| 84  15   0   0   0|1477M  971M  192M 5111M| 431k  110k|   0  1415k|   0  20.0 |2957  5383 |2.23 0.91 0.39|8.0   0 158|   0     0 |   0     0 |  9   36    0   11    2
Aug 22 12:03:03 ubuntu dstat.sh[81439]: 22-08 12:03:03| 86  14   1   0   0|1443M 1003M  192M 5112M|1259k  881k|   0  1317k|   0  59.0 |5017    13k|2.23 0.91 0.39| 10   0  92|   0     0 |   0     0 |  9   37    0   12    2
Aug 22 12:03:04 ubuntu dstat.sh[81439]: 22-08 12:03:04| 85  14   0   0   0|1518M  912M  193M 5127M| 742k  700k|   0  5689k|   0   148 |5686    11k|2.23 0.91 0.39|8.0   0  98|   0     0 |   0     0 |  9   34    0   12    2
Aug 22 12:03:05 ubuntu dstat.sh[81439]: 22-08 12:03:05| 86  14   0   0   0|1519M  905M  193M 5133M| 419k  411k|   0  2860k|   0  69.0 |4148  7430 |2.23 0.91 0.39|8.0   0 103|   0     0 |   0     0 |  9   35    0   12    2
Aug 22 12:03:06 ubuntu dstat.sh[81439]: 22-08 12:03:06| 86  14   0   0   0|1497M  920M  193M 5138M| 553k  543k|   0  2592k|   0  57.0 |5077  8732 |2.23 0.91 0.39|9.0   0  71|   0     0 |   0     0 |  9   35    0   13    2
Aug 22 12:03:07 ubuntu dstat.sh[81439]: 22-08 12:03:07| 87  12   0   0   0|1595M  816M  194M 5142M| 858k  853k|   0  2814k|   0  94.8 |6135    12k|2.70 1.03 0.43| 11   0  35|   0     0 |   0     0 |  9   38    0   13    2
Aug 22 12:03:08 ubuntu dstat.sh[81439]: 22-08 12:03:08| 78  16   6   0   0|1585M  813M  195M 5154M| 919k  914k|   0  2970k|   0  88.2 |4099    19k|2.70 1.03 0.43|4.0   0  95|   0     0 |   0     0 |  9   39    0   15    2
Aug 22 12:03:09 ubuntu dstat.sh[81439]: 22-08 12:03:09| 80  12   7   1   0|1340M 1037M  195M 5171M| 995k  979k|   0  3780k|   0   148 |5352    16k|2.70 1.03 0.43|7.0   0 221|   0     0 |   0     0 |  9   35    1   11    2
Aug 22 12:03:10 ubuntu dstat.sh[81439]: 22-08 12:03:10| 72  22   6   0   0|1438M  939M  195M 5171M|6093  2171 |   0  3901k|   0  36.0 |2403  3977 |2.70 1.03 0.43|4.0   0 461|   0     0 |   0     0 |  9   37    0   11    2
Aug 22 12:03:11 ubuntu dstat.sh[81439]: 22-08 12:03:11| 73   9  16   0   0|1530M  847M  195M 5172M| 936k  927k|   0   776k|   0  37.0 |5050    13k|2.70 1.03 0.43|2.0   0   0|   0     0 |   0     0 |  9   41    0   14    2
Aug 22 12:03:12 ubuntu dstat.sh[81439]: 22-08 12:03:12| 73  17  10   1   0|1282M 1114M  195M 5153M|1022k  967k|   0  1557k|   0  65.0 |4663    13k|2.96 1.11 0.46|6.0   0 307|   0     0 |   0     0 |  9   34    0   15    0
Aug 22 12:03:13 ubuntu dstat.sh[81439]: 22-08 12:03:13| 84  15   0   0   0|1471M  925M  195M 5154M| 289k   22k|   0  4096B|   0  1.00 |2981    12k|2.96 1.11 0.46|8.0   0  58|   0     0 |   0     0 |  9   35    0   15    1
Aug 22 12:03:14 ubuntu dstat.sh[81439]: 22-08 12:03:14| 83  14   3   0   0|1434M  961M  195M 5155M|1378k 1058k|   0  3195k|   0  60.0 |5371    21k|2.96 1.11 0.46|9.0   0 176|   0     0 |   0     0 |  9   36    0   15    0
Aug 22 12:03:15 ubuntu dstat.sh[81439]: 22-08 12:03:15| 87  12   0   0   0|1370M 1023M  195M 5156M|1097k  547k|   0  6585k|   0   299 |5517  8951 |2.96 1.11 0.46|6.0   0 190|   0     0 |   0     0 |  9   34    0   17    0
Aug 22 12:03:16 ubuntu dstat.sh[81439]: 22-08 12:03:16| 86  14   0   0   0|1494M  899M  195M 5156M| 156k   64k|   0  2064k|   0  13.0 |9938    18k|2.96 1.11 0.46|7.0   0  16|   0     0 |   0     0 |  9   33    0   17    0
Aug 22 12:03:17 ubuntu dstat.sh[81439]: 22-08 12:03:17| 88  11   0   0   0|1547M  846M  195M 5157M| 674k  668k|   0  1720k|   0   103 |4346  9024 |3.20 1.19 0.49|6.0   0 2.0|   0     0 |   0     0 |  9   36    0   17    0
Aug 22 12:03:18 ubuntu dstat.sh[81439]: 22-08 12:03:18| 81  18   2   0   0|1362M 1031M  196M 5157M| 962k  957k|   0  1124k|   0  58.0 |5419    13k|3.20 1.19 0.49| 10   0 289|   0     0 |   0     0 |  9   34    0   17    0
Aug 22 12:03:19 ubuntu dstat.sh[81439]: 22-08 12:03:19| 88  12   0   0   0|1359M 1033M  196M 5157M| 663k  657k|   0   858k|   0  22.1 |3930  7935 |3.20 1.19 0.49|7.0   0  60|   0     0 |   0     0 |  9   33    0   17    0
Aug 22 12:03:20 ubuntu dstat.sh[81439]: 22-08 12:03:20| 88  11   0   0   0|1482M  911M  196M 5157M| 341k  324k|   0  2596k|   0  38.0 |3330  5925 |3.20 1.19 0.49|8.0   0 111|   0     0 |   0     0 |  9   35    0   15    0
Aug 22 12:03:21 ubuntu dstat.sh[81439]: 22-08 12:03:21| 75  16   8   0   0|1372M 1020M  196M 5157M|1203k 1199k|   0  1304k|   0  78.0 |5035    17k|3.20 1.19 0.49|5.0   0 322|   0     0 |   0     0 |  9   33    1   17    0
Aug 22 12:03:22 ubuntu dstat.sh[81439]: 22-08 12:03:22| 86  13   0   0   0|1425M  967M  196M 5157M|  82k   77k|   0   772k|   0  14.0 |1947  2833 |3.43 1.27 0.52|4.0   0  93|   0     0 |   0     0 |  9   35    0   17    0
Aug 22 12:03:23 ubuntu dstat.sh[81439]: 22-08 12:03:23| 72  10  16   0   0|1408M  983M  196M 5158M|1293k 1286k|   0   708k|   0  61.0 |6071    17k|3.43 1.27 0.52|6.0   0  66|   0     0 |   0     0 |  9   36    0   20    0
Aug 22 12:03:24 ubuntu dstat.sh[81439]: 22-08 12:03:24| 72  12  16   0   0|1347M 1045M  196M 5158M| 230k  146k|   0   664k|   0  31.0 |2152  4181 |3.43 1.27 0.52|3.0   0 123|   0     0 |   0     0 |  9   34    0   20    0
Aug 22 12:03:25 ubuntu dstat.sh[81439]: 22-08 12:03:25| 66  17  15   0   0|1359M 1032M  196M 5158M| 930k  716k|   0  1241k|   0  67.8 |4305    11k|3.43 1.27 0.52|7.0   0 316|   0     0 |   0     0 |  9   35    0   20    0
Aug 22 12:03:26 ubuntu dstat.sh[81439]: 22-08 12:03:26| 83  16   1   0   0|1384M 1006M  196M 5159M| 534k  197k|   0  7206k|   0   126 |3539  5877 |3.43 1.27 0.52|6.0   0 299|   0     0 |   0     0 |  9   34    0   20    0
Aug 22 12:03:27 ubuntu dstat.sh[81439]: 22-08 12:03:27| 85  14   1   0   0|1515M  874M  196M 5160M|1317k  756k|   0  1376k|   0  33.9 |5439    11k|3.71 1.37 0.56|6.0   0 157|   0     0 |   0     0 |  9   38    0   20    0
Aug 22 12:03:28 ubuntu dstat.sh[81439]: 22-08 12:03:28| 83  15   1   0   0|1488M  900M  196M 5161M|1134k 1062k|   0  2337k|   0  43.0 |4519    13k|3.71 1.37 0.56|8.0   0 128|   0     0 |   0     0 |  9   34    0   20    0
Aug 22 12:03:29 ubuntu dstat.sh[81439]: 22-08 12:03:29| 84  14   1   0   0|1383M 1005M  196M 5161M|1156k 1149k|   0   844k|   0  40.0 |4277    16k|3.71 1.37 0.56|9.0   0 190|   0     0 |   0     0 |  9   33    0   20    0
Aug 22 12:03:30 ubuntu dstat.sh[81439]: 22-08 12:03:30| 84  15   1   0   0|1413M  975M  196M 5161M| 185k  180k|   0   609k|   0  15.0 |2251  4638 |3.71 1.37 0.56|7.0   0 165|   0     0 |   0     0 |  9   33    0   20    0
Aug 22 12:03:31 ubuntu dstat.sh[81439]: 22-08 12:03:31| 81  16   2   0   0|1499M  888M  196M 5162M|1025k 1019k|   0  1433k|   0  59.9 |4230    13k|3.71 1.37 0.56|5.0   0 228|   0     0 |   0     0 |  9   36    0   20    0
Aug 22 12:03:32 ubuntu dstat.sh[81439]: 22-08 12:03:32| 81  13   5   0   0|1270M 1117M  196M 5162M|1051k 1043k|   0  1403k|   0  98.2 |6571    15k|3.98 1.46 0.59|8.0   0 288|   0     0 |   0     0 |  9   33    0   20    0
Aug 22 12:03:33 ubuntu dstat.sh[81439]: 22-08 12:03:33| 87  14   0   0   0|1440M  947M  196M 5162M| 173k  167k|   0  1183k|   0  18.0 |2773  4602 |3.98 1.46 0.59|9.0   0 161|   0     0 |   0     0 |  9   35    0   20    0
Aug 22 12:03:34 ubuntu dstat.sh[81439]: 22-08 12:03:34| 74  16   8   0   0|1442M  945M  196M 5162M|1246k 1240k|   0  1501k|   0  61.0 |7621    18k|3.98 1.46 0.59|4.0   0 249|   0     0 |   0     0 |  9   37    0   20    0
Aug 22 12:03:35 ubuntu dstat.sh[81439]: 22-08 12:03:35| 59  17  22   0   0|1322M 1064M  196M 5163M|1429k 1411k|   0  1086k|   0  57.9 |6792    19k|3.98 1.46 0.59|4.0   0 322|   0     0 |   0     0 |  9   35    0   22    0
Aug 22 12:03:36 ubuntu dstat.sh[81439]: 22-08 12:03:36| 18  19  61   0   0|1200M 1186M  196M 5163M|  80k   10k|   0    25M|   0   100 |2919  4256 |3.98 1.46 0.59|2.0   0 424|   0     0 |   0     0 |  9   34    0   22    0
Aug 22 12:03:37 ubuntu dstat.sh[81439]: 22-08 12:03:37| 59  29  12   0   0|1317M 1068M  196M 5163M| 241k 9437 |   0   421k|   0  23.0 |2655  6054 |4.06 1.52 0.62|6.0   0 772|   0     0 |   0     0 |  9   34    0   22    0
Aug 22 12:03:38 ubuntu dstat.sh[81439]: 22-08 12:03:38| 87  13   1   0   0|1458M  927M  196M 5164M| 873k  527k|   0  2460k|   0   103 |5178  9034 |4.06 1.52 0.62|5.0   0 164|   0     0 |   0     0 |  9   36    0   21    0
Aug 22 12:03:39 ubuntu dstat.sh[81439]: 22-08 12:03:39| 78  17   2   0   0|1391M  993M  196M 5165M| 955k  677k|   0  1416k|   0  72.0 |5553    11k|4.06 1.52 0.62|5.0   0 326|   0     0 |   0     0 |  9   34    0   21    0
Aug 22 12:03:40 ubuntu dstat.sh[81439]: 22-08 12:03:40| 82  14   1   1   0|1396M  987M  196M 5166M| 732k  393k|  28k 2876k|2.00  36.0 |4829  8523 |4.06 1.52 0.62|8.0   0 172|   0     0 |   0     0 |  9   34    0   22    2
Aug 22 12:03:41 ubuntu dstat.sh[81439]: 22-08 12:03:41| 87  12   0   0   0|1463M  920M  196M 5166M| 892k  883k|   0    38M|   0   164 |5364    11k|4.06 1.52 0.62|5.0   0 9.0|   0     0 |   0     0 |  9   35    0   22    0
Aug 22 12:03:42 ubuntu dstat.sh[81439]: 22-08 12:03:42| 81  10   9   0   0|1511M  871M  196M 5167M|1346k 1340k|   0   662k|   0  44.1 |6234    17k|4.13 1.58 0.64|4.0   0 3.0|   0     0 |   0     0 |  9   37    0   27    0
Aug 22 12:03:43 ubuntu dstat.sh[81439]: 22-08 12:03:43| 66  12  21   0   0|1430M  951M  196M 5167M|1358k 1353k|   0  1185k|   0  63.9 |7789    18k|4.13 1.58 0.64|4.0   0 128|   0     0 |   0     0 |  9   36    0   32    0
Aug 22 12:03:44 ubuntu dstat.sh[81439]: 22-08 12:03:44| 88  11   1   0   0|1430M  951M  196M 5168M| 747k  737k|   0   882k|   0  31.1 |3721  9502 |4.13 1.58 0.64|5.0   0  39|   0     0 |   0     0 |  9   33    0   32    0
Aug 22 12:03:45 ubuntu dstat.sh[81439]: 22-08 12:03:45| 86  12   2   0   0|1469M  910M  196M 5170M| 911k  906k|   0  1654k|   0  34.8 |4936    12k|4.13 1.58 0.64|6.0   0  19|   0     0 |   0     0 |  9   35    1   32    0
Aug 22 12:03:46 ubuntu dstat.sh[81439]: 22-08 12:03:46| 73  12  14   0   0|1458M  920M  196M 5170M|1296k 1282k|   0  4052k|   0   224 |6676    15k|4.13 1.58 0.64|5.0   0  50|   0     0 |   0     0 |  9   38    0   37    0
Aug 22 12:03:47 ubuntu dstat.sh[81439]: 22-08 12:03:47| 70   8  21   0   0|1498M  880M  196M 5171M|1329k 1301k|   0   991k|   0  43.9 |6312    17k|3.96 1.59 0.65|6.0   0 1.0|   0     0 |   0     0 |  9   37    0   40    0
Aug 22 12:03:48 ubuntu dstat.sh[81439]: 22-08 12:03:48| 81  13   6   0   0|1438M  940M  196M 5171M|1239k 1101k|   0  1180k|   0  66.0 |4768    15k|3.96 1.59 0.65|9.0   0  71|   0     0 |   0     0 |  9   36    0   41    0
Aug 22 12:03:49 ubuntu dstat.sh[81439]: 22-08 12:03:49| 84  14   1   0   0|1438M  938M  196M 5172M|1165k  840k|   0  1330k|   0  55.9 |5145    11k|3.96 1.59 0.65|7.0   0 103|   0     0 |   0     0 |  9   36    0   41    0
Aug 22 12:03:50 ubuntu dstat.sh[81439]: 22-08 12:03:50| 84  13   3   0   0|1446M  930M  196M 5173M|1713k 1179k|   0  1415k|   0  41.1 |5983    14k|3.96 1.59 0.65|7.0   0  57|   0     0 |   0     0 |  9   37    0   43    0
Aug 22 12:03:51 ubuntu dstat.sh[81439]: 22-08 12:03:51| 79  11   9   0   0|1474M  900M  196M 5174M|1606k 1328k|   0  3067k|   0  78.1 |7356    18k|3.96 1.59 0.65|7.0   0  79|   0     0 |   0     0 |  9   35    0   46    0
