-- Logs begin at Mon 2022-08-01 16:03:15 UTC, end at Mon 2022-08-01 17:08:47 UTC. --
Aug 01 16:56:09 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 16:56:09 ubuntu dstat.sh[91831]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 16:56:09 ubuntu dstat.sh[91831]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 16:56:26 ubuntu dstat.sh[91831]: 01-08 16:56:26| 42   1  55   1   0|1039M 1316M  189M 5198M|  19k 3943 |   0  8523k|   0   401 |2076  2741 |1.71 1.03 0.64|1.0   0   0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 16:56:27 ubuntu dstat.sh[91831]: 01-08 16:56:27| 25   4  70   1   0| 995M 1360M  189M 5199M| 239k 9575 |   0  7315k|   0   398 |2329  3043 |1.71 1.03 0.64|3.0   0  12|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 16:56:28 ubuntu dstat.sh[91831]: 01-08 16:56:28| 27   3  69   1   0|1035M 1319M  189M 5200M| 612k   18k|   0  7521k|   0   374 |2674  3100 |1.71 1.03 0.64|1.0   0 1.0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 16:56:29 ubuntu dstat.sh[91831]: 01-08 16:56:29| 46   2  51   0   0|1060M 1288M  189M 5204M| 345k 9924 |   0  2325k|   0  60.0 |1714  1673 |1.65 1.03 0.65|5.0   0 3.0|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 16:56:30 ubuntu dstat.sh[91831]: 01-08 16:56:30| 29  18  53   0   0| 947M 1401M  189M 5204M|9171  2344 |   0   356k|   0  14.0 |2683  4217 |1.65 1.03 0.65|4.0   0 373|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 16:56:31 ubuntu dstat.sh[91831]: 01-08 16:56:31| 17  18  62   0   0| 951M 1397M  189M 5205M|  86k 7414 |   0  3703k|   0  27.0 |2883  5764 |1.65 1.03 0.65|3.0   0 302|   0     0 |   0     0 |  9    6    0   11    2
Aug 01 16:56:32 ubuntu dstat.sh[91831]: 01-08 16:56:32| 32  20  48   0   1|1019M 1328M  189M 5206M| 415k   15k|   0   713k|   0  6.01 |3855  9313 |1.65 1.03 0.65|5.0   0 189|   0     0 |   0     0 |  9    7    0   11    2
Aug 01 16:56:33 ubuntu dstat.sh[91831]: 01-08 16:56:33| 53   7  40   0   0|1122M 1223M  189M 5207M| 558k   17k|   0   732k|   0  6.00 |2156  4447 |1.65 1.03 0.65|4.0   0  33|   0     0 |   0     0 |  9    7    0   11    2
Aug 01 16:56:34 ubuntu dstat.sh[91831]: 01-08 16:56:34| 53   3  42   0   0|1150M 1196M  189M 5207M|  52k 6540 |   0   831k|   0  15.0 |1722  3433 |1.92 1.09 0.67|5.0   0 2.0|   0     0 |   0     0 |  9    7    0   12    2
Aug 01 16:56:35 ubuntu dstat.sh[91831]: 01-08 16:56:35| 55   3  42   0   0|1169M 1176M  189M 5208M|  86k 7050 |   0   710k|   0  8.98 |1805  2425 |1.92 1.09 0.67|5.0   0   0|   0     0 |   0     0 |  9    7    0   11    2
Aug 01 16:56:36 ubuntu dstat.sh[91831]: 01-08 16:56:36| 41  12  47   0   0|1195M 1147M  190M 5210M|  96k 7672 |   0   786k|   0  11.0 |2997  6962 |1.92 1.09 0.67|1.0   0 146|   0     0 |   0     0 |  9    6    0   12    2
Aug 01 16:56:37 ubuntu dstat.sh[91831]: 01-08 16:56:37| 32   5  61   1   0|1268M 1073M  190M 5210M| 134k 5811 |   0    10M|   0   188 |1660  1389 |1.92 1.09 0.67|3.0   0 3.0|   0     0 |   0     0 |  9    6    0   12    2
Aug 01 16:56:38 ubuntu dstat.sh[91831]: 01-08 16:56:38| 49   1  49   0   0|1275M 1066M  190M 5210M|6638  2392 |   0  4096B|   0  1.00 |1137  1085 |1.92 1.09 0.67|4.0   0   0|   0     0 |   0     0 |  9    6    0   12    2
Aug 01 16:56:39 ubuntu dstat.sh[91831]: 01-08 16:56:39| 29   2  68   2   0|1293M 1049M  190M 5211M|  54k   35k|   0  1398k|   0  95.9 |1930  2773 |1.85 1.09 0.67|3.0 1.0 1.0|   0     0 |   0     0 |  9   12    0   12    2
Aug 01 16:56:40 ubuntu dstat.sh[91831]: 01-08 16:56:40| 27   5  59   8   0|1187M 1154M  190M 5211M|  41k   36k|   0  1268k|   0   118 |2674  4299 |1.85 1.09 0.67|3.0   0  46|   0     0 |   0     0 |  9    6    0   14    2
Aug 01 16:56:41 ubuntu dstat.sh[91831]: 01-08 16:56:41| 46   2  49   2   0|1231M 1109M  190M 5212M|6148  1566 |  20k    0 |5.00     0 |1210  1218 |1.85 1.09 0.67|2.0   0 3.0|   0     0 |   0     0 |  9    6    0   14    2
Aug 01 16:56:42 ubuntu dstat.sh[91831]: 01-08 16:56:42| 42   4  47   6   0|1255M 1085M  190M 5212M|  96k   91k| 124k 7866k|31.0   148 |2278  3195 |1.85 1.09 0.67|3.0   0 6.0|   0     0 |   0     0 |  9   29    0   15    2
Aug 01 16:56:43 ubuntu dstat.sh[91831]: 01-08 16:56:43| 46   5  48   0   0|1233M 1103M  190M 5214M|  39k   34k|   0    12k|   0  3.00 |1785  2309 |1.85 1.09 0.67|3.0   0  45|   0     0 |   0     0 |  9   30    0   16    2
Aug 01 16:56:44 ubuntu dstat.sh[91831]: 01-08 16:56:44| 45   6  49   0   0|1261M 1075M  190M 5215M|  74k   61k|   0    20k|   0  2.00 |1939  2699 |1.86 1.11 0.68|3.0   0 2.0|   0     0 |   0     0 |  9   30    0   16    2
Aug 01 16:56:45 ubuntu dstat.sh[91831]: 01-08 16:56:45| 60  10  29   0   0|1279M 1057M  190M 5215M|7531  1674 |   0    16k|   0  4.00 |1847  2530 |1.86 1.11 0.68|4.0   0 195|   0     0 |   0     0 |  9   30    0   14    2
Aug 01 16:56:46 ubuntu dstat.sh[91831]: 01-08 16:56:46| 68   7  25   0   0|1309M 1025M  190M 5216M| 552k  547k|   0   973k|   0  31.0 |3861  7708 |1.86 1.11 0.68|5.0   0 2.0|   0     0 |   0     0 |  9   36    0   15    2
Aug 01 16:56:47 ubuntu dstat.sh[91831]: 01-08 16:56:47| 70  16  13   1   0|1280M 1032M  191M 5236M| 241k  236k|   0    13M|   0   537 |4507  6895 |1.86 1.11 0.68|5.0   0 310|   0     0 |   0     0 |  9   34    0   13    2
Aug 01 16:56:48 ubuntu dstat.sh[91831]: 01-08 16:56:48| 81  17   1   0   0|1406M  896M  192M 5243M| 274k  268k|   0  2372k|   0  80.0 |3805  5884 |1.86 1.11 0.68|8.0   0 192|   0     0 |   0     0 |  9   36    0   13    2
Aug 01 16:56:49 ubuntu dstat.sh[91831]: 01-08 16:56:49| 87  11   0   0   0|1441M  850M  192M 5253M| 561k  554k|   0  3264k|   0   146 |5312  9179 |2.27 1.20 0.71|6.0 1.0  45|   0     0 |   0     0 |  9   34    0   13    2
Aug 01 16:56:50 ubuntu dstat.sh[91831]: 01-08 16:56:50| 81  17   1   0   1|1356M  917M  193M 5269M| 270k  263k|   0  2660k|   0   121 |3682  6469 |2.27 1.20 0.71|4.0   0 188|   0     0 |   0     0 |  9   34    0   13    2
Aug 01 16:56:51 ubuntu dstat.sh[91831]: 01-08 16:56:51| 53  10  34   1   0|1286M  982M  193M 5272M| 370k  363k|   0  2093k|   0  83.9 |3380  7267 |2.27 1.20 0.71|3.0   0 110|   0     0 |   0     0 |  9   36    0   13    2
Aug 01 16:56:52 ubuntu dstat.sh[91831]: 01-08 16:56:52| 38   7  55   0   0|1266M 1002M  193M 5272M| 281k  272k|   0  5214k|   0  82.0 |2316  4362 |2.27 1.20 0.71|1.0   0  69|   0     0 |   0     0 |  9   35    0   14    2
Aug 01 16:56:53 ubuntu dstat.sh[91831]: 01-08 16:56:53| 37   9  54   0   0|1175M 1112M  193M 5254M| 218k  213k|   0  1377k|   0  45.0 |2111  3889 |2.27 1.20 0.71|2.0   0  72|   0     0 |   0     0 |  9   32    0   14    0
Aug 01 16:56:54 ubuntu dstat.sh[91831]: 01-08 16:56:54| 44   7  48   0   0|1257M 1030M  193M 5254M|6793  1673 |   0   688k|   0  19.0 |3832  6554 |2.25 1.22 0.72|2.0   0  11|   0     0 |   0     0 |  9   32    0   14    0
Aug 01 16:56:55 ubuntu dstat.sh[91831]: 01-08 16:56:55| 41  14  43   1   0|1203M 1084M  193M 5254M| 208k  201k|   0  3458k|   0   184 |8275    17k|2.25 1.22 0.72|2.0   0 266|   0     0 |   0     0 |  9   32    0   14    0
Aug 01 16:56:56 ubuntu dstat.sh[91831]: 01-08 16:56:56| 46  27  26   0   0|1228M 1059M  193M 5254M|7884  1998 |   0   124k|   0  12.0 |2678  5360 |2.25 1.22 0.72|6.0   0 757|   0     0 |   0     0 |  9   32    0   14    0
Aug 01 16:56:57 ubuntu dstat.sh[91831]: 01-08 16:56:57| 86  14   0   0   0|1400M  887M  193M 5254M|6141  1512 |   0  3460k|   0  56.0 |1972  2471 |2.25 1.22 0.72|6.0   0 158|   0     0 |   0     0 |  9   32    0   14    0
Aug 01 16:56:58 ubuntu dstat.sh[91831]: 01-08 16:56:58| 88  11   0   0   0|1481M  805M  193M 5254M| 923k  918k|   0   268k|   0  27.0 |9652    21k|2.25 1.22 0.72|5.0   0 6.0|   0     0 |   0     0 |  9   35    0   14    0
Aug 01 16:56:59 ubuntu dstat.sh[91831]: 01-08 16:56:59| 87  11   2   0   0|1418M  868M  193M 5255M|1172k 1165k|   0   519k|   0  35.9 |5558    14k|2.55 1.30 0.75|6.0   0  44|   0     0 |   0     0 |  9   34    0   14    0
Aug 01 16:57:00 ubuntu dstat.sh[91831]: 01-08 16:57:00| 86  13   1   0   0|1315M  971M  193M 5255M| 453k  438k|   0   509k|   0  34.1 |4422  7673 |2.55 1.30 0.75|6.0   0 102|   0     0 |   0     0 |  9   33    0   14    0
Aug 01 16:57:01 ubuntu dstat.sh[91831]: 01-08 16:57:01| 84  14   1   0   0|1365M  921M  193M 5255M| 714k  708k|   0   664k|   0  46.0 |6195    11k|2.55 1.30 0.75|7.0   0 175|   0     0 |   0     0 |  9   33    0   14    0
Aug 01 16:57:02 ubuntu dstat.sh[91831]: 01-08 16:57:02| 86  14   0   0   0|1387M  899M  193M 5255M| 490k  486k|   0   660k|   0  43.0 |5193  8778 |2.55 1.30 0.75|7.0   0 107|   0     0 |   0     0 |  9   33    0   14    0
Aug 01 16:57:03 ubuntu dstat.sh[91831]: 01-08 16:57:03| 88  11   0   0   0|1425M  860M  193M 5255M| 579k  574k|   0   356k|   0  37.0 |4075  8166 |2.55 1.30 0.75|7.0   0  51|   0     0 |   0     0 |  9   34    0   14    0
Aug 01 16:57:04 ubuntu dstat.sh[91831]: 01-08 16:57:04| 89  12   0   0   0|1406M  880M  193M 5255M| 435k  431k|   0   468k|   0  46.0 |4285  8117 |2.99 1.41 0.79|6.0   0  88|   0     0 |   0     0 |  9   35    0   14    0
Aug 01 16:57:05 ubuntu dstat.sh[91831]: 01-08 16:57:05| 88  10   1   0   0|1462M  823M  193M 5256M| 871k  867k|   0   604k|   0  48.0 |4570    11k|2.99 1.41 0.79|5.0   0  82|   0     0 |   0     0 |  9   35    0   14    0
Aug 01 16:57:06 ubuntu dstat.sh[91831]: 01-08 16:57:06| 88   9   1   0   0|1347M  936M  193M 5257M|1441k 1434k|   0   604k|   0  53.0 |4841    14k|2.99 1.41 0.79|8.0   0  51|   0     0 |   0     0 |  9   34    0   12    0
Aug 01 16:57:07 ubuntu dstat.sh[91831]: 01-08 16:57:07| 67  25   7   0   0|1243M 1040M  193M 5257M| 623k  618k|   0  1784k|   0  70.0 |4788    12k|2.99 1.41 0.79|4.0   0 639|   0     0 |   0     0 |  9   33    0   12    0
Aug 01 16:57:08 ubuntu dstat.sh[91831]: 01-08 16:57:08| 87  10   2   0   0|1331M  953M  193M 5257M| 237k  230k|   0   332k|   0  31.0 |2757  4811 |2.99 1.41 0.79|6.0   0  52|   0     0 |   0     0 |  9   33    0   12    0
Aug 01 16:57:09 ubuntu dstat.sh[91831]: 01-08 16:57:09| 70  10  17   2   1|1314M  969M  193M 5257M|1240k 1235k|   0   632k|   0  61.0 |5464    15k|3.23 1.49 0.82|6.0   0 122|   0     0 |   0     0 |  9   34    0   15    0
Aug 01 16:57:10 ubuntu dstat.sh[91831]: 01-08 16:57:10| 83  14   3   0   0|1317M  966M  193M 5257M| 616k  611k|   0   372k|   0  26.0 |5056  9865 |3.23 1.49 0.82|5.0   0 151|   0     0 |   0     0 |  9   32    0   15    0
Aug 01 16:57:11 ubuntu dstat.sh[91831]: 01-08 16:57:11| 81  10   7   0   0|1367M  916M  193M 5258M| 538k  534k|   0   180k|   0  13.0 |4695  8384 |3.23 1.49 0.82|8.0   0  69|   0     0 |   0     0 |  9   36    0   15    0
Aug 01 16:57:12 ubuntu dstat.sh[91831]: 01-08 16:57:12| 68  15  15   1   0|1253M 1030M  193M 5258M|1050k 1046k|   0  1598k|   0  86.9 |6039    14k|3.23 1.49 0.82|7.0   0 279|   0     0 |   0     0 |  9   33    0   19    0
Aug 01 16:57:13 ubuntu dstat.sh[91831]: 01-08 16:57:13| 87  13   1   0   0|1348M  934M  193M 5258M|  22k 9903 |   0   297k|   0  22.0 |2043  2461 |3.23 1.49 0.82|5.0   0  71|   0     0 |   0     0 |  9   32    0   19    0
Aug 01 16:57:14 ubuntu dstat.sh[91831]: 01-08 16:57:14| 85  12   3   0   0|1377M  906M  193M 5258M| 958k  953k|   0   668k|   0  56.0 |4894    12k|3.37 1.54 0.84|6.0   0 193|   0     0 |   0     0 |  9   36    0   19    0
Aug 01 16:57:15 ubuntu dstat.sh[91831]: 01-08 16:57:15| 88  11   1   0   0|1346M  936M  193M 5258M|1160k 1156k|   0   640k|   0  61.0 |4120    11k|3.37 1.54 0.84|7.0   0  61|   0     0 |   0     0 |  9   33    0   20    0
Aug 01 16:57:16 ubuntu dstat.sh[91831]: 01-08 16:57:16| 84  14   2   0   0|1268M 1014M  194M 5258M| 709k  704k|   0   600k|   0  47.0 |4203  9799 |3.37 1.54 0.84|5.0   0 256|   0     0 |   0     0 |  9   33    0   18    0
Aug 01 16:57:17 ubuntu dstat.sh[91831]: 01-08 16:57:17| 83  16   1   0   0|1355M  927M  194M 5258M| 535k  529k|   0   348k|   0  24.0 |3916  6944 |3.37 1.54 0.84|6.0   0 145|   0     0 |   0     0 |  9   34    0   18    0
Aug 01 16:57:18 ubuntu dstat.sh[91831]: 01-08 16:57:18| 84  11   4   0   0|1333M  949M  194M 5259M| 982k  977k|   0    27M|   0   235 |5924    13k|3.37 1.54 0.84|6.0   0 113|   0     0 |   0     0 |  9   34    0   18    0
Aug 01 16:57:19 ubuntu dstat.sh[91831]: 01-08 16:57:19| 86  12   3   0   0|1286M  995M  194M 5259M| 442k  437k|   0   544k|   0  53.0 |3932  7861 |3.50 1.60 0.86|4.0   0 124|   0     0 |   0     0 |  9   33    0   18    0
Aug 01 16:57:20 ubuntu dstat.sh[91831]: 01-08 16:57:20| 83  11   5   0   0|1256M 1026M  194M 5259M| 977k  972k|   0   500k|   0  45.0 |5142    13k|3.50 1.60 0.86|4.0   0  51|   0     0 |   0     0 |  9   34    0   20    0
Aug 01 16:57:21 ubuntu dstat.sh[91831]: 01-08 16:57:21| 72  22   5   0   0|1252M 1029M  194M 5259M| 444k  440k|   0   644k|   0  48.0 |4296  9820 |3.50 1.60 0.86|6.0   0 499|   0     0 |   0     0 |  9   32    0   20    0
Aug 01 16:57:22 ubuntu dstat.sh[91831]: 01-08 16:57:22| 87  13   1   0   0|1401M  880M  194M 5259M| 513k  507k|   0   508k|   0  33.0 |3685  8072 |3.50 1.60 0.86| 11   0 178|   0     0 |   0     0 |  9   34    0   20    0
Aug 01 16:57:23 ubuntu dstat.sh[91831]: 01-08 16:57:23| 82  14   3   0   0|1469M  812M  194M 5260M|1150k 1145k|   0    41M|   0   257 |7346    17k|3.50 1.60 0.86|7.0   0 181|   0     0 |   0     0 |  9   34    0   21    0
Aug 01 16:57:24 ubuntu dstat.sh[91831]: 01-08 16:57:24| 82  14   2   0   0|1311M  969M  194M 5260M| 992k  985k|   0   672k|   0  41.0 |5624    12k|3.94 1.73 0.91|8.0   0 232|   0     0 |   0     0 |  9   34    0   21    0
Aug 01 16:57:25 ubuntu dstat.sh[91831]: 01-08 16:57:25| 85  14   0   0   0|1367M  913M  194M 5260M| 606k  601k|   0   375k|   0  24.9 |3968  9143 |3.94 1.73 0.91|7.0   0 140|   0     0 |   0     0 |  9   34    0   21    0
Aug 01 16:57:26 ubuntu dstat.sh[91831]: 01-08 16:57:26| 85  13   2   0   0|1395M  885M  194M 5260M| 838k  832k|   0   711k|   0  59.2 |5622    13k|3.94 1.73 0.91|7.0   0 162|   0     0 |   0     0 |  9   33    0   23    0
Aug 01 16:57:27 ubuntu dstat.sh[91831]: 01-08 16:57:27| 81  16   2   0   0|1315M  965M  194M 5260M| 807k  794k|   0   676k|   0  57.0 |5803    13k|3.94 1.73 0.91|7.0   0 215|   0     0 |   0     0 |  9   33    0   23    0
Aug 01 16:57:28 ubuntu dstat.sh[91831]: 01-08 16:57:28| 80  17   2   0   0|1314M  965M  194M 5261M| 679k  673k|   0   740k|   0  54.0 |5645    11k|3.94 1.73 0.91|9.0   0 224|   0     0 |   0     0 |  9   34    0   23    0
Aug 01 16:57:29 ubuntu dstat.sh[91831]: 01-08 16:57:29| 85  14   0   0   0|1356M  923M  194M 5261M| 987k  982k|   0   512k|   0  38.0 |4933    11k|4.27 1.83 0.95|9.0   0 166|   0     0 |   0     0 |  9   34    0   23    0
Aug 01 16:57:30 ubuntu dstat.sh[91831]: 01-08 16:57:30| 61  15  22   0   0|1283M  996M  194M 5261M|1283k 1278k|   0   699k|   0  57.0 |7727    17k|4.27 1.83 0.95|6.0   0 330|   0     0 |   0     0 |  9   33    0   25    0
Aug 01 16:57:31 ubuntu dstat.sh[91831]: 01-08 16:57:31| 26  17  55   0   0|1128M 1150M  194M 5261M| 299k  293k|   0   376k|   0  17.0 |3902  7418 |4.27 1.83 0.95|4.0   0 385|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 16:57:32 ubuntu dstat.sh[91831]: 01-08 16:57:32| 42  29  29   0   0|1216M 1062M  194M 5261M|6969  2001 |   0   208k|   0  20.0 |2714  5855 |4.27 1.83 0.95|5.0   0 783|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 16:57:33 ubuntu dstat.sh[91831]: 01-08 16:57:33| 81  17   0   0   0|1359M  920M  194M 5262M| 305k  301k|   0   748k|   0  48.0 |3333  6765 |4.27 1.83 0.95|6.0   0 250|   0     0 |   0     0 |  9   33    0   25    0
Aug 01 16:57:34 ubuntu dstat.sh[91831]: 01-08 16:57:34| 81  16   3   0   1|1269M 1009M  194M 5262M| 744k  739k|   0   668k|   0  71.0 |5668    21k|4.49 1.92 0.98|5.0   0 211|   0     0 |   0     0 |  9   33    0   25    0
Aug 01 16:57:35 ubuntu dstat.sh[91831]: 01-08 16:57:35| 83  15   2   0   0|1282M  996M  194M 5262M| 361k  356k|   0   588k|   0  51.0 |3875  8222 |4.49 1.92 0.98|6.0   0 305|   0     0 |   0     0 |  9   33    0   25    0
Aug 01 16:57:36 ubuntu dstat.sh[91831]: 01-08 16:57:36| 86  11   2   0   0|1400M  877M  194M 5262M|1135k 1131k|   0   616k|   0  52.0 |5807    15k|4.49 1.92 0.98|4.0   0  34|   0     0 |   0     0 |  9   35    0   24    0
Aug 01 16:57:37 ubuntu dstat.sh[91831]: 01-08 16:57:37| 62   7  31   0   0|1434M  843M  194M 5263M|1380k 1376k|   0   584k|   0  51.0 |6112    16k|4.49 1.92 0.98|2.0   0   0|   0     0 |   0     0 |  9   37    0   25    0
Aug 01 16:57:38 ubuntu dstat.sh[91831]: 01-08 16:57:38| 61   7  32   0   0|1326M  950M  194M 5263M|1151k 1144k|   0  1196k|   0  71.0 |7034    15k|4.49 1.92 0.98|5.0   0  24|   0     0 |   0     0 |  9   35    0   28    0
Aug 01 16:57:39 ubuntu dstat.sh[91831]: 01-08 16:57:39| 85  14   2   0   0|1324M  952M  194M 5263M| 765k  761k|   0   516k|   0  35.0 |4383  8859 |4.53 1.97 1.00|5.0   0 142|   0     0 |   0     0 |  9   33    0   29    0
Aug 01 16:57:40 ubuntu dstat.sh[91831]: 01-08 16:57:40| 88  12   0   0   0|1395M  881M  194M 5263M| 418k  414k|   0   340k|   0  24.0 |3570  5871 |4.53 1.97 1.00|5.0   0  21|   0     0 |   0     0 |  9   34    0   29    0
Aug 01 16:57:41 ubuntu dstat.sh[91831]: 01-08 16:57:41| 63   7  28   0   0|1430M  843M  194M 5266M|1237k 1231k|   0   328k|   0  33.0 |7144    15k|4.53 1.97 1.00|3.0   0   0|   0     0 |   0     0 |  9   37    0   32    0
Aug 01 16:57:42 ubuntu dstat.sh[91831]: 01-08 16:57:42| 55   8  35   0   0|1392M  881M  194M 5266M|1191k 1178k|   0   624k|   0  62.0 |6667    16k|4.53 1.97 1.00|4.0   0  51|   0     0 |   0     0 |  9   36    0   35    0
Aug 01 16:57:43 ubuntu dstat.sh[91831]: 01-08 16:57:43| 67   8  24   0   0|1427M  845M  194M 5267M|1178k 1173k|   0   544k|   0  46.0 |8971    17k|4.53 1.97 1.00|4.0   0   0|   0     0 |   0     0 |  9   36    0   36    0
Aug 01 16:57:44 ubuntu dstat.sh[91831]: 01-08 16:57:44| 79  13   7   0   0|1331M  941M  194M 5267M| 887k  882k|   0   784k|   0  79.0 |5801    13k|4.49 2.00 1.02|5.0   0 121|   0     0 |   0     0 |  9   33    0   37    0
Aug 01 16:57:45 ubuntu dstat.sh[91831]: 01-08 16:57:45| 85  14   1   0   0|1399M  873M  194M 5267M| 647k  642k|   0   416k|   0  34.0 |4627  9410 |4.49 2.00 1.02|6.0   0  51|   0     0 |   0     0 |  9   34    0   36    0
Aug 01 16:57:46 ubuntu dstat.sh[91831]: 01-08 16:57:46| 69  13  19   0   1|1395M  877M  194M 5268M|1253k 1249k|   0   528k|   0  46.0 |6945    17k|4.49 2.00 1.02|7.0   0 135|   0     0 |   0     0 |  9   34    0   39    1
