-- Logs begin at Thu 2022-09-08 15:11:08 UTC, end at Thu 2022-09-08 16:41:12 UTC. --
Sep 08 16:02:01 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 08 16:02:01 ubuntu dstat.sh[72696]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 08 16:02:01 ubuntu dstat.sh[72696]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 08 16:02:30 ubuntu dstat.sh[72696]: 08-09 16:02:30| 31   6  57   6   0|1253M 1110M  193M 5188M|  72k   62k|   0  5492k|   0   307 |3683  5851 |1.71 1.04 0.66|2.0   0  44|   0     0 |   0     0 |  9    8    0   11    2
Sep 08 16:02:31 ubuntu dstat.sh[72696]: 08-09 16:02:31| 26   3  70   1   0|1299M 1063M  193M 5188M|  12k 4377 |  36k    0 |3.00     0 |1123  1286 |1.71 1.04 0.66|1.0   0 1.0|   0     0 |   0     0 |  9    9    0   11    2
Sep 08 16:02:32 ubuntu dstat.sh[72696]: 08-09 16:02:32| 34   6  51   9   0|1279M 1103M  193M 5170M| 110k   81k| 148k 4761k|32.9  43.9 |2068  2687 |1.71 1.04 0.66|6.0   0 5.0|   0     0 |   0     0 |  9   18    0   11    0
Sep 08 16:02:33 ubuntu dstat.sh[72696]: 08-09 16:02:33| 40   9  45   5   1|1267M 1114M  193M 5170M| 225k   52k|  96k  817k|24.0  14.0 |9488    18k|1.71 1.04 0.66|4.0   0  65|   0     0 |   0     0 |  9   32    0    9    0
Sep 08 16:02:34 ubuntu dstat.sh[72696]: 08-09 16:02:34| 46   5  49   0   0|1289M 1091M  193M 5171M| 903k   13k|   0    80k|   0  1.00 |1831  1631 |1.74 1.05 0.67|3.0   0 1.0|   0     0 |   0     0 |  9   32    0    9    0
Sep 08 16:02:35 ubuntu dstat.sh[72696]: 08-09 16:02:35| 65  16  18   0   0|1268M 1111M  193M 5173M| 268k   62k|   0  3000k|   0  9.00 |6217    14k|1.74 1.05 0.67|5.0   0 222|   0     0 |   0     0 |  9   30    0    9    0
Sep 08 16:02:36 ubuntu dstat.sh[72696]: 08-09 16:02:36| 87  12   0   0   0|1336M 1043M  193M 5173M|  27k   11k|   0    92k|   0  2.00 |1676  1872 |1.74 1.05 0.67|5.0   0 6.0|   0     0 |   0     0 |  9   31    0    9    0
Sep 08 16:02:37 ubuntu dstat.sh[72696]: 08-09 16:02:37| 70   8  22   0   0|1351M 1027M  193M 5173M| 670k  665k|   0  2634k|   0  34.0 |4249  9576 |1.74 1.05 0.67|4.0   0  17|   0     0 |   0     0 |  9   36    0    9    0
Sep 08 16:02:38 ubuntu dstat.sh[72696]: 08-09 16:02:38| 79  16   6   0   0|1333M 1046M  193M 5173M| 139k  131k|   0   645k|   0  15.0 |2888  5676 |1.74 1.05 0.67|8.0   0 397|   0     0 |   0     0 |  9   35    0    9    0
Sep 08 16:02:39 ubuntu dstat.sh[72696]: 08-09 16:02:39| 85  14   0   0   0|1436M  943M  193M 5173M| 170k  166k|   0   796k|   0  11.0 |2582  4384 |2.16 1.15 0.70|6.0   0 200|   0     0 |   0     0 |  9   39    0    9    0
Sep 08 16:02:40 ubuntu dstat.sh[72696]: 08-09 16:02:40| 88  11   0   0   0|1489M  889M  193M 5173M| 760k  728k|   0  2478k|   0   104 |5543    11k|2.16 1.15 0.70|8.0   0  58|   0     0 |   0     0 |  9   36    0    9    0
Sep 08 16:02:41 ubuntu dstat.sh[72696]: 08-09 16:02:41| 71  14  14   0   0|1304M 1074M  193M 5173M| 393k  260k|   0  1567k|   0  75.9 |3751  6864 |2.16 1.15 0.70|3.0   0 224|   0     0 |   0     0 |  9   36    0    9    0
Sep 08 16:02:42 ubuntu dstat.sh[72696]: 08-09 16:02:42| 43   9  47   0   0|1284M 1092M  193M 5175M| 964k  229k|   0  5497k|   0  79.0 |3304  4936 |2.16 1.15 0.70|3.0   0  62|   0     0 |   0     0 |  9   36    0    9    0
Sep 08 16:02:43 ubuntu dstat.sh[72696]: 08-09 16:02:43| 63  10  28   1   0|1242M 1133M  193M 5176M| 788k  392k|   0  2742k|   0  40.0 |2916  5795 |2.16 1.15 0.70|5.0   0  19|   0     0 |   0     0 |  9   34    0   10    0
Sep 08 16:02:44 ubuntu dstat.sh[72696]: 08-09 16:02:44| 45   9  45   1   0|1208M 1167M  193M 5176M| 213k  209k|   0  1184k|   0  52.0 |2507  4965 |2.15 1.17 0.71|3.0   0 126|   0     0 |   0     0 |  9   34    0   10    0
Sep 08 16:02:45 ubuntu dstat.sh[72696]: 08-09 16:02:45| 30   4  66   0   0|1253M 1122M  193M 5176M|6389  1921 |   0   762k|   0  18.0 |1056  1382 |2.15 1.17 0.71|2.0   0 5.0|   0     0 |   0     0 |  9   35    0   10    0
Sep 08 16:02:46 ubuntu dstat.sh[72696]: 08-09 16:02:46| 25   4  71   1   0|1197M 1178M  193M 5176M| 212k  203k|   0  1078k|   0  51.1 |2053  4145 |2.15 1.17 0.71|3.0   0 7.0|   0     0 |   0     0 |  9   35    0   10    0
Sep 08 16:02:47 ubuntu dstat.sh[72696]: 08-09 16:02:47| 15  21  62   0   0|1196M 1179M  193M 5176M|6671  1925 |   0   480k|   0  20.0 |2564  3769 |2.15 1.17 0.71|3.0   0 392|   0     0 |   0     0 |  9   36    0   10    0
Sep 08 16:02:48 ubuntu dstat.sh[72696]: 08-09 16:02:48| 44  31  24   0   0|1278M 1097M  193M 5176M|  23k 4725 |   0   472k|   0  29.0 |3330    13k|2.15 1.17 0.71|7.0   0 806|   0     0 |   0     0 |  9   36    0   11    0
Sep 08 16:02:49 ubuntu dstat.sh[72696]: 08-09 16:02:49| 87  14   0   0   0|1476M  899M  193M 5176M| 181k 9007 |   0  3206k|   0   140 |2423  2791 |2.37 1.23 0.73|6.0   0  37|   0     0 |   0     0 |  9   36    0   11    0
Sep 08 16:02:50 ubuntu dstat.sh[72696]: 08-09 16:02:50| 79  10  10   0   0|1506M  866M  193M 5179M|2152k 1049k|   0  2898k|   0  40.0 |7179    13k|2.37 1.23 0.73|6.0   0 1.0|   0     0 |   0     0 |  9   38    0   14    2
Sep 08 16:02:51 ubuntu dstat.sh[72696]: 08-09 16:02:51| 79   8  11   0   0|1397M  974M  193M 5179M|1301k 1296k|   0   801k|   0  53.1 |5000    16k|2.37 1.23 0.73|7.0   0  63|   0     0 |   0     0 |  9   35    0   16    0
Sep 08 16:02:52 ubuntu dstat.sh[72696]: 08-09 16:02:52| 82  17   1   0   0|1336M 1036M  193M 5179M| 166k  160k|   0   484k|   0  17.0 |2774  5478 |2.37 1.23 0.73|7.0   0 250|   0     0 |   0     0 |  9   34    1   16    0
Sep 08 16:02:53 ubuntu dstat.sh[72696]: 08-09 16:02:53| 88  12   0   0   0|1528M  844M  193M 5179M| 165k  156k|   0  2718k|   0  21.0 |2241  3802 |2.37 1.23 0.73|7.0   0 2.0|   0     0 |   0     0 |  9   36    0   16    0
Sep 08 16:02:54 ubuntu dstat.sh[72696]: 08-09 16:02:54| 85  11   3   0   0|1548M  823M  193M 5180M|1103k 1098k|   0  1986k|   0  62.9 |6417    14k|2.66 1.31 0.76|8.0   0  50|   0     0 |   0     0 |  9   39    1   17    0
Sep 08 16:02:55 ubuntu dstat.sh[72696]: 08-09 16:02:55| 80  12   7   0   0|1356M 1015M  193M 5180M| 938k  929k|   0  1689k|   0  95.0 |6258    15k|2.66 1.31 0.76|8.0   0 175|   0     0 |   0     0 |  9   37    0   19    0
Sep 08 16:02:56 ubuntu dstat.sh[72696]: 08-09 16:02:56| 87  12   0   0   0|1453M  918M  193M 5180M| 615k  567k|   0  1430k|   0  31.9 |4477  9847 |2.66 1.31 0.76|7.0   0  69|   0     0 |   0     0 |  9   37    0   19    1
Sep 08 16:02:57 ubuntu dstat.sh[72696]: 08-09 16:02:57| 86  12   1   0   0|1507M  863M  193M 5181M|1160k  915k|   0  1620k|   0  35.0 |5814    13k|2.66 1.31 0.76|6.0   0  34|   0     0 |   0     0 |  9   38    0   19    0
Sep 08 16:02:58 ubuntu dstat.sh[72696]: 08-09 16:02:58| 78  13   6   2   0|1341M 1026M  193M 5184M|2276k 1273k|   0    48M|   0   713 |8184    17k|2.66 1.31 0.76|6.0   0 136|   0     0 |   0     0 |  9   36    0   18    2
Sep 08 16:02:59 ubuntu dstat.sh[72696]: 08-09 16:02:59| 67  25   8   0   0|1258M 1109M  193M 5184M| 429k  422k|   0   812k|   0  46.0 |4402    10k|2.77 1.36 0.78|5.0   0 584|   0     0 |   0     0 |  9   34    0   18    0
Sep 08 16:03:00 ubuntu dstat.sh[72696]: 08-09 16:03:00| 85  11   2   0   0|1407M  960M  193M 5184M| 435k  420k|   0  1103k|   0  21.9 |3403  6142 |2.77 1.36 0.78|6.0   0   0|   0     0 |   0     0 |  9   36    0   18    0
Sep 08 16:03:01 ubuntu dstat.sh[72696]: 08-09 16:03:01| 66  12  22   0   0|1290M 1076M  193M 5184M|1353k 1347k|   0  1285k|   0  69.3 |8360    19k|2.77 1.36 0.78|8.0   0 243|   0     0 |   0     0 |  9   36    0   19    0
Sep 08 16:03:02 ubuntu dstat.sh[72696]: 08-09 16:03:02| 86  13   1   0   0|1316M 1050M  193M 5184M| 136k  131k|   0    60k|   0  3.00 |2547  3891 |2.77 1.36 0.78|7.0   0  89|   0     0 |   0     0 |  9   34    0   19    0
Sep 08 16:03:03 ubuntu dstat.sh[72696]: 08-09 16:03:03| 80  11   8   0   0|1407M  959M  193M 5184M| 810k  805k|   0    27M|   0   104 |4878    11k|2.77 1.36 0.78|5.0   0  21|   0     0 |   0     0 |  9   38    0   19    0
Sep 08 16:03:04 ubuntu dstat.sh[72696]: 08-09 16:03:04| 67  15  17   0   0|1205M 1161M  193M 5185M| 804k  796k|   0   921k|   0  76.1 |6056    14k|2.95 1.42 0.80|6.0   0 328|   0     0 |   0     0 |  9   34    0   22    0
Sep 08 16:03:05 ubuntu dstat.sh[72696]: 08-09 16:03:05| 87  13   0   0   0|1407M  959M  193M 5185M|  58k   54k|   0   888k|   0  16.0 |2011  2609 |2.95 1.42 0.80|5.0   0  33|   0     0 |   0     0 |  9   34    0   22    0
Sep 08 16:03:06 ubuntu dstat.sh[72696]: 08-09 16:03:06| 85  10   3   0   0|1431M  935M  193M 5185M|1189k 1171k|   0  1716k|   0  58.0 |5819    14k|2.95 1.42 0.80|4.0   0  51|   0     0 |   0     0 |  9   38    0   22    0
Sep 08 16:03:07 ubuntu dstat.sh[72696]: 08-09 16:03:07| 83  14   3   0   0|1308M 1058M  193M 5185M|1112k 1101k|   0  1472k|   0  58.0 |4397    16k|2.95 1.42 0.80|7.0   0 269|   0     0 |   0     0 |  9   34    0   23    0
Sep 08 16:03:08 ubuntu dstat.sh[72696]: 08-09 16:03:08| 85  15   1   0   0|1368M  997M  193M 5185M| 601k  593k|   0  2976k|   0  42.0 |3280  9009 |2.95 1.42 0.80|5.0   0 117|   0     0 |   0     0 |  9   35    0   21    0
Sep 08 16:03:09 ubuntu dstat.sh[72696]: 08-09 16:03:09| 67   9  22   1   0|1275M 1090M  193M 5186M| 843k  836k|   0  1060k|   0  48.0 |5921    13k|2.95 1.44 0.81|4.0   0 107|   0     0 |   0     0 |  9   35    0   23    0
Sep 08 16:03:10 ubuntu dstat.sh[72696]: 08-09 16:03:10| 76  18   5   0   0|1296M 1069M  193M 5186M| 139k  135k|   0   344k|   0  25.0 |2897  5019 |2.95 1.44 0.81|5.0   0 258|   0     0 |   0     0 |  9   34    0   23    0
Sep 08 16:03:11 ubuntu dstat.sh[72696]: 08-09 16:03:11| 77  11  10   0   0|1408M  957M  193M 5186M| 601k  594k|   0  1099k|   0  43.0 |4847  8552 |2.95 1.44 0.81|5.0   0   0|   0     0 |   0     0 |  9   37    0   26    0
Sep 08 16:03:12 ubuntu dstat.sh[72696]: 08-09 16:03:12| 78  12   9   0   0|1292M 1073M  193M 5186M| 851k  837k|   0   961k|   0  66.0 |5563    13k|2.95 1.44 0.81|5.0   0 117|   0     0 |   0     0 |  9   35    0   27    0
Sep 08 16:03:13 ubuntu dstat.sh[72696]: 08-09 16:03:13| 72  11  17   0   0|1339M 1025M  193M 5186M| 188k  184k|   0  1924k|   0  21.0 |2646  4310 |2.95 1.44 0.81|4.0   0  72|   0     0 |   0     0 |  9   34    0   27    0
Sep 08 16:03:14 ubuntu dstat.sh[72696]: 08-09 16:03:14| 60  12  25   0   0|1224M 1141M  193M 5186M| 738k  734k|   0   844k|   0  64.0 |5181    12k|3.04 1.49 0.83|7.0   0 266|   0     0 |   0     0 |  9   34    0   30    0
Sep 08 16:03:15 ubuntu dstat.sh[72696]: 08-09 16:03:15| 81  18   0   0   0|1319M 1045M  193M 5186M|6815  1619 |   0   512k|   0  19.0 |1924  3325 |3.04 1.49 0.83|8.0   0 310|   0     0 |   0     0 |  9   34    0   30    0
Sep 08 16:03:16 ubuntu dstat.sh[72696]: 08-09 16:03:16| 85  14   0   0   0|1443M  921M  193M 5186M| 563k  557k|   0  1473k|   0  32.0 |3919  8162 |3.04 1.49 0.83|7.0   0 167|   0     0 |   0     0 |  9   37    0   30    0
Sep 08 16:03:17 ubuntu dstat.sh[72696]: 08-09 16:03:17| 83  13   3   0   0|1523M  841M  194M 5186M|1049k 1043k|   0  1708k|   0  43.0 |6266    15k|3.04 1.49 0.83|9.0   0 161|   0     0 |   0     0 |  9   35    0   31    0
Sep 08 16:03:18 ubuntu dstat.sh[72696]: 08-09 16:03:18| 84  15   1   0   0|1403M  961M  194M 5187M| 840k  835k|   0  1540k|   0  38.0 |5032    11k|3.04 1.49 0.83|7.0   0 210|   0     0 |   0     0 |  9   36    0   31    0
Sep 08 16:03:19 ubuntu dstat.sh[72696]: 08-09 16:03:19| 85  14   1   0   0|1361M 1003M  194M 5187M| 605k  599k|   0  1201k|   0  24.9 |3582  8214 |3.44 1.59 0.87|7.0   0 142|   0     0 |   0     0 |  9   36    0   31    0
Sep 08 16:03:20 ubuntu dstat.sh[72696]: 08-09 16:03:20| 85  13   1   0   0|1384M  980M  194M 5187M| 928k  922k|   0  1476k|   0  44.1 |4628    12k|3.44 1.59 0.87|8.0   0 129|   0     0 |   0     0 |  9   35    0   32    0
Sep 08 16:03:21 ubuntu dstat.sh[72696]: 08-09 16:03:21| 85  13   1   0   0|1370M  994M  194M 5187M| 555k  550k|   0  1471k|   0  44.0 |4589  9240 |3.44 1.59 0.87| 10   0 200|   0     0 |   0     0 |  9   36    0   32    0
Sep 08 16:03:22 ubuntu dstat.sh[72696]: 08-09 16:03:22| 85  14   0   0   0|1348M 1015M  194M 5188M| 703k  697k|   0  1780k|   0  65.0 |4789    10k|3.44 1.59 0.87| 10   0 177|   0     0 |   0     0 |  9   34    0   33    1
Sep 08 16:03:23 ubuntu dstat.sh[72696]: 08-09 16:03:23| 84  15   1   0   0|1391M  972M  194M 5188M|1048k 1035k|   0  3871k|   0  69.1 |5690    13k|3.44 1.59 0.87|8.0   0 174|   0     0 |   0     0 |  9   36    0   33    0
Sep 08 16:03:24 ubuntu dstat.sh[72696]: 08-09 16:03:24| 77  18   5   0   0|1324M 1039M  194M 5188M| 786k  780k|   0  1692k|   0  38.9 |5037    13k|3.48 1.63 0.89|5.0   0 412|   0     0 |   0     0 |  9   36    0   33    0
Sep 08 16:03:25 ubuntu dstat.sh[72696]: 08-09 16:03:25| 53  13  32   1   0|1203M 1160M  194M 5188M| 932k  927k|   0   862k|   0  38.1 |5602    14k|3.48 1.63 0.89|3.0   0 193|   0     0 |   0     0 |  9   35    0   33    0
Sep 08 16:03:26 ubuntu dstat.sh[72696]: 08-09 16:03:26| 22  11  65   0   0|1136M 1226M  194M 5188M| 276k  270k|   0   415k|   0  23.0 |3524  5787 |3.48 1.63 0.89|1.0   0 214|   0     0 |   0     0 |  9   34    0   33    0
Sep 08 16:03:27 ubuntu dstat.sh[72696]: 08-09 16:03:27| 32  32  37   0   0|1202M 1160M  194M 5188M|6344  1622 |   0   292k|   0  20.0 |2760  5682 |3.48 1.63 0.89|5.0   0 733|   0     0 |   0     0 |  9   34    0   33    0
Sep 08 16:03:28 ubuntu dstat.sh[72696]: 08-09 16:03:28| 83  17   0   0   0|1361M 1001M  194M 5188M|  58k   51k|   0    10M|   0   226 |2558  3841 |3.48 1.63 0.89|6.0   0 371|   0     0 |   0     0 |  9   34    0   33    0
Sep 08 16:03:29 ubuntu dstat.sh[72696]: 08-09 16:03:29| 84  14   1   0   0|1325M 1037M  194M 5189M| 862k  855k|   0  2670k|   0  96.9 |4849    12k|3.76 1.72 0.92|7.0   0 137|   0     0 |   0     0 |  9   35    0   32    0
Sep 08 16:03:30 ubuntu dstat.sh[72696]: 08-09 16:03:30| 81  16   3   0   0|1322M 1039M  194M 5189M| 527k  522k|  28k 1913k|2.00  62.0 |4714  9901 |3.76 1.72 0.92|6.0   0 331|   0     0 |   0     0 |  9   34    0   32    0
Sep 08 16:03:31 ubuntu dstat.sh[72696]: 08-09 16:03:31| 88  11   1   0   0|1411M  950M  194M 5189M| 371k  366k|   0  1110k|   0  21.0 |2971  5707 |3.76 1.72 0.92|6.0   0  70|   0     0 |   0     0 |  9   35    0   30    0
Sep 08 16:03:32 ubuntu dstat.sh[72696]: 08-09 16:03:32| 76  12  13   0   0|1478M  883M  194M 5189M|1298k 1293k|   0  1290k|   0  36.1 |6965    18k|3.76 1.72 0.92|3.0   0   0|   0     0 |   0     0 |  9   38    0   34    0
Sep 08 16:03:33 ubuntu dstat.sh[72696]: 08-09 16:03:33| 53   6  40   0   0|1482M  878M  194M 5190M|1103k 1098k|   0   520k|   0  30.0 |7288    17k|3.76 1.72 0.92|6.0   0   0|   0     0 |   0     0 |  9   38    0   36    0
Sep 08 16:03:34 ubuntu dstat.sh[72696]: 08-09 16:03:34| 71  10  17   0   0|1394M  967M  194M 5190M|1177k 1172k|   0   995k|   0  51.0 |6620    16k|4.02 1.81 0.95|6.0   0 123|   0     0 |   0     0 |  9   36    0   38    0
Sep 08 16:03:35 ubuntu dstat.sh[72696]: 08-09 16:03:35| 86  12   1   0   0|1331M 1028M  194M 5191M| 604k  599k|   0   885k|   0  24.0 |3560  9049 |4.02 1.81 0.95|6.0   0  63|   0     0 |   0     0 |  9   35    0   38    0
Sep 08 16:03:36 ubuntu dstat.sh[72696]: 08-09 16:03:36| 87  11   1   0   0|1462M  897M  194M 5192M| 854k  850k|   0  1924k|   0  35.0 |5654    11k|4.02 1.81 0.95|7.0   0 1.0|   0     0 |   0     0 |  9   36    0   38    0
Sep 08 16:03:37 ubuntu dstat.sh[72696]: 08-09 16:03:37| 64   9  27   0   0|1415M  941M  194M 5193M|1213k 1208k|   0  1081k|   0  58.0 |8232    17k|4.02 1.81 0.95|3.0   0  50|   0     0 |   0     0 |  9   38    0   41    0
Sep 08 16:03:38 ubuntu dstat.sh[72696]: 08-09 16:03:38| 68   8  23   0   0|1456M  901M  194M 5193M|1089k 1083k|   0   843k|   0  35.0 |7320    15k|4.02 1.81 0.95|4.0   0 1.0|   0     0 |   0     0 |  9   38    0   45    0
