-- Logs begin at Mon 2022-09-19 11:06:13 UTC, end at Mon 2022-09-19 12:38:23 UTC. --
Sep 19 11:57:39 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 19 11:57:39 ubuntu dstat.sh[72712]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 19 11:57:39 ubuntu dstat.sh[72712]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 19 11:57:56 ubuntu dstat.sh[72712]: 19-09 11:57:56| 32   1  65   2   0| 950M 1507M  189M 5107M| 163k 8608 |   0  7510k|   0   387 |2323  2844 |1.11 0.83 0.63|1.0   0 4.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 19 11:57:57 ubuntu dstat.sh[72712]: 19-09 11:57:57| 29   5  65   1   0|1018M 1438M  190M 5107M| 143k 6097 |   0  8643k|   0   407 |2435  2881 |1.11 0.83 0.63|2.0   0  10|   0     0 |   0     0 |  9    6    0   10    2
Sep 19 11:57:58 ubuntu dstat.sh[72712]: 19-09 11:57:58| 33   3  63   1   0|1043M 1413M  190M 5107M|  26k 4685 |   0  7415k|   0   401 |2322  2851 |1.11 0.83 0.63|1.0   0 3.0|   0     0 |   0     0 |  9    6    0   10    2
Sep 19 11:57:59 ubuntu dstat.sh[72712]: 19-09 11:57:59| 24  15  59   2   0| 972M 1484M  190M 5107M|  34k 3233 |   0  7761k|   0   393 |3381  5015 |1.11 0.83 0.63|2.0   0 277|   0     0 |   0     0 |  9    6    0   10    2
Sep 19 11:58:00 ubuntu dstat.sh[72712]: 19-09 11:58:00| 30  24  45   0   0| 965M 1486M  190M 5111M|8135  1620 |   0  2168k|   0  75.0 |3155  6250 |1.11 0.83 0.63|3.0   0 398|   0     0 |   0     0 |  9    6    0   10    2
Sep 19 11:58:01 ubuntu dstat.sh[72712]: 19-09 11:58:01| 49  18  31   1   0|1003M 1443M  191M 5115M|9717  1621 | 196k 1801k|3.00  46.0 |4034  9453 |1.42 0.90 0.65|6.0   0 198|   0     0 |   0     0 |  9    6    0   10    2
Sep 19 11:58:02 ubuntu dstat.sh[72712]: 19-09 11:58:02| 61  10  29   1   0|1113M 1315M  191M 5132M|9116  1824 | 128k 9347k|1.00  91.1 |1810  2042 |1.42 0.90 0.65|3.0   0  30|   0     0 |   0     0 |  9    7    0   10    2
Sep 19 11:58:03 ubuntu dstat.sh[72712]: 19-09 11:58:03| 62   7  30   1   0|1169M 1246M  192M 5141M|9152  1618 | 372k 2134k|7.99  72.9 |1658  1584 |1.42 0.90 0.65|3.0   0   0|   0     0 |   0     0 |  9    7    0   10    2
Sep 19 11:58:04 ubuntu dstat.sh[72712]: 19-09 11:58:04| 64  12  21   3   0|1196M 1202M  193M 5156M|  17k 2375 |   0  3728k|   0  89.7 |2605  6743 |1.42 0.90 0.65| 31   0 140|   0     0 |   0     0 |  9    6    0   11    2
Sep 19 11:58:05 ubuntu dstat.sh[72712]: 19-09 11:58:05| 37   7  48   7   0|1245M 1133M  193M 5173M|9742  1625 |   0  1958k|   0  85.3 |1529  1893 |1.42 0.90 0.65|2.0   0 1.0|   0     0 |   0     0 |  9    6    0   11    2
Sep 19 11:58:06 ubuntu dstat.sh[72712]: 19-09 11:58:06| 28   3  68   1   0|1286M 1091M  193M 5174M|9837  1923 |   0   464k|   0  15.0 |1030  1131 |1.55 0.94 0.66|1.0   0 1.0|   0     0 |   0     0 |  9    7    0   11    2
Sep 19 11:58:07 ubuntu dstat.sh[72712]: 19-09 11:58:07| 26   2  67   4   0|1305M 1072M  193M 5174M|  76k   66k|   0    14M|   0   616 |3564  4775 |1.55 0.94 0.66|1.0 1.0 1.0|   0     0 |   0     0 |  9   13    0   11    2
Sep 19 11:58:08 ubuntu dstat.sh[72712]: 19-09 11:58:08| 44   7  48   0   0|1171M 1225M  193M 5155M|  14k 2785 |   0  1392k|   0  49.0 |1710  1978 |1.55 0.94 0.66|2.0   0  53|   0     0 |   0     0 |  9    4    0   13    0
Sep 19 11:58:09 ubuntu dstat.sh[72712]: 19-09 11:58:09| 43  10  46   1   0|1227M 1169M  193M 5155M|9568  1619 |  64k    0 |6.00     0 |9863    20k|1.55 0.94 0.66|2.0   0  14|   0     0 |   0     0 |  9    4    0   13    0
Sep 19 11:58:10 ubuntu dstat.sh[72712]: 19-09 11:58:10| 40   4  45  10   0|1234M 1162M  194M 5156M|  98k   92k| 216k 9276k|54.0   324 |2942  4272 |1.55 0.94 0.66|2.0   0 5.0|   0     0 |   0     0 |  9   27    0   11    0
Sep 19 11:58:11 ubuntu dstat.sh[72712]: 19-09 11:58:11| 42  12  45   0   0|1211M 1185M  194M 5156M|  42k   35k|   0    80k|   0  1.00 |9396    19k|1.58 0.95 0.67|2.0   0  59|   0     0 |   0     0 |  9   30    0   11    0
Sep 19 11:58:12 ubuntu dstat.sh[72712]: 19-09 11:58:12| 46   4  49   0   0|1211M 1184M  194M 5156M|  11k 1618 |   0  1846k|   0   174 |1562  1310 |1.58 0.95 0.67|2.0   0 3.0|   0     0 |   0     0 |  9   30    0    9    0
Sep 19 11:58:13 ubuntu dstat.sh[72712]: 19-09 11:58:13| 42  12  46   0   0|1143M 1252M  194M 5156M|  69k   61k|   0   565k|   0  10.0 |1953  2897 |1.58 0.95 0.67|3.0   0 183|   0     0 |   0     0 |  9   30    0    9    0
Sep 19 11:58:14 ubuntu dstat.sh[72712]: 19-09 11:58:14| 69   6  25   0   0|1246M 1150M  194M 5156M|9416  1724 |   0   340k|   0  4.00 |1518  1517 |1.58 0.95 0.67|3.0   0  36|   0     0 |   0     0 |  9   30    0    9    0
Sep 19 11:58:15 ubuntu dstat.sh[72712]: 19-09 11:58:15| 49   7  43   0   0|1248M 1148M  194M 5156M| 464k  457k|   0   328k|   0  17.0 |3058  6137 |1.58 0.95 0.67|2.0   0  52|   0     0 |   0     0 |  9   36    0    9    0
Sep 19 11:58:16 ubuntu dstat.sh[72712]: 19-09 11:58:16| 51  18  30   0   0|1182M 1213M  194M 5156M| 337k  331k|   0    88k|   0  15.0 |3519  7688 |1.70 0.99 0.68|5.0   0 428|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:17 ubuntu dstat.sh[72712]: 19-09 11:58:17| 87  13   0   0   0|1357M 1038M  194M 5156M|9996  1620 |   0  1436k|   0  59.0 |2150  2525 |1.70 0.99 0.68|6.0   0 137|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:18 ubuntu dstat.sh[72712]: 19-09 11:58:18| 89   9   1   0   0|1415M  980M  194M 5156M| 628k  622k|   0  1564k|   0  54.0 |3429  8528 |1.70 0.99 0.68|7.0   0  25|   0     0 |   0     0 |  9   36    0    9    0
Sep 19 11:58:19 ubuntu dstat.sh[72712]: 19-09 11:58:19| 79  13   6   0   0|1290M 1105M  194M 5156M| 663k  656k|   0  1116k|   0  92.0 |3959    12k|1.70 0.99 0.68|2.0 1.0 191|   0     0 |   0     0 |  9   35    0    9    0
Sep 19 11:58:20 ubuntu dstat.sh[72712]: 19-09 11:58:20| 44  10  45   0   0|1233M 1162M  194M 5156M|  62k   55k|   0  1043k|   0  30.0 |2027  3166 |1.70 0.99 0.68|2.0   0 112|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:21 ubuntu dstat.sh[72712]: 19-09 11:58:21| 47   5  48   0   0|1195M 1199M  194M 5157M| 434k  425k|   0   436k|   0  22.0 |3031  6563 |1.72 1.00 0.69|2.0   0  10|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:22 ubuntu dstat.sh[72712]: 19-09 11:58:22| 21   9  69   1   0|1154M 1240M  194M 5157M| 161k  154k|   0  5252k|   0  75.0 |2279  4055 |1.72 1.00 0.69|1.0   0 132|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:23 ubuntu dstat.sh[72712]: 19-09 11:58:23| 24   3  73   0   0|1195M 1199M  194M 5157M|  61k   48k|   0   540k|   0  16.0 |1208  1617 |1.72 1.00 0.69|2.0   0   0|   0     0 |   0     0 |  9   35    0    9    0
Sep 19 11:58:24 ubuntu dstat.sh[72712]: 19-09 11:58:24| 20   8  71   1   0|1130M 1265M  194M 5157M| 179k  161k|   0  1498k|   0  98.9 |2674  4762 |1.72 1.00 0.69|2.0   0 166|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:25 ubuntu dstat.sh[72712]: 19-09 11:58:25| 14  22  64   0   0|1135M 1259M  194M 5157M|  12k 1611 |   0    24k|   0  6.01 |2954  4657 |1.72 1.00 0.69|3.0   0 565|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:26 ubuntu dstat.sh[72712]: 19-09 11:58:26| 76  20   2   0   0|1321M 1073M  194M 5157M|  13k 1620 |   0   592k|   0  16.0 |2078  3872 |1.75 1.02 0.70|5.0   0 478|   0     0 |   0     0 |  9   34    0    9    0
Sep 19 11:58:27 ubuntu dstat.sh[72712]: 19-09 11:58:27| 90  10   1   0   1|1463M  931M  194M 5157M| 362k  355k|   0   428k|   0  13.0 |2869  4978 |1.75 1.02 0.70|6.0   0   0|   0     0 |   0     0 |  9   37    0   10    0
Sep 19 11:58:28 ubuntu dstat.sh[72712]: 19-09 11:58:28| 61  12  26   0   0|1408M  986M  194M 5157M|1267k 1257k|   0   687k|   0  63.9 |8021    18k|1.75 1.02 0.70|4.0   0 221|   0     0 |   0     0 |  9   38    0   14    0
Sep 19 11:58:29 ubuntu dstat.sh[72712]: 19-09 11:58:29| 85  12   3   0   0|1308M 1085M  194M 5157M| 812k  804k|   0   961k|   0  27.0 |5839    12k|1.75 1.02 0.70|6.0   0  57|   0     0 |   0     0 |  9   35    0   15    0
Sep 19 11:58:30 ubuntu dstat.sh[72712]: 19-09 11:58:30| 88  11   0   0   0|1409M  984M  194M 5157M| 359k  351k|   0   860k|   0  13.0 |3529  6161 |1.75 1.02 0.70|6.0   0  34|   0     0 |   0     0 |  9   35    0   15    0
Sep 19 11:58:31 ubuntu dstat.sh[72712]: 19-09 11:58:31| 90  11   0   0   0|1452M  941M  194M 5157M| 671k  663k|   0   576k|   0  31.0 |3661  8713 |2.25 1.14 0.74|7.0   0 5.0|   0     0 |   0     0 |  9   35    0   15    0
Sep 19 11:58:32 ubuntu dstat.sh[72712]: 19-09 11:58:32| 87  10   3   0   0|1483M  910M  194M 5158M|1140k 1133k|   0  5366k|   0  73.0 |5786    15k|2.25 1.14 0.74|9.0 1.0  84|   0     0 |   0     0 |  9   36    0   15    1
Sep 19 11:58:33 ubuntu dstat.sh[72712]: 19-09 11:58:33| 84  15   0   0   0|1332M 1061M  194M 5158M| 608k  600k|   0    18M|   0   113 |4911    10k|2.25 1.14 0.74|7.0   0 199|   0     0 |   0     0 |  9   36    0   15    0
Sep 19 11:58:34 ubuntu dstat.sh[72712]: 19-09 11:58:34| 89  11   1   0   0|1408M  985M  194M 5158M| 403k  397k|   0  1632k|   0  62.1 |4110  7817 |2.25 1.14 0.74|7.0   0  37|   0     0 |   0     0 |  9   34    0   15    0
Sep 19 11:58:35 ubuntu dstat.sh[72712]: 19-09 11:58:35| 83  15   1   0   0|1461M  931M  194M 5159M| 832k  812k|   0  1168k|   0  37.0 |5229    11k|2.25 1.14 0.74|8.0   0 329|   0     0 |   0     0 |  9   37    0   12    0
Sep 19 11:58:36 ubuntu dstat.sh[72712]: 19-09 11:58:36| 88  11   1   0   0|1579M  812M  194M 5160M|1107k 1096k|   0  1472k|   0  44.0 |5816    13k|2.63 1.24 0.77|8.0   0 104|   0     0 |   0     0 |  9   35    0   12    0
Sep 19 11:58:37 ubuntu dstat.sh[72712]: 19-09 11:58:37| 84  15   1   0   0|1453M  938M  194M 5160M| 767k  749k|   0  1096k|   0  44.0 |5813    10k|2.63 1.24 0.77|6.0   0 199|   0     0 |   0     0 |  9   36    0   12    0
Sep 19 11:58:38 ubuntu dstat.sh[72712]: 19-09 11:58:38| 73  12  13   0   0|1272M 1118M  194M 5160M|1226k 1217k|   0    45M|   0   523 |7187    15k|2.63 1.24 0.77|3.0   0 209|   0     0 |   0     0 |  9   36    0   13    0
Sep 19 11:58:39 ubuntu dstat.sh[72712]: 19-09 11:58:39| 77  17   5   0   0|1282M 1109M  194M 5160M| 316k  305k|   0   456k|   0  22.0 |2726  6429 |2.63 1.24 0.77|4.0   0 234|   0     0 |   0     0 |  9   34    0   13    0
Sep 19 11:58:40 ubuntu dstat.sh[72712]: 19-09 11:58:40| 83  11   5   0   0|1400M  990M  194M 5160M| 514k  507k|   0   572k|   0  21.0 |3023  7294 |2.63 1.24 0.77|2.0   0   0|   0     0 |   0     0 |  9   38    0   13    0
Sep 19 11:58:41 ubuntu dstat.sh[72712]: 19-09 11:58:41| 74  13  11   0   0|1261M 1130M  194M 5160M|1106k 1099k|   0   960k|   0  76.0 |5778    16k|2.74 1.28 0.79|8.0   0 286|   0     0 |   0     0 |  9   35    0   14    0
Sep 19 11:58:42 ubuntu dstat.sh[72712]: 19-09 11:58:42| 88  13   0   0   0|1382M 1008M  194M 5160M|  13k 6425 |   0   560k|   0  21.0 |1942  2216 |2.74 1.28 0.79|5.0   0  73|   0     0 |   0     0 |  9   34    0   14    0
Sep 19 11:58:43 ubuntu dstat.sh[72712]: 19-09 11:58:43| 86  10   4   0   0|1393M  997M  194M 5160M| 887k  879k|   0  1304k|   0  51.0 |5164    18k|2.74 1.28 0.79|6.0   0  57|   0     0 |   0     0 |  9   36    0   17    0
Sep 19 11:58:44 ubuntu dstat.sh[72712]: 19-09 11:58:44| 80  16   4   0   0|1342M 1047M  194M 5161M|1173k 1165k|   0  1168k|   0  68.0 |5679    16k|2.74 1.28 0.79|6.0   0 268|   0     0 |   0     0 |  9   36    0   17    0
Sep 19 11:58:45 ubuntu dstat.sh[72712]: 19-09 11:58:45| 87  13   0   0   0|1355M 1035M  194M 5161M| 296k  289k|   0   712k|   0  17.0 |2126  5270 |2.74 1.28 0.79|6.0   0  93|   0     0 |   0     0 |  9   34    0   18    0
Sep 19 11:58:46 ubuntu dstat.sh[72712]: 19-09 11:58:46| 77  13   7   0   0|1345M 1045M  194M 5161M| 973k  966k|   0   980k|   0  55.0 |5798    14k|2.92 1.34 0.81|7.0   0 256|   0     0 |   0     0 |  9   36    0   19    0
Sep 19 11:58:47 ubuntu dstat.sh[72712]: 19-09 11:58:47| 87  12   2   0   1|1286M 1103M  194M 5161M| 584k  577k|   0   724k|   0  36.0 |4259  8595 |2.92 1.34 0.81|5.0   0 103|   0     0 |   0     0 |  9   34    0   17    0
Sep 19 11:58:48 ubuntu dstat.sh[72712]: 19-09 11:58:48| 81  11   7   0   0|1401M  987M  194M 5161M| 582k  573k|   0   884k|   0  55.0 |3971  8601 |2.92 1.34 0.81|6.0   0  61|   0     0 |   0     0 |  9   36    0   17    0
Sep 19 11:58:49 ubuntu dstat.sh[72712]: 19-09 11:58:49| 78  15   7   0   0|1300M 1088M  194M 5161M| 803k  796k|   0   888k|   0  57.0 |5274    12k|2.92 1.34 0.81|5.0   0 118|   0     0 |   0     0 |  9   35    0   17    0
Sep 19 11:58:50 ubuntu dstat.sh[72712]: 19-09 11:58:50| 74   8  16   0   0|1336M 1053M  194M 5162M| 253k  246k|   0   961k|   0  17.0 |2095  4375 |2.92 1.34 0.81|3.0   0  72|   0     0 |   0     0 |  9   37    0   17    0
Sep 19 11:58:51 ubuntu dstat.sh[72712]: 19-09 11:58:51| 63  17  19   1   0|1174M 1214M  194M 5162M| 749k  743k|   0   842k|   0  72.2 |5941    13k|3.09 1.40 0.83|6.0   0 373|   0     0 |   0     0 |  9   34    0   18    0
Sep 19 11:58:52 ubuntu dstat.sh[72712]: 19-09 11:58:52| 84  15   0   0   0|1343M 1045M  194M 5162M|8251  1620 |   0   476k|   0  18.0 |1901  2732 |3.09 1.40 0.83|6.0   0 216|   0     0 |   0     0 |  9   34    0   18    0
Sep 19 11:58:53 ubuntu dstat.sh[72712]: 19-09 11:58:53| 82  16   1   0   0|1468M  920M  194M 5162M| 615k  609k|   0  5971k|   0   115 |4843  9774 |3.09 1.40 0.83|6.0   0 190|   0     0 |   0     0 |  9   38    0   19    0
Sep 19 11:58:54 ubuntu dstat.sh[72712]: 19-09 11:58:54| 83  14   3   0   0|1460M  928M  194M 5162M|1306k 1292k|   0  1317k|   0  47.0 |5945    15k|3.09 1.40 0.83|8.0   0 157|   0     0 |   0     0 |  9   36    0   19    0
Sep 19 11:58:55 ubuntu dstat.sh[72712]: 19-09 11:58:55| 86  12   1   0   0|1367M 1021M  194M 5162M| 809k  801k|   0   813k|   0  29.9 |4469    11k|3.09 1.40 0.83|6.0   0 230|   0     0 |   0     0 |  9   36    0   19    0
Sep 19 11:58:56 ubuntu dstat.sh[72712]: 19-09 11:58:56| 88  11   0   0   0|1356M 1031M  194M 5163M| 555k  546k|   0  1137k|   0  24.1 |4482  8762 |3.48 1.51 0.87|6.0   0 137|   0     0 |   0     0 |  9   36    0   19    0
Sep 19 11:58:57 ubuntu dstat.sh[72712]: 19-09 11:58:57| 84  11   3   0   0|1437M  950M  194M 5163M|1043k 1035k|   0  1663k|   0  53.0 |6020    16k|3.48 1.51 0.87|8.0   0 154|   0     0 |   0     0 |  9   36    0   20    0
Sep 19 11:58:58 ubuntu dstat.sh[72712]: 19-09 11:58:58| 85  15   1   0   0|1365M 1022M  194M 5163M| 642k  633k|   0  1445k|   0  60.0 |4136    10k|3.48 1.51 0.87|8.0   0 231|   0     0 |   0     0 |  9   36    0   20    0
Sep 19 11:58:59 ubuntu dstat.sh[72712]: 19-09 11:58:59| 84  15   0   0   0|1353M 1034M  194M 5163M| 526k  518k|   0  1372k|   0  54.0 |4001  8417 |3.48 1.51 0.87|8.0   0 186|   0     0 |   0     0 |  9   36    0   20    0
Sep 19 11:59:00 ubuntu dstat.sh[72712]: 19-09 11:59:00| 85  11   4   0   0|1446M  940M  195M 5163M|1087k 1079k|   0  1344k|   0  48.0 |6436    13k|3.48 1.51 0.87|7.0   0 150|   0     0 |   0     0 |  9   36    0   20    0
Sep 19 11:59:01 ubuntu dstat.sh[72712]: 19-09 11:59:01| 73  18   9   0   0|1268M 1118M  195M 5164M|1138k 1130k|   0   960k|   0  54.0 |6711    16k|3.76 1.61 0.91|4.0   0 403|   0     0 |   0     0 |  9   35    0   20    0
Sep 19 11:59:02 ubuntu dstat.sh[72712]: 19-09 11:59:02| 33  14  51   0   0|1132M 1254M  195M 5164M| 472k  462k|   0   472k|   0  30.0 |3762  7549 |3.76 1.61 0.91|1.0   0 294|   0     0 |   0     0 |  9   34    0   22    0
Sep 19 11:59:03 ubuntu dstat.sh[72712]: 19-09 11:59:03| 31  27  41   0   0|1176M 1210M  195M 5164M|  11k 1622 |   0   332k|   0  22.0 |3079  5613 |3.76 1.61 0.91|5.0   0 718|   0     0 |   0     0 |  9   34    0   22    0
Sep 19 11:59:04 ubuntu dstat.sh[72712]: 19-09 11:59:04| 82  18   0   0   0|1347M 1039M  195M 5164M|  22k 5970 |   0  1832k|   0  74.0 |2287  3829 |3.76 1.61 0.91|6.0   0 383|   0     0 |   0     0 |  9   35    0   22    0
Sep 19 11:59:05 ubuntu dstat.sh[72712]: 19-09 11:59:05| 86  11   3   0   0|1381M 1004M  195M 5164M| 848k  840k|   0  1084k|   0  42.0 |4387    10k|3.76 1.61 0.91|6.0   0  75|   0     0 |   0     0 |  9   36    0   22    0
Sep 19 11:59:06 ubuntu dstat.sh[72712]: 19-09 11:59:06| 76  21   3   0   0|1302M 1083M  195M 5164M| 470k  462k|  28k 1472k|2.00  67.0 |5195    11k|3.86 1.66 0.93|5.0   0 420|   0     0 |   0     0 |  9   35    0   21    0
Sep 19 11:59:07 ubuntu dstat.sh[72712]: 19-09 11:59:07| 87  12   0   0   0|1388M  997M  195M 5164M| 288k  280k|   0   760k|   0  21.0 |3001  4843 |3.86 1.66 0.93|7.0   0  78|   0     0 |   0     0 |  9   36    0   21    0
Sep 19 11:59:08 ubuntu dstat.sh[72712]: 19-09 11:59:08| 80  10  11   0   0|1464M  920M  195M 5165M|1233k 1226k|   0  4652k|   0   151 |6420    17k|3.86 1.66 0.93|5.0   0 3.0|   0     0 |   0     0 |  9   38    0   23    0
Sep 19 11:59:09 ubuntu dstat.sh[72712]: 19-09 11:59:09| 57   6  35   0   0|1477M  907M  195M 5165M|1398k 1389k|   0   396k|   0  39.0 |7337    17k|3.86 1.66 0.93|2.0   0   0|   0     0 |   0     0 |  9   39    0   29    0
Sep 19 11:59:10 ubuntu dstat.sh[72712]: 19-09 11:59:10| 56   6  38   0   0|1477M  906M  195M 5166M|1171k 1162k|   0   418k|   0  47.8 |7192    16k|3.86 1.66 0.93|7.0   0   0|   0     0 |   0     0 |  9   36    0   29    0
Sep 19 11:59:11 ubuntu dstat.sh[72712]: 19-09 11:59:11| 87  11   2   0   0|1267M 1117M  195M 5166M| 474k  467k|   0   619k|   0  22.1 |3260  7647 |4.03 1.73 0.96|5.0   0 172|   0     0 |   0     0 |  9   34    0   29    0
Sep 19 11:59:12 ubuntu dstat.sh[72712]: 19-09 11:59:12| 88  11   0   0   0|1438M  945M  195M 5166M| 154k  146k|   0   748k|   0  17.0 |2192  2962 |4.03 1.73 0.96|5.0   0  14|   0     0 |   0     0 |  9   36    0   29    0
Sep 19 11:59:13 ubuntu dstat.sh[72712]: 19-09 11:59:13| 68   7  24   1   0|1472M  909M  195M 5169M|1248k 1241k|   0   493k|   0  39.8 |7559    17k|4.03 1.73 0.96|7.0   0   0|   0     0 |   0     0 |  9   38    0   31    0
Sep 19 11:59:14 ubuntu dstat.sh[72712]: 19-09 11:59:14| 52   5  43   1   0|1474M  907M  195M 5169M|1279k 1270k|   0   494k|   0  46.2 |7437    16k|4.03 1.73 0.96|5.0   0   0|   0     0 |   0     0 |  9   39    0   35    0
Sep 19 11:59:15 ubuntu dstat.sh[72712]: 19-09 11:59:15| 51   6  42   0   0|1474M  907M  195M 5169M|1089k 1071k|   0   542k|   0  56.8 |7179    15k|4.03 1.73 0.96|5.0   0   0|   0     0 |   0     0 |  9   38    0   39    0
Sep 19 11:59:16 ubuntu dstat.sh[72712]: 19-09 11:59:16| 78  13   7   0   0|1281M 1099M  195M 5169M| 875k  867k|   0  1097k|   0  82.4 |6211    14k|4.03 1.77 0.97|5.0   0 163|   0     0 |   0     0 |  9   34    0   39    0
